STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
OBS_2534,Unknown,9.131,51.997,macroseismic,0.004525,1.3125,,900.0,inferred,900.0
OBS_2159,Unknown,5.917,51.267,macroseismic,0.251199,1.3125,,226.09,inferred,226.0
OBS_2070,Unknown,6.033,51.15,macroseismic,0.251199,1.3125,,233.54,inferred,234.0
OBS_2137,Unknown,5.95,51.233,macroseismic,0.251199,1.3125,,303.18,inferred,303.0
OBS_2120,Unknown,6.033,51.217,macroseismic,0.251199,1.3125,,333.51,inferred,334.0
OBS_2202,Unknown,6.0,51.333,macroseismic,0.251199,1.3125,,263.73,inferred,264.0
OBS_2107,Unknown,6.0,51.2,macroseismic,0.251199,1.3125,,270.21,inferred,270.0
OBS_2040,Unknown,6.033,51.117,macroseismic,0.249503,1.3125,,271.83,inferred,272.0
OBS_2146,Unknown,5.883,51.25,macroseismic,0.247761,1.3125,,227.25,inferred,227.0
OBS_2093,Unknown,5.9,51.183,macroseismic,0.238023,1.3125,,320.42,inferred,320.0
OBS_2227,Unknown,5.883,51.367,macroseismic,0.237572,1.3125,,229.35,inferred,229.0
OBS_1987,Unknown,6.132,51.071,macroseismic,0.232822,1.3125,,248.52,inferred,257.0
OBS_1975,Unknown,6.033,51.063,macroseismic,0.230967,1.3125,,349.52,inferred,350.0
OBS_1967,Unknown,6.148,51.057,macroseismic,0.226874,1.3125,,382.52,inferred,246.0
OBS_1956,Unknown,6.12,51.047,macroseismic,0.225243,1.3125,,532.41,inferred,532.0
OBS_1958,Unknown,6.134,51.047,macroseismic,0.224534,1.3125,,449.02,inferred,449.0
OBS_1951,Unknown,6.149,51.039,macroseismic,0.221254,1.3125,,422.66,inferred,424.0
OBS_1972,Unknown,6.219,51.058,macroseismic,0.221042,1.3125,,394.1,inferred,580.0
OBS_2181,Unknown,6.05,51.3,macroseismic,0.14306,1.3125,,277.69,inferred,278.0
OBS_2044,Unknown,6.1,51.128,macroseismic,0.14306,1.3125,,358.91,inferred,275.0
OBS_2215,Unknown,6.133,51.35,macroseismic,0.14306,1.3125,,235.49,inferred,235.0
OBS_2035,Unknown,6.101,51.11,macroseismic,0.14306,1.3125,,236.14,inferred,231.0
OBS_2158,Unknown,6.033,51.267,macroseismic,0.14306,1.3125,,332.41,inferred,332.0
OBS_2226,Unknown,6.167,51.367,macroseismic,0.14306,1.3125,,308.44,inferred,308.0
OBS_2225,Unknown,6.05,51.367,macroseismic,0.14306,1.3125,,221.92,inferred,222.0
OBS_2182,Unknown,6.1,51.3,macroseismic,0.14306,1.3125,,332.24,inferred,332.0
OBS_2036,Unknown,6.158,51.111,macroseismic,0.141452,1.3125,,766.81,inferred,900.0
OBS_2017,Unknown,6.059,51.1,macroseismic,0.139763,1.3125,,226.61,inferred,225.0
