# 19920413_M5.3_Roermond median gmf, Stations:None, gmlt:GEM, Rupture:Camelbeecketal1994
custom_site_id,lon,lat,ESHM20Craton,"ESHM20Craton
epsilon=-1.355630","ESHM20Craton
epsilon=1.355630","ESHM20Craton
site_epsilon=-1.732051","ESHM20Craton
site_epsilon=1.732051","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.73205100
c3_epsilon = 1.73205100"
t_1000,11.088089999999994,48.95228,0.0010488667,0.00055650936,0.0019768241,0.00044689485,0.0024617002,0.0010726055
t_1001,11.349490000000003,49.00887,0.0009234575,0.00048996956,0.0017404626,0.00039250797,0.0021726277,0.0008402585
t_1002,11.17541,49.00936,0.0010045164,0.0005329779,0.0018932363,0.00042799846,0.0023576093,0.0009874704
t_1003,11.437009999999987,49.06581,0.000914941,0.0004854509,0.0017244114,0.00038972392,0.0021479744,0.0009677094
t_1004,11.262830000000008,49.06637,0.0009782759,0.00051905523,0.0018437803,0.00041681813,0.0022960226,0.00095570396
t_1005,11.088639999999998,49.0668,0.0010199115,0.00054114626,0.0019222517,0.00043350493,0.002399556,0.0010170788
t_1006,11.524640000000005,49.12269,0.00090576994,0.0004805849,0.0017071265,0.00038499004,0.0021310141,0.00093614997
t_1007,10.218189999999993,48.95233,0.0014368782,0.00076238124,0.002708119,0.000678937,0.0030409582,0.0013927538
t_1008,10.392169999999993,48.9526,0.0013424078,0.00071225694,0.0025300684,0.00061438984,0.0029330868,0.0013013523
t_1009,9.95680999999999,49.00894,0.0016192538,0.0008591463,0.0030518465,0.00079047354,0.0033169773,0.0015837409
t_1010,10.130889999999994,49.00942,0.0015214289,0.00080724224,0.0028674738,0.000729926,0.0031712062,0.0014742626
t_1011,10.30498,49.00976,0.0015092371,0.00080077344,0.0028444955,0.000753109,0.0030245243,0.001435676
t_1012,10.043489999999991,49.06644,0.0015157124,0.0008042091,0.0028566995,0.0006458053,0.0035573938,0.0014264071
t_1013,10.217680000000001,49.06685,0.00147102,0.0007804962,0.002772467,0.0006625465,0.0032660349,0.0014286061
t_1014,10.391870000000011,49.06712,0.0014162812,0.0007514528,0.0026692993,0.00066189846,0.0030304533,0.001415717
t_1015,9.955980000000011,49.1234,0.0015707986,0.00083343685,0.002960522,0.0006692762,0.0036866814,0.0017702791
t_1016,10.130269999999996,49.12387,0.0014110506,0.0007486775,0.002659441,0.00060017046,0.003317497,0.0013628773
t_1017,9.784809999999993,48.77903,0.0013649096,0.0007241959,0.002572478,0.0005815526,0.0032034556,0.0014521354
t_1018,9.523650000000004,48.83522,0.0014999607,0.0007958516,0.002827012,0.00063796097,0.0035266764,0.0014829201
t_1019,9.69740999999999,48.83604,0.0014476303,0.00076808606,0.0027283838,0.00061679777,0.0033976024,0.0014039602
t_1020,9.871170000000006,48.83673,0.0014307344,0.00075912144,0.0026965397,0.00060959865,0.003357949,0.0016838863
t_1021,9.436039999999991,48.89209,0.0015807151,0.0008386984,0.0029792117,0.00067186984,0.0037189645,0.0014185958
t_1022,9.60990000000001,48.89299,0.001527304,0.00081035943,0.0028785465,0.0006507446,0.0035845975,0.0016964575
t_1023,9.783770000000004,48.89374,0.0014627879,0.0007761284,0.0027569516,0.0006232559,0.0034331777,0.0017405343
t_1024,9.522289999999998,48.94986,0.0015829129,0.0008398645,0.002983354,0.000672804,0.0037241355,0.0014242703
t_1025,9.696259999999995,48.95069,0.0015201452,0.00080656115,0.0028650544,0.00064769445,0.0035677957,0.001461882
t_1026,9.870239999999995,48.95137,0.0014250248,0.000756092,0.0026857788,0.0006067612,0.0033467794,0.0014049662
t_1027,8.39294000000001,48.88381,0.0021086205,0.0011187954,0.003974168,0.0008977926,0.004952458,0.0017014464
t_1028,8.566779999999994,48.88554,0.0020158547,0.0010695754,0.0037993297,0.0008583136,0.0047344817,0.0015652371
t_1029,8.304609999999997,48.9402,0.0027366346,0.001452008,0.005157801,0.0013528768,0.005535736,0.0019633535
t_1030,8.478550000000013,48.942,0.0022977307,0.0012191337,0.0043305885,0.0009953823,0.005304059,0.0017175765
t_1031,8.216170000000005,48.99652,0.0026094737,0.0013845387,0.0049181376,0.0011933848,0.0057059154,0.0019825352
t_1032,8.390209999999996,48.99839,0.0027686334,0.001468986,0.00521811,0.0013507683,0.005674794,0.0019975635
t_1033,8.56425999999999,49.00012,0.0021549223,0.0011433623,0.004061434,0.0009178168,0.0050594956,0.0016604341
t_1034,8.301770000000005,49.05472,0.0029338975,0.0015566722,0.0055295876,0.0014132236,0.0060908655,0.002648966
