# 19920413_M5.3_Roermond median gmf, Stations:None, gmlt:USGS, Rupture:Camelbeecketal1994
custom_site_id,lon,lat,AkkarEtAlRjb2014,Campbell2003SHARE,CauzziEtAl2014,ToroEtAl2002SHARE
t_1000,11.088089999999994,48.95228,0.0003277149,0.0010509064,0.0004153286,0.0006846329
t_1001,11.349490000000003,49.00887,0.00026566032,0.0009937593,0.00034927684,0.00064690487
t_1002,11.17541,49.00936,0.0003095131,0.0010434178,0.00039723548,0.00067969237
t_1003,11.437009999999987,49.06581,0.00027626182,0.0009854352,0.0003585369,0.00064140465
t_1004,11.262830000000008,49.06637,0.00029976087,0.0010351682,0.00038695076,0.00067424844
t_1005,11.088639999999998,49.0668,0.00028469754,0.0010877184,0.00037857753,0.0007089048
t_1006,11.524640000000005,49.12269,0.00026214463,0.00097646593,0.00034389886,0.00063547667
t_1007,10.218189999999993,48.95233,0.00044305905,0.0013402991,0.0005625658,0.00087480346
t_1008,10.392169999999993,48.9526,0.0004117551,0.0012764997,0.00052427046,0.0008329824
t_1009,9.95680999999999,49.00894,0.00049641076,0.0014745065,0.0006319119,0.000962642
t_1010,10.130889999999994,49.00942,0.00046750455,0.0014031988,0.0005944879,0.0009159042
t_1011,10.30498,49.00976,0.0004884407,0.0013352855,0.0006039153,0.000871482
t_1012,10.043489999999991,49.06644,0.0004281085,0.0014700798,0.00056600414,0.00095926994
t_1013,10.217680000000001,49.06685,0.00043533044,0.0013977027,0.0005632221,0.0009122877
t_1014,10.391870000000011,49.06712,0.00043480314,0.0013289473,0.00055322726,0.0008673342
t_1015,9.955980000000011,49.1234,0.00043485686,0.0015412896,0.00058190775,0.001005625
t_1016,10.130269999999996,49.12387,0.00036393054,0.00146405,0.00050124864,0.00095558114
t_1017,9.784809999999993,48.77903,0.00037932218,0.0014109748,0.00051023485,0.00092135655
t_1018,9.523650000000004,48.83522,0.00038094466,0.0015487843,0.00052833924,0.001011309
t_1019,9.69740999999999,48.83604,0.00039861098,0.001478645,0.0005377512,0.0009655697
t_1020,9.871170000000006,48.83673,0.00040641593,0.001411168,0.00053693535,0.0009214829
t_1021,9.436039999999991,48.89209,0.0003926725,0.0016255401,0.000549342,0.0010612622
t_1022,9.60990000000001,48.89299,0.00041558937,0.0015507386,0.0005636543,0.0010125821
t_1023,9.783770000000004,48.89374,0.00040471883,0.0014788097,0.0005438458,0.00096567726
t_1024,9.522289999999998,48.94986,0.00039308946,0.0016276265,0.0005500153,0.0010626186
t_1025,9.696259999999995,48.95069,0.00041270256,0.0015508712,0.0005607765,0.0010126673
t_1026,9.870239999999995,48.95137,0.00037492623,0.0014773847,0.000513837,0.0009646965
t_1027,8.39294000000001,48.88381,0.00050776097,0.0021234804,0.00072901323,0.0013828463
t_1028,8.566779999999994,48.88554,0.0004900652,0.0020363862,0.00069975905,0.0013268992
t_1029,8.304609999999997,48.9402,0.00083177036,0.0022396415,0.0010705367,0.0014572749
t_1030,8.478550000000013,48.942,0.0005989351,0.0021466808,0.0008267643,0.0013977288
t_1031,8.216170000000005,48.99652,0.0006890981,0.002364634,0.0009490409,0.0015371254
t_1032,8.390209999999996,48.99839,0.0008818242,0.0022652955,0.0011227991,0.0014736837
t_1033,8.56425999999999,49.00012,0.00052227115,0.0021668973,0.0007496832,0.0014106903
t_1034,8.301770000000005,49.05472,0.00096051063,0.0023930871,0.0012202633,0.001555269
t_1035,8.475920000000002,49.05651,0.0007934439,0.0022876568,0.0010413019,0.0014879779
t_1036,8.21323000000001,49.11098,0.00090844784,0.0025310034,0.0011934307,0.0016430403
t_1037,9.26218,48.89106,0.00045033783,0.0017031184,0.0006176812,0.0011116446
t_1038,9.000400000000013,48.94656,0.0005032827,0.0018761397,0.00069344556,0.0012236332
t_1039,9.174360000000007,48.9478,0.00046108812,0.0017904309,0.0006395184,0.0011682225
t_1040,9.348320000000001,48.9489,0.0004285258,0.0017075273,0.00059597834,0.0011145046
t_1041,9.086430000000007,49.00447,0.0005467527,0.0018839439,0.0007382912,0.0012286725
t_1042,9.260500000000008,49.00564,0.00044180965,0.0017952159,0.0006202413,0.0011713194
t_1043,8.998410000000007,49.06107,0.0005288413,0.0019842454,0.0007335261,0.0012933458
t_1044,9.17258000000001,49.06232,0.0005011203,0.001889153,0.00069291244,0.0012320355
t_1045,9.346749999999986,49.06342,0.00045645118,0.0017976164,0.00063564745,0.0011728728
t_1046,9.084550000000007,49.11892,0.00049862335,0.0019899327,0.0007030345,0.0012970079
t_1047,8.914469999999994,48.88858,0.00046953245,0.0018657991,0.0006575191,0.0012169548
t_1048,8.65249,48.94366,0.00049657846,0.0020547134,0.0007088461,0.0013386825
t_1049,8.826439999999991,48.94518,0.0005378048,0.0019643654,0.00074007554,0.0012805406
t_1050,8.738310000000013,49.00171,0.00056173874,0.0020701753,0.0007784823,0.0013486191
t_1051,8.91237000000001,49.00316,0.0004626408,0.0019757058,0.00066353887,0.0012878461
t_1052,8.650080000000003,49.05817,0.0005403626,0.0021839533,0.00077090744,0.0014216204
t_1053,8.824240000000003,49.05969,0.0005113754,0.002082645,0.00072783587,0.00135663
t_1054,8.73599999999999,49.11616,0.00061359693,0.0021977194,0.00084869255,0.0014304387
t_1055,8.910269999999997,49.11761,0.00059221144,0.0020920362,0.0008124752,0.0013626616
t_1056,8.647660000000002,49.17257,0.0005372618,0.0023217702,0.000784498,0.0015097696
t_1057,9.434570000000008,49.00667,0.0004095005,0.0017097592,0.00057658757,0.0011159524
t_1058,9.608650000000011,49.00757,0.0004312305,0.0016277401,0.00058895693,0.0010626818
t_1059,9.782730000000015,49.00832,0.0003941182,0.0015493162,0.0005418613,0.0010115661
t_1060,9.520929999999993,49.06438,0.00048814804,0.0017098573,0.0006564947,0.0011159849
t_1061,9.695120000000003,49.06521,0.00043009382,0.0016260486,0.0005876449,0.0010614492
t_1062,9.86930000000001,49.06589,0.00045065582,0.0015461666,0.0005979221,0.0010092946
t_1063,9.43311,49.12113,0.00042705133,0.0017977112,0.0006051898,0.0011728688
t_1064,9.607400000000013,49.12202,0.00042602493,0.0017080063,0.0005935373,0.0011145993
t_1065,9.781689999999998,49.12278,0.0005846506,0.001622582,0.00073700567,0.0010589345
t_1066,9.519569999999987,49.17878,0.00054982497,0.0017956947,0.0007292121,0.0011713183
t_1067,8.38748000000001,49.11285,0.00095217675,0.002417905,0.0012166011,0.0015710844
t_1068,8.561739999999986,49.11457,0.00072789716,0.002306537,0.000979626,0.0015000409
t_1069,8.298930000000013,49.16911,0.0008514315,0.0025586225,0.0011416145,0.0016605835
t_1070,8.473289999999992,49.17091,0.00090148626,0.0024388588,0.0011712321,0.0015844302
t_1071,8.210270000000008,49.22531,0.001005631,0.0027109915,0.0013191396,0.0017571677
t_1072,8.384739999999994,49.22717,0.0010092171,0.0025819433,0.0013003324,0.001675388
t_1073,8.559210000000007,49.2289,0.00087435107,0.0024557398,0.0011476069,0.0015951771
t_1074,8.29607999999999,49.28337,0.0010130788,0.0027370332,0.0013309176,0.0017736423
t_1075,8.470650000000006,49.28517,0.00096998666,0.0026007486,0.0012653804,0.00168732
t_1076,8.207310000000007,49.33951,0.0010174856,0.0029055174,0.0013637374,0.0018800016
t_1077,9.258820000000014,49.1201,0.00047120245,0.0018917383,0.0006624314,0.0012337037
t_1078,8.996409999999997,49.17547,0.00058743736,0.0020982658,0.00080847513,0.0013666619
t_1079,9.17079000000001,49.17671,0.0007045878,0.0019927407,0.00090841827,0.0012988056
t_1080,9.34518,49.17781,0.0004539707,0.0018918454,0.00064451,0.0012336568
t_1081,9.082650000000001,49.23325,0.0006325419,0.002101323,0.00085437944,0.0013685909
t_1082,9.257139999999993,49.23443,0.00058141997,0.0019928818,0.00078802276,0.0012987179
t_1083,8.994400000000013,49.28973,0.0005376252,0.002218278,0.0007723043,0.0014435268
t_1084,9.169000000000011,49.29097,0.00048770843,0.002101488,0.00070514396,0.0013684445
t_1085,9.34360000000001,49.29208,0.000480155,0.0019904051,0.00068396126,0.0012967488
t_1086,9.080749999999995,49.34746,0.0005110915,0.0022184814,0.0007441153,0.001443318
t_1087,9.693960000000004,49.1796,0.00052939064,0.0017041817,0.0006964454,0.0011118192
t_1088,9.868359999999996,49.18029,0.00058392115,0.0016171983,0.00073559117,0.0010551952
t_1089,9.431639999999987,49.23546,0.00047682005,0.0018896211,0.000668138,0.0012319105
t_1090,9.60614000000001,49.23635,0.00060427265,0.0017914249,0.000781485,0.0011682227
t_1091,9.780640000000005,49.23711,0.00040696372,0.0016982178,0.0005728456,0.0011077151
t_1092,9.518200000000007,49.29304,0.0004599475,0.0018848664,0.00065015006,0.0012284764
t_1093,9.692810000000009,49.29387,0.00043120084,0.001784825,0.00060826715,0.0011637224
t_1094,9.86742000000001,49.29455,0.0004746537,0.0016901647,0.0006407244,0.0011025001
t_1095,9.43016,49.34966,0.000477899,0.0019850843,0.00068108196,0.001292922
t_1096,9.604880000000009,49.35056,0.0004570247,0.0018775276,0.00064628985,0.0012235192
t_1097,8.822030000000012,49.17409,0.0005897061,0.0022080687,0.00082551624,0.0014370666
t_1098,8.733679999999993,49.23049,0.00060963834,0.0023331915,0.00086275034,0.0015170616
t_1099,8.90816000000001,49.23194,0.00054325134,0.0022148963,0.0007778157,0.0014414379
t_1100,8.645229999999998,49.28683,0.00088853465,0.0024684027,0.0011635592,0.0016032358
t_1101,8.81980999999999,49.28835,0.00054966233,0.0023407133,0.0008001381,0.0015218628
t_1102,8.731359999999995,49.34469,0.0005630328,0.0024767106,0.00083104876,0.0016085167
t_1103,8.906049999999993,49.34614,0.0005498403,0.0023444758,0.000800836,0.0015241236
t_1104,8.642799999999994,49.40097,0.0010454853,0.0026240675,0.0013429726,0.001702081
t_1105,8.817589999999996,49.40249,0.0005638122,0.0024809476,0.0008324855,0.0016109835
t_1106,8.729029999999995,49.45877,0.00059352856,0.0026288317,0.0008828375,0.0017047665
t_1107,9.779590000000013,49.35131,0.00043543588,0.0017759213,0.0006116058,0.0011579709
t_1108,9.516829999999999,49.40718,0.0005093146,0.0019769203,0.0007129078,0.0012874593
t_1109,9.69165000000001,49.40801,0.00045595132,0.0018676772,0.00064398145,0.0012171727
t_1110,9.866479999999996,49.40869,0.00045075687,0.0017647977,0.00062605104,0.0011507833
t_1111,9.428689999999989,49.46374,0.0006102888,0.0020836475,0.0008300978,0.0013559234
t_1112,9.603610000000003,49.46463,0.00054581213,0.0019659777,0.0007488462,0.0012804285
t_1113,9.778539999999992,49.46539,0.0004651502,0.0018553784,0.00065203937,0.0012092462
t_1114,9.51545999999999,49.52119,0.0006199649,0.0020714786,0.00083807687,0.0013481271
t_1115,9.690499999999986,49.52202,0.00046220695,0.0019523585,0.00066069345,0.0012716749
t_1116,9.865530000000007,49.5227,0.00056565285,0.0018407417,0.00075136306,0.0011998094
t_1117,10.914449999999988,49.06709,0.00035817467,0.0011432266,0.00045593773,0.00074545713
t_1118,10.740250000000003,49.06724,0.0003743005,0.0012018426,0.00047887734,0.00078399363
t_1119,10.566059999999993,49.06725,0.00035187218,0.0012637028,0.00046522787,0.0008245927
t_1120,11.00175999999999,49.12417,0.00036439265,0.0011344629,0.0004606025,0.0007396899
t_1121,10.827460000000002,49.12439,0.00037832608,0.0011933255,0.00048153943,0.0007783982
t_1122,10.47887,49.12441,0.00034284164,0.0013213183,0.0004632604,0.0008623406
t_1123,10.653169999999989,49.12447,0.00036057923,0.0012555544,0.00047268023,0.0008192491
t_1124,10.914780000000007,49.18148,0.000306497,0.0011838259,0.00041109833,0.0007721556
t_1125,10.740370000000013,49.18163,0.00043091082,0.0012463082,0.00053788093,0.0008131839
t_1126,10.565969999999993,49.18164,0.00044035073,0.001312451,0.0005561007,0.00085653516
t_1127,11.350349999999992,49.12332,0.00027224413,0.0010261963,0.00035937646,0.00066832657
t_1128,11.176060000000007,49.12382,0.00036606655,0.0010788089,0.00045459415,0.00070303265
t_1129,11.612380000000002,49.1795,0.0003178483,0.00096688455,0.0003952257,0.0006291426
t_1130,11.43798000000001,49.1802,0.00029451362,0.0010165342,0.00037968656,0.00066194753
t_1131,11.26357999999999,49.18077,0.00036658204,0.0010691248,0.00045372752,0.0006966482
t_1132,11.089179999999999,49.18119,0.0003483776,0.0011248265,0.0004443084,0.0007333468
t_1133,11.700220000000002,49.23624,0.00034923002,0.0009567309,0.00042226823,0.0006224286
t_1134,11.525720000000007,49.23702,0.00029713864,0.0010062243,0.00038092022,0.0006551391
t_1135,11.351210000000009,49.23765,0.0003878689,0.0010587054,0.0004715548,0.0006897771
t_1136,11.176710000000014,49.23815,0.0003624974,0.0011143619,0.00045613924,0.00072645664
t_1137,10.304570000000012,49.12421,0.00036852856,0.0013907688,0.00049716746,0.0009077583
t_1138,10.042759999999987,49.18083,0.0004881802,0.001534659,0.00063280883,0.0010015633
t_1139,10.217160000000007,49.18124,0.00042462154,0.0014564582,0.00056072976,0.0009506315
t_1140,10.391570000000002,49.18151,0.0004428789,0.0013824408,0.0005683114,0.000902317
t_1141,9.95514,49.23773,0.00053118105,0.0016099005,0.0006847194,0.0010504584
t_1142,10.129649999999998,49.2382,0.000568023,0.0015263272,0.00070660556,0.0009961424
t_1143,10.304159999999996,49.23854,0.0004973588,0.0014473477,0.00062892,0.00094469025
t_1144,10.042030000000011,49.2951,0.00053224515,0.0016007412,0.00068439264,0.0010445119
t_1145,10.216649999999987,49.29551,0.00049371814,0.0015163498,0.00063549925,0.000989649
t_1146,10.391259999999988,49.29578,0.00039427227,0.0014367846,0.00052839,0.0009377998
t_1147,11.002199999999988,49.2385,0.0003218571,0.0011733905,0.0004249619,0.0007652961
t_1148,10.82768999999999,49.23872,0.00035119205,0.0012359975,0.00046113704,0.0008064186
t_1149,10.478669999999994,49.23874,0.0003971386,0.0013727678,0.0005230847,0.00089599524
t_115,7.477239999999995,47.66126,0.00051990245,0.0012520443,0.0006190183,0.000817192
t_1150,10.653179999999992,49.2388,0.00046125258,0.001302387,0.0005740264,0.00084994436
t_1151,10.915109999999999,49.29575,0.0003859325,0.0012246865,0.00049290544,0.00079899456
t_1152,10.740489999999994,49.2959,0.0005458121,0.0012911891,0.00064851827,0.00084260874
t_1153,10.565879999999993,49.2959,0.00035382027,0.0013618025,0.00047901738,0.0008888267
t_1154,11.002639999999985,49.35271,0.00039475603,0.0012124239,0.00049953413,0.0007909432
t_1155,10.827920000000006,49.35292,0.0005090668,0.0012789011,0.00061381666,0.0008345563
t_1156,10.478469999999987,49.35294,0.00037292053,0.0014248191,0.0005056668,0.000929992
t_1157,11.613560000000007,49.29376,0.00028267514,0.0009953056,0.0003658427,0.00064792647
t_1158,11.438950000000006,49.29447,0.00031677666,0.0010475975,0.00040462712,0.0006824499
t_1159,11.264340000000004,49.29503,0.00036242092,0.0011031134,0.00045455073,0.0007190481
t_116,7.64885000000001,47.66375,0.00035807115,0.0012320899,0.0004672217,0.0008040816
t_1160,11.089730000000003,49.29546,0.00037107055,0.0011620695,0.00047054424,0.0007578521
t_1161,11.701510000000013,49.35044,0.00036054608,0.0009838223,0.00043625035,0.00064033864
t_1162,11.526800000000009,49.35122,0.00030243542,0.001035844,0.00038958047,0.00067469437
t_1163,11.35208,49.35185,0.00034430492,0.0010911331,0.00043608563,0.00071115495
t_1164,11.177359999999993,49.35235,0.00036899073,0.0011499155,0.00046696927,0.0007498578
t_1165,11.614750000000015,49.4079,0.0002999451,0.0010234946,0.00038570017,0.00066654297
t_1166,11.43992,49.40861,0.00032256797,0.0010784747,0.00041398994,0.00070281216
t_1167,9.954309999999992,49.35193,0.00049140735,0.0016800837,0.00065600115,0.0010959704
t_1168,10.12903,49.35241,0.00046293496,0.0015897898,0.0006158587,0.0010374
t_1169,10.303750000000008,49.35274,0.0004583356,0.0015047857,0.00059993425,0.0009821207
t_117,7.82047,47.6661,0.00031377995,0.0012103829,0.0004213193,0.00078981154
t_1170,10.041300000000007,49.40924,0.00050082547,0.0016680473,0.00066362007,0.0010881716
t_1171,10.216129999999993,49.40965,0.00059933076,0.0015771199,0.0007435528,0.0010291693
t_1172,10.390960000000007,49.40991,0.00042788318,0.0014917139,0.00056852243,0.0009736077
t_1173,9.95347000000001,49.466,0.00045281183,0.0017515379,0.0006265118,0.0011422124
t_1174,10.1284,49.46648,0.00048740022,0.0016541355,0.00064854807,0.0010791543
t_1175,10.303339999999992,49.46682,0.00044632136,0.00156281,0.0005959387,0.0010198695
t_1176,10.040570000000002,49.52325,0.00046707975,0.0017362403,0.00063908467,0.0011323205
t_1177,10.653189999999995,49.353,0.0004051581,0.0013496153,0.0005278298,0.0008808567
t_1178,10.91543999999999,49.40989,0.000356326,0.0012656096,0.00046980687,0.0008258429
t_1179,10.740620000000007,49.41003,0.0005341606,0.0013362608,0.0006455119,0.0008721201
t_118,7.561200000000014,47.72047,0.00034443062,0.0012813497,0.00045998607,0.0008364333
t_1180,10.565789999999993,49.41004,0.0003770343,0.0014115315,0.00050816033,0.00092131813
t_1181,11.003080000000011,49.46678,0.00051980885,0.0012513577,0.0006189319,0.00081649626
t_1182,10.82813999999999,49.467,0.00043557878,0.0013218266,0.00055295794,0.0008626733
t_1183,10.478270000000009,49.46702,0.0003741233,0.0014772186,0.0005131404,0.00096416386
t_1184,10.653210000000001,49.46708,0.00036990014,0.0013970013,0.00049928867,0.00091182947
t_1185,10.915780000000012,49.5239,0.0004974903,0.0013063706,0.0006077183,0.0008525533
t_1186,10.740739999999988,49.52405,0.0005106877,0.0013813004,0.00063131965,0.00090157153
t_1187,11.26509999999999,49.40917,0.00036114577,0.0011369801,0.0004579009,0.00074134645
t_1188,11.090270000000004,49.4096,0.0004568593,0.0011992725,0.00055454415,0.00078230514
t_1189,11.702799999999996,49.46452,0.00027264244,0.001010599,0.00035797755,0.0006580281
t_119,7.732920000000007,47.72289,0.00032156776,0.0012592955,0.00043471187,0.00082195445
t_1190,11.52788000000001,49.46529,0.00028792876,0.0010651777,0.00037913516,0.0006940454
t_1191,11.352949999999993,49.46593,0.00029188656,0.0011233225,0.00038971807,0.00073235657
t_1192,11.17801,49.46642,0.00033129528,0.0011852899,0.0004355837,0.0007731176
t_1193,11.615929999999992,49.52191,0.00028990518,0.0010513094,0.00037942608,0.0006848986
t_1194,11.4409,49.52262,0.00028899615,0.0011090004,0.00038523413,0.0007229256
t_1195,11.265860000000004,49.52318,0.00036702174,0.0011705422,0.00046786823,0.0007634233
t_1196,11.090820000000008,49.52361,0.00046218163,0.001236229,0.0005649761,0.0008065703
t_1197,10.215609999999998,49.52366,0.0004624973,0.0016384494,0.0006218484,0.0010689826
t_1198,10.390649999999994,49.52393,0.00045433253,0.0015469616,0.00060171797,0.0010095653
t_1199,9.95263,49.57995,0.0005282864,0.0018238807,0.00071205443,0.0011889337
t_120,7.645270000000011,47.77962,0.00033189816,0.0013105625,0.00045096202,0.00085559837
t_1200,10.127780000000001,49.58043,0.0005699464,0.0017190083,0.0007378434,0.0011211723
t_1201,10.30292,49.58077,0.00039825198,0.0016210928,0.0005547799,0.0010577224
