# 19920413_M5.3_Roermond median gmf, Stations:All, gmlt:GEM, Rupture:ISC
custom_site_id,lon,lat,ESHM20Craton,"ESHM20Craton
epsilon=-1.355630","ESHM20Craton
epsilon=1.355630","ESHM20Craton
site_epsilon=-1.732051","ESHM20Craton
site_epsilon=1.732051","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.73205100
c3_epsilon = 1.73205100"
s_0,9.131,51.997,0.08684468,0.08658055,0.08710961,0.08916113,0.08458841,0.079751216
s_1,5.917000000000002,51.267,0.06434047,0.06418205,0.06449928,0.062368378,0.06637492,0.060798626
s_10,5.88300000000001,51.367,0.069330126,0.06917681,0.06948378,0.07183684,0.066910885,0.06982088
s_100,6.0,50.767,0.0637806,0.06365684,0.0639046,0.06341966,0.06414358,0.05807967
s_1000,7.981999999999999,51.292,0.008060594,0.008008334,0.008113195,0.008040154,0.008081085,0.007920664
s_1001,6.832999999999998,52.367,0.007961257,0.007929326,0.007993318,0.00792958,0.007993062,0.007729759
s_1002,6.63300000000001,52.417,0.008256881,0.008200149,0.008314005,0.007968474,0.008555726,0.008171623
s_1003,4.300000000000011,51.783,0.009579192,0.009509714,0.009649177,0.010061374,0.009120118,0.010647554
s_1004,4.659999999999997,50.32,0.008981951,0.008926615,0.009037628,0.00886654,0.009098862,0.008836955
s_1005,4.825999999999993,50.218,0.007081004,0.007054755,0.0071073505,0.007126723,0.007035578,0.0070450623
s_1006,4.582999999999998,52.033,0.006943036,0.0069267415,0.006959368,0.0069015785,0.006984742,0.007361629
s_1007,7.617999999999995,51.945,0.0072190273,0.007198616,0.007239497,0.007220495,0.00721756,0.007189157
s_1008,5.050000000000011,52.3,0.0070246807,0.006999039,0.007050416,0.006834069,0.0072206086,0.0070179617
s_1009,4.050000000000011,51.283,0.010011549,0.009964558,0.010058762,0.0096648345,0.0103707025,0.009854334
s_101,6.2760000000000105,50.816,0.08035188,0.08017712,0.08052702,0.08425249,0.07663186,0.0856784
s_1010,6.067000000000007,52.483,0.009005401,0.008980364,0.009030509,0.009195939,0.008818812,0.008891676
s_1011,4.043000000000006,51.209,0.007040747,0.007007296,0.007074358,0.0073000705,0.006790636,0.0066359113
s_1012,4.324000000000012,50.598,0.0144657595,0.014407643,0.014524111,0.01403099,0.014914,0.012717484
s_1013,7.842999999999989,51.713,0.013932179,0.013873392,0.013991214,0.013606225,0.014265941,0.014237186
s_1014,4.522999999999996,50.406,0.0071417685,0.007122344,0.0071612457,0.006839059,0.0074578766,0.0077673923
s_1015,4.417000000000002,51.917,0.008095093,0.008033875,0.008156777,0.008255586,0.00793772,0.008212065
s_1016,7.081999999999994,50.175,0.007381963,0.0073433053,0.0074208244,0.007358826,0.007405172,0.007130966
s_1017,4.264999999999986,50.651,0.008106909,0.008053035,0.008161143,0.0081157945,0.008098033,0.009157315
s_1018,4.11699999999999,51.567,0.009137596,0.009088172,0.009187289,0.008833799,0.009451841,0.009117099
s_1019,4.039999999999992,51.07,0.014719196,0.014659684,0.014778949,0.014326938,0.015122194,0.0136738345
s_102,5.717000000000013,50.783,0.0654565,0.06527361,0.0656399,0.06527267,0.06564085,0.07381633
s_1020,4.205999999999989,50.695,0.0075568208,0.007535533,0.0075781685,0.006829113,0.008362073,0.007284944
s_1021,4.084000000000003,50.884,0.007149375,0.0071190014,0.007179878,0.0071900273,0.007108953,0.0071183806
s_1022,4.016999999999996,51.367,0.0078045335,0.0077854595,0.007823654,0.0080552,0.0075616674,0.0075410437
s_1023,7.936000000000007,50.824,0.007861526,0.0078101377,0.0079132505,0.008007803,0.0077179195,0.0073639904
s_1024,8.00399999999999,50.959,0.007136275,0.007065544,0.0072077145,0.006781735,0.0075093503,0.007204932
s_1025,3.9960000000000093,51.103,0.007976176,0.007943689,0.008008797,0.00803161,0.007921125,0.00989635
s_1026,8.056999999999988,51.131,0.0106155025,0.0105496,0.010681816,0.010272074,0.010970414,0.00932135
s_1027,4.582999999999998,52.1,0.008557734,0.008504764,0.008611033,0.0089367,0.008194838,0.008792402
s_1028,4.444999999999993,50.412,0.0076086684,0.0075880494,0.0076293433,0.007092777,0.008162083,0.007458638
s_1029,4.074000000000012,50.844,0.008542539,0.008476203,0.008609394,0.008647825,0.008438535,0.008292356
s_103,5.52000000000001,50.871,0.06068828,0.060556233,0.060820613,0.06045034,0.060927153,0.05559403
s_1030,4.5260000000000105,50.338,0.008046131,0.008025417,0.008066898,0.007972984,0.008119949,0.008132885
s_1031,4.167000000000002,51.75,0.0076060053,0.007573717,0.007638431,0.0076320353,0.0075800642,0.008600678
s_1032,4.381,50.456,0.007046393,0.00701004,0.0070829345,0.0073424056,0.0067623146,0.006483202
s_1033,8.066000000000003,51.4,0.0075841076,0.0075164586,0.0076523647,0.007833094,0.0073430347,0.007150675
s_1034,6.417000000000002,52.517,0.010213857,0.010156873,0.01027116,0.01005778,0.010372355,0.009884502
s_1035,5.682999999999993,52.517,0.0070660184,0.0070342734,0.0070979064,0.007091954,0.007040178,0.007008927
s_1036,4.667000000000002,52.183,0.007018493,0.006989485,0.0070476215,0.0071121617,0.006926058,0.006870546
s_1037,4.5,52.067,0.011544558,0.011492612,0.011596739,0.011248436,0.011848476,0.011098601
s_1038,5.257000000000005,49.981,0.008099477,0.008048383,0.008150896,0.008315137,0.0078894105,0.0075977
s_1039,5.1200000000000045,50.021,0.0072054267,0.0071669896,0.0072440696,0.0072379354,0.0071730637,0.006974407
s_104,5.36699999999999,50.992,0.0627467,0.06262325,0.0628704,0.06426317,0.061266012,0.06136733
s_1040,6.917000000000002,52.417,0.011987653,0.011925261,0.012050371,0.011644878,0.012340518,0.012027485
s_1041,7.606999999999999,50.416,0.0068296506,0.0068140137,0.0068453234,0.007051013,0.006615238,0.006604528
s_1042,7.167000000000002,50.149,0.009233749,0.009171974,0.009295939,0.009265921,0.009201687,0.008929738
