# 19920413_M5.3_Roermond median gmf, Stations:None, gmlt:USGS, Rupture:ISC
custom_site_id,lon,lat,AkkarEtAlRjb2014,Campbell2003SHARE,CauzziEtAl2014,ToroEtAl2002SHARE
t_1000,11.088089999999994,48.95228,0.00026415839,0.0008880558,0.00032721294,0.00059624703
t_1001,11.349490000000003,49.00887,0.00021414206,0.0008395981,0.0002751398,0.00056352536
t_1002,11.17541,49.00936,0.00024943534,0.0008814703,0.00031287878,0.00059180346
t_1003,11.437009999999987,49.06581,0.00022265445,0.00083237165,0.0002823786,0.00055864063
t_1004,11.262830000000008,49.06637,0.00024153366,0.0008742733,0.00030470957,0.0005869461
t_1005,11.088639999999998,49.0668,0.00022933843,0.0009185384,0.00029806938,0.00061680126
t_1006,11.524640000000005,49.12269,0.0002112503,0.0008246272,0.0002708037,0.0005534044
t_1007,10.218189999999993,48.95233,0.00035682626,0.0011323725,0.00044308332,0.00076033955
t_1008,10.392169999999993,48.9526,0.00033166903,0.0010784803,0.0004129276,0.00072427094
t_1009,9.95680999999999,49.00894,0.00039945656,0.0012450572,0.0004974431,0.0008355252
t_1010,10.130889999999994,49.00942,0.00037631104,0.0011848591,0.0004679845,0.0007953984
t_1011,10.30498,49.00976,0.00039325052,0.0011275598,0.00047542527,0.0007571214
t_1012,10.043489999999991,49.06644,0.00034446197,0.0012405876,0.00044531276,0.0008325489
t_1013,10.217680000000001,49.06685,0.00035027083,0.0011795996,0.00044315483,0.0007918883
t_1014,10.391870000000011,49.06712,0.00034992426,0.0011216847,0.000435334,0.0007531922
t_1015,9.955980000000011,49.1234,0.00034966474,0.0012998325,0.00045754717,0.0008719609
t_1016,10.130269999999996,49.12387,0.00029263648,0.0012348351,0.0003941659,0.0008287176
t_1017,9.784809999999993,48.77903,0.00030577392,0.00119385,0.00040242472,0.0008015901
t_1018,9.523650000000004,48.83522,0.00030695187,0.0013099167,0.0004165628,0.0008790921
t_1019,9.69740999999999,48.83604,0.00032115268,0.0012505165,0.0004239473,0.00083936437
t_1020,9.871170000000006,48.83673,0.00032734827,0.0011934462,0.00042329537,0.0008008898
t_1021,9.436039999999991,48.89209,0.0003162181,0.0013740824,0.00043291182,0.00092170894
t_1022,9.60990000000001,48.89299,0.00033464067,0.001310811,0.000444163,0.00087947166
t_1023,9.783770000000004,48.89374,0.00032580298,0.0012500387,0.00042855283,0.0008386042
t_1024,9.522289999999998,48.94986,0.0003163281,0.0013750293,0.00043319695,0.0009220935
t_1025,9.696259999999995,48.95069,0.00033203495,0.0013102492,0.0004416798,0.0008786446
t_1026,9.870239999999995,48.95137,0.00030178067,0.0012482118,0.0004047155,0.0008376256
t_1027,8.39294000000001,48.88381,0.00041001922,0.0018013446,0.00057673774,0.0012035853
t_1028,8.566779999999994,48.88554,0.00039541448,0.0017257984,0.00055301085,0.0011540446
t_1029,8.304609999999997,48.9402,0.0006714945,0.0018988563,0.0008465873,0.0012673631
t_1030,8.478550000000013,48.942,0.0004829984,0.001818199,0.00065307925,0.0012146222
t_1031,8.216170000000005,48.99652,0.000555896,0.0020036625,0.00075018586,0.0013357078
t_1032,8.390209999999996,48.99839,0.0007109664,0.001917441,0.00088647875,0.0012794974
t_1033,8.56425999999999,49.00012,0.00042061688,0.0018325634,0.00059131836,0.0012240241
t_1034,8.301770000000005,49.05472,0.0007740376,0.0020242152,0.00096290564,0.001349086
t_1035,8.475920000000002,49.05651,0.0006386702,0.0019332782,0.0008208398,0.0012898325
t_1036,8.21323000000001,49.11098,0.0007313691,0.0021392838,0.0009411789,0.0014238439
t_1037,9.26218,48.89106,0.00036271967,0.0014399427,0.00048687906,0.0009655066
t_1038,9.000400000000013,48.94656,0.00040521802,0.0015858338,0.00054653274,0.001061952
t_1039,9.174360000000007,48.9478,0.0003711437,0.0015128063,0.00050381175,0.0010137116
t_1040,9.348320000000001,48.9489,0.0003448746,0.0014425335,0.00046941728,0.0009670621
t_1041,9.086430000000007,49.00447,0.00043980632,0.001590733,0.0005812753,0.0010651326
t_1042,9.260500000000008,49.00564,0.00035532523,0.0015156444,0.00048825043,0.0010153797
t_1043,8.998410000000007,49.06107,0.00042508042,0.0016741898,0.0005771484,0.0011200524
t_1044,9.17258000000001,49.06232,0.00040273348,0.0015938452,0.0005451199,0.0010669266
t_1045,9.346749999999986,49.06342,0.00036681007,0.0015166954,0.00050006696,0.0010157757
t_1046,9.084550000000007,49.11892,0.00040040945,0.0016776042,0.00055271096,0.0011219877
t_1047,8.914469999999994,48.88858,0.00037841953,0.001578942,0.0005188059,0.001057407
t_1048,8.65249,48.94366,0.00040017895,0.001738861,0.000559418,0.0011626187
