calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
295,"Median gmf - 20100227_M8.8_Maule (Rupture:JMA, GMPEs:GEM, Recording Stations:all)",316,AbrahamsonEtAl2015SInterHigh,PGA,-0.312,0.928,JMA,GEM,all
295,"Median gmf - 20100227_M8.8_Maule (Rupture:JMA, GMPEs:GEM, Recording Stations:all)",316,MontalvaEtAl2017SInter,PGA,-0.042,0.928,JMA,GEM,all
295,"Median gmf - 20100227_M8.8_Maule (Rupture:JMA, GMPEs:GEM, Recording Stations:all)",316,ZhaoEtAl2006SInter,PGA,-0.011,0.928,JMA,GEM,all
294,"Median gmf - 20100227_M8.8_Maule (Rupture:JMA, GMPEs:GEM, Recording Stations:seismic)",249,AbrahamsonEtAl2015SInterHigh,PGA,0.215,1.0865095,JMA,GEM,seismic
294,"Median gmf - 20100227_M8.8_Maule (Rupture:JMA, GMPEs:GEM, Recording Stations:seismic)",249,MontalvaEtAl2017SInter,PGA,0.472,1.2943511,JMA,GEM,seismic
294,"Median gmf - 20100227_M8.8_Maule (Rupture:JMA, GMPEs:GEM, Recording Stations:seismic)",249,ZhaoEtAl2006SInter,PGA,0.44,1.1734619,JMA,GEM,seismic
297,"Median gmf - 20100227_M8.8_Maule (Rupture:JMA, GMPEs:USGS, Recording Stations:all)",186,AtkinsonBoore2003SInter,PGA,0.258,0.928,JMA,USGS,all
297,"Median gmf - 20100227_M8.8_Maule (Rupture:JMA, GMPEs:USGS, Recording Stations:all)",186,MontalvaEtAl2017SInter,PGA,-0.042,0.928,JMA,USGS,all
297,"Median gmf - 20100227_M8.8_Maule (Rupture:JMA, GMPEs:USGS, Recording Stations:all)",186,ZhaoEtAl2016SInter,PGA,0.214,1.3499407,JMA,USGS,all
296,"Median gmf - 20100227_M8.8_Maule (Rupture:JMA, GMPEs:USGS, Recording Stations:seismic)",310,AtkinsonBoore2003SInter,PGA,0.696,0.928,JMA,USGS,seismic
296,"Median gmf - 20100227_M8.8_Maule (Rupture:JMA, GMPEs:USGS, Recording Stations:seismic)",310,MontalvaEtAl2017SInter,PGA,0.472,1.2943511,JMA,USGS,seismic
296,"Median gmf - 20100227_M8.8_Maule (Rupture:JMA, GMPEs:USGS, Recording Stations:seismic)",310,ZhaoEtAl2016SInter,PGA,0.667,3.133674,JMA,USGS,seismic
299,"Median gmf - 20100227_M8.8_Maule (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:all)",315,AbrahamsonEtAl2015SInterHigh,PGA,-0.177,1.083816,SCARDEC,GEM,all
299,"Median gmf - 20100227_M8.8_Maule (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:all)",315,MontalvaEtAl2017SInter,PGA,0.118,1.083816,SCARDEC,GEM,all
299,"Median gmf - 20100227_M8.8_Maule (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:all)",315,ZhaoEtAl2006SInter,PGA,0.082,1.083816,SCARDEC,GEM,all
298,"Median gmf - 20100227_M8.8_Maule (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:seismic)",303,AbrahamsonEtAl2015SInterHigh,PGA,0.338,0.928,SCARDEC,GEM,seismic
298,"Median gmf - 20100227_M8.8_Maule (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:seismic)",303,MontalvaEtAl2017SInter,PGA,0.615,1.0322355,SCARDEC,GEM,seismic
298,"Median gmf - 20100227_M8.8_Maule (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:seismic)",303,ZhaoEtAl2006SInter,PGA,0.522,1.0996683,SCARDEC,GEM,seismic
301,"Median gmf - 20100227_M8.8_Maule (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:all)",192,AtkinsonBoore2003SInter,PGA,0.235,1.083816,SCARDEC,USGS,all
301,"Median gmf - 20100227_M8.8_Maule (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:all)",192,MontalvaEtAl2017SInter,PGA,0.118,1.083816,SCARDEC,USGS,all
301,"Median gmf - 20100227_M8.8_Maule (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:all)",192,ZhaoEtAl2016SInter,PGA,0.497,1.5328861,SCARDEC,USGS,all
300,"Median gmf - 20100227_M8.8_Maule (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",321,AtkinsonBoore2003SInter,PGA,0.679,0.928,SCARDEC,USGS,seismic
300,"Median gmf - 20100227_M8.8_Maule (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",321,MontalvaEtAl2017SInter,PGA,0.615,1.0322355,SCARDEC,USGS,seismic
300,"Median gmf - 20100227_M8.8_Maule (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",321,ZhaoEtAl2016SInter,PGA,0.919,2.794643,SCARDEC,USGS,seismic
291,"Median gmf - 20100227_M8.8_Maule (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",231,AbrahamsonEtAl2015SInterHigh,PGA,-0.247,1.090751,USGS,GEM,all
291,"Median gmf - 20100227_M8.8_Maule (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",231,MontalvaEtAl2017SInter,PGA,0.039,1.090751,USGS,GEM,all
291,"Median gmf - 20100227_M8.8_Maule (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",231,ZhaoEtAl2006SInter,PGA,0.004,1.090751,USGS,GEM,all
290,"Median gmf - 20100227_M8.8_Maule (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",168,AbrahamsonEtAl2015SInterHigh,PGA,0.209,0.928,USGS,GEM,seismic
290,"Median gmf - 20100227_M8.8_Maule (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",168,MontalvaEtAl2017SInter,PGA,0.47,0.9630006,USGS,GEM,seismic
290,"Median gmf - 20100227_M8.8_Maule (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",168,ZhaoEtAl2006SInter,PGA,0.374,0.98021775,USGS,GEM,seismic
293,"Median gmf - 20100227_M8.8_Maule (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",283,AtkinsonBoore2003SInter,PGA,0.21,1.090751,USGS,USGS,all
293,"Median gmf - 20100227_M8.8_Maule (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",283,MontalvaEtAl2017SInter,PGA,0.039,1.090751,USGS,USGS,all
293,"Median gmf - 20100227_M8.8_Maule (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",283,ZhaoEtAl2016SInter,PGA,0.463,1.4783723,USGS,USGS,all
292,"Median gmf - 20100227_M8.8_Maule (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",240,AtkinsonBoore2003SInter,PGA,0.625,0.928,USGS,USGS,seismic
292,"Median gmf - 20100227_M8.8_Maule (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",240,MontalvaEtAl2017SInter,PGA,0.47,0.9630006,USGS,USGS,seismic
