calc_id,description,cal_time,gmpe,imt,nominal_bias,abs_nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
752,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",88,KothaEtAl2020ESHM20SlopeGeology,PGA,0.019,0.019,0.46589756,INGV,GEM,seismic
754,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",83,KothaEtAl2020ESHM20SlopeGeology,PGA,0.037,0.037,0.6236557,EFEHR,GEM,seismic
753,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",78,KothaEtAl2020ESHM20SlopeGeology,PGA,0.042,0.042,0.46869543,INGV,GEM,all
755,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",85,KothaEtAl2020ESHM20SlopeGeology,PGA,0.061,0.061,0.6273549,EFEHR,GEM,all
756,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",79,KothaEtAl2020ESHM20SlopeGeology,PGA,0.085,0.085,0.4288051,GCMT,GEM,seismic
760,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",80,KothaEtAl2020ESHM20SlopeGeology,PGA,0.106,0.106,0.4289147,GCMT,GEM,all
755,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",85,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.122,0.122,0.6273549,EFEHR,GEM,all
753,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",78,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.141,0.141,0.46869543,INGV,GEM,all
754,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",83,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.144,0.144,0.6236557,EFEHR,GEM,seismic
752,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",88,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.163,0.163,0.46589756,INGV,GEM,seismic
760,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",80,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.179,0.179,0.4289147,GCMT,GEM,all
756,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",79,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.202,0.202,0.4288051,GCMT,GEM,seismic
756,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",79,KothaEtAl2020ESHM20SlopeGeology,PGA,0.267,0.267,0.4288051,GCMT,GEM,seismic
760,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",80,KothaEtAl2020ESHM20SlopeGeology,PGA,0.29,0.29,0.4289147,GCMT,GEM,all
764,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",81,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.305,0.305,0.45044753,USGS,GEM,all
762,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",80,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.329,0.329,0.450328,USGS,GEM,seismic
755,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",85,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.408,0.408,0.6273549,EFEHR,GEM,all
753,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",78,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.426,0.426,0.46869543,INGV,GEM,all
754,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",83,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.432,0.432,0.6236557,EFEHR,GEM,seismic
752,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",88,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.45,0.45,0.46589756,INGV,GEM,seismic
760,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",80,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.465,0.465,0.4289147,GCMT,GEM,all
749,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",112,AkkarEtAlRjb2014,PGA,-0.476,0.476,0.44092503,GCMT,USGS,all
756,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",79,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.489,0.489,0.4288051,GCMT,GEM,seismic
764,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",81,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.49,0.49,0.45044753,USGS,GEM,all
748,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",110,AkkarEtAlRjb2014,PGA,-0.503,0.503,0.43826833,GCMT,USGS,seismic
762,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",80,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.513,0.513,0.450328,USGS,GEM,seismic
745,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:INGV, GMPEs:USGS, Recording Stations:all)",103,AkkarEtAlRjb2014,PGA,-0.618,0.618,0.5030156,INGV,USGS,all
747,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",104,AkkarEtAlRjb2014,PGA,-0.624,0.624,0.49161687,EFEHR,USGS,all
744,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:INGV, GMPEs:USGS, Recording Stations:seismic)",104,AkkarEtAlRjb2014,PGA,-0.646,0.646,0.50001884,INGV,USGS,seismic
760,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",80,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.648,0.648,0.4289147,GCMT,GEM,all
746,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:EFEHR, GMPEs:USGS, Recording Stations:seismic)",107,AkkarEtAlRjb2014,PGA,-0.652,0.652,0.48875883,EFEHR,USGS,seismic
756,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",79,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.671,0.671,0.4288051,GCMT,GEM,seismic
755,"Median gmf - DRAFT_20120529_M5.6_EmiliaRomagna (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",85,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.694,0.694,0.6273549,EFEHR,GEM,all
