custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
t_0,-85.2251,10.8512,299.0,False,459.55003,1.76419
t_1,-85.26969,10.85637,739.0,False,47.98371,0.62659
t_2,-85.31428,10.86153,776.0,False,36.85289,0.59253
t_3,-85.35888,10.86668,763.0,False,40.43198,0.6041
t_4,-85.40348,10.87181,383.0,False,376.27948,1.32903
t_5,-85.44808,10.87693,498.0,False,231.31424,0.9842
t_6,-85.49269,10.88203,585.0,False,138.67567,0.81863
t_7,-85.5373,10.88712,511.0,False,215.72835,0.95561
t_8,-85.17526,10.89009,259.0,False,485.764,2.07921
t_9,-85.58191,10.8922,356.0,False,406.79224,1.44496
t_10,-85.21986,10.89528,557.0,False,165.23591,0.86588
t_11,-85.26446,10.90046,304.0,False,455.63642,1.73104
t_12,-85.30907,10.90562,413.0,False,339.47667,1.21918
t_13,-85.35368,10.91076,524.0,False,200.67071,0.92854
t_14,-85.39829,10.9159,544.0,False,178.68565,0.88959
t_15,-85.44291,10.92102,826.0,False,25.85116,0.55168
t_16,-85.48753,10.92612,889.0,False,16.66869,0.50719
t_17,-85.53215,10.93122,368.0,False,393.60059,1.39118
t_18,-85.17,10.93418,292.0,False,464.78944,1.81266
t_19,-85.57678,10.9363,364.0,False,398.06779,1.40868
t_20,-85.21462,10.93937,441.0,False,303.60477,1.13103
t_21,-85.25923,10.94454,557.0,False,165.23591,0.86588
t_22,-85.30385,10.94971,572.0,False,150.5905,0.83995
t_23,-85.34848,10.95486,404.0,False,350.76074,1.2503
t_24,-85.39311,10.95999,388.0,False,370.32452,1.30945
t_25,-85.43774,10.96512,720.0,False,54.94042,0.64554
t_26,-85.48237,10.97022,900.0,False,15.45801,0.5001
t_27,-85.52701,10.97532,455.0,False,285.52481,1.09131
t_28,-85.57165,10.9804,359.0,False,403.55426,1.43115
t_29,-85.20412,11.02756,257.0,False,486.84252,2.09773
t_30,-85.29341,11.03791,387.0,False,371.52215,1.31333
t_31,-85.38272,11.04821,345.0,False,418.30139,1.49778
t_32,-85.47204,11.05845,226.0,False,500.94388,2.43004
t_33,-85.56137,11.06863,366.0,False,395.84267,1.39988
t_34,-85.37232,11.13645,336.0,False,427.27108,1.54377
t_35,-85.46169,11.1467,296.0,False,461.82974,1.78466
t_36,-85.55108,11.15689,406.0,False,348.26823,1.24325
t_37,-84.77938,10.79873,181.0,False,513.82064,3.13278
t_38,-84.82394,10.80404,198.0,False,509.87832,2.82702
t_39,-84.8685,10.80933,267.0,False,481.23432,2.0081
t_40,-84.91306,10.81462,310.0,False,450.75239,1.69276
t_41,-84.95763,10.81988,285.0,False,469.74946,1.86368
t_42,-85.0022,10.82514,262.0,False,484.10601,2.052
t_43,-85.04677,10.83038,336.0,False,427.27108,1.54377
t_44,-85.09135,10.8356,604.0,False,122.5731,0.78924
t_45,-84.72944,10.83746,211.0,False,506.13753,2.62866
t_46,-85.13593,10.84082,671.0,False,77.66191,0.69975
t_47,-84.774,10.84279,230.0,False,499.3884,2.38175
t_48,-84.81857,10.8481,205.0,False,507.9474,2.71686
t_49,-84.86315,10.85339,219.0,False,503.49033,2.5191
t_50,-84.90773,10.85868,321.0,False,441.2715,1.62657
t_51,-84.95231,10.86395,264.0,False,482.97367,2.03422
t_52,-84.99689,10.8692,389.0,False,369.12368,1.3056
t_53,-85.04148,10.87445,257.0,False,486.84252,2.09773
t_54,-85.08607,10.87968,293.0,False,464.05808,1.80558
t_55,-84.72404,10.88152,256.0,False,487.37379,2.10711
t_56,-85.13066,10.88489,556.0,False,166.24591,0.86766
t_57,-84.76862,10.88685,600.0,False,125.83404,0.79526
t_58,-84.81321,10.89216,243.0,False,493.80531,2.23656
t_59,-84.8578,10.89746,214.0,False,505.17684,2.58655
t_60,-84.90239,10.90275,259.0,False,485.764,2.07921
t_61,-84.94698,10.90802,220.0,False,503.13996,2.50601
