# 20060527_M6.4_Yogyakarta median gmf, Stations:All, gmlt:USGS, Rupture:IPGP
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter
m_0,110.70600000000002,-7.72,0.10912114,0.10157576,0.09657802,0.10937082,0.10340903,0.102529734,0.09520755
m_1,110.62900000000002,-7.89,0.13362989,0.12032458,0.11753225,0.11951558,0.1317059,0.119662546,0.168839
m_10,110.606,-7.71,0.1644276,0.16283119,0.14929548,0.15656659,0.15346868,0.15169458,0.1891842
m_11,110.42000000000002,-7.6,0.11082929,0.10237026,0.10679055,0.098466255,0.11105898,0.09760068,0.13717484
m_12,110.36000000000001,-7.72,0.17932035,0.16693051,0.15527715,0.16896927,0.17378555,0.1672134,0.21124831
m_13,110.82999999999998,-7.97,0.07512759,0.063197225,0.06319197,0.06597002,0.074132785,0.063898124,0.08736005
m_14,110.19999999999999,-7.6,0.08260861,0.0693887,0.075345464,0.07906009,0.0802856,0.07506222,0.09030348
m_15,110.52999999999997,-7.42,0.07053926,0.060340155,0.057700146,0.06471247,0.06835808,0.06192907,0.07346513
m_16,110.84100000000001,-7.68,0.089034595,0.0794805,0.06944495,0.08766859,0.082389474,0.080379546,0.07132711
m_17,110.35000000000002,-8.02,0.3795941,0.30683023,0.2676895,0.35110152,0.39296192,0.33119097,0.43976966
m_18,110.60000000000002,-7.63,0.11805927,0.11074962,0.10327146,0.10921424,0.115082495,0.107372336,0.13743299
m_19,110.45999999999998,-7.49,0.068694316,0.06376796,0.052143212,0.057667203,0.07365715,0.058456823,0.07558085
m_2,110.64600000000002,-7.99,0.122700155,0.103795685,0.10777078,0.113468766,0.11587797,0.10941792,0.13926363
m_20,110.20999999999998,-7.75,0.15369749,0.13378115,0.13512702,0.14781296,0.14504556,0.13965873,0.14348891
m_21,110.26600000000002,-7.98,0.35482386,0.33275262,0.29552546,0.46125492,0.3427543,0.36363208,0.41184932
m_22,110.81700000000001,-7.57,0.08467108,0.075128905,0.06487635,0.08197773,0.07858792,0.075797565,0.06609003
m_23,106.7536,-6.4057,0.006756386,0.016993089,0.006769252,0.0071354727,0.0065987883,0.006043226,0.0059411977
m_24,106.7552,-6.2253,0.0054428154,0.013687753,0.0056613223,0.0055620507,0.0054113884,0.0048861853,0.004728874
m_25,110.18430000000001,-7.5081,0.07832185,0.06766074,0.064448945,0.07121785,0.07626682,0.06783405,0.08786942
m_26,110.36490000000003,-7.8702,0.36946592,0.37952653,0.32741135,0.37840912,0.34394765,0.36471334,0.40904772
m_27,110.36529999999999,-7.6893,0.17883205,0.1730175,0.15492734,0.16577771,0.17166054,0.1635652,0.21260177
m_28,110.54660000000001,-7.6895,0.2151907,0.22664826,0.17712408,0.19736896,0.19913536,0.19428946,0.2580335
m_29,110.72800000000001,-7.6897,0.09259979,0.08321911,0.08321035,0.09096137,0.089528106,0.08627449,0.08108292
m_3,110.69799999999998,-7.76,0.12748584,0.12260057,0.1103401,0.12678692,0.11809546,0.11890606,0.11205653
m_30,112.5426,-8.0487,0.013161497,0.01650768,0.010824782,0.011818141,0.012172006,0.012536368,0.011408825
m_4,110.32900000000001,-7.89,0.3752858,0.37264296,0.32595658,0.4122314,0.3552273,0.37624788,0.41943607
m_5,110.68,-7.62,0.09832957,0.08956701,0.08785539,0.09378264,0.09413252,0.090183325,0.0838176
m_6,110.49400000000003,-7.75,0.24743871,0.25415233,0.220462,0.23392782,0.22516374,0.22751154,0.2963271
m_7,110.22000000000003,-7.59,0.08523182,0.07216952,0.07547065,0.085459955,0.08147132,0.07840034,0.06636866
m_8,110.36099999999999,-7.78,0.23401372,0.22255138,0.21567926,0.22578076,0.22199364,0.2228704,0.22180375
m_9,110.73000000000002,-7.87,0.1099325,0.09855134,0.09647958,0.10378755,0.10370226,0.09902595,0.0950527
t_0,108.20438000000001,-6.60444,0.0074898126,0.010088547,0.006014931,0.0059567424,0.0066400054,0.007458792,0.003228335
t_1,108.02472,-6.60444,0.006905068,0.009810849,0.005273277,0.0055582263,0.0060154214,0.0069532124,0.002726918
t_10,107.75522000000001,-6.5152,0.0048670224,0.007863634,0.004141113,0.0037890794,0.0044155996,0.004894257,0.002001761
t_100,108.92302999999998,-7.05041,0.01888227,0.018576771,0.014105297,0.015479259,0.016581405,0.017642593,0.013358499
t_1000,113.77393999999998,-8.29676,0.0017063086,0.0037334878,0.0015140352,0.0011083421,0.0019192048,0.0016136152,0.0011274953
t_1001,113.59427,-8.29676,0.0029660384,0.005746839,0.0030498956,0.0021771882,0.0028932656,0.002945407,0.001860662
