STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA
VIGA,LAS VIGAS,-99.23327,16.7587,seismic,0.36195,0.0
VNTA,LA VENTA,-99.81885,16.91426,seismic,0.21014,0.0
COYC,COYUCA,-100.08996,16.99779,seismic,0.17091,0.0
ATYC,ATOYAC,-100.43227,17.21336,seismic,0.04004,0.0
SCT2,SCT B-2.,-99.14868,19.39469,seismic,0.03549,0.0
HMTT,HUAMUXTITLAN,-98.55972,17.79834,seismic,0.02851,0.0
PHPU,PARQUE HABANA  PUEBLA,-98.16847,19.04422,seismic,0.02143,0.0
CUP5,IDEI PATIO 5,-99.18108,19.33024,seismic,0.01479,0.0
TACY,TACUBAYA,-99.19525,19.4045,seismic,0.01346,0.0
OXBJ,ESCUELA PRIMARIA BENITO JUAREZ,-96.7238,17.06734,seismic,0.00923,0.0
UNIO,LA UNION,-101.81062,17.98762,seismic,0.00731,0.0
URUA,URUAPAN,-102.07406,19.42176,seismic,0.00402,0.0
COMA,COMALA,-103.76081,19.32527,seismic,0.00173,0.0
TON2,ESCUELA PREPARATORIA TONALA,-103.23572,20.62461,seismic,0.00082,0.0
MANZ,MANZANILLO,-104.29785,19.05434,seismic,0.00057,0.0
UTM:(14Q 041 186 10000),,-99.798,16.8669,macroseismic,0.65123,0.8059
UTM:(14Q 041 185 10000),,-99.7976,16.7765,macroseismic,0.57973,0.8059
UTM:(14Q 040 186 10000),,-99.8918,16.8665,macroseismic,0.47709,0.8059
UTM:(14Q 049 213 10000),,-99.0476,19.3088,macroseismic,0.07648,0.8059
UTM:(14Q 074 189 10000),,-96.6973,17.1265,macroseismic,0.06902,0.8059
UTM:(14Q 049 215 10000),,-99.0476,19.4896,macroseismic,0.06224,0.8059
UTM:(14Q 048 214 10000),,-99.1429,19.3991,macroseismic,0.04914,0.8059
UTM:(14Q 047 214 10000),,-99.2381,19.399,macroseismic,0.04351,0.8059
UTM:(14Q 058 210 10000),,-98.1922,19.0359,macroseismic,0.04318,0.8059
UTM:(14Q 048 215 10000),,-99.1429,19.4895,macroseismic,0.04296,0.8059
UTM:(14Q 046 214 10000),,-99.3333,19.3989,macroseismic,0.04098,0.8059
UTM:(14Q 047 216 10000),,-99.2384,19.5798,macroseismic,0.03714,0.8059
UTM:(14Q 080 211 10000),,-96.1013,19.1052,macroseismic,0.03568,0.8059
UTM:(14Q 043 213 10000),,-99.6187,19.3078,macroseismic,0.03019,0.8059
UTM:(14Q 048 213 10000),,-99.1428,19.3088,macroseismic,0.02943,0.8059
UTM:(14Q 049 214 10000),,-99.0476,19.3992,macroseismic,0.02852,0.8059
UTM:(14Q 071 209 10000),,-96.9584,18.9361,macroseismic,0.02651,0.8059
UTM:(14Q 047 209 10000),,-99.2374,18.9472,macroseismic,0.02452,0.8059
UTM:(14Q 049 216 10000),,-99.0477,19.5799,macroseismic,0.0235,0.8059
UTM:(14Q 043 212 10000),,-99.6184,19.2174,macroseismic,0.02304,0.8059
UTM:(14Q 049 217 10000),,-99.0477,19.6703,macroseismic,0.023,0.8059
UTM:(14Q 080 212 10000),,-96.0997,19.1955,macroseismic,0.02285,0.8059
UTM:(14Q 042 213 10000),,-99.7139,19.3074,macroseismic,0.02248,0.8059
UTM:(14Q 047 215 10000),,-99.2382,19.4894,macroseismic,0.02098,0.8059
UTM:(14Q 057 210 10000),,-98.2873,19.0363,macroseismic,0.01589,0.8059
UNM,"Unam - Mexico, Mexico",-99.1781,19.3297,seismic,0.01542,0.0
UTM:(14Q 047 217 10000),,-99.2385,19.6702,macroseismic,0.0149,0.8059
TXMV,"CEIEPAA, FMVZ, UNAM, Tequisquiapan, Queretaro, MEXICO",-99.9309,20.6112,seismic,0.00179,0.0
