# 19961009_M6.8_Cyprus median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
t_0,33.317020000000014,34.71817,0.025694003,0.023765126,0.027779436,0.015873173,0.04159104
t_1,33.24185,34.72805,0.02740601,0.025572596,0.02937087,0.016930813,0.044362277
t_10,32.94918000000001,34.60713,0.048096977,0.046429332,0.04982452,0.029713225,0.07785487
t_100,33.615260000000006,35.06037,0.015756218,0.013937967,0.017811663,0.009733834,0.025504684
t_101,33.36505,34.96629,0.020880438,0.01907889,0.0228521,0.012899462,0.033799294
t_102,33.48406,34.98239,0.018216703,0.0164119,0.020219976,0.011253866,0.029487489
t_103,33.408739999999995,34.99233,0.020881958,0.018964346,0.022993471,0.012900401,0.033801753
t_104,33.33339999999998,35.00224,0.022359183,0.020466298,0.02442714,0.013812997,0.03619295
t_105,33.452439999999996,35.01836,0.018406363,0.016614072,0.020392003,0.011371034,0.029794494
t_106,33.37709000000001,35.02828,0.021819783,0.019849645,0.023985462,0.013479767,0.035319816
t_107,33.49616,35.04437,0.018383227,0.016491525,0.020491922,0.011356741,0.029757041
t_108,33.420799999999986,35.05431,0.020206705,0.018268691,0.02235031,0.012483245,0.032708716
t_109,33.34542999999999,35.06422,0.021575445,0.01965501,0.02368352,0.013328821,0.034924306
t_11,32.91749999999999,34.64305,0.050604947,0.049056698,0.05220206,0.03126259,0.08191454
t_110,33.464529999999996,35.08033,0.019235807,0.017283186,0.021409031,0.011883446,0.03113712
t_111,33.53989999999999,35.07037,0.01735112,0.015469922,0.01946108,0.01071913,0.028086366
t_112,33.659040000000005,35.08634,0.0147786625,0.012993158,0.016809529,0.009129923,0.023922311
t_113,33.58366000000001,35.09635,0.016275361,0.0144213075,0.018367779,0.010054549,0.026345026
t_114,33.50828000000001,35.10633,0.017719332,0.015821775,0.019844467,0.010946602,0.02868239
t_115,33.702830000000006,35.11229,0.014350637,0.012539356,0.016423553,0.008865499,0.023229465
t_116,33.62744000000001,35.12232,0.015452286,0.013607326,0.017547399,0.009546072,0.025012711
t_117,33.552040000000005,35.13232,0.016335968,0.014495773,0.018409768,0.01009199,0.02644313
t_118,33.67124000000001,35.14828,0.014657584,0.012827494,0.016748771,0.009055124,0.023726322
t_119,33.59583000000001,35.1583,0.015961658,0.014075281,0.018100847,0.00986075,0.025837233
t_12,32.96097,34.66924,0.04615081,0.044519737,0.04784164,0.028510924,0.0747046
t_120,33.52041,35.16828,0.016584914,0.014734149,0.018668154,0.010245784,0.026846102
t_121,33.38914,35.09026,0.02035011,0.018423116,0.022478662,0.012571838,0.03294085
t_122,33.31375,35.10015,0.02215548,0.02020589,0.024293179,0.013687154,0.035863213
t_123,33.43288000000001,35.11628,0.01879176,0.01690598,0.020887889,0.011609124,0.030418338
t_124,33.357470000000006,35.12619,0.020768143,0.018821554,0.022916054,0.012830089,0.03361752
t_125,33.47663,35.14228,0.017655507,0.015784295,0.019748546,0.010907172,0.028579077
t_126,33.40120999999999,35.15222,0.01895114,0.017066717,0.021043632,0.011707585,0.030676326
t_127,33.325770000000006,35.16211,0.021298196,0.019316891,0.02348272,0.013157543,0.03447552
t_128,33.44497000000001,35.17823,0.018257704,0.01633858,0.020402245,0.011279196,0.029553857
