# 19950117_M6.9_Kobe median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,BooreEtAl2014,ChiouYoungs2014,ZhaoEtAl2016Asc
m_0,135.1667,34.6833,0.79682165,0.8399257,0.8264447
m_1,135.11670000000004,34.65,0.54573923,0.63600165,0.6057314
m_10,134.95,34.48,0.548144,0.42568648,0.542504
m_11,135.31669999999997,34.7333,0.5091151,0.47482756,0.51108944
m_12,135.35000000000002,34.8,0.81676465,0.7537203,0.8172117
m_13,134.95,34.55,0.6276934,0.67028606,0.7734059
m_14,135.4167,34.7167,0.34607068,0.34525472,0.34863198
m_16,135.4167,34.7667,0.47952753,0.46862534,0.43502954
m_17,135.4167,34.8167,0.56536126,0.51500005,0.60778147
m_18,135.23329999999999,34.8833,0.39490008,0.32051393,0.41535583
m_2,135.1667,34.6667,0.59689975,0.5590943,0.5891625
m_20,134.8333,34.3333,0.26838142,0.23333026,0.33225214
m_23,135.05,34.6333,0.72165763,0.744274,0.7807234
m_24,135.02999999999997,34.71,0.4817437,0.43039805,0.5017106
m_27,135.5,34.6667,0.15164535,0.15428656,0.14932175
m_29,135.75,35.0,0.16157798,0.1304443,0.18047604
m_3,135.2,34.6833,0.5848091,0.55514276,0.57318664
m_32,134.8333,35.5333,0.09357281,0.07451287,0.06936704
m_33,136.25,35.25,0.13651302,0.13117772,0.1306557
m_34,135.18,34.78,0.39542854,0.33527777,0.3679682
m_37,132.18330000000003,34.15,0.00882409,0.009801926,0.013013152
m_4,135.3333,34.7167,0.41228178,0.37451205,0.39832672
m_41,135.8333,34.6833,0.13006803,0.11106025,0.15483823
m_42,135.09000000000003,34.0903,0.11497978,0.08949187,0.16307773
m_43,134.05,34.3333,0.10700521,0.08553321,0.08572818
m_44,133.9167,34.65,0.083660826,0.08185534,0.08713118
m_46,133.5,33.75,0.019566236,0.019762145,0.027791923
m_5,135.14999999999998,34.6667,0.70626694,0.72989696,0.73218954
m_6,135.19,34.67,0.61027336,0.59419024,0.5876538
m_7,135.2167,34.7,0.58817613,0.57938254,0.6003491
m_8,135.26670000000001,34.7167,0.4734111,0.43895596,0.46623513
m_9,134.98329999999999,34.6333,0.59749967,0.64188164,0.77827054
s_15,135.18,34.6833,0.821,0.821,0.821
s_19,135.344,34.809,0.694,0.694,0.694
s_21,135.139,34.649,0.616,0.616,0.616
s_22,134.964,34.664,0.509,0.509,0.509
s_25,135.40800000000002,34.718,0.36347,0.36347,0.36347
s_26,134.84299999999996,34.764,0.345,0.345,0.345
s_28,135.40800000000002,34.48,0.29381,0.29381,0.29381
s_30,135.5,34.69,0.243,0.243,0.243
s_31,135.519,34.636,0.23452,0.23452,0.23452
s_35,135.474,34.687,0.21558,0.21558,0.21558
s_36,135.572,34.68,0.21385,0.21385,0.21385
s_38,135.61199999999997,34.68,0.15764,0.15764,0.15764
s_39,135.469,34.564,0.15716,0.15716,0.15716
s_40,136.247,35.2733,0.148,0.148,0.148
s_45,135.659,34.439,0.10826,0.10826,0.10826
s_47,133.91999999999996,34.66,0.081,0.081,0.081
s_48,135.51999999999998,34.6783,0.079,0.079,0.079
s_49,134.24,35.485,0.076,0.076,0.076
s_50,135.32,35.448,0.07,0.07,0.07
s_51,136.22699999999998,36.0533,0.042,0.042,0.042
s_52,135.20100000000002,34.67,0.56167,0.56167,0.56167
s_53,135.24,34.725,0.38022,0.38022,0.38022
t_0,130.80826000000002,31.11051,0.0004172338,0.00058395753,0.00076689216
t_1,130.71842000000004,31.11051,0.00039450574,0.00055352476,0.00072879373
t_10,131.16758,31.41766,0.0006838273,0.0009300308,0.0015440068
t_100,131.52691,32.18112,0.0024444896,0.0029723006,0.002680736
t_1000,132.91930000000002,33.50187,0.009562389,0.010619015,0.014398148
t_1001,133.00913000000003,33.53931,0.010626936,0.011651873,0.015853709
t_1002,132.96420999999998,33.53931,0.010206416,0.011246013,0.015279983
t_1003,132.91930000000002,33.53931,0.009802098,0.010853173,0.014726841
t_1004,132.91930000000002,33.57674,0.010041466,0.011086066,0.01505451
t_1005,133.00913000000003,33.57674,0.0108983265,0.011912379,0.016223175
t_1006,132.96420999999998,33.57674,0.010461253,0.011492298,0.01562786
t_1007,133.00913000000003,33.61416,0.016494716,0.017037721,0.022145078
t_1008,133.14387,33.53931,0.011989873,0.012949319,0.017703272
t_1009,133.09896000000003,33.53931,0.01151819,0.012503301,0.017064782
t_101,131.16758,32.18112,0.0011308243,0.0014966858,0.0018852616
t_1010,133.09896000000003,33.57674,0.01182624,0.012794956,0.017481973
t_1011,133.05404,33.57674,0.011353064,0.012346436,0.016840892
t_1012,133.14387,33.57674,0.012318201,0.013258014,0.018146813
t_1013,133.05404,33.61416,0.011641955,0.01262066,0.017232511
t_1014,133.14387,33.61416,0.012647073,0.013565793,0.018590381
t_1015,133.09896000000003,33.61416,0.012134426,0.013085436,0.017898679
t_1016,133.14387,33.65155,0.0129754385,0.013871711,0.019032598
t_1017,133.09896000000003,33.65155,0.0124417655,0.013373855,0.018313605
t_1018,133.41337,33.35192,0.015030333,0.015743893,0.025271805
t_1019,133.32353999999998,33.35192,0.013997154,0.014796626,0.023671523
t_102,131.61674,32.18112,0.0016150852,0.0020852252,0.0033506455
t_1020,133.36845,33.35192,0.014506814,0.01526527,0.024461558
t_1021,133.41337,33.38943,0.015548296,0.016213307,0.026069792
t_1022,133.32353999999998,33.38943,0.012410337,0.013339353,0.018271048
t_1023,133.36845,33.38943,0.014995972,0.015711633,0.025217088
t_1024,133.45829000000003,33.38943,0.016115675,0.016725611,0.02694445
t_1025,133.32353999999998,33.42693,0.012814325,0.013719038,0.018815551
t_1026,133.45829000000003,33.42693,0.014316455,0.015097589,0.02083204
t_1027,133.5032,33.42693,0.017291637,0.01777602,0.028750066
t_1028,133.54812000000004,33.42693,0.017926106,0.018335972,0.029719302
t_1029,133.54812000000004,33.4644,0.018567452,0.018901078,0.030702172
t_103,130.71842000000004,32.10506,0.0008926264,0.0011852212,0.0017953077
t_1030,133.5032,33.4644,0.0217762,0.02167957,0.029678142
t_1031,133.54812000000004,33.50187,0.023474168,0.023125881,0.03170586
t_1032,133.86253,33.50187,0.0285129,0.027199334,0.040037595
t_1033,133.63795,33.4644,0.019977992,0.020113716,0.03282708
t_1034,133.59303,33.4644,0.019256545,0.019501688,0.03175194
t_1035,133.59303,33.50187,0.019953843,0.020107724,0.032816533
t_1036,133.72778,33.50187,0.022258501,0.022079466,0.03631678
t_1037,133.41337,33.42693,0.0138011845,0.01462568,0.020141533
t_1038,133.36845,33.42693,0.018189985,0.018564835,0.025986027
t_1039,133.32353999999998,33.4644,0.013224482,0.014101439,0.019367341
t_104,131.07775000000004,32.10506,0.0010085572,0.0013439448,0.0017001505
t_1040,133.45829000000003,33.4644,0.014807866,0.015545596,0.021488637
t_1041,133.41337,33.4644,0.014263906,0.015053795,0.020761345
t_1042,133.36845,33.4644,0.02088296,0.020906985,0.026766527
t_1043,133.45829000000003,33.50187,0.02254607,0.022340886,0.029572573
t_1044,133.36845,33.50187,0.014178533,0.014979709,0.020647105
t_1045,133.32353999999998,33.50187,0.013640448,0.014486412,0.01992595
t_1046,133.41337,33.50187,0.03460382,0.032091577,0.026336001
t_1047,133.63795,33.50187,0.020703748,0.020753115,0.033956114
t_1048,133.68286,33.50187,0.021489952,0.021410557,0.035123114
t_1049,133.59303,33.53931,0.026630133,0.025764866,0.033902925
t_105,130.80826000000002,32.10506,0.00095285656,0.0012606549,0.0019045405
t_1050,133.72778,33.53931,0.04275677,0.03845208,0.034699164
t_1051,133.63795,33.53931,0.03354987,0.03135654,0.029719545
t_1052,133.68286,33.53931,0.035207383,0.032669496,0.030768197
t_1053,133.68286,33.57674,0.034444135,0.032078855,0.031830132
t_1054,133.63795,33.57674,0.029717386,0.0282958,0.03628908
t_1055,133.59303,33.57674,0.042366825,0.03815362,0.03229331
t_1056,133.72778,33.57674,0.02717452,0.0262054,0.03895438
t_1057,133.7727,33.53931,0.020599915,0.020631505,0.029160094
t_1058,133.86253,33.53931,0.022207284,0.021925297,0.03116582
t_1059,133.81761,33.53931,0.021412924,0.021274062,0.03015359
t_106,130.98792000000003,32.10506,0.0009458047,0.0012649754,0.0016042211
t_1060,133.7727,33.57674,0.02142774,0.021320032,0.030224886
t_1061,133.86253,33.57674,0.023109425,0.022695655,0.032369986
t_1062,133.81761,33.57674,0.022218848,0.022002488,0.031286173
t_1063,133.81761,33.61416,0.023125492,0.022747086,0.032450665
t_1064,133.86253,33.61416,0.023993751,0.023484891,0.033611074
