# 19950117_M6.9_Kobe median gmf, Stations:None, gmlt:GEM, Rupture:JMA
custom_site_id,lon,lat,BooreEtAl2014,ChiouYoungs2014,ZhaoEtAl2016Asc
t_0,130.80826000000002,31.11051,0.0003111185,0.0006455985,0.00070882833
t_1,130.71842000000004,31.11051,0.0002931973,0.00061023084,0.0006717873
t_10,131.16758,31.41766,0.0005102897,0.0010281623,0.0014274043
t_100,131.52691,32.18112,0.0017757345,0.003199175,0.0024183842
t_1000,132.91930000000002,33.50187,0.0065810815,0.01079144,0.012282056
t_1001,133.00913000000003,33.53931,0.0073170187,0.011840805,0.013523226
t_1002,132.96420999999998,33.53931,0.007001897,0.011392664,0.012991545
t_1003,132.91930000000002,33.53931,0.0067011495,0.0109619405,0.01248271
t_1004,132.91930000000002,33.57674,0.0068180286,0.011127344,0.012677673
t_1005,133.00913000000003,33.57674,0.0074509033,0.012027221,0.01374483
t_1006,132.96420999999998,33.57674,0.0071269497,0.011568213,0.013199327
t_1007,133.00913000000003,33.61416,0.011195722,0.017081445,0.018632155
t_1008,133.14387,33.53931,0.00835533,0.013296032,0.015265866
t_1009,133.09896000000003,33.53931,0.007992981,0.012791759,0.014659191
t_101,131.16758,32.18112,0.00080833456,0.0015891028,0.0016776149
t_1010,133.09896000000003,33.57674,0.008146736,0.013002312,0.014911806
t_1011,133.05404,33.57674,0.0077905124,0.01250492,0.014315148
t_1012,133.14387,33.57674,0.008520261,0.013519992,0.015535883
t_1013,133.05404,33.61416,0.007929859,0.012696603,0.014544464
t_1014,133.14387,33.61416,0.008680785,0.013737044,0.015798107
t_1015,133.09896000000003,33.61416,0.008296244,0.013206223,0.0151569275
t_1016,133.14387,33.65155,0.008836181,0.0139462985,0.016051408
t_1017,133.09896000000003,33.65155,0.008440848,0.013402675,0.015393521
t_1018,133.41337,33.35192,0.011191764,0.0171672,0.023220684
t_1019,133.32353999999998,33.35192,0.01030159,0.015972765,0.021511635
t_102,131.61674,32.18112,0.0011786219,0.0022539846,0.003034145
t_1020,133.36845,33.35192,0.010737811,0.016560197,0.022349942
t_1021,133.41337,33.38943,0.011500732,0.017569466,0.023799311
t_1022,133.32353999999998,33.38943,0.009074763,0.014310652,0.016497744
t_1023,133.36845,33.38943,0.011026628,0.016939009,0.022891954
t_1024,133.45829000000003,33.38943,0.011994473,0.018221278,0.024742573
t_1025,133.32353999999998,33.42693,0.009306088,0.014620996,0.016875839
t_1026,133.45829000000003,33.42693,0.010582773,0.016345125,0.019000106
t_1027,133.5032,33.42693,0.01286289,0.019346606,0.026382219
t_1028,133.54812000000004,33.42693,0.0134232845,0.020071343,0.027447041
t_1029,133.54812000000004,33.4644,0.0138035,0.020549072,0.02815106
t_103,130.71842000000004,32.10506,0.00063002086,0.001245059,0.0015811076
t_1030,133.5032,33.4644,0.016071973,0.023414394,0.027038721
t_1031,133.54812000000004,33.50187,0.017306862,0.024939487,0.028850976
t_1032,133.86253,33.50187,0.022147642,0.030788405,0.03848531
t_1033,133.63795,33.4644,0.015053572,0.022137815,0.030516274
t_1034,133.59303,33.4644,0.0144154085,0.021329794,0.029309586
t_1035,133.59303,33.50187,0.014823557,0.021835193,0.030061862
t_1036,133.72778,33.50187,0.016921688,0.024454629,0.034016106
t_1037,133.41337,33.42693,0.010139059,0.015750231,0.018263213
t_1038,133.36845,33.42693,0.013279255,0.019870449,0.023431063
t_1039,133.32353999999998,33.4644,0.00953569,0.014927268,0.017250028
t_104,131.07775000000004,32.10506,0.00072178565,0.0014290576,0.0015149673
t_1040,133.45829000000003,33.4644,0.01086632,0.016714688,0.019459136
t_1041,133.41337,33.4644,0.010403212,0.016097203,0.018691758
t_1042,133.36845,33.4644,0.015131711,0.022211405,0.023965292
t_1043,133.45829000000003,33.50187,0.01640752,0.02381566,0.026578624
t_1044,133.36845,33.50187,0.010203925,0.015822712,0.018351363
t_1045,133.32353999999998,33.50187,0.009762975,0.015228733,0.017619362
t_1046,133.41337,33.50187,0.02496721,0.033864133,0.023534032
t_1047,133.63795,33.50187,0.015493219,0.02267792,0.031325363
t_1048,133.68286,33.50187,0.016192209,0.023550743,0.03264269
t_1049,133.59303,33.53931,0.01960527,0.027729286,0.030807555
t_105,130.80826000000002,32.10506,0.0006747526,0.0013281427,0.0016820035
t_1050,133.72778,33.53931,0.032030653,0.041922085,0.032235965
t_1051,133.63795,33.53931,0.024839893,0.033872686,0.027195534
t_1052,133.68286,33.53931,0.026255703,0.035504386,0.028363734
t_1053,133.68286,33.57674,0.025485488,0.034622133,0.029090604
t_1054,133.63795,33.57674,0.021843532,0.030388517,0.03292375
t_1055,133.59303,33.57674,0.030817416,0.040493913,0.029094849
t_1056,133.72778,33.57674,0.020306764,0.028557733,0.035879537
t_1057,133.7727,33.53931,0.01567011,0.022852888,0.02731709
t_1058,133.86253,33.53931,0.017144468,0.024671242,0.029721968
t_1059,133.81761,33.53931,0.016391518,0.023746086,0.028494226
t_106,130.98792000000003,32.10506,0.00067441835,0.0013408337,0.0014251063
t_1060,133.7727,33.57674,0.016145352,0.023426747,0.02807034
t_1061,133.86253,33.57674,0.017703693,0.025336288,0.030606283
t_1062,133.81761,33.57674,0.016906876,0.024363551,0.029310059
t_1063,133.81761,33.61416,0.017420448,0.024974203,0.030120311
t_1064,133.86253,33.61416,0.018262414,0.025995491,0.03148677
t_1065,133.7727,33.61416,0.016617812,0.023993045,0.028816672
t_1066,134.22185000000002,33.3144,0.021647029,0.030151729,0.04292158
t_1067,134.17694,33.3144,0.020138344,0.02835014,0.031162964
t_1068,134.17694,33.35192,0.021050312,0.02942694,0.032481294
t_1069,134.26677,33.35192,0.02344125,0.03224018,0.046249405
t_107,130.89809000000002,32.18112,0.0006578719,0.0013099037,0.0013935638
t_1070,134.22185000000002,33.35192,0.022655433,0.03132891,0.044792723
t_1071,134.17694,33.38943,0.021996936,0.030536054,0.03384785
t_1072,134.26677,33.38943,0.02456161,0.033530436,0.04832345
t_1073,134.22185000000002,33.38943,0.02370528,0.032544974,0.046738163
t_1074,134.26677,33.42693,0.025729991,0.034865983,0.050483588
t_1075,134.22185000000002,33.42693,0.023864755,0.03270145,0.036539383
t_1076,133.99726999999996,33.38943,0.019615998,0.027749987,0.039143745
t_1077,133.99726999999996,33.42693,0.02410665,0.033099532,0.040568598
t_1078,133.95236,33.42693,0.019565191,0.027689336,0.039049067
t_1079,133.95236,33.4644,0.019530073,0.027630901,0.03027183
t_108,130.98792000000003,32.18112,0.0007047931,0.0013974614,0.0014828028
t_1080,133.99726999999996,33.4644,0.02036312,0.028620254,0.031488266
t_1081,133.90744,33.4644,0.019462848,0.02756682,0.038827624
t_1082,133.95236,33.50187,0.020250993,0.028482035,0.031297162
t_1083,134.13202,33.38943,0.02119219,0.029593604,0.032686092
t_1084,134.04219,33.38943,0.019628793,0.027744437,0.0304252
t_1085,134.08711,33.42693,0.02125343,0.029665453,0.032774445
t_1086,134.13202,33.42693,0.022106221,0.030663462,0.034005374
t_1087,134.04219,33.42693,0.020421132,0.028684694,0.031571645
t_1088,134.04219,33.4644,0.021232015,0.029640267,0.03274347
t_1089,134.13202,33.4644,0.023047501,0.031757407,0.0353623
t_109,130.71842000000004,32.18112,0.00065694004,0.001295108,0.0016419109
t_1090,134.08711,33.4644,0.022127261,0.030687936,0.034035645
t_1091,134.08711,33.50187,0.023022395,0.03172828,0.03532607
t_1092,134.04219,33.50187,0.022059511,0.03061511,0.033938635
t_1093,134.17694,33.42693,0.022977706,0.03167664,0.03526185
t_1094,134.22185000000002,33.4644,0.02495491,0.03395253,0.03810741
t_1095,134.26677,33.4644,0.026945654,0.03624578,0.052728314
t_1096,134.17694,33.4644,0.023991087,0.032846767,0.036721047
t_1097,134.17694,33.50187,0.025036326,0.03404552,0.038224306
t_1098,134.22185000000002,33.50187,0.026083479,0.035239004,0.039728705
t_1099,134.26677,33.50187,0.04870196,0.059726957,0.046601113
t_11,131.25741,31.41766,0.0005207496,0.0010511946,0.0011288482
t_110,131.07775000000004,32.18112,0.0007548852,0.0014904363,0.0015773963
t_1100,134.26677,33.53931,0.028414624,0.037872206,0.043071806
t_1101,134.22185000000002,33.53931,0.027247641,0.03655773,0.041399136
t_1102,134.17694,33.53931,0.02611034,0.035269435,0.03976716
t_1103,134.13202,33.50187,0.024014965,0.032874167,0.036755316
t_1104,134.04219,33.53931,0.022914885,0.03160742,0.035152495
t_1105,134.13202,33.53931,0.025005389,0.0340101,0.038179774
t_1106,134.08711,33.53931,0.023935247,0.032790683,0.036641024
t_1107,134.04219,33.57674,0.021257145,0.029591067,0.036381196
t_1108,134.13202,33.57674,0.02601655,0.03517313,0.039631862
t_1109,134.08711,33.57674,0.024881173,0.033871166,0.037976623
t_111,130.80826000000002,32.18112,0.000861552,0.0016466547,0.0017477876
t_1110,134.08711,33.61416,0.023099013,0.031730477,0.039327275
t_1111,134.13202,33.61416,0.02419597,0.03300261,0.041105866
t_1112,134.04219,33.61416,0.02204531,0.03049857,0.037619364
t_1113,133.99726999999996,33.50187,0.021139069,0.029535089,0.032595187
t_1114,133.90744,33.50187,0.035632875,0.04594076,0.03393781
t_1115,133.90744,33.53931,0.017929196,0.02562807,0.031000845
t_1116,133.99726999999996,33.53931,0.021929922,0.030454919,0.03371591
t_1117,133.95236,33.53931,0.018746423,0.02661666,0.032332215
t_1118,133.90744,33.57674,0.018536367,0.026345167,0.031960063
t_1119,133.99726999999996,33.57674,0.02031273,0.028473077,0.034846686
t_112,130.89809000000002,32.25712,0.00090206414,0.0017275697,0.0019322137
t_1120,133.95236,33.57674,0.019406006,0.027390972,0.033373393
t_1121,133.95236,33.61416,0.020068755,0.028161963,0.034415886
t_1122,133.99726999999996,33.61416,0.021035263,0.029308746,0.035982404
t_1123,134.22185000000002,33.57674,0.028445216,0.037906464,0.043115497
t_1124,134.17694,33.57674,0.027210645,0.036515884,0.041346006
t_1125,134.26677,33.57674,0.029717552,0.039331816,0.044936936
t_1126,134.22185000000002,33.61416,0.026532222,0.035667136,0.044872236
t_1127,134.17694,33.61416,0.025333738,0.034314096,0.042955127
t_1128,134.26677,33.61416,0.027775189,0.037074506,0.04685458
t_1129,134.26677,33.65155,0.029007299,0.03846334,0.048816603
t_113,131.25741,32.18112,0.0008653337,0.0016937406,0.001783735
t_1130,134.22185000000002,33.65155,0.027661283,0.036954615,0.046661116
t_1131,134.17694,33.65155,0.026379481,0.03549412,0.0445864
t_1132,134.22185000000002,33.68893,0.028826373,0.038257744,0.04847381
t_1133,133.90744,33.61416,0.019144662,0.027057597,0.03291772
t_1134,133.95236,33.65155,0.020730944,0.028925912,0.035453662
t_1135,133.99726999999996,33.65155,0.021759508,0.030138912,0.037116542
t_1136,133.90744,33.65155,0.019750625,0.027761696,0.033868253
t_1137,133.95236,33.68893,0.021389095,0.029679239,0.036481112
t_1138,133.90744,33.68893,0.020351078,0.02845406,0.03480656
t_1139,133.99726999999996,33.68893,0.02248169,0.030959932,0.03824297
t_114,131.34724,32.25712,0.0009699168,0.0018842693,0.001976599
t_1140,133.90744,33.7263,0.020942133,0.02913048,0.035726473
t_1141,133.95236,33.7263,0.02203891,0.03041736,0.03749138
t_1142,133.99726999999996,33.7263,0.023197073,0.031766906,0.039354097
t_1143,134.04219,33.65155,0.022838077,0.03140235,0.038859997
t_1144,134.08711,33.65155,0.023967395,0.032716505,0.040685542
t_1145,134.13202,33.65155,0.025147716,0.034080703,0.042593956
t_1146,134.04219,33.68893,0.023631375,0.032298826,0.04009643
t_1147,134.08711,33.68893,0.024839675,0.03369744,0.042044226
t_1148,134.13202,33.68893,0.02610767,0.03515667,0.044088457
t_1149,134.13202,33.7263,0.02706976,0.036225073,0.045579374
t_115,131.43708000000004,32.25712,0.001038611,0.0020084507,0.0021020928
t_1150,134.04219,33.7263,0.02442002,0.03318289,0.041320287
t_1151,134.08711,33.7263,0.025710212,0.034668118,0.04339415
t_1152,134.08711,33.76365,0.026572261,0.035621837,0.04472448
t_1153,134.26677,33.68893,0.030276228,0.039897032,0.050814644
t_1154,134.17694,33.68893,0.027436746,0.036677357,0.04623177
t_1155,134.22185000000002,33.7263,0.030005263,0.039563388,0.050298847
t_1156,134.26677,33.7263,0.031582866,0.04134553,0.05283671
t_1157,134.17694,33.7263,0.028501227,0.03785669,0.04788045
t_1158,134.17694,33.76365,0.029564857,0.03902478,0.049519237
t_1159,134.22185000000002,33.76365,0.03118928,0.04086231,0.052121837
t_116,131.16758,32.25712,0.0008451626,0.0016567776,0.0017462661
t_1160,134.26677,33.76365,0.03290258,0.04279505,0.054867305
t_1161,134.17694,33.80098,0.030618463,0.040172964,0.051133335
t_1162,134.22185000000002,33.80098,0.032368332,0.04214527,0.053926308
t_1163,133.5032,33.50187,0.017802635,0.025538465,0.027690344
t_1164,133.54812000000004,33.53931,0.025127197,0.03414695,0.025007362
t_1165,133.5032,33.53931,0.021786518,0.030281713,0.023983655
t_1166,133.5032,33.57674,0.012250033,0.018503956,0.021704525
t_1167,133.54812000000004,33.57674,0.017904785,0.025650967,0.030226411
t_1168,133.45829000000003,33.61416,0.011971806,0.018133655,0.021235429
t_1169,133.5032,33.61416,0.012541568,0.01887155,0.022169782
t_117,131.25741,32.25712,0.00090551324,0.0017671569,0.0018581024
t_1170,133.54812000000004,33.61416,0.013140318,0.019640498,0.023149922
t_1171,133.5032,33.65155,0.012826481,0.01922857,0.022622999
t_1172,133.54812000000004,33.65155,0.013448928,0.020023853,0.023639835
t_1173,133.41337,33.53931,0.015946463,0.023228923,0.026070958
t_1174,133.36845,33.53931,0.010444716,0.016137753,0.018740566
t_1175,133.32353999999998,33.53931,0.009986944,0.0155241275,0.017982231
t_1176,133.45829000000003,33.53931,0.016310884,0.02368895,0.027177485
t_1177,133.45829000000003,33.57674,0.0117019955,0.01779054,0.02080393
t_1178,133.41337,33.57674,0.01117948,0.01710474,0.01994366
t_1179,133.32353999999998,33.57674,0.01020685,0.015812606,0.018337537
t_118,131.52691,32.25712,0.0011118164,0.0021400314,0.0022349188
t_1180,133.36845,33.57674,0.010681442,0.016445694,0.01912205
t_1181,133.36845,33.61416,0.010913116,0.016745372,0.019494278
t_1182,133.41337,33.61416,0.011429392,0.01742526,0.020344224
t_1183,133.63795,33.61416,0.014430021,0.021275941,0.025255999
t_1184,133.59303,33.61416,0.01376922,0.020441415,0.024177717
t_1185,133.68286,33.61416,0.016933007,0.024415104,0.026386723
t_1186,133.72778,33.61416,0.020924587,0.029277736,0.03679755
t_1187,133.72778,33.65155,0.016281743,0.023565138,0.028249182
t_1188,133.59303,33.65155,0.014103817,0.020853441,0.024707865
t_1189,133.63795,33.65155,0.0147931585,0.021719243,0.025830332
t_119,131.25741,32.33306,0.0009464815,0.0018417328,0.0019335774
t_1190,133.68286,33.65155,0.01551842,0.022622462,0.027009608
t_1191,133.68286,33.68893,0.01590464,0.023086691,0.027617276
t_1192,133.63795,33.68893,0.015147994,0.022149518,0.026389586
t_1193,133.45829000000003,33.65155,0.012235099,0.018466469,0.021655153
t_1194,133.54812000000004,33.68893,0.013749446,0.020394793,0.024115287
t_1195,133.45829000000003,33.68893,0.012490726,0.018787658,0.022061303
t_1196,133.5032,33.68893,0.013103496,0.019573558,0.023062175
t_1197,133.45829000000003,33.7263,0.0127373515,0.019095775,0.022451919
t_1198,133.54812000000004,33.7263,0.014040219,0.02075144,0.02457369
t_1199,133.5032,33.7263,0.013371128,0.019904813,0.023484988
t_12,130.98792000000003,31.34096,0.00041198434,0.0008424791,0.00091362325
t_120,131.34724,32.33306,0.0010146704,0.0019652552,0.0020584574
t_1200,133.54812000000004,33.76365,0.01431947,0.021091795,0.025012283
t_1201,133.5032,33.76365,0.013627786,0.020220581,0.023889039
t_1202,133.45829000000003,33.76365,0.01297355,0.019389294,0.022824924
t_1203,133.7727,33.65155,0.017084818,0.024548749,0.02955183
t_1204,133.86253,33.65155,0.01881745,0.026645346,0.03235833
t_1205,133.81761,33.65155,0.017929314,0.025574764,0.030920317
t_1206,133.81761,33.68893,0.018430844,0.026162334,0.031705897
t_1207,133.7727,33.68893,0.017543988,0.025091212,0.03027204
t_1208,133.86253,33.68893,0.019365905,0.027282694,0.03321634
t_1209,133.7727,33.7263,0.017992487,0.025617303,0.030972838
t_121,131.43708000000004,32.33306,0.0010875012,0.0020963913,0.0021908798
t_1210,133.86253,33.7263,0.019904269,0.027903704,0.034055248
t_1211,133.81761,33.7263,0.018921884,0.026733445,0.032472067
t_1212,133.7727,33.76365,0.018427182,0.02612359,0.031649336
t_1213,133.72778,33.68893,0.016702615,0.024066634,0.028910305
t_1214,133.59303,33.68893,0.014430181,0.021252718,0.025223197
t_1215,133.68286,33.7263,0.016280295,0.023535147,0.028206142
t_1216,133.72778,33.7263,0.017112806,0.024551999,0.02955224
t_1217,133.63795,33.7263,0.015492476,0.022564465,0.026930548
t_1218,133.59303,33.7263,0.014746472,0.021637164,0.025720831
t_1219,133.59303,33.76365,0.015050702,0.022004556,0.026197676
t_122,131.52691,32.33306,0.0011652249,0.002235489,0.0023311982
t_1220,133.68286,33.76365,0.01664289,0.023965076,0.028772324
t_1221,133.72778,33.76365,0.025619244,0.03469547,0.040263053
t_1222,133.63795,33.76365,0.015824378,0.022961605,0.027449755
t_1223,133.81761,33.76365,0.01939892,0.027284272,0.03321334
t_1224,133.86253,33.76365,0.02042861,0.028504115,0.034868885
t_1225,133.86253,33.80098,0.020934893,0.029079607,0.03565097
t_1226,133.81761,33.80098,0.01985839,0.027810985,0.03392417
t_1227,133.7727,33.80098,0.018844921,0.026606679,0.03229664
t_1228,133.7727,33.83829,0.019242447,0.027063087,0.032909732
t_1229,133.81761,33.83829,0.020296576,0.02830964,0.034598835
t_123,131.61674,32.25712,0.0012378233,0.0023590093,0.003170742
t_1230,133.86253,33.83829,0.021418877,0.029625693,0.036394954
t_1231,133.7727,33.87559,0.019616535,0.027489427,0.033483695
t_1232,133.86253,33.87559,0.031885765,0.04165542,0.04949761
t_1233,133.72778,33.80098,0.026166992,0.03530068,0.041050784
t_1234,133.59303,33.80098,0.01534093,0.022352753,0.026650734
t_1235,133.68286,33.80098,0.016989961,0.024373785,0.029312003
t_1236,133.63795,33.80098,0.016141513,0.023338543,0.027943825
t_1237,133.72778,33.83829,0.018251294,0.025880737,0.031319406
t_1238,133.63795,33.83829,0.016441662,0.023692874,0.02840935
t_1239,133.59303,33.83829,0.015615196,0.022679625,0.027077004
t_124,131.61674,32.33306,0.0012481236,0.002382998,0.0024798731
t_1240,133.68286,33.83829,0.017318984,0.024758564,0.02982131
t_1241,133.72778,33.87559,0.018590681,0.026271116,0.031841103
t_1242,133.59303,33.87559,0.015871616,0.022983326,0.02747387
t_1243,133.45829000000003,33.80098,0.013197956,0.019666694,0.023178242
