# 19950117_M6.9_Kobe median gmf, Stations:Seismic, gmlt:GEM, Rupture:JMA
custom_site_id,lon,lat,BooreEtAl2014,ChiouYoungs2014,ZhaoEtAl2016Asc
m_0,135.1667,34.6833,0.7520253,0.75457233,0.7603297
m_1,135.11670000000004,34.65,0.3934388,0.44923845,0.45226094
m_10,134.95,34.48,0.2658792,0.2726263,0.34521577
m_11,135.31669999999997,34.7333,0.5546397,0.52342296,0.5460724
m_12,135.35000000000002,34.8,0.91463,0.7956853,0.82812756
m_13,134.95,34.55,0.25944,0.2739424,0.34268782
m_14,135.4167,34.7167,0.34734765,0.3455003,0.34691563
m_16,135.4167,34.7667,0.43955362,0.44123802,0.3894751
m_17,135.4167,34.8167,0.4983789,0.46065336,0.50631994
m_18,135.23329999999999,34.8833,0.3518701,0.31915864,0.39975008
m_2,135.1667,34.6667,0.67173177,0.6482771,0.6503662
m_20,134.8333,34.3333,0.2800794,0.27299774,0.36557364
m_23,135.05,34.6333,0.4591845,0.47451758,0.5575359
m_24,135.02999999999997,34.71,0.4400232,0.44081196,0.51944476
m_27,135.5,34.6667,0.15143065,0.15674604,0.15089189
m_29,135.75,35.0,0.14478746,0.13382587,0.17646986
m_3,135.2,34.6833,0.6369962,0.61497754,0.6346997
m_32,134.8333,35.5333,0.07982275,0.07654143,0.06454848
m_33,136.25,35.25,0.13797565,0.13637114,0.13463087
m_34,135.18,34.78,0.33669338,0.3422736,0.37795165
m_37,132.18330000000003,34.15,0.010009499,0.013406078,0.016769666
m_4,135.3333,34.7167,0.49664164,0.45511058,0.46616867
m_41,135.8333,34.6833,0.15831704,0.15264672,0.20528126
m_42,135.09000000000003,34.0903,0.38165236,0.3737191,0.5995353
m_43,134.05,34.3333,0.114132226,0.10351816,0.09848157
m_44,133.9167,34.65,0.08372701,0.08274949,0.08758206
m_46,133.5,33.75,0.025442615,0.030451093,0.04032661
m_5,135.14999999999998,34.6667,0.67218345,0.6686229,0.67752814
m_6,135.19,34.67,0.62189984,0.6291017,0.5974734
m_7,135.2167,34.7,0.60912067,0.5760186,0.6072717
m_8,135.26670000000001,34.7167,0.5473664,0.4996667,0.52059066
m_9,134.98329999999999,34.6333,0.35779607,0.39196652,0.5527198
s_15,135.18,34.6833,0.821,0.821,0.821
s_19,135.344,34.809,0.694,0.694,0.694
s_21,135.139,34.649,0.616,0.616,0.616
s_22,134.964,34.664,0.509,0.509,0.509
s_25,135.40800000000002,34.718,0.36347,0.36347,0.36347
s_26,134.84299999999996,34.764,0.345,0.345,0.345
s_28,135.40800000000002,34.48,0.29381,0.29381,0.29381
s_30,135.5,34.69,0.243,0.243,0.243
s_31,135.519,34.636,0.23452,0.23452,0.23452
s_35,135.474,34.687,0.21558,0.21558,0.21558
s_36,135.572,34.68,0.21385,0.21385,0.21385
s_38,135.61199999999997,34.68,0.15764,0.15764,0.15764
s_39,135.469,34.564,0.15716,0.15716,0.15716
s_40,136.247,35.2733,0.148,0.148,0.148
s_45,135.659,34.439,0.10826,0.10826,0.10826
s_47,133.91999999999996,34.66,0.081,0.081,0.081
s_48,135.51999999999998,34.6783,0.079,0.079,0.079
s_49,134.24,35.485,0.076,0.076,0.076
s_50,135.32,35.448,0.07,0.07,0.07
s_51,136.22699999999998,36.0533,0.042,0.042,0.042
s_52,135.20100000000002,34.67,0.56167,0.56167,0.56167
s_53,135.24,34.725,0.38022,0.38022,0.38022
t_0,130.80826000000002,31.11051,0.00058664475,0.0009806816,0.0012077391
t_1,130.71842000000004,31.11051,0.0005528526,0.00092695904,0.0011446266
t_10,131.16758,31.41766,0.0009622018,0.0015617441,0.0024320867
t_100,131.52691,32.18112,0.0033483235,0.0048518893,0.0041205706
t_1000,132.91930000000002,33.50187,0.012409276,0.01638925,0.020926837
t_1001,133.00913000000003,33.53931,0.013796954,0.017982578,0.023041634
t_1002,132.96420999999998,33.53931,0.013202762,0.01730214,0.022135716
t_1003,132.91930000000002,33.53931,0.012635675,0.01664814,0.021268731
t_1004,132.91930000000002,33.57674,0.012856061,0.016899286,0.021600928
t_1005,133.00913000000003,33.57674,0.014049403,0.01826562,0.02341923
t_1006,132.96420999999998,33.57674,0.01343856,0.017568687,0.022489758
t_1007,133.00913000000003,33.61416,0.021110618,0.025845017,0.03174656
t_1008,133.14387,33.53931,0.015754785,0.020192055,0.026010877
t_1009,133.09896000000003,33.53931,0.015071544,0.019426428,0.024977176
t_101,131.16758,32.18112,0.0015241948,0.0024137595,0.0028584087
t_1010,133.09896000000003,33.57674,0.015361459,0.019746106,0.025407618
t_1011,133.05404,33.57674,0.014689768,0.01899092,0.02439098
t_1012,133.14387,33.57674,0.016065774,0.020532085,0.026470974
t_1013,133.05404,33.61416,0.014952514,0.019281955,0.024781726
t_1014,133.14387,33.61416,0.01636845,0.020861626,0.026917802
t_1015,133.09896000000003,33.61416,0.015643366,0.020055702,0.025825297
t_1016,133.14387,33.65155,0.016661454,0.021179326,0.02734944
t_1017,133.09896000000003,33.65155,0.015916023,0.02035397,0.026228458
t_1018,133.41337,33.35192,0.021103173,0.026048148,0.039564703
t_1019,133.32353999999998,33.35192,0.019424662,0.024237571,0.036652714
t_102,131.61674,32.18112,0.0022224085,0.0034234168,0.0051697367
t_1020,133.36845,33.35192,0.0202472,0.025128055,0.038081076
t_1021,133.41337,33.38943,0.021685759,0.02665787,0.040550623
t_1022,133.32353999999998,33.38943,0.017111357,0.021732485,0.028109783
t_1023,133.36845,33.38943,0.02079179,0.025702266,0.039004605
t_1024,133.45829000000003,33.38943,0.022616755,0.027645774,0.04215782
t_1025,133.32353999999998,33.42693,0.01754754,0.022203652,0.028754018
t_1026,133.45829000000003,33.42693,0.019954853,0.024821144,0.032373503
t_1027,133.5032,33.42693,0.024254236,0.0293512,0.044951603
t_1028,133.54812000000004,33.42693,0.025310915,0.03044943,0.04676593
t_1029,133.54812000000004,33.4644,0.02602784,0.031173317,0.047965553
t_103,130.71842000000004,32.10506,0.0011879668,0.0018910402,0.0026939744
t_1030,133.5032,33.4644,0.030305266,0.035409525,0.046070255
t_1031,133.54812000000004,33.50187,0.03263376,0.03770298,0.049158216
t_1032,133.86253,33.50187,0.041761596,0.046568118,0.065574214
t_1033,133.63795,33.4644,0.028384978,0.033580422,0.051995616
t_1034,133.59303,33.4644,0.027181655,0.032356236,0.04993955
t_1035,133.59303,33.50187,0.027951246,0.03312196,0.05122144
t_1036,133.72778,33.50187,0.031907495,0.037089985,0.0579591
t_1037,133.41337,33.42693,0.019118188,0.023918021,0.03111793
t_1038,133.36845,33.42693,0.025039334,0.030086553,0.039923202
t_1039,133.32353999999998,33.4644,0.017980473,0.022668632,0.02939161
t_104,131.07775000000004,32.10506,0.0013609984,0.0021706794,0.0025812811
t_1040,133.45829000000003,33.4644,0.0204895,0.025382185,0.03315567
t_1041,133.41337,33.4644,0.019616269,0.024444774,0.031848144
t_1042,133.36845,33.4644,0.028532313,0.033548333,0.04083349
t_1043,133.45829000000003,33.50187,0.030937959,0.03598387,0.04528636
t_1044,133.36845,33.50187,0.019240487,0.024028061,0.031268183
t_1045,133.32353999999998,33.50187,0.018409036,0.023126312,0.030020937
t_1046,133.41337,33.50187,0.04707809,0.050120648,0.040098764
t_1047,133.63795,33.50187,0.029213963,0.034398664,0.053374328
t_1048,133.68286,33.50187,0.030531984,0.03572085,0.055618927
t_1049,133.59303,33.53931,0.036967605,0.041842237,0.052492164
t_105,130.80826000000002,32.10506,0.0012723128,0.0020172088,0.0028658863
t_1050,133.72778,33.53931,0.060396906,0.061917987,0.05492618
t_1051,133.63795,33.53931,0.046838,0.050662067,0.04633779
t_1052,133.68286,33.53931,0.049507655,0.0530381,0.048328314
t_1053,133.68286,33.57674,0.048055306,0.051871136,0.049567048
t_1054,133.63795,33.57674,0.04118804,0.045776147,0.056098204
t_1055,133.59303,33.57674,0.058109153,0.059666865,0.04957413
t_1056,133.72778,33.57674,0.038290344,0.043218426,0.061134707
t_1057,133.7727,33.53931,0.029547524,0.034699798,0.046545066
t_1058,133.86253,33.53931,0.03232761,0.037459735,0.050642803
t_1059,133.81761,33.53931,0.030907826,0.036055528,0.048550818
t_106,130.98792000000003,32.10506,0.0012716826,0.0020366812,0.0024281712
t_1060,133.7727,33.57674,0.030443624,0.035570864,0.047828782
t_1061,133.86253,33.57674,0.033382084,0.03846919,0.052149907
t_1062,133.81761,33.57674,0.031879574,0.03699277,0.049941204
t_1063,133.81761,33.61416,0.03284795,0.03791968,0.0513222
t_1064,133.86253,33.61416,0.034435604,0.03946979,0.053650625
t_1065,133.7727,33.61416,0.031334467,0.03643046,0.04910082
t_1066,134.22185000000002,33.3144,0.040817622,0.045716714,0.073132284
t_1067,134.17694,33.3144,0.037972856,0.043007307,0.05309728
t_1068,134.17694,33.35192,0.039692476,0.04463895,0.055343606
t_1069,134.26677,33.35192,0.044200804,0.04887812,0.0788025
t_107,130.89809000000002,32.18112,0.0012404827,0.0019897032,0.0023744274
t_1070,134.22185000000002,33.35192,0.042719085,0.04749877,0.07632055
t_1071,134.17694,33.38943,0.041477457,0.04631947,0.057672136
t_1072,134.26677,33.38943,0.046313383,0.05083104,0.08233654
t_1073,134.22185000000002,33.38943,0.0446987,0.049339533,0.079635456
t_1074,134.26677,33.42693,0.048516523,0.052852336,0.08601735
t_1075,134.22185000000002,33.42693,0.044999443,0.049600113,0.062258296
t_1076,133.99726999999996,33.38943,0.03698794,0.042080484,0.0666956
t_1077,133.99726999999996,33.42693,0.045455534,0.05001142,0.06912352
t_1078,133.95236,33.42693,0.036892142,0.04198868,0.06653442
