STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
KATNP,"Kanti Path, Kathmandu, Nepal",85.31561,27.71235,seismic,283.38,8.9,0.63,0,0.164,0,107.3,0,0.291,0,0.288,0,0.237,inferred,Stations_USGS
KSN,"Kishanganj, India",87.947,26.095,seismic,232.61,6.3,0.63,0,0.0406,0,16.4,,,,,,,inferred,Stations_USGS
VNS,"Varanasi, India",82.854,25.553,seismic,220.36,3.8,0.63,0,0.0206,0,2.07,,,,,,,inferred,Stations_USGS
BRP,"Balarampur, India",82.055,27.504,seismic,218.85,4.3,0.63,0,0.0329,0,3.48,,,,,,,inferred,Stations_USGS
PHN,"Pihani, India",80.16,27.65,seismic,760,3.5,0.63,0,0.0106,0,1.23,,,,,,,inferred,Stations_USGS
AMT,"Amethi, India",81.678,26.187,seismic,229.64,4.3,0.63,0,0.0156,0,2.46,,,,,,,inferred,Stations_USGS
BRE,"Bareilly, India",79.418,28.343,seismic,760,3.6,0.63,0,0.00687,0,1.36,,,,,,,inferred,Stations_USGS
HAR,"Hardoi, India",80.133,27.396,seismic,760,3.7,0.63,0,0.00877,0,1.58,,,,,,,inferred,Stations_USGS
MTR,"Motihari, India",84.899,26.63,seismic,225,6,0.63,0,0.0788,0,6.97,,,,,,,inferred,Stations_USGS
LEH,"Laharpur, India",80.89,27.709,seismic,235.12,3.9,0.63,0,0.0147,0,1.84,,,,,,,inferred,Stations_USGS
UTR,"Utrala, India",82.415,27.31,seismic,202.22,4.5,0.63,0,0.0417,0,4.46,,,,,,,inferred,Stations_USGS
HDR,"Haridwar, India",78.052,29.975,seismic,760,3.2,0.63,0,0.00413,0,0.81,,,,,,,inferred,Stations_USGS
MAH,"Maharajganj, India",83.539,27.141,seismic,202.22,5.8,0.63,0,0.0621,0,10.9,,,,,,,inferred,Stations_USGS
MRT,"Eerut, India",77.617,29.154,seismic,760,3,0.63,0,0.00466,0,0.56,,,,,,,inferred,Stations_USGS
LSA,"Tibet, China",91.127,29.7031,seismic,760,3.1,0.63,0,0.00168,0,0.4053,0,0.003688,0,0.001345,0,0.001375,inferred,Stations_USGS
CGD,"Chandigarh, India",76.767,30.76,seismic,760,3.4,0.63,0,0.00274,0,1.06,,,,,,,inferred,Stations_USGS
BSR,"Bisalpur, India",79.805,28.209,seismic,760,3.6,0.63,0,0.009,0,1.27,,,,,,,inferred,Stations_USGS
HSR,"Hissar, India",75.6,29.446,seismic,760,2.8,0.63,0,0.00251,0,0.44,,,,,,,inferred,Stations_USGS
LAK,"Lakhimpur, India",80.79,27.949,seismic,760,3.9,0.63,0,0.0143,0,2.26,,,,,,,inferred,Stations_USGS
PTN,"Patna, India",85.149,25.622,seismic,291.05,4.5,0.63,0,0.047,0,4.4,,,,,,,inferred,Stations_USGS
KHA,"Khatima, India",79.961,28.925,seismic,760,3.9,0.63,0,0.00987,0,1.89,,,,,,,inferred,Stations_USGS
TDR,"Takurdwar, India",78.855,29.148,seismic,760,3.6,0.63,0,0.00534,0,1.17,,,,,,,inferred,Stations_USGS
NAR,"Narora, India",78.425,28.226,seismic,760,3.6,0.63,0,0.00803,0,1.55,,,,,,,inferred,Stations_USGS
GDA,"Gonda, India",82.237,27.116,seismic,215.62,4.8,0.63,0,0.0433,0,5.16,,,,,,,inferred,Stations_USGS
FZB,"Faizabad, India",82.146,26.73,seismic,227.05,null,null,0,0.0328,0,40.7,,,,,,,inferred,Stations_USGS
JAU,"Jaunpur, India",82.693,25.733,seismic,284.59,4.1,0.63,0,0.0215,0,2.46,,,,,,,inferred,Stations_USGS
TAN,"Tanakpur, India",80.112,29.074,seismic,760,3.6,0.63,0,0.00519,0,1.47,,,,,,,inferred,Stations_USGS
THM,THM (Intensity VII),85.3643,27.6749,macroseismic,290.13,7,0.3,0.8059,0.390448,0.875,27.0175,1.0131,0.610488,1.0822,0.314797,1.4737,0.058753,inferred,Stations_USGS
OBS_14,Near Trishuli Bazaar (Intensity IX),85.1303,27.9236,macroseismic,900,8.5,0.3,0.8059,0.963867,0.875,80.5989,1.0131,1.384161,1.0822,1.054896,1.4737,0.188914,inferred,Stations_USGS
OBS_5,Laprak Village (Intensity IX),84.8008,28.2189,macroseismic,900,9,0.3,0.8059,1.297795,0.875,116.0264,1.0131,1.814821,1.0822,1.582224,1.4737,0.279551,inferred,Stations_USGS
KATNP,KATNP (Intensity VII),85.3074,27.7082,macroseismic,304.61,7,0.3,0.8059,0.389449,0.875,27.0175,1.0131,0.609666,1.0822,0.315291,1.4737,0.058856,inferred,Stations_USGS
OBS_6,Phulkharka (Intensity IX),84.9198,28.0646,macroseismic,900,9,0.3,0.8059,1.314857,0.875,116.0264,1.0131,1.827325,1.0822,1.569608,1.4737,0.277054,inferred,Stations_USGS
OBS_10,Gaunkharka (Intensity IX),85.4578,27.9371,macroseismic,900,9,0.3,0.8059,1.294424,0.875,116.0264,1.0131,1.812341,1.0822,1.584748,1.4737,0.280051,inferred,Stations_USGS
OBS_11,Kharanitar (Intensity VIII),85.3207,27.9281,macroseismic,900,8,0.3,0.8059,0.700171,0.875,55.9888,1.0131,1.043471,1.0822,0.712935,1.4737,0.129622,inferred,Stations_USGS
OBS_4,Barpak Village (Intensity IX),84.7429,28.201,macroseismic,900,9,0.3,0.8059,1.309843,0.875,116.0264,1.0131,1.823658,1.0822,1.573288,1.4737,0.277783,inferred,Stations_USGS
OBS_1,Swayambhunath Stupa (Intensity VIII),85.2905,27.7151,macroseismic,463.5,8,0.3,0.8059,0.725483,0.875,55.9888,1.0131,1.063135,1.0822,0.697585,1.4737,0.126498,inferred,Stations_USGS
OBS_8,Chautara (Intensity IX),85.7222,27.7707,macroseismic,821.8,9,0.3,0.8059,1.303479,0.875,116.0264,1.0131,1.818995,1.0822,1.577991,1.4737,0.278713,inferred,Stations_USGS
RAM,RAM (Intensity VIII),85.251,27.7223,macroseismic,747.46,8.1,0.3,0.8059,0.773049,0.875,60.2208,1.0131,1.124692,1.0822,0.754642,1.4737,0.136435,inferred,Stations_USGS
TVU,TVU (Intensity VII),85.3167,27.691,macroseismic,403.67,7,0.3,0.8059,0.39041,0.875,27.0175,1.0131,0.610456,1.0822,0.314815,1.4737,0.058757,inferred,Stations_USGS
SWY,SWY (Intensity VIII),85.2756,27.7126,macroseismic,463.5,8,0.3,0.8059,0.726868,0.875,55.9888,1.0131,1.064201,1.0822,0.69677,1.4737,0.126332,inferred,Stations_USGS
OBS_9,Ghale (Intensity VIII),84.3089,28.2776,macroseismic,900,8,0.3,0.8059,0.585433,0.875,55.9888,1.0131,0.949768,1.0822,0.795592,1.4737,0.146579,inferred,Stations_USGS
OBS_7,Pipaldanda (Intensity IX),85.6869,27.7791,macroseismic,857.49,9,0.3,0.8059,1.311402,0.875,116.0264,1.0131,1.824799,1.0822,1.572142,1.4737,0.277556,inferred,Stations_USGS
BHK,BHK (Intensity VIII),85.4259,27.6719,macroseismic,318.5,7.8,0.3,0.8059,0.640497,0.875,48.3961,1.0131,0.951152,1.0822,0.595204,1.4737,0.108562,inferred,Stations_USGS
OBS_12,Betrawati (Intensity IX),85.1857,27.9737,macroseismic,900,8.5,0.3,0.8059,0.954301,0.875,80.5989,1.0131,1.376922,1.0822,1.061365,1.4737,0.190213,inferred,Stations_USGS
OBS_2,Dharhara Tower (Intensity VIII),85.3119,27.7006,macroseismic,313.22,8,0.3,0.8059,0.72641,0.875,55.9888,1.0131,1.063849,1.0822,0.697039,1.4737,0.126387,inferred,Stations_USGS
DMG,DMG (Intensity VIII),85.3197,27.7218,macroseismic,283.38,7.5,0.3,0.8059,0.529982,0.875,38.8932,1.0131,0.803838,1.0822,0.469827,1.4737,0.08646,inferred,Stations_USGS
