calc_id,description,cal_time,recording_stations,gmlt,rupture,gmpe,imt,max_gmv,nominal_bias_mean,nominal_bias_stdev,abs_bias
32,"20210814_M7.2_Haiti median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
",3, Seismic, GEM, USGS,AkkarEtAlRjb2014,PGA,0.68731695,0.129,0.191,0.129
33,"20210814_M7.2_Haiti median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
",4, Seismic, USGS, USGS,ChiouYoungs2014,PGA,0.7105721,0.167,0.15,0.167
32,"20210814_M7.2_Haiti median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
",3, Seismic, GEM, USGS,CauzziEtAl2014,PGA,0.5894168,-0.241,0.201,0.241
33,"20210814_M7.2_Haiti median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
",4, Seismic, USGS, USGS,CampbellBozorgnia2014,PGA,0.85549057,0.373,0.156,0.373
33,"20210814_M7.2_Haiti median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
",4, Seismic, USGS, USGS,AbrahamsonEtAl2014,PGA,0.81586087,0.378,0.169,0.378
32,"20210814_M7.2_Haiti median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
",3, Seismic, GEM, USGS,AbrahamsonEtAl2014,PGA,0.81586087,0.378,0.169,0.378
33,"20210814_M7.2_Haiti median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
",4, Seismic, USGS, USGS,BooreEtAl2014,PGA,0.9911305,0.571,0.177,0.571
30,"20210814_M7.2_Haiti median gmf, Stations:None, gmlt:GEM, Rupture:USGS
",0, None, GEM, USGS,AbrahamsonEtAl2014,PGA,0.57687265,,,
30,"20210814_M7.2_Haiti median gmf, Stations:None, gmlt:GEM, Rupture:USGS
",0, None, GEM, USGS,AkkarEtAlRjb2014,PGA,0.5392552,,,
30,"20210814_M7.2_Haiti median gmf, Stations:None, gmlt:GEM, Rupture:USGS
",0, None, GEM, USGS,CauzziEtAl2014,PGA,0.65011066,,,
31,"20210814_M7.2_Haiti median gmf, Stations:None, gmlt:USGS, Rupture:USGS
",0, None, USGS, USGS,AbrahamsonEtAl2014,PGA,0.57687265,,,
31,"20210814_M7.2_Haiti median gmf, Stations:None, gmlt:USGS, Rupture:USGS
",0, None, USGS, USGS,BooreEtAl2014,PGA,0.5618181,,,
31,"20210814_M7.2_Haiti median gmf, Stations:None, gmlt:USGS, Rupture:USGS
",0, None, USGS, USGS,CampbellBozorgnia2014,PGA,0.60295254,,,
31,"20210814_M7.2_Haiti median gmf, Stations:None, gmlt:USGS, Rupture:USGS
",0, None, USGS, USGS,ChiouYoungs2014,PGA,0.6038089,,,
