# 20210814_M7.2_Haiti median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,CauzziEtAl2014
t_0,-71.38756,17.65626,0.012869228,0.013571505,0.022398744
t_1,-71.43461,17.65712,0.014178135,0.014505747,0.02375144
t_10,-71.52785,17.70391,0.013305738,0.013092874,0.02231437
t_100,-72.08241,18.34497,0.0309876,0.021794878,0.037560876
t_1000,-72.40229,19.07205,0.035011157,0.024010083,0.040933765
t_1001,-72.30661,19.11582,0.031057257,0.022059914,0.037576113
t_1002,-72.3541,19.11651,0.027169071,0.01940496,0.034430824
t_1003,-72.40159,19.11719,0.03491158,0.024092123,0.04084936
t_1004,-72.30588,19.16096,0.031653233,0.022610221,0.038124043
t_1005,-72.35338,19.16165,0.029098917,0.020697074,0.03592131
t_1006,-72.49725,19.07336,0.042367704,0.028220244,0.04713192
t_1007,-72.54473,19.074,0.043932635,0.02898659,0.0484805
t_1008,-72.44908,19.11785,0.03996594,0.027073588,0.045093868
t_1009,-72.49657,19.11851,0.059097953,0.035578463,0.061403453
t_101,-71.65801,18.29287,0.014789547,0.012952601,0.023230324
t_1010,-72.54406,19.11915,0.04999706,0.032602612,0.05335934
t_1011,-72.44838,19.163,0.04711164,0.031142201,0.05100662
t_1012,-72.49589,19.16365,0.054624666,0.034222923,0.057411492
t_1013,-72.5434,19.16429,0.05811703,0.03564342,0.060388315
t_1014,-72.44769,19.20814,0.03383308,0.023470676,0.03993168
t_1015,-72.49521,19.2088,0.05167855,0.03302657,0.05491288
t_1016,-72.16416,19.11368,0.02739447,0.020373927,0.034518965
t_1017,-72.21164,19.11441,0.02328913,0.017410245,0.030940527
t_1018,-72.25912,19.11512,0.027374806,0.019859526,0.034412563
t_1019,-72.16339,19.15881,0.034581937,0.025070086,0.04088071
t_102,-71.70524,18.29369,0.016495569,0.01401136,0.024850313
t_1020,-72.21088,19.15954,0.034971252,0.025145,0.041111056
t_1021,-72.25838,19.16026,0.024674008,0.01822762,0.032134607
t_1022,-72.16261,19.20395,0.039056193,0.027018188,0.044963423
t_1023,-72.21012,19.20468,0.032560308,0.02380795,0.039082874
t_1024,-72.25763,19.20539,0.034725938,0.024928935,0.040865414
t_1025,-72.16184,19.24908,0.031138575,0.023249574,0.038000673
t_1026,-72.40088,19.16233,0.027682427,0.019669235,0.034893222
t_1027,-72.30514,19.2061,0.027685046,0.020094302,0.03466844
t_1028,-72.35265,19.20679,0.032814227,0.023285892,0.03911296
t_1029,-72.40017,19.20747,0.028119218,0.020032652,0.03516155
t_103,-71.75247,18.2945,0.017578918,0.014575267,0.02583195
t_1030,-72.3044,19.25124,0.03417887,0.024530675,0.04037129
t_1031,-72.35193,19.25193,0.03238177,0.023169283,0.03877235
t_1032,-72.39946,19.25261,0.030499887,0.021674333,0.03708755
t_1033,-72.30367,19.29637,0.03527929,0.025306972,0.04137113
t_1034,-72.3512,19.29707,0.034981463,0.024967985,0.041040387
t_1035,-72.39875,19.29775,0.03169628,0.022661299,0.03816748
t_1036,-72.54273,19.20944,0.056315172,0.034731895,0.05891477
t_1037,-72.44699,19.25328,0.041205753,0.028159585,0.04613997
