STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
MRN,MIRANDOLA (NAPOLI),44.878231,11.061743,seismic,INGV,C,0.297304199,0.0,0.8317074626175244,0.0,0.589859970745697,0.0,0.5464769913401967,0.0,208.0,C,,,,,,
NVL,NOVELLARA,44.843001,10.731506,seismic,INGV,C,0.051205727,0.0,0.1248559038544826,0.0,0.0463655529167826,0.0,0.0284433519537625,0.0,190.0,C,,,,,,
MODE,MODENA,44.629722,10.949167,seismic,INGV,C,0.041851208,0.0,0.0734798716327212,0.0,0.0858236292930923,0.0,0.0857629461674625,0.0,204.0,C,,,,,,
SRP,SORBOLO (PEZZANI),44.848398,10.446963,seismic,INGV,C,0.040739094,0.0,0.0874997904128661,0.0,0.0932951235921199,0.0,0.0340393749827814,0.0,218.0,C,,,,,,
MDC,MEDICINA,44.48556,11.640462,seismic,INGV,C (inferred from geology),0.038848148,0.0,0.0877047466609847,0.0,0.1116086289842971,0.0,0.0462699001180528,0.0,,C (inferred from geology),,,,,,
MDN,MODENA,44.646988,10.889912,seismic,INGV,C,0.036245735,0.0,0.0764399722581505,0.0,0.0801603907244083,0.0,0.0625606527381473,0.0,213.0,C,,,,,,
CPC,COPPARO (COCCANILE),44.921448,11.875613,seismic,INGV,D,0.033166988,0.0,0.080345422335046,0.0,0.0669298386399295,0.0,0.0460522992928087,0.0,174.0,D,,,,,,
ALF,ALFONSINE,44.502284,12.033444,seismic,INGV,C,0.033053959,0.0,0.060433327888171,0.0,0.1090150140795072,0.0,0.0344460411735401,0.0,243.0,C,,,,,,
ARG,ARGENTA,44.63053,11.82516,seismic,INGV,D,0.023790588,0.0,0.0406996852927441,0.0,0.0515525412383598,0.0,0.0235754532658832,0.0,170.0,D,,,,,,
GAI,GAINO  TOSCOLANO MADERNO,45.659275,10.616265,seismic,INGV,C (inferred from geology),0.023735077,0.0,0.1081249736804524,0.0,0.0167242507910987,0.0,0.0051520398341754,0.0,,C (inferred from geology),,,,,,
