STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
OBS_22,Chieuti,15.166,41.844,macroseismic,471.38,5.5,0.3,0.8059,0.110727,0.875,7.5373,1.0131,0.241309,1.0822,0.077328,1.4737,0.016839,inferred,Stations_USGS
OBS_26,Macchia Valfortore,14.912,41.593,macroseismic,644.44,5.5,0.3,0.8059,0.127745,0.875,7.5373,1.0131,0.260144,1.0822,0.070841,1.4737,0.015264,inferred,Stations_USGS
OBS_31,Campobasso,14.667,41.557,macroseismic,381.38,5.0,0.3,0.8059,0.084503,0.875,5.2359,1.0131,0.186696,1.0822,0.050704,1.4737,0.011169,inferred,Stations_USGS
OBS_5,Ripabottoni,14.808,41.688,macroseismic,770.71,7.0,0.3,0.8059,0.374979,0.875,22.4853,1.0131,0.646046,1.0822,0.213484,1.4737,0.043574,inferred,Stations_USGS
OBS_37,Motta Montecorvino,15.115,41.508,macroseismic,560.13,5.0,0.3,0.8059,0.077954,0.875,5.2359,1.0131,0.178943,1.0822,0.053274,1.4737,0.011805,inferred,Stations_USGS
OBS_46,Torremaggiore,15.292,41.689,macroseismic,301.44,5.0,0.3,0.8059,0.075924,0.875,5.2359,1.0131,0.176479,1.0822,0.054143,1.4737,0.012021,inferred,Stations_USGS
OBS_13,Rotello,15.004,41.749,macroseismic,418.33,6.0,0.3,0.8059,0.187964,0.875,10.8503,1.0131,0.357374,1.0822,0.100628,1.4737,0.021251,inferred,Stations_USGS
OBS_24,Lucito,14.688,41.731,macroseismic,770.22,5.5,0.3,0.8059,0.136442,0.875,7.5373,1.0131,0.26931,1.0822,0.068038,1.4737,0.014588,inferred,Stations_USGS
OBS_7,Colletorto,14.97,41.664,macroseismic,865.46,6.5,0.3,0.8059,0.257354,0.875,15.6196,1.0131,0.472706,1.0822,0.14939,1.4737,0.031087,inferred,Stations_USGS
OBS_39,Ripalimosani,14.665,41.612,macroseismic,609.9,5.0,0.3,0.8059,0.08925,0.875,5.2359,1.0131,0.192137,1.0822,0.049034,1.4737,0.010757,inferred,Stations_USGS
OBS_18,Casalvecchio di Puglia,15.113,41.594,macroseismic,579.05,5.5,0.3,0.8059,0.113281,0.875,7.5373,1.0131,0.244219,1.0822,0.076255,1.4737,0.016577,inferred,Stations_USGS
OBS_51,Palata,14.785,41.89,macroseismic,575.12,4.5,0.3,0.8059,0.066282,0.875,3.6371,1.0131,0.123788,1.0822,0.023862,1.4737,0.004443,inferred,Stations_USGS
OBS_33,Civitacampomarano,14.691,41.78,macroseismic,672.52,5.0,0.3,0.8059,0.098229,0.875,5.2359,1.0131,0.202069,1.0822,0.046236,1.4737,0.010072,inferred,Stations_USGS
OBS_23,Limosano,14.622,41.675,macroseismic,657.74,5.5,0.3,0.8059,0.12292,0.875,7.5373,1.0131,0.254931,1.0822,0.072532,1.4737,0.015673,inferred,Stations_USGS
OBS_14,Ururi,15.014,41.815,macroseismic,247.42,6.0,0.3,0.8059,0.175846,0.875,10.8503,1.0131,0.345071,1.0822,0.104823,1.4737,0.022246,inferred,Stations_USGS
OBS_12,Morrone del Sannio,14.781,41.711,macroseismic,535.29,6.0,0.3,0.8059,0.20125,0.875,10.8503,1.0131,0.37044,1.0822,0.096502,1.4737,0.020277,inferred,Stations_USGS
OBS_17,Carlantino,14.976,41.594,macroseismic,651.33,5.5,0.3,0.8059,0.124291,0.875,7.5373,1.0131,0.256422,1.0822,0.072041,1.4737,0.015554,inferred,Stations_USGS
OBS_50,Montecilfone,14.837,41.903,macroseismic,329.71,4.5,0.3,0.8059,0.065351,0.875,3.6371,1.0131,0.121554,1.0822,0.024262,1.4737,0.004556,inferred,Stations_USGS
OBS_4,Castellino del Biferno,14.731,41.701,macroseismic,870.0,7.0,0.3,0.8059,0.367867,0.875,22.4853,1.0131,0.639575,1.0822,0.216004,1.4737,0.044151,inferred,Stations_USGS
OBS_38,Pietramontecorvino,15.128,41.542,macroseismic,584.67,5.0,0.3,0.8059,0.079335,0.875,5.2359,1.0131,0.180603,1.0822,0.052704,1.4737,0.011663,inferred,Stations_USGS
OBS_21,Celenza Valfortore,14.98,41.56,macroseismic,556.75,5.5,0.3,0.8059,0.118759,0.875,7.5373,1.0131,0.250358,1.0822,0.074079,1.4737,0.016048,inferred,Stations_USGS
OBS_28,Provvidenti,14.822,41.718,macroseismic,628.58,5.5,0.3,0.8059,0.147435,0.875,7.5373,1.0131,0.280508,1.0822,0.064882,1.4737,0.013832,inferred,Stations_USGS
OBS_40,San Giovanni in Galdo,14.748,41.588,macroseismic,620.85,5.0,0.3,0.8059,0.091446,0.875,5.2359,1.0131,0.194608,1.0822,0.048309,1.4737,0.010579,inferred,Stations_USGS
OBS_9,Casacalenda,14.849,41.74,macroseismic,605.79,6.0,0.3,0.8059,0.20125,0.875,10.8503,1.0131,0.37044,1.0822,0.096502,1.4737,0.020277,inferred,Stations_USGS
OBS_36,Monacilioni,14.809,41.61,macroseismic,690.47,5.0,0.3,0.8059,0.096918,0.875,5.2359,1.0131,0.200646,1.0822,0.046618,1.4737,0.010165,inferred,Stations_USGS
OBS_48,Acquaviva Collecroce,14.746,41.867,macroseismic,565.7,4.5,0.3,0.8059,0.067623,0.875,3.6371,1.0131,0.127023,1.0822,0.023306,1.4737,0.004289,inferred,Stations_USGS
OBS_34,Guglionesi,14.914,41.912,macroseismic,583.76,5.0,0.3,0.8059,0.087703,0.875,5.2359,1.0131,0.190379,1.0822,0.049562,1.4737,0.010887,inferred,Stations_USGS
OBS_25,Lupara,14.733,41.762,macroseismic,557.53,5.5,0.3,0.8059,0.144993,0.875,7.5373,1.0131,0.278055,1.0822,0.06555,1.4737,0.013992,inferred,Stations_USGS
OBS_16,Campolieto,14.766,41.633,macroseismic,601.55,5.5,0.3,0.8059,0.135679,0.875,7.5373,1.0131,0.268517,1.0822,0.068272,1.4737,0.014645,inferred,Stations_USGS
OBS_2,Bonefro,14.935,41.704,macroseismic,505.5,7.0,0.3,0.8059,0.374979,0.875,22.4853,1.0131,0.646046,1.0822,0.213484,1.4737,0.043574,inferred,Stations_USGS
