calc_id,description,cal_time,gmpe,imt,nominal_bias,abs_nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
870,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",108,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.439,0.439,0.4492507,USGS,GEM,all
869,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",107,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.439,0.439,0.4492507,USGS,GEM,seismic
868,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",110,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.445,0.445,0.41395286,GCMT,GEM,all
867,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",112,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.445,0.445,0.41395286,GCMT,GEM,seismic
860,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",77,AkkarEtAlRjb2014,PGA,-0.654,0.654,0.44635063,GCMT,USGS,all
859,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",79,AkkarEtAlRjb2014,PGA,-0.654,0.654,0.44635063,GCMT,USGS,seismic
864,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",147,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.661,0.661,0.4160337,INGV,GEM,all
863,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",106,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.661,0.661,0.4160337,INGV,GEM,seismic
862,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",79,AkkarEtAlRjb2014,PGA,-0.666,0.666,0.44726112,USGS,USGS,all
861,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",79,AkkarEtAlRjb2014,PGA,-0.666,0.666,0.44726112,USGS,USGS,seismic
866,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",117,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.691,0.691,0.43062893,EFEHR,GEM,all
865,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",118,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.691,0.691,0.43062893,EFEHR,GEM,seismic
870,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",108,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.747,0.747,0.4492507,USGS,GEM,all
869,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",107,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.747,0.747,0.4492507,USGS,GEM,seismic
868,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",110,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.752,0.752,0.41395286,GCMT,GEM,all
867,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",112,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.752,0.752,0.41395286,GCMT,GEM,seismic
870,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",108,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.892,0.892,0.4492507,USGS,GEM,all
869,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",107,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.892,0.892,0.4492507,USGS,GEM,seismic
868,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",110,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.898,0.898,0.41395286,GCMT,GEM,all
867,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",112,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.898,0.898,0.41395286,GCMT,GEM,seismic
864,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",147,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.971,0.971,0.4160337,INGV,GEM,all
863,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",106,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.971,0.971,0.4160337,INGV,GEM,seismic
856,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:INGV, GMPEs:USGS, Recording Stations:all)",81,AkkarEtAlRjb2014,PGA,-0.99,0.99,0.45430663,INGV,USGS,all
855,"Median gmf - DRAFT_20170118_M5.95_CentralItaly (Rupture:INGV, GMPEs:USGS, Recording Stations:seismic)",74,AkkarEtAlRjb2014,PGA,-0.99,0.99,0.45430663,INGV,USGS,seismic
