# 20191126_M6.4_Albania median gmf, Stations:None, gmlt:GEM_best, Rupture:GCMT
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology
s_0,19.4573,41.3199,0.23545247
s_1,20.4017,42.0731,0.012189874
s_10,20.84874,39.65616,0.003770047
s_11,21.4243,38.3727,0.0003202378
s_12,16.8191,40.60325,0.003019991
s_13,15.9427,40.7867,0.0013711161
s_14,23.2262,43.4111,0.0060998034
s_15,20.4878,38.1783,0.00034906247
s_16,21.76001,38.26933,0.00024288014
s_17,15.63277,40.39,0.00036222974
s_18,15.7296,40.4256,0.0004353437
s_19,15.8019,40.3249,0.00048256264
s_2,19.8078,41.3357,0.10439458
s_20,15.5782,40.7889,0.00045568636
s_21,22.675,43.6227,0.0055398582
s_22,15.7967,40.5722,0.0005248291
s_23,21.9209,38.5933,0.0002549009
s_24,15.7251,40.7619,0.00066356506
s_25,16.2114,39.2534,0.00028726945
s_26,20.9937,39.1474,0.0010041079
s_27,21.79118,38.29585,0.0002497524
s_28,23.575,39.998,0.0010179816
s_29,22.9506,39.366,0.00035766105
s_3,20.0799,41.1161,0.044000566
s_30,22.10797,38.03256,0.00015107689
s_31,19.4527,41.3206,0.23449656
s_32,19.6745,41.5755,0.09646011
s_33,19.787,41.3336,0.11272835
s_34,19.8111,41.3248,0.10394955
s_35,19.8232,41.316,0.09544143
s_36,19.7994,41.3067,0.10337366
s_37,19.7991,41.3247,0.10462922
s_38,19.8114,41.3068,0.089460485
s_39,19.8351,41.3161,0.09253016
s_4,19.5669,40.7174,0.032119937
s_40,19.8109,41.3338,0.102086976
s_41,19.8112,41.3158,0.10224099
s_42,19.823,41.325,0.09850535
s_43,19.7752,41.3245,0.11131975
s_44,19.8228,41.334,0.097920254
s_45,19.8346,41.3431,0.09304442
s_46,19.4841,40.4742,0.019548884
s_47,19.9642,40.7048,0.024805665
s_48,19.8348,41.3341,0.094721206
s_49,20.0769,41.1111,0.043961383
s_5,19.94546,40.70816,0.02493952
s_50,19.0953,42.0988,0.026331058
