calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations,abs_bias
407,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:Canora_et_al_2001, GMPEs:GEM, Recording Stations:seismic)",5,AbrahamsonEtAl2015SInterHigh,PGA,1.063,0.99004,Canora_et_al_2001,GEM,seismic,1.063
407,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:Canora_et_al_2001, GMPEs:GEM, Recording Stations:seismic)",5,MontalvaEtAl2017SInter,PGA,0.295,0.9946766,Canora_et_al_2001,GEM,seismic,0.295
407,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:Canora_et_al_2001, GMPEs:GEM, Recording Stations:seismic)",5,ZhaoEtAl2006SInter,PGA,0.721,0.987163,Canora_et_al_2001,GEM,seismic,0.721
408,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:Canora_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",7,AbrahamsonEtAl2014,PGA,0.667,0.99351156,Canora_et_al_2001,USGS,seismic,0.667
408,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:Canora_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",7,AbrahamsonEtAl2015SInter,PGA,1.063,0.99004,Canora_et_al_2001,USGS,seismic,1.063
408,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:Canora_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",7,AtkinsonBoore2003SInter,PGA,1.1,0.9803487,Canora_et_al_2001,USGS,seismic,1.1
408,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:Canora_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",7,BooreEtAl2014,PGA,0.816,0.99278545,Canora_et_al_2001,USGS,seismic,0.816
408,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:Canora_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",7,CampbellBozorgnia2014,PGA,0.707,0.98711985,Canora_et_al_2001,USGS,seismic,0.707
408,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:Canora_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",7,ChiouYoungs2014,PGA,0.659,0.9858455,Canora_et_al_2001,USGS,seismic,0.659
408,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:Canora_et_al_2001, GMPEs:USGS, Recording Stations:seismic)",7,ZhaoEtAl2016SInter,PGA,0.312,0.99958086,Canora_et_al_2001,USGS,seismic,0.312
405,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",5,AbrahamsonEtAl2015SInterHigh,PGA,1.502,0.97177595,GCMT,GEM,seismic,1.502
405,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",5,MontalvaEtAl2017SInter,PGA,0.765,1.1102829,GCMT,GEM,seismic,0.765
405,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",5,ZhaoEtAl2006SInter,PGA,1.067,0.9664423,GCMT,GEM,seismic,1.067
406,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",6,AbrahamsonEtAl2014,PGA,1.034,0.97798985,GCMT,USGS,seismic,1.034
406,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",6,AbrahamsonEtAl2015SInter,PGA,1.502,0.97177595,GCMT,USGS,seismic,1.502
406,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",6,AtkinsonBoore2003SInter,PGA,1.482,0.9571513,GCMT,USGS,seismic,1.482
406,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",6,BooreEtAl2014,PGA,1.223,1.6138134,GCMT,USGS,seismic,1.223
406,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",6,CampbellBozorgnia2014,PGA,1.05,0.9745613,GCMT,USGS,seismic,1.05
406,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",6,ChiouYoungs2014,PGA,0.989,0.96902907,GCMT,USGS,seismic,0.989
406,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",6,ZhaoEtAl2016SInter,PGA,0.78,1.2691106,GCMT,USGS,seismic,0.78
403,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",5,AbrahamsonEtAl2015SInterHigh,PGA,1.022,0.987266,USGS,GEM,seismic,1.022
403,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",5,MontalvaEtAl2017SInter,PGA,0.249,0.9915096,USGS,GEM,seismic,0.249
403,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",5,ZhaoEtAl2006SInter,PGA,0.685,0.9846597,USGS,GEM,seismic,0.685
404,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",6,AbrahamsonEtAl2014,PGA,0.805,0.9889598,USGS,USGS,seismic,0.805
404,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",6,AbrahamsonEtAl2015SInter,PGA,1.022,0.987266,USGS,USGS,seismic,1.022
404,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",6,AtkinsonBoore2003SInter,PGA,1.125,0.9778267,USGS,USGS,seismic,1.125
404,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",6,BooreEtAl2014,PGA,0.829,0.989616,USGS,USGS,seismic,0.829
404,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",6,CampbellBozorgnia2014,PGA,0.768,0.98331153,USGS,USGS,seismic,0.768
404,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",6,ChiouYoungs2014,PGA,0.728,0.9804913,USGS,USGS,seismic,0.728
404,"Median gmf - 20010213_M6.6_SanSalvador (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",6,ZhaoEtAl2016SInter,PGA,0.332,0.9957546,USGS,USGS,seismic,0.332
