# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:Berberian_et_al_1992
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
t_0,47.88186000000002,39.07984,0.011568052,0.0068430123,0.009278468,0.009935316
t_1,47.61237,39.07984,0.009876373,0.005237457,0.0077784625,0.009024171
t_10,48.061530000000005,39.14954,0.013403429,0.008404151,0.010204222,0.012344857
t_100,47.88186000000002,38.80036,0.013388338,0.009372965,0.012291975,0.013106479
t_1000,45.36658,37.5291,0.009181609,0.0033849883,0.0047820816,0.0059957886
t_1001,45.815740000000005,37.5291,0.010656252,0.005065752,0.00675219,0.008473567
t_1002,45.456410000000005,37.5291,0.009435271,0.0036608183,0.0051134946,0.0064179325
t_1003,45.90557000000001,37.5291,0.010541887,0.005167893,0.007028182,0.0072064227
t_1004,45.54624000000001,37.5291,0.009702527,0.0039604395,0.005470982,0.0068735355
t_1005,45.99539999999999,37.5291,0.011874997,0.0063522053,0.008032586,0.009773527
t_1006,45.99539999999999,37.6003,0.010841823,0.005536793,0.007459597,0.007643411
t_1007,45.90557000000001,37.6003,0.010393613,0.0050330926,0.006899829,0.007118564
t_1008,45.456410000000005,37.6003,0.009397552,0.0036192671,0.0050637666,0.006354576
t_1009,45.63607999999999,37.6003,0.009939706,0.004233738,0.005795106,0.007286803
t_101,47.702200000000005,38.80036,0.015848786,0.011652419,0.013242192,0.015361317
t_1010,45.72591,37.6003,0.009466378,0.0040955506,0.0058660423,0.0061863433
t_1011,45.815740000000005,37.6003,0.011199938,0.005411349,0.0069436473,0.008374703
t_1012,45.36658,37.6003,0.009146908,0.0033479237,0.0047374154,0.0059389127
t_1013,45.54624000000001,37.6003,0.00966146,0.0039138147,0.0054155467,0.006802871
t_1014,45.90557000000001,37.67144,0.010348153,0.004966182,0.0068125427,0.0070179263
t_1015,45.54624000000001,37.67144,0.009613882,0.0038600606,0.0053515797,0.0067213364
t_1016,45.815740000000005,37.67144,0.012027688,0.005964136,0.0072534657,0.008261248
t_1017,45.72591,37.67144,0.010176865,0.004513659,0.006125368,0.007708047
t_1018,45.99539999999999,37.67144,0.009005175,0.004114309,0.0063818917,0.007530535
t_1019,45.63607999999999,37.67144,0.009887898,0.0041734627,0.0057238247,0.007195904
t_102,47.61237,38.80036,0.011103823,0.0067325328,0.009887994,0.011691679
t_1020,45.36658,37.67144,0.009106573,0.003305047,0.0046856925,0.0058730575
t_1021,45.456410000000005,37.67144,0.009353782,0.003571281,0.0050062835,0.0062813447
t_1022,48.061530000000005,36.8133,0.048526246,0.06800889,0.07042622,0.075633384
t_1023,47.79203000000001,36.8133,0.03350146,0.041542042,0.046359017,0.054371417
t_1024,48.15136000000001,36.88518,0.042317305,0.05323926,0.068132274,0.070891865
t_1025,47.79203000000001,36.88518,0.036069624,0.046093293,0.049552083,0.056078997
t_1026,48.24119000000002,36.88518,0.06106157,0.086684786,0.08792461,0.10183838
t_1027,47.702200000000005,36.88518,0.02362028,0.025339661,0.035167575,0.039931852
t_1028,48.331019999999995,36.88518,0.07108081,0.10458771,0.099949166,0.11783665
t_1029,47.9717,36.88518,0.04318749,0.057922147,0.06266815,0.0702053
t_103,48.061530000000005,38.87033,0.014861836,0.010863021,0.013175797,0.01642206
t_1030,47.88186000000002,36.88518,0.037645377,0.04839331,0.053955324,0.062617354
t_1031,48.061530000000005,36.88518,0.049864244,0.0698698,0.073190086,0.07906801
t_1032,48.331019999999995,36.957,0.073571466,0.10585873,0.10281269,0.12324986
t_1033,48.24119000000002,36.957,0.0606924,0.08401633,0.08822772,0.106676325
t_1034,47.88186000000002,36.957,0.043363266,0.059783127,0.06042625,0.064264536
t_1035,47.79203000000001,36.957,0.035673983,0.045250505,0.04975563,0.057392586
t_1036,47.9717,36.957,0.047538538,0.06696785,0.068098344,0.07230186
t_1037,47.702200000000005,36.957,0.035144035,0.044768594,0.046625327,0.051470634
t_1038,48.15136000000001,36.957,0.058301292,0.084513396,0.08431339,0.09410536
t_1039,48.061530000000005,36.957,0.046439495,0.06214412,0.070813216,0.081782304
