# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_18,49.417,36.736,0.4630276,0.47027275,0.41883647,0.4505987
m_19,49.77000000000001,36.693,0.43893555,0.3933395,0.49405268,0.4010837
m_20,49.42599999999999,36.81,0.49900252,0.4782665,0.54793286,0.48923358
m_21,49.41399999999999,36.806,0.48949012,0.47070184,0.5314238,0.48087427
m_22,49.52199999999999,36.842,0.71049744,0.7766168,0.6880662,0.72198963
m_23,48.997000000000014,36.895,0.39164436,0.35254973,0.41469228,0.36284035
m_24,49.51859999999999,36.6294,0.3348065,0.3333344,0.30935335,0.30750313
m_25,49.36699999999999,36.73,0.4577416,0.51596075,0.3847395,0.46453327
m_26,49.51400000000001,36.626,0.33002752,0.32766652,0.3053293,0.3022669
m_30,50.0,36.2667,0.18500616,0.18374728,0.18568827,0.18441091
m_31,50.007000000000005,37.206,0.19529237,0.21130927,0.18301538,0.19484216
m_32,50.283000000000015,37.141,0.10752003,0.12077305,0.10274382,0.10790133
m_33,49.36670000000001,36.25,0.14755853,0.13336337,0.15871572,0.1324638
m_35,50.884000000000015,36.808,0.12701164,0.12104639,0.13102299,0.12559095
m_36,49.31299999999999,37.223,0.36849505,0.40831637,0.33052298,0.35288414
m_37,50.006,36.263,0.18396269,0.18259098,0.18515335,0.1839058
m_38,49.603999999999985,37.273,0.26671144,0.29750204,0.23223443,0.2453795
m_39,49.998999999999995,37.21,0.19708015,0.21303283,0.18412869,0.19552611
m_40,51.08330000000001,35.4667,0.065519705,0.06548566,0.0656128,0.06557114
m_41,49.95400000000001,37.261,0.19873592,0.23354778,0.1796276,0.1965991
m_42,50.153999999999996,37.196,0.16472845,0.18372716,0.1520456,0.16100186
m_43,50.286,37.135,0.10539264,0.121163756,0.10057611,0.10649245
m_47,48.4333,36.6667,0.13481477,0.13250378,0.13547277,0.13069123
m_48,50.365999999999985,35.721,0.07517052,0.07470557,0.07548525,0.0750815
m_49,50.986999999999995,35.831,0.04345923,0.044914927,0.040985577,0.044306
m_52,48.2833,38.25,0.03286736,0.03325945,0.032477833,0.032863487
m_53,51.359700000000004,35.5175,0.04753609,0.04762577,0.04686407,0.04763754
m_56,51.453,35.797,0.019538281,0.01862368,0.019908708,0.019546809
m_57,50.87639999999999,34.64,0.022698194,0.020482274,0.020288156,0.025616372
m_59,46.2833,38.0833,0.01870235,0.015976869,0.017842036,0.020892682
m_66,45.08330000000001,37.533,0.009532655,0.007896213,0.009184696,0.011066983
s_0,48.97,36.92,0.41,0.41,0.41,0.41
s_1,49.22,36.14,0.188,0.188,0.188,0.188
