# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_18,49.417,36.736,0.44000515,0.46576437,0.41550592,0.40402794
m_19,49.77000000000001,36.693,0.5329242,0.43403634,0.53451324,0.47385487
m_20,49.42599999999999,36.81,0.5122006,0.4558391,0.51699287,0.48834383
m_21,49.41399999999999,36.806,0.4969954,0.44970638,0.50326777,0.47993353
m_22,49.52199999999999,36.842,0.839507,0.7392902,0.6402516,0.72125506
m_23,48.997000000000014,36.895,0.3492107,0.33614007,0.39297795,0.33250645
m_24,49.51859999999999,36.6294,0.2987097,0.32828546,0.30594096,0.37475735
m_25,49.36699999999999,36.73,0.43678066,0.5052365,0.37876743,0.46933147
m_26,49.51400000000001,36.626,0.2927215,0.32240948,0.3017064,0.36951137
m_30,50.0,36.2667,0.18559732,0.18399969,0.18625815,0.18684992
m_31,50.007000000000005,37.206,0.18646176,0.20856652,0.18114626,0.18564452
m_32,50.283000000000015,37.141,0.10011657,0.118223846,0.101453565,0.10086919
m_33,49.36670000000001,36.25,0.12225604,0.13106118,0.15547723,0.17162745
m_35,50.884000000000015,36.808,0.1324883,0.12191095,0.13247594,0.12508628
m_36,49.31299999999999,37.223,0.4770037,0.49587196,0.35877305,0.4546001
m_37,50.006,36.263,0.18496913,0.18241331,0.18532142,0.18514724
m_38,49.603999999999985,37.273,0.24197297,0.3080314,0.22879179,0.27891886
m_39,49.998999999999995,37.21,0.18658203,0.21020204,0.18181567,0.18724026
m_40,51.08330000000001,35.4667,0.06582069,0.065557994,0.06573034,0.065743834
m_41,49.95400000000001,37.261,0.1677298,0.22792445,0.17540894,0.19966638
m_42,50.153999999999996,37.196,0.14214453,0.17435718,0.14519504,0.14817692
m_43,50.286,37.135,0.09836469,0.11884529,0.099730864,0.098931015
m_47,48.4333,36.6667,0.12112613,0.12596938,0.13030854,0.12998506
m_48,50.365999999999985,35.721,0.075276054,0.07501273,0.07580363,0.07620007
m_49,50.986999999999995,35.831,0.043168277,0.045712586,0.041770566,0.04655855
m_52,48.2833,38.25,0.03232701,0.03324887,0.03246984,0.0320289
m_53,51.359700000000004,35.5175,0.047064602,0.047803238,0.04684687,0.04591294
m_56,51.453,35.797,0.020369953,0.019152373,0.020470504,0.021581776
m_57,50.87639999999999,34.64,0.03594411,0.02275108,0.022494964,0.018776545
m_59,46.2833,38.0833,0.029066226,0.014849323,0.016908353,0.015507414
m_66,45.08330000000001,37.533,0.02360662,0.0072441674,0.00863739,0.007220428
s_0,48.97,36.92,0.41,0.41,0.41,0.41
s_1,49.22,36.14,0.188,0.188,0.188,0.188
s_10,48.94999999999999,36.92,0.648,0.648,0.648,0.648
s_11,49.22,36.09,0.219,0.219,0.219,0.219
s_12,50.0,36.26,0.188,0.188,0.188,0.188
s_13,48.5,36.66,0.135,0.135,0.135,0.135
s_14,50.879999999999995,36.81,0.134,0.134,0.134,0.134
s_15,50.370000000000005,35.72,0.076,0.076,0.076,0.076
s_16,51.06999999999999,35.46,0.066,0.066,0.066,0.066
s_17,51.370000000000005,35.5,0.049,0.049,0.049,0.049
s_2,50.00999999999999,36.27,0.182,0.182,0.182,0.182
s_27,49.389999999999986,36.76,0.44669,0.44669,0.44669,0.44669
s_28,50.02000000000001,34.69,0.2203,0.2203,0.2203,0.2203
s_29,49.224999999999994,36.15,0.20918,0.20918,0.20918,0.20918
s_3,50.03,37.21,0.174,0.174,0.174,0.174
s_34,50.02000000000001,36.24,0.18367,0.18367,0.18367,0.18367
s_4,50.870000000000005,36.81,0.13,0.13,0.13,0.13
s_44,50.78,36.81,0.13674,0.13674,0.13674,0.13674
s_45,48.47999999999999,36.67,0.13506,0.13506,0.13506,0.13506
s_46,51.30000000000001,36.11,0.1051,0.1051,0.1051,0.1051
s_5,48.56999999999999,36.66,0.124,0.124,0.124,0.124
s_50,51.079999999999984,35.47,0.06683,0.06683,0.06683,0.06683
s_51,51.389999999999986,35.71,0.06158,0.06158,0.06158,0.06158
s_54,51.349999999999994,35.52,0.04689,0.04689,0.04689,0.04689
s_55,50.90100000000001,35.444,0.04485,0.04485,0.04485,0.04485
s_58,51.0,35.85,0.03568,0.03568,0.03568,0.03568
s_6,51.31,36.11,0.098,0.098,0.098,0.098
s_60,47.71000000000001,37.42,0.03523,0.03523,0.03523,0.03523
s_61,51.370000000000005,35.73,0.03306,0.03306,0.03306,0.03306
s_62,50.900000000000006,35.11,0.02851,0.02851,0.02851,0.02851
s_63,50.879999999999995,35.16,0.02745,0.02745,0.02745,0.02745
s_65,51.420000000000016,35.77,0.01927,0.01927,0.01927,0.01927
s_67,51.31999999999999,35.69,0.0136,0.0136,0.0136,0.0136
s_68,51.47999999999999,35.7,0.01286,0.01286,0.01286,0.01286
