# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
t_0,47.88186000000002,39.07984,0.012496177,0.007713947,0.0110521475,0.015907792
t_1,47.61237,39.07984,0.009859871,0.0058454736,0.009187588,0.012509951
t_10,48.061530000000005,39.14954,0.014677497,0.00955033,0.012239619,0.019111522
t_100,47.88186000000002,38.80036,0.016562989,0.010481046,0.014515863,0.020718116
t_1000,45.36658,37.5291,0.005856315,0.003451779,0.005244694,0.007807869
t_1001,45.815740000000005,37.5291,0.008460839,0.005153151,0.007375569,0.011167857
t_1002,45.456410000000005,37.5291,0.006291356,0.003731291,0.005603897,0.008373125
t_1003,45.90557000000001,37.5291,0.008705277,0.005254425,0.0076707946,0.011379846
t_1004,45.54624000000001,37.5291,0.0067610657,0.004034746,0.0059909765,0.008980641
t_1005,45.99539999999999,37.5291,0.0103028,0.0064551104,0.008757943,0.013611683
t_1006,45.99539999999999,37.6003,0.009288506,0.0056392127,0.008150915,0.012114034
t_1007,45.90557000000001,37.6003,0.008530123,0.005128407,0.0075454395,0.011140632
t_1008,45.456410000000005,37.6003,0.0062358747,0.003695603,0.005558128,0.008301176
t_1009,45.63607999999999,37.6003,0.0071993577,0.0043194043,0.0063516186,0.009544939
t_101,47.702200000000005,38.80036,0.019136265,0.012920553,0.015515449,0.024771588
t_1010,45.72591,37.6003,0.0071077873,0.0041766977,0.0064251306,0.009292586
t_1011,45.815740000000005,37.6003,0.008889932,0.0055160467,0.007598137,0.011836952
t_1012,45.36658,37.6003,0.0058065634,0.003419954,0.0052035656,0.007743067
t_1013,45.54624000000001,37.6003,0.0066991383,0.003994692,0.005939981,0.0089007085
t_1014,45.90557000000001,37.67144,0.008438473,0.0050712773,0.0074646706,0.011029632
t_1015,45.54624000000001,37.67144,0.0066258083,0.0039472855,0.005879582,0.008805996
t_1016,45.815740000000005,37.67144,0.009574491,0.0060920725,0.007950922,0.012881107
t_1017,45.72591,37.67144,0.0076483656,0.0046123713,0.0067206635,0.010120477
t_1018,45.99539999999999,37.67144,0.007332017,0.004199966,0.0069887727,0.009386248
t_1019,45.63607999999999,37.67144,0.0071175806,0.004266249,0.006284363,0.009439839
t_102,47.61237,38.80036,0.012370279,0.0074425265,0.011563865,0.015427453
t_1020,45.36658,37.67144,0.005747427,0.0033821424,0.005154664,0.0076659983
t_1021,45.456410000000005,37.67144,0.0061700535,0.0036532835,0.0055038147,0.0082157655
t_1022,48.061530000000005,36.8133,0.08458348,0.063642584,0.06899689,0.09354974
t_1023,47.79203000000001,36.8133,0.055428922,0.03948056,0.04654528,0.06346203
t_1024,48.15136000000001,36.88518,0.07218231,0.049332783,0.06807184,0.07589528
t_1025,47.79203000000001,36.88518,0.06053532,0.043949135,0.04986505,0.069287606
t_1026,48.24119000000002,36.88518,0.105819345,0.07991703,0.08742188,0.113253996
t_1027,47.702200000000005,36.88518,0.03759137,0.024248905,0.03563694,0.04202011
t_1028,48.331019999999995,36.88518,0.1240308,0.09569658,0.0979819,0.13115731
t_1029,47.9717,36.88518,0.074297555,0.05462092,0.06207179,0.082755566
t_103,48.061530000000005,38.87033,0.018674536,0.0122688105,0.01569887,0.023720095
t_1030,47.88186000000002,36.88518,0.06375641,0.045880698,0.053894073,0.07176638
t_1031,48.061530000000005,36.88518,0.08719403,0.06552401,0.07181798,0.09587123
t_1032,48.331019999999995,36.957,0.12667114,0.096975215,0.10074174,0.13338254
t_1033,48.24119000000002,36.957,0.10442399,0.07760245,0.08778828,0.11099433
t_1034,47.88186000000002,36.957,0.07580275,0.05700505,0.06056951,0.08540184
t_1035,47.79203000000001,36.957,0.060124423,0.04329446,0.050243445,0.068439245
t_1036,47.9717,36.957,0.08399282,0.06350995,0.06770669,0.0932484
t_1037,47.702200000000005,36.957,0.058790773,0.043050464,0.047377907,0.068089575
t_1038,48.15136000000001,36.957,0.103551485,0.079056576,0.08498073,0.11168868
t_1039,48.061530000000005,36.957,0.080357626,0.058389407,0.06979689,0.08750401
t_104,47.88186000000002,38.87033,0.01707976,0.01108601,0.014469025,0.02174798
t_1040,48.15136000000001,37.02875,0.07002697,0.04686534,0.06870962,0.072622515
t_1041,48.331019999999995,37.02875,0.124059826,0.09329898,0.100961074,0.13010953
t_1042,47.61237,37.02875,0.03794748,0.024796573,0.0349122,0.042914968
t_1043,47.702200000000005,37.02875,0.05795482,0.042105567,0.04732327,0.06689012
t_1044,47.79203000000001,37.02875,0.04758059,0.03163574,0.043968152,0.05247565
t_1045,47.88186000000002,37.02875,0.067569576,0.048907764,0.057147622,0.07561129
t_1046,47.9717,37.02875,0.058814175,0.039507203,0.055556174,0.06300134
t_1047,48.24119000000002,37.02875,0.08896304,0.061487343,0.08070483,0.09152171
t_1048,48.061530000000005,37.02875,0.06519419,0.04390876,0.06270622,0.06876564
t_1049,47.9717,37.10043,0.059262827,0.039774094,0.05623048,0.06334047
t_105,47.79203000000001,38.87033,0.012797522,0.0077387886,0.011893305,0.015956523
t_1050,47.79203000000001,37.10043,0.07501169,0.05721524,0.05813991,0.08533305
t_1051,47.702200000000005,37.10043,0.059949342,0.04388164,0.048534065,0.06916029
