# 19860913_M6.0_Kalamata median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
s_0,22.11076,37.03918,0.324969,0.324969,0.324969,0.324969,0.324969
s_1,22.099999999999994,37.033,0.264511,0.264511,0.264511,0.264511,0.264511
s_10,22.120000000000005,37.03,0.296939,0.296939,0.296939,0.296939,0.296939
s_100,22.38900000000001,37.573,0.010919352,0.0101934755,0.011696918,0.008838104,0.013490703
s_101,21.85900000000001,37.546,0.006897581,0.0062474236,0.007615399,0.0056364057,0.008440951
s_102,22.40299999999999,36.983,0.042485878,0.043319426,0.04166837,0.039018475,0.046261415
s_103,22.192000000000007,37.668,0.007070742,0.0064125517,0.007796489,0.005714246,0.008749254
s_104,21.63300000000001,37.517,0.0056432076,0.0050947624,0.0062506925,0.0047185672,0.006749038
s_105,22.445999999999998,37.024,0.056073826,0.05698259,0.055179555,0.052683834,0.059681952
s_106,22.236999999999995,37.723,0.006268952,0.005640291,0.006967683,0.005060089,0.0077666147
s_107,21.950999999999993,37.716,0.006400393,0.0056718313,0.00722254,0.0051982244,0.007880582
s_108,21.78200000000001,37.67,0.0065720812,0.005846204,0.007388085,0.0054230494,0.007964569
s_109,21.583,37.568,0.006272277,0.005704199,0.0068969293,0.0053740824,0.0073205912
s_11,22.042,37.082,0.09247467,0.090908304,0.09406803,0.084790856,0.1008548
s_110,21.62100000000001,37.617,0.006153354,0.005586941,0.0067771915,0.0052736667,0.00717978
s_111,21.903999999999996,37.749,0.004856813,0.0042690546,0.005525493,0.0039524045,0.005968172
s_112,22.162000000000006,37.783,0.005414537,0.0047954815,0.006113508,0.0043704715,0.006708021
s_113,22.110000000000014,37.803,0.0050273975,0.004422453,0.0057150912,0.0040598833,0.0062254807
s_114,23.02199999999999,36.755,0.039888088,0.04102052,0.038786918,0.032499537,0.04895638
s_115,22.646000000000015,37.736,0.0085710455,0.0077862097,0.0094349915,0.006906755,0.010636373
s_116,21.566000000000003,37.682,0.007728605,0.007103291,0.0084089665,0.00685235,0.008716912
s_117,22.50200000000001,37.01,0.057502426,0.058993995,0.056048572,0.052462295,0.06302677
s_118,22.514999999999986,37.098,0.041066978,0.041647136,0.040494904,0.037538145,0.04492755
s_119,22.71799999999999,37.742,0.008435313,0.007651694,0.009299182,0.0067959065,0.0104702
s_12,22.00200000000001,37.04,0.07906964,0.07763599,0.08052975,0.071406476,0.08755518
s_120,21.595,37.766,0.0049012317,0.0043405727,0.005534309,0.0041981563,0.0057220533
s_121,22.52000000000001,37.171,0.031166658,0.031369332,0.030965293,0.027383236,0.035472814
s_122,22.03800000000001,37.312,0.014325487,0.013601201,0.015088344,0.011877816,0.017277554
s_123,21.591999999999985,37.788,0.0048699486,0.004275749,0.0055467244,0.0041460623,0.005720223
s_124,21.432999999999993,37.696,0.009115065,0.008797074,0.009444552,0.008771729,0.00947184
s_125,21.938999999999993,36.793,0.03341521,0.03259288,0.034258284,0.027659096,0.040369224
s_126,22.334000000000003,36.751,0.03571579,0.036773738,0.034688275,0.030776044,0.041448392
