calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
153,"Median gmf - 19990125_M6.1_Armenia (Rupture:Monsalve_Jaramillo_et_al_2002, GMPEs:GEM, Recording Stations:all)",342,AkkarEtAlRjb2014,PGA,0.702,1.2138398,Monsalve_Jaramillo_et_al_2002,GEM,all
153,"Median gmf - 19990125_M6.1_Armenia (Rupture:Monsalve_Jaramillo_et_al_2002, GMPEs:GEM, Recording Stations:all)",342,CauzziEtAl2014,PGA,0.566,1.3155645,Monsalve_Jaramillo_et_al_2002,GEM,all
152,"Median gmf - 19990125_M6.1_Armenia (Rupture:Monsalve_Jaramillo_et_al_2002, GMPEs:GEM, Recording Stations:seismic)",339,AkkarEtAlRjb2014,PGA,0.582,0.79569983,Monsalve_Jaramillo_et_al_2002,GEM,seismic
152,"Median gmf - 19990125_M6.1_Armenia (Rupture:Monsalve_Jaramillo_et_al_2002, GMPEs:GEM, Recording Stations:seismic)",339,CauzziEtAl2014,PGA,0.421,0.5390323,Monsalve_Jaramillo_et_al_2002,GEM,seismic
155,"Median gmf - 19990125_M6.1_Armenia (Rupture:Monsalve_Jaramillo_et_al_2002, GMPEs:USGS, Recording Stations:all)",454,BooreEtAl2014,PGA,0.479,1.2431115,Monsalve_Jaramillo_et_al_2002,USGS,all
155,"Median gmf - 19990125_M6.1_Armenia (Rupture:Monsalve_Jaramillo_et_al_2002, GMPEs:USGS, Recording Stations:all)",454,CampbellBozorgnia2014,PGA,0.176,1.1361687,Monsalve_Jaramillo_et_al_2002,USGS,all
154,"Median gmf - 19990125_M6.1_Armenia (Rupture:Monsalve_Jaramillo_et_al_2002, GMPEs:USGS, Recording Stations:seismic)",452,BooreEtAl2014,PGA,0.366,0.85323733,Monsalve_Jaramillo_et_al_2002,USGS,seismic
154,"Median gmf - 19990125_M6.1_Armenia (Rupture:Monsalve_Jaramillo_et_al_2002, GMPEs:USGS, Recording Stations:seismic)",452,CampbellBozorgnia2014,PGA,0.09,0.5454282,Monsalve_Jaramillo_et_al_2002,USGS,seismic
262,"Median gmf - 19990125_M6.1_Armenia (Rupture:RSNC, GMPEs:USGS, Recording Stations:all)",451,AbrahamsonEtAl2014,PGA,0.743,1.2798773,RSNC,USGS,all
262,"Median gmf - 19990125_M6.1_Armenia (Rupture:RSNC, GMPEs:USGS, Recording Stations:all)",451,BooreEtAl2014,PGA,0.486,1.2894132,RSNC,USGS,all
262,"Median gmf - 19990125_M6.1_Armenia (Rupture:RSNC, GMPEs:USGS, Recording Stations:all)",451,CampbellBozorgnia2014,PGA,0.564,1.2151449,RSNC,USGS,all
262,"Median gmf - 19990125_M6.1_Armenia (Rupture:RSNC, GMPEs:USGS, Recording Stations:all)",451,ChiouYoungs2014,PGA,0.65,1.2038056,RSNC,USGS,all
263,"Median gmf - 19990125_M6.1_Armenia (Rupture:RSNC, GMPEs:USGS, Recording Stations:seismic)",460,AbrahamsonEtAl2014,PGA,0.665,0.6646178,RSNC,USGS,seismic
263,"Median gmf - 19990125_M6.1_Armenia (Rupture:RSNC, GMPEs:USGS, Recording Stations:seismic)",460,BooreEtAl2014,PGA,0.362,0.73959345,RSNC,USGS,seismic
263,"Median gmf - 19990125_M6.1_Armenia (Rupture:RSNC, GMPEs:USGS, Recording Stations:seismic)",460,CampbellBozorgnia2014,PGA,0.495,0.584209,RSNC,USGS,seismic
263,"Median gmf - 19990125_M6.1_Armenia (Rupture:RSNC, GMPEs:USGS, Recording Stations:seismic)",460,ChiouYoungs2014,PGA,0.546,0.6458315,RSNC,USGS,seismic
157,"Median gmf - 19990125_M6.1_Armenia (Rupture:Sanchez_Silva_et_al_2000, GMPEs:GEM, Recording Stations:all)",363,AkkarEtAlRjb2014,PGA,0.843,1.2357116,Sanchez_Silva_et_al_2000,GEM,all
157,"Median gmf - 19990125_M6.1_Armenia (Rupture:Sanchez_Silva_et_al_2000, GMPEs:GEM, Recording Stations:all)",363,CauzziEtAl2014,PGA,0.7,1.3229462,Sanchez_Silva_et_al_2000,GEM,all
156,"Median gmf - 19990125_M6.1_Armenia (Rupture:Sanchez_Silva_et_al_2000, GMPEs:GEM, Recording Stations:seismic)",340,AkkarEtAlRjb2014,PGA,0.727,0.8251911,Sanchez_Silva_et_al_2000,GEM,seismic
156,"Median gmf - 19990125_M6.1_Armenia (Rupture:Sanchez_Silva_et_al_2000, GMPEs:GEM, Recording Stations:seismic)",340,CauzziEtAl2014,PGA,0.557,0.5323353,Sanchez_Silva_et_al_2000,GEM,seismic
159,"Median gmf - 19990125_M6.1_Armenia (Rupture:Sanchez_Silva_et_al_2000, GMPEs:USGS, Recording Stations:all)",451,BooreEtAl2014,PGA,0.566,1.2794175,Sanchez_Silva_et_al_2000,USGS,all
159,"Median gmf - 19990125_M6.1_Armenia (Rupture:Sanchez_Silva_et_al_2000, GMPEs:USGS, Recording Stations:all)",451,CampbellBozorgnia2014,PGA,0.177,1.1391476,Sanchez_Silva_et_al_2000,USGS,all
158,"Median gmf - 19990125_M6.1_Armenia (Rupture:Sanchez_Silva_et_al_2000, GMPEs:USGS, Recording Stations:seismic)",483,BooreEtAl2014,PGA,0.455,0.87509805,Sanchez_Silva_et_al_2000,USGS,seismic
158,"Median gmf - 19990125_M6.1_Armenia (Rupture:Sanchez_Silva_et_al_2000, GMPEs:USGS, Recording Stations:seismic)",483,CampbellBozorgnia2014,PGA,0.095,0.5348099,Sanchez_Silva_et_al_2000,USGS,seismic
145,"Median gmf - 19990125_M6.1_Armenia (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",371,AkkarEtAlRjb2014,PGA,0.886,1.2510813,USGS,GEM,all
145,"Median gmf - 19990125_M6.1_Armenia (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",371,CauzziEtAl2014,PGA,0.684,1.5861231,USGS,GEM,all
144,"Median gmf - 19990125_M6.1_Armenia (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",370,AkkarEtAlRjb2014,PGA,0.742,0.7856906,USGS,GEM,seismic
144,"Median gmf - 19990125_M6.1_Armenia (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",370,CauzziEtAl2014,PGA,0.545,1.0190598,USGS,GEM,seismic
147,"Median gmf - 19990125_M6.1_Armenia (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",478,BooreEtAl2014,PGA,0.621,1.3299055,USGS,USGS,all
147,"Median gmf - 19990125_M6.1_Armenia (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",478,CampbellBozorgnia2014,PGA,0.324,1.1113054,USGS,USGS,all
146,"Median gmf - 19990125_M6.1_Armenia (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",498,BooreEtAl2014,PGA,0.487,0.8645354,USGS,USGS,seismic
146,"Median gmf - 19990125_M6.1_Armenia (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",498,CampbellBozorgnia2014,PGA,0.257,0.7936779,USGS,USGS,seismic
149,"Median gmf - 19990125_M6.1_Armenia (Rupture:Vargas_Jimenez_et_al_2009, GMPEs:GEM, Recording Stations:all)",343,AkkarEtAlRjb2014,PGA,0.687,1.2148862,Vargas_Jimenez_et_al_2009,GEM,all
149,"Median gmf - 19990125_M6.1_Armenia (Rupture:Vargas_Jimenez_et_al_2009, GMPEs:GEM, Recording Stations:all)",343,CauzziEtAl2014,PGA,0.546,1.3171353,Vargas_Jimenez_et_al_2009,GEM,all
148,"Median gmf - 19990125_M6.1_Armenia (Rupture:Vargas_Jimenez_et_al_2009, GMPEs:GEM, Recording Stations:seismic)",344,AkkarEtAlRjb2014,PGA,0.553,0.6338371,Vargas_Jimenez_et_al_2009,GEM,seismic
