# 20171112_M7.3_SarpoleZahab median gmf, Stations:Seismic, gmlt:USGS, Rupture:JMA
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_100,44.4049,33.934,0.06979373,0.077668615,0.057442687,0.07018605
m_101,44.6112,36.099,0.07967484,0.07436133,0.079961225,0.07114398
m_102,44.2996,33.5727,0.04747332,0.050606333,0.038988315,0.04967689
m_103,44.40860000000001,33.3929,0.04389158,0.046827085,0.035697233,0.046465587
m_104,44.40979999999999,33.2125,0.037248258,0.038988385,0.0304687,0.039924152
m_105,43.94229999999999,36.2753,0.060508493,0.062145576,0.051654007,0.060652908
m_106,44.30250000000001,33.2119,0.03550049,0.037019063,0.029038742,0.03821162
m_107,45.0566,37.542,0.023958951,0.022736168,0.020995153,0.025855402
m_108,45.727900000000005,36.7285,0.045627207,0.043192968,0.04245956,0.045277953
m_109,44.05360000000002,36.2762,0.0592891,0.05905562,0.052632138,0.05865003
m_110,44.301800000000014,33.3021,0.03747535,0.039021727,0.030870356,0.040027186
m_111,46.173100000000005,36.5446,0.04695653,0.045819875,0.04288368,0.046822693
m_112,48.39589999999998,32.3751,0.012026172,0.011360719,0.011619967,0.0126863215
m_113,42.9238,36.8928,0.012914922,0.010605693,0.01320676,0.01346342
m_114,44.1944,33.3015,0.03602721,0.03749861,0.029576454,0.03866839
m_115,48.071200000000005,29.1215,0.00044582615,0.00026672336,0.0006664413,0.0004547497
m_116,46.31110000000001,38.0754,0.010381151,0.008901838,0.010052798,0.011310757
m_117,43.161100000000005,36.3559,0.032834295,0.03217119,0.028161371,0.034840453
m_118,44.41460000000001,32.4909,0.019279065,0.018792491,0.016376836,0.021410322
m_119,48.0634,29.392,0.0005637694,0.0003457572,0.0008140616,0.0005795087
m_120,47.9632,29.2995,0.0005332882,0.00032514005,0.00077631616,0.00054721395
m_121,48.0368,29.2995,0.0005239554,0.00031885903,0.0007647147,0.000537327
m_122,48.6361,31.2976,0.004211382,0.0035577533,0.0040883976,0.004786819
m_72,45.8167,34.4738,0.5120954,0.5324235,0.5018915,0.48641077
m_73,46.47630000000001,34.8283,0.15778784,0.13463955,0.18318991,0.14614962
m_74,45.7132,35.1057,0.46602416,0.53053045,0.52752787,0.4092524
m_75,46.043499999999995,35.1935,0.16567346,0.16984133,0.15582211,0.14716373
m_76,45.93369999999999,35.1944,0.2611369,0.28271908,0.23798211,0.23145843
m_77,46.45600000000002,33.6563,0.06313082,0.059843894,0.06575607,0.061579447
m_78,45.82569999999998,35.3755,0.22201008,0.22095057,0.21009257,0.18282071
m_79,47.7997,35.1656,0.04328982,0.044286974,0.03840946,0.044013407
m_80,46.158500000000004,35.5531,0.09322669,0.098239936,0.08878096,0.0908439
m_81,47.120599999999996,34.368,0.12171511,0.12225803,0.12067452,0.12147896
m_82,47.118300000000005,34.2779,0.060408723,0.056522116,0.061399333,0.059417255
m_83,44.3938,35.467,0.14697833,0.15794478,0.13903792,0.12959555
m_84,45.4965,35.5576,0.20518005,0.19495484,0.21416187,0.16453631
m_85,45.3862,35.558,0.28825152,0.31112486,0.25823674,0.24343355
m_86,44.62209999999999,33.7545,0.067240976,0.07509146,0.054839306,0.06816039
m_87,44.516099999999994,33.3933,0.04601318,0.049247373,0.03747671,0.048464485
m_88,44.394499999999994,35.3768,0.16235293,0.1842034,0.14862995,0.14382122
m_89,43.9435,36.1851,0.063961014,0.065606155,0.0550511,0.06353966
m_90,44.30109999999999,33.3923,0.039511804,0.041058708,0.03281699,0.041867394
m_91,47.03390000000002,35.271,0.024085663,0.024054214,0.023653144,0.023653902
m_92,48.7825,33.9155,0.015257515,0.013721216,0.014714107,0.016086556
m_93,44.0547,36.186,0.06787007,0.06948395,0.058990505,0.066743985
m_94,43.036,36.8948,0.013760469,0.011344259,0.014050178,0.0142968865
m_95,45.79829999999998,32.4897,0.016670626,0.014577414,0.016220152,0.017557897
m_96,43.98779999999999,32.5784,0.015640607,0.014605273,0.0139068235,0.017297452
m_97,44.51659999999998,33.3031,0.040980317,0.042864677,0.033884525,0.043356877
m_98,44.4092,33.3027,0.03940124,0.041207958,0.032446176,0.04190283
m_99,46.0676,36.9963,0.04464459,0.046767235,0.03634374,0.04704583
s_0,45.868600000000015,34.4598,0.69768,0.69768,0.69768,0.69768
s_1,45.845699999999994,34.2181,0.3155,0.3155,0.3155,0.3155
s_10,46.67750000000001,35.3581,0.0901,0.0901,0.0901,0.0901
s_11,46.8013,34.2683,0.08834,0.08834,0.08834,0.08834
s_12,46.447100000000006,35.2269,0.07163,0.07163,0.07163,0.07163
s_13,46.18360000000001,35.519,0.07145,0.07145,0.07145,0.07145
s_14,46.428,33.6458,0.07117,0.07117,0.07117,0.07117
s_15,47.038700000000006,33.3071,0.06575,0.06575,0.06575,0.06575
s_16,45.64150000000001,33.8805,0.06258,0.06258,0.06258,0.06258
s_17,46.85900000000001,34.4048,0.06152,0.06152,0.06152,0.06152
s_18,47.27789999999999,34.8711,0.05691,0.05691,0.05691,0.05691
s_19,47.088599999999985,34.3345,0.05689,0.05689,0.05689,0.05689
s_2,46.24029999999999,34.2796,0.26639,0.26639,0.26639,0.26639
s_20,46.369699999999995,35.3115,0.05541,0.05541,0.05541,0.05541
s_21,47.68010000000001,34.4801,0.04628,0.04628,0.04628,0.04628
s_22,46.203900000000004,35.161,0.04623,0.04623,0.04623,0.04623
s_23,46.6054,35.0677,0.04595,0.04595,0.04595,0.04595
s_24,45.471599999999995,36.1595,0.04103,0.04103,0.04103,0.04103
s_25,48.115399999999994,34.3608,0.0375,0.0375,0.0375,0.0375
s_26,46.928799999999995,34.7914,0.03662,0.03662,0.03662,0.03662
s_27,47.70580000000001,33.1515,0.03591,0.03591,0.03591,0.03591
s_28,47.553799999999995,34.244,0.03581,0.03581,0.03581,0.03581
s_29,47.4153,35.2752,0.0342,0.0342,0.0342,0.0342
s_3,46.49000000000001,34.81,0.21195,0.21195,0.21195,0.21195
s_30,45.380600000000015,36.9615,0.03387,0.03387,0.03387,0.03387
s_31,47.8261,32.4149,0.03299,0.03299,0.03299,0.03299
s_32,46.567499999999995,36.6744,0.031,0.031,0.031,0.031
s_33,48.5616,33.657,0.02936,0.02936,0.02936,0.02936
s_34,46.990399999999994,35.3227,0.02916,0.02916,0.02916,0.02916
s_35,45.06130000000002,39.3512,0.02748,0.02748,0.02748,0.02748
s_36,47.96469999999999,35.0637,0.02725,0.02725,0.02725,0.02725
s_37,46.88419999999999,33.0088,0.02588,0.02588,0.02588,0.02588
s_38,47.969899999999996,34.0697,0.02531,0.02531,0.02531,0.02531
s_39,45.798,35.9306,0.02249,0.02249,0.02249,0.02249
s_4,46.8159,33.5697,0.14207,0.14207,0.14207,0.14207
s_40,47.37700000000001,32.5188,0.02167,0.02167,0.02167,0.02167
s_41,46.2638,36.2346,0.01942,0.01942,0.01942,0.01942
s_42,48.245299999999986,32.1937,0.0188,0.0188,0.0188,0.0188
s_43,47.01519999999999,35.9205,0.0187,0.0187,0.0187,0.0187
s_44,46.973900000000015,32.8253,0.01819,0.01819,0.01819,0.01819
s_45,46.83330000000001,35.9723,0.01771,0.01771,0.01771,0.01771
s_46,47.625,35.5182,0.01719,0.01719,0.01719,0.01719
s_47,47.59819999999999,34.7858,0.01655,0.01655,0.01655,0.01655
s_48,48.98149999999998,35.1223,0.01573,0.01573,0.01573,0.01573
s_49,48.81049999999999,33.7046,0.01572,0.01572,0.01572,0.01572
s_5,47.1199,34.36,0.1267,0.1267,0.1267,0.1267
s_50,49.87100000000001,31.5397,0.01509,0.01509,0.01509,0.01509
s_51,49.19200000000001,33.1838,0.01494,0.01494,0.01494,0.01494
s_52,48.349999999999994,32.474,0.01486,0.01486,0.01486,0.01486
s_53,48.2542,33.8602,0.01483,0.01483,0.01483,0.01483
s_54,48.24209999999999,34.1721,0.01473,0.01473,0.01473,0.01473
s_55,48.02160000000001,33.561,0.01466,0.01466,0.01466,0.01466
s_56,46.99950000000001,35.3049,0.0143,0.0143,0.0143,0.0143
s_57,48.35900000000001,33.491,0.01294,0.01294,0.01294,0.01294
s_58,47.969899999999996,34.5002,0.01267,0.01267,0.01267,0.01267
s_59,49.528999999999996,31.4419,0.01181,0.01181,0.01181,0.01181
s_6,46.53,34.1101,0.12593,0.12593,0.12593,0.12593
s_60,48.28999999999999,30.3568,0.01114,0.01114,0.01114,0.01114
s_61,48.27850000000001,34.7178,0.0105,0.0105,0.0105,0.0105
s_62,47.93010000000001,34.7303,0.01008,0.01008,0.01008,0.01008
s_63,50.89500000000001,34.655,0.0083,0.0083,0.0083,0.0083
s_64,51.7868,35.2096,0.00483,0.00483,0.00483,0.00483
s_65,51.3048,35.6042,0.00404,0.00404,0.00404,0.00404
s_66,46.71100000000001,38.471,0.00393,0.00393,0.00393,0.00393
s_67,52.0703,35.3408,0.00163,0.00163,0.00163,0.00163
s_68,52.76050000000001,35.7565,0.0015,0.0015,0.0015,0.0015
s_69,51.363699999999994,35.7406,0.00138,0.00138,0.00138,0.00138
s_7,46.65199999999999,34.652,0.1229,0.1229,0.1229,0.1229
s_70,51.53050000000002,35.9331,0.00106,0.00106,0.00106,0.00106
s_71,52.049800000000005,35.7567,0.00087,0.00087,0.00087,0.00087
s_8,46.77109999999999,33.9401,0.0953,0.0953,0.0953,0.0953
s_9,46.598299999999995,33.3941,0.09373,0.09373,0.09373,0.09373
t_0,43.594210000000004,32.96608,0.013090435,0.011196467,0.012919843,0.013918649
t_1,43.594210000000004,33.04142,0.015656114,0.013988709,0.014794605,0.016864408
t_10,43.594210000000004,33.71653,0.036892124,0.03817672,0.030568767,0.039364167
t_100,43.68404000000001,36.58056,0.03919191,0.038693246,0.03376493,0.040875405
t_1000,45.30100999999999,35.27124,0.5776149,0.80264527,0.6689709,0.5083205
t_1001,45.30100999999999,35.34455,0.5392561,0.6138429,0.52426356,0.4675682
t_1002,45.30100999999999,35.41779,0.4265634,0.4575205,0.40166354,0.3648485
t_1003,45.30100999999999,35.49096,0.30691335,0.3029093,0.31097817,0.25045776
