# 20150425_M7.8_Gorkha median gmf, Stations:None, gmlt:Adjusted, Rupture:Hayes
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
t_0,82.93477,27.03676,0.11684072,0.114332706,0.111525185,0.101431355,0.109402545,0.1133313,0.053192265
t_1,82.93477,27.11675,0.12669732,0.1244613,0.115556695,0.11310287,0.12068958,0.11807268,0.07235106
t_10,82.93477,27.83404,0.09071297,0.09628465,0.10936502,0.08119135,0.081807725,0.12671816,0.06586628
t_100,83.20426,27.59546,0.17152761,0.18554664,0.15836658,0.1594434,0.16692856,0.17565557,0.124020174
t_1000,85.80938,27.67504,0.6424643,0.5270634,0.12902911,0.34456852,0.71242183,0.24629378,0.75396675
t_1001,85.80938,27.75457,0.60457283,0.4946981,0.12864406,0.32046545,0.6582213,0.24224108,0.7188667
t_1002,85.80938,27.83404,0.5994259,0.47638398,0.12823,0.30886927,0.6405801,0.2382103,0.68550795
t_1003,85.80938,27.91345,0.5930041,0.4589597,0.12778813,0.29792967,0.62308586,0.23421843,0.653921
t_1004,85.80938,27.9928,0.5862074,0.44317225,0.12734209,0.28809258,0.60670143,0.23046078,0.62544256
t_1005,85.80938,28.07209,0.5943958,0.436595,0.1268723,0.28378108,0.60705525,0.22675344,0.5984833
t_1006,85.80938,28.15132,0.56879735,0.41378716,0.12637676,0.26996097,0.5750426,0.22308075,0.5728405
t_1007,85.80938,28.2305,0.5582615,0.40012127,0.1258584,0.2616027,0.5598784,0.21946393,0.54857785
t_1008,85.80938,28.30962,0.547154,0.38760722,0.12533917,0.25398743,0.5457841,0.21604124,0.5264837
t_1009,85.80938,28.38867,0.5879879,0.39265022,0.18861209,0.2622556,0.58280104,0.316856,0.50538784
t_101,83.20426,27.67504,0.1641121,0.17890152,0.15702471,0.14723285,0.15852055,0.1735846,0.12106104
t_1010,85.80938,28.46767,0.5989171,0.3964587,0.18774825,0.28762534,0.58260274,0.31159002,0.62599933
t_1011,85.80938,28.54661,0.5491269,0.3682454,0.18531097,0.27471456,0.45002362,0.2981827,0.56055826
t_1012,85.80938,28.6255,0.41351235,0.28916466,0.119126864,0.195135,0.26219973,0.18468285,0.3578599
