# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:USGS, Rupture:Hartzell_And_Mendoza_1991, Max_dist:50km
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_100,56.76213,33.70142,0.318185,0.3113541,0.3640926
m_101,56.78848,33.73223,0.3620186,0.35144863,0.4194692
m_102,56.8821,33.8282,0.31803617,0.35463127,0.4136523
m_103,56.982,33.02844,0.08688146,0.098263465,0.095215075
m_104,56.91933,33.01659,0.098041676,0.097148955,0.10955893
m_105,56.67772,33.71564,0.20772865,0.20884687,0.23881283
m_106,56.64834,33.6564,0.191603,0.17847687,0.21321146
m_107,56.64823,33.29858,0.09357457,0.09164127,0.10331221
m_108,56.61398,33.45853,0.104412384,0.10736253,0.11406534
m_109,57.12946,33.77962,0.42603368,0.6773662,0.4926753
m_110,57.42479,33.37796,0.4418715,0.46923047,0.47717142
m_111,57.51184,33.30213,0.4163345,0.43333793,0.41236153
m_112,57.20219,33.75948,0.39716002,0.58530265,0.44473356
m_113,57.39298,33.42891,0.429091,0.5383802,0.4567659
m_114,57.51631,33.32464,0.41298395,0.42959127,0.41530642
m_115,57.12085,33.80806,0.43452066,0.6634201,0.49970603
m_116,57.23418,33.75,0.33787605,0.5460537,0.37619144
m_117,57.23585,33.79858,0.3507075,0.48363066,0.3974171
m_118,56.50162,33.74171,0.10726763,0.10783129,0.11949949
m_119,57.24463,33.80687,0.3449239,0.44510797,0.40576527
m_120,57.25041,33.79621,0.33420375,0.46457058,0.37870252
m_121,57.56518,33.17773,0.46767968,0.5434595,0.5110823
m_122,57.27236,33.82109,0.30284083,0.3814454,0.36226907
m_123,57.31641,33.57109,0.39206123,0.596657,0.4334017
m_124,57.35271,33.54502,0.44499984,0.5634671,0.4875159
m_125,57.29044,33.62559,0.44224653,0.5876257,0.48969576
m_126,57.226,33.87559,0.32944554,0.4312204,0.38350847
m_127,57.30781,33.6019,0.44340932,0.58461004,0.48803595
m_128,57.19543,33.88033,0.35779116,0.4796171,0.40685394
m_129,57.22609,33.89692,0.32291085,0.42251667,0.37512466
m_130,57.38926,33.5782,0.41270554,0.49608657,0.46311435
m_131,57.37917,33.60308,0.40469745,0.48181784,0.46063107
m_132,57.40678,33.58768,0.39743912,0.4685789,0.4485803
m_133,57.35636,33.71564,0.31439945,0.41166008,0.36194998
m_134,57.35787,33.7263,0.2990593,0.38155216,0.3444078
m_135,57.17524,33.92536,0.36397436,0.36491513,0.3596395
m_136,57.37377,33.70024,0.32143697,0.39005852,0.37326792
m_137,57.22044,33.93839,0.31790155,0.33700532,0.3396589
m_138,57.37512,33.67417,0.3473587,0.43148637,0.39890683
m_139,57.56476,33.08175,0.4566786,0.37762746,0.39170685
m_140,57.20883,33.94668,0.32620388,0.32403973,0.3306673
m_141,57.55585,33.04147,0.2345834,0.27207035,0.2655388
m_142,57.6157,33.07583,0.43312687,0.30203518,0.34933496
m_143,57.02965,33.93365,0.25419772,0.2533512,0.30621988
m_144,56.75227,33.77962,0.2769036,0.2729467,0.32506654
m_145,56.87949,33.8981,0.19007328,0.21878113,0.24087423
m_146,56.52131,33.58057,0.10422726,0.10426429,0.11502106
m_147,56.78944,33.95379,0.13920155,0.145006,0.16409624
m_148,56.51661,33.50592,0.09394435,0.09354967,0.10348301
m_149,56.51101,33.55569,0.10228035,0.10028133,0.11284461
m_150,56.51053,33.44668,0.08268411,0.08372714,0.09110639
m_151,56.54383,33.7346,0.12311414,0.12320654,0.1379701
m_152,56.49898,33.47038,0.08207314,0.083673075,0.09033686
m_153,56.49634,33.53199,0.09009491,0.09104606,0.099216364
m_154,57.55984,33.2891,0.41615018,0.43978795,0.42534703
m_155,56.54567,33.1564,0.065956175,0.06553227,0.074413545
m_156,57.57446,33.30095,0.40542424,0.42033508,0.41979125
m_157,56.52525,33.81635,0.112276405,0.11152125,0.12570874
m_158,56.64235,33.95261,0.11576012,0.11529283,0.13048388
m_159,56.55906,33.88744,0.09222378,0.10017061,0.10090372
m_160,57.27682,33.84242,0.28194353,0.3558561,0.33498976
m_161,57.30009,33.83412,0.2541996,0.3070662,0.29462406
m_162,57.31018,33.81043,0.2563984,0.32501465,0.2977733
m_163,57.3088,33.8282,0.24234942,0.29841104,0.27596778
m_164,57.30595,33.8436,0.23946077,0.28044933,0.2711132
m_165,57.32485,33.83531,0.21954277,0.25072333,0.24334216
m_166,57.26256,33.91114,0.27453336,0.3031414,0.30335194
m_167,57.26409,33.92773,0.27018985,0.28659523,0.29048517
m_169,57.30934,33.95261,0.22392431,0.20434152,0.2164972
m_170,57.39844,33.68009,0.32162637,0.37620336,0.3630225
m_171,57.22638,33.96327,0.29989398,0.28372124,0.2937125
m_172,57.23669,33.99052,0.28044698,0.23710193,0.25466493
m_173,57.33286,34.00237,0.2128636,0.16670924,0.18817526
m_174,57.23676,34.00592,0.27257404,0.21898961,0.2357976
m_175,57.24991,34.01659,0.2598954,0.20298149,0.22042876
m_176,57.68586,33.13389,0.42371634,0.34113446,0.38363397
m_177,57.21358,34.03318,0.2761106,0.19626713,0.2254798
m_178,57.68432,33.11374,0.41596282,0.30515152,0.3519962
m_179,57.67988,33.09716,0.40935382,0.28189814,0.32993105
m_18,56.94566,33.37678,0.25509444,0.25256488,0.29401708
m_180,57.68108,33.0391,0.18307036,0.20861623,0.2567322
m_181,57.71474,33.07701,0.30408794,0.23261705,0.27463153
m_182,57.69131,33.04858,0.19873951,0.2132331,0.26066825
m_183,57.7308,33.08649,0.3396852,0.23465957,0.27440217
m_184,56.98187,33.99763,0.15642348,0.17119487,0.205235
m_185,57.66635,33.00118,0.16339797,0.18167539,0.21826518
m_186,57.6795,33.01185,0.16049854,0.18467687,0.21802825
m_187,57.69412,33.02488,0.16065441,0.19007893,0.2226379
m_188,56.99069,34.01659,0.14519386,0.16060826,0.18961467
m_189,56.95565,33.99763,0.14671507,0.16174097,0.18897675
m_19,56.94342,33.52962,0.6251525,0.6631643,0.6729147
m_190,56.9309,33.99882,0.1449802,0.15526256,0.18286759
m_191,56.93247,34.02488,0.13868982,0.14360058,0.17199865
m_192,56.81734,34.00592,0.1273513,0.12844983,0.15043624
m_193,56.56649,33.92299,0.08393147,0.09319932,0.09139568
m_194,56.62645,33.97986,0.096750945,0.100264624,0.10770818
m_195,56.4436,33.79502,0.10017973,0.09587684,0.11141742
m_196,56.511,33.88863,0.08379314,0.09006078,0.09151427
m_20,57.01041,33.53081,0.7302406,0.7037706,0.84329796
m_21,56.95018,33.41232,0.3005264,0.30240536,0.3455868
m_22,56.92031,33.57346,0.8660851,0.88835216,0.87630284
m_23,56.9503,33.43839,0.34123534,0.34942704,0.39030904
m_24,56.9277,33.59953,0.94699377,0.9530948,0.95801467
m_25,56.93572,33.43483,0.3180022,0.32510254,0.3624073
m_26,56.9329,33.45498,0.35367396,0.3456214,0.39535064
m_27,57.11243,33.21445,0.25939357,0.25888628,0.31197533
m_28,56.9489,33.45261,0.3676269,0.37784216,0.41801485
m_29,57.22252,33.08057,0.27763292,0.26424876,0.3332683
m_30,56.91287,33.53791,0.58456415,0.59157383,0.6152979
m_31,57.32361,33.21801,0.53601664,0.5043776,0.68025863
