# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:25km
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_100,56.76213,33.70142,0.40271914,0.38879856,0.49137944
m_101,56.78848,33.73223,0.36562115,0.35598084,0.44927135
m_102,56.8821,33.8282,0.2717043,0.29221398,0.3365696
m_103,56.982,33.02844,0.3237569,0.34768897,0.33678883
m_104,56.91933,33.01659,0.30953935,0.27671683,0.3311868
m_105,56.67772,33.71564,0.35159856,0.3188413,0.3865882
m_106,56.64834,33.6564,0.3849437,0.33788282,0.42909172
m_107,56.64823,33.29858,0.27761224,0.24169636,0.2891103
m_108,56.61398,33.45853,0.3424934,0.31868464,0.36325103
m_109,57.12946,33.77962,0.25572303,0.22705646,0.21304888
m_110,57.42479,33.37796,0.30425024,0.23180966,0.26760882
m_111,57.51184,33.30213,0.2879017,0.21654749,0.26250726
m_112,57.20219,33.75948,0.23169993,0.19958188,0.19974473
m_113,57.39298,33.42891,0.26957443,0.22049344,0.22768897
m_114,57.51631,33.32464,0.27123362,0.20669457,0.24949296
m_115,57.12085,33.80806,0.2543105,0.21982443,0.21303283
m_116,57.23418,33.75,0.19595093,0.18071307,0.17204872
m_117,57.23585,33.79858,0.20627697,0.17722307,0.19081642
m_118,56.50162,33.74171,0.22940812,0.20190452,0.2314923
m_119,57.24463,33.80687,0.21267356,0.17762016,0.20416442
m_120,57.25041,33.79621,0.19809993,0.17228709,0.18543054
m_121,57.56518,33.17773,0.28389353,0.21035543,0.23787196
m_122,57.27236,33.82109,0.19950536,0.16780102,0.19969139
m_123,57.31641,33.57109,0.2249794,0.20070125,0.19146381
m_124,57.35271,33.54502,0.25063854,0.20379989,0.21863401
m_125,57.29044,33.62559,0.2527953,0.20751564,0.21783233
m_126,57.226,33.87559,0.18848187,0.16367471,0.18614446
m_127,57.30781,33.6019,0.25147003,0.20634486,0.21669036
m_128,57.19543,33.88033,0.19336462,0.16734812,0.18347897
m_129,57.22609,33.89692,0.17850953,0.15751497,0.1789255
m_130,57.38926,33.5782,0.22269276,0.18303852,0.20913555
m_131,57.37917,33.60308,0.22237925,0.18203954,0.21135564
m_132,57.40678,33.58768,0.2122583,0.17590326,0.20470954
m_133,57.35636,33.71564,0.18205209,0.1607884,0.18135841
m_134,57.35787,33.7263,0.17705558,0.15797871,0.1780528
m_135,57.17524,33.92536,0.18844098,0.16065896,0.18233807
m_136,57.37377,33.70024,0.18701819,0.1620226,0.18886667
m_137,57.22044,33.93839,0.17048827,0.15049045,0.17596652
m_138,57.37512,33.67417,0.19356121,0.16617265,0.19172311
m_139,57.56476,33.08175,0.18440597,0.19420056,0.20436548
m_140,57.20883,33.94668,0.17166555,0.15050906,0.1759787
m_141,57.55585,33.04147,0.15595572,0.17719254,0.17067648
m_142,57.6157,33.07583,0.1889178,0.17960152,0.20825863
m_143,57.02965,33.93365,0.21824679,0.19061518,0.23063916
m_144,56.75227,33.77962,0.30924472,0.28428054,0.35334355
m_145,56.87949,33.8981,0.20681609,0.21476294,0.23237
m_146,56.52131,33.58057,0.30123663,0.2696059,0.31680724
m_147,56.78944,33.95379,0.18247145,0.17335708,0.19590707
m_148,56.51661,33.50592,0.28704432,0.25436214,0.2999028
m_149,56.51101,33.55569,0.29561976,0.2593002,0.31078348
m_150,56.51053,33.44668,0.2546798,0.22645204,0.26079655
m_151,56.54383,33.7346,0.2557688,0.22515707,0.26182672
m_152,56.49898,33.47038,0.2550629,0.22844745,0.26099277
m_153,56.49634,33.53199,0.27302915,0.2443149,0.28255516
m_154,57.55984,33.2891,0.2605332,0.19927092,0.24272634
m_155,56.54567,33.1564,0.18501553,0.15648071,0.18370122
m_156,57.57446,33.30095,0.24876451,0.19102019,0.23615289
m_157,56.52525,33.81635,0.20718132,0.17946847,0.20678943
m_158,56.64235,33.95261,0.17147924,0.15225525,0.17569658
m_159,56.55906,33.88744,0.15703037,0.14811589,0.1518198
m_160,57.27682,33.84242,0.18379796,0.16011174,0.18719849
m_161,57.30009,33.83412,0.17538977,0.15549032,0.18175891
m_162,57.31018,33.81043,0.17250347,0.15505762,0.17658879
m_163,57.3088,33.8282,0.16659875,0.15173003,0.17268798
m_164,57.30595,33.8436,0.16905242,0.15202153,0.1775621
m_165,57.32485,33.83531,0.16513021,0.14882815,0.1736694
m_166,57.26256,33.91114,0.16606428,0.14900492,0.17504957
m_167,57.26409,33.92773,0.1618455,0.14491107,0.1700372
m_169,57.30934,33.95261,0.15091169,0.1329303,0.15722047
m_170,57.39844,33.68009,0.17846718,0.15773167,0.18163517
m_171,57.22638,33.96327,0.15900774,0.14301208,0.16683304
m_172,57.23669,33.99052,0.15299492,0.13597262,0.1597311
m_173,57.33286,34.00237,0.14330846,0.123397425,0.1485921
m_174,57.23676,34.00592,0.1473435,0.13181055,0.15343758
m_175,57.24991,34.01659,0.14299421,0.12785439,0.14860302
m_176,57.68586,33.13389,0.1853583,0.16330123,0.19656251
m_177,57.21358,34.03318,0.15524428,0.1330205,0.16148192
m_178,57.68432,33.11374,0.18300827,0.1631199,0.197023
m_179,57.67988,33.09716,0.18303527,0.16331133,0.19708696
m_18,56.94566,33.37678,0.739198,0.6777441,0.77237445
m_180,57.68108,33.0391,0.1816878,0.15816325,0.19379656
m_181,57.71474,33.07701,0.172861,0.1520278,0.18350752
m_182,57.69131,33.04858,0.18007545,0.15654379,0.19173296
m_183,57.7308,33.08649,0.16922392,0.14850299,0.17899445
m_184,56.98187,33.99763,0.18413487,0.16488439,0.19692451
m_185,57.66635,33.00118,0.17036973,0.15375146,0.18144807
m_186,57.6795,33.01185,0.16580346,0.15092725,0.17606652
m_187,57.69412,33.02488,0.16388644,0.14893898,0.17366962
m_188,56.99069,34.01659,0.17398362,0.15629591,0.18462633
m_189,56.95565,33.99763,0.17732322,0.16346854,0.18957913
m_19,56.94342,33.52962,0.93814313,0.9154996,0.91123265
m_190,56.9309,33.99882,0.17884672,0.16404025,0.19130574
m_191,56.93247,34.02488,0.17488885,0.15574135,0.18531828
m_192,56.81734,34.00592,0.17213129,0.15715942,0.18272048
m_193,56.56649,33.92299,0.13897452,0.13505115,0.13461462
m_194,56.62645,33.97986,0.14842941,0.1368716,0.14978354
m_195,56.4436,33.79502,0.19967721,0.16750959,0.19895013
m_196,56.511,33.88863,0.15091255,0.14074706,0.1448443
m_20,57.01041,33.53081,0.8176687,0.7810076,0.79968154
m_21,56.95018,33.41232,0.7679079,0.71213114,0.8061324
