# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:GEM, Rupture:Vahidifard_et_al_2017, Max_dist:50km
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_100,56.76213,33.70142,0.21219893,0.28705797,0.32937354,0.40111157
m_101,56.78848,33.73223,0.20076624,0.27630252,0.3165812,0.38748392
m_102,56.8821,33.8282,0.14878729,0.19226807,0.26931247,0.32209432
m_103,56.982,33.02844,0.20970215,0.22295965,0.29475036,0.34116107
m_104,56.91933,33.01659,0.20897312,0.26121294,0.2903537,0.39973176
m_105,56.67772,33.71564,0.15902853,0.21372174,0.27822137,0.33292204
m_106,56.64834,33.6564,0.17025143,0.24491657,0.27853638,0.35093427
m_107,56.64823,33.29858,0.18338552,0.24122207,0.28190842,0.3725259
m_108,56.61398,33.45853,0.17247924,0.21793956,0.28868112,0.3706169
m_109,57.12946,33.77962,0.16174111,0.17724101,0.26108423,0.282492
m_110,57.42479,33.37796,0.432877,0.4350082,0.35125074,0.43843472
m_111,57.51184,33.30213,0.38346204,0.37952748,0.3951041,0.40574375
m_112,57.20219,33.75948,0.1896906,0.21229039,0.26704085,0.28290156
m_113,57.39298,33.42891,0.44305512,0.4038884,0.32187667,0.33924183
m_114,57.51631,33.32464,0.3477744,0.35874087,0.3727125,0.4031616
m_115,57.12085,33.80806,0.15054542,0.17126018,0.25221294,0.2672141
m_116,57.23418,33.75,0.18116473,0.19538684,0.25675967,0.28246033
m_117,57.23585,33.79858,0.17534919,0.21100706,0.2532943,0.32946834
m_118,56.50162,33.74171,0.10238281,0.13698351,0.2103962,0.25022104
m_119,57.24463,33.80687,0.18397857,0.23260526,0.25546587,0.32409883
m_120,57.25041,33.79621,0.17571972,0.21135944,0.25226817,0.32891127
m_121,57.56518,33.17773,0.4967553,0.46737605,0.32710776,0.40589127
m_122,57.27236,33.82109,0.18022582,0.23813066,0.24973767,0.31420726
m_123,57.31641,33.57109,0.40260834,0.35505503,0.29348996,0.32961193
m_124,57.35271,33.54502,0.43383995,0.41695753,0.30562726,0.32431468
m_125,57.29044,33.62559,0.3568704,0.35653922,0.3023294,0.3209016
m_126,57.226,33.87559,0.14656603,0.18972027,0.23266472,0.29161447
m_127,57.30781,33.6019,0.39195916,0.3815533,0.30365378,0.32351792
m_128,57.19543,33.88033,0.13778551,0.17407669,0.22885786,0.29058927
m_129,57.22609,33.89692,0.13784423,0.17970192,0.22602694,0.28184772
m_130,57.38926,33.5782,0.34495854,0.37262562,0.29429314,0.3871038
m_131,57.37917,33.60308,0.3339237,0.37117475,0.2922096,0.38338092
m_132,57.40678,33.58768,0.3172289,0.35716367,0.2892777,0.37876895
m_133,57.35636,33.71564,0.22625706,0.26996523,0.2670206,0.3489228
m_134,57.35787,33.7263,0.2171439,0.2613287,0.26383245,0.34432584
m_135,57.17524,33.92536,0.12752073,0.16715331,0.21900171,0.2699823
m_136,57.37377,33.70024,0.23967882,0.29218918,0.2703314,0.35131446
m_137,57.22044,33.93839,0.12917405,0.17451578,0.21744615,0.26414627
m_138,57.37512,33.67417,0.25981262,0.30688623,0.27610338,0.36068532
m_139,57.56476,33.08175,0.69721735,0.64138204,0.31086227,0.33458042
m_140,57.20883,33.94668,0.126638,0.17132117,0.21548782,0.26079902
m_141,57.55585,33.04147,0.67830163,0.60587436,0.29917717,0.34305754
m_142,57.6157,33.07583,0.59097046,0.58324826,0.30601105,0.4061962
m_143,57.02965,33.93365,0.1299441,0.18050548,0.22310494,0.2638816
m_144,56.75227,33.77962,0.15795024,0.22049141,0.2725725,0.3288115
m_145,56.87949,33.8981,0.109643094,0.13919687,0.22259718,0.27333644
m_146,56.52131,33.58057,0.13001269,0.17359526,0.24349898,0.30024812
m_147,56.78944,33.95379,0.09530988,0.12578113,0.20013995,0.23525791
m_148,56.51661,33.50592,0.13616274,0.18237501,0.24808721,0.30990234
m_149,56.51101,33.55569,0.1330469,0.18114215,0.24355046,0.29996592
m_150,56.51053,33.44668,0.13348746,0.1765829,0.24585983,0.31127697
m_151,56.54383,33.7346,0.11252346,0.15133846,0.22320524,0.26660258
m_152,56.49898,33.47038,0.12787837,0.16848394,0.24105148,0.3042999
m_153,56.49634,33.53199,0.12532413,0.16633113,0.2382792,0.29662222
m_154,57.55984,33.2891,0.3421593,0.35943642,0.35390905,0.3876927
