STATION_NAME,PGA_VALUE,PGA_LN_SIGMA,LATITUDE,LONGITUDE,STATION_ID,STATION_TYPE,REFERENCES
IBUH011809060308,1.3419995615220306,0.0,42.8739,141.8191,IBUH01,seismic,Stations_NIED
HKD1271809060308,1.0235115967226338,0.0,42.8743,141.8204,HKD127,seismic,Stations_NIED
HKD1251809060308,0.7568466295829883,0.0,42.7609,142.1344,HKD125,seismic,Stations_NIED
IBUH021809060308,0.692310829896041,0.0,42.8714,142.1285,IBUH02,seismic,Stations_NIED
HKD1031809060308,0.687188795358253,0.0,42.7275,142.2973,HKD103,seismic,Stations_NIED
HKD1281809060308,0.6855766240255349,0.0,42.7656,141.8219,HKD128,seismic,Stations_NIED
HKD1261809060308,0.6745065848174464,0.0,42.5748,141.9284,HKD126,seismic,Stations_NIED
HDKH011809060308,0.6457964748410527,0.0,42.7031,142.2296,HDKH01,seismic,Stations_NIED
HKD1241809060308,0.5707239475254046,0.0,42.9986,141.7903,HKD124,seismic,Stations_NIED
HKD1851809060308,0.5703996777696776,0.0,42.7756,141.4016,HKD185,seismic,Stations_NIED
SRCH091809060308,0.5439186674348538,0.0,43.0587,141.8063,SRCH09,seismic,Stations_NIED
HDKH041809060308,0.43004185935054345,0.0,42.5126,142.0381,HDKH04,seismic,Stations_NIED
HKD1051809060308,0.3791172316744256,0.0,42.4826,142.0538,HKD105,seismic,Stations_NIED
HKD1291809060308,0.3765047187367762,0.0,42.6347,141.6057,HKD129,seismic,Stations_NIED
HKD1841809060308,0.3607154328950259,0.0,42.7898,141.6008,HKD184,seismic,Stations_NIED
HKD1311809060308,0.3578612472149007,0.0,42.4206,141.0809,HKD131,seismic,Stations_NIED
HKD1041809060308,0.3555638265870614,0.0,42.5886,142.131,HKD104,seismic,Stations_NIED
HDKH031809060308,0.3327150454028649,0.0,42.5934,142.3521,HDKH03,seismic,Stations_NIED
IKRH021809060308,0.3005674720725227,0.0,43.2204,141.6523,IKRH02,seismic,Stations_NIED
IBUH061809060308,0.25597426236278487,0.0,42.4116,141.0017,IBUH06,seismic,Stations_NIED
HKD1811809060308,0.2523685458336949,0.0,43.1161,141.5462,HKD181,seismic,Stations_NIED
IBUH051809060308,0.23725329240872303,0.0,42.5629,141.3497,IBUH05,seismic,Stations_NIED
IBUH071809060308,0.2206829039478317,0.0,42.6476,141.0643,IBUH07,seismic,Stations_NIED
HKD1821809060308,0.20303263601739668,0.0,42.9923,141.5526,HKD182,seismic,Stations_NIED
IKRH031809060308,0.19291603146844266,0.0,42.888,141.6399,IKRH03,seismic,Stations_NIED
HKD1201809060308,0.18855164607689712,0.0,43.3442,141.6633,HKD120,seismic,Stations_NIED
HKD1061809060308,0.1832481020531989,0.0,42.3414,142.3688,HKD106,seismic,Stations_NIED
HDKH061809060308,0.1809017350471367,0.0,42.3498,142.3572,HDKH06,seismic,Stations_NIED
HKD1341809060308,0.17484869960689967,0.0,42.6713,141.079,HKD134,seismic,Stations_NIED
HKD1301809060308,0.17183135933269797,0.0,42.5626,141.3502,HKD130,seismic,Stations_NIED
IKRH011809060308,0.1676627594540442,0.0,43.4087,141.5836,IKRH01,seismic,Stations_NIED
HKD1211809060308,0.16205533999887858,0.0,43.3332,141.8553,HKD121,seismic,Stations_NIED
HKD1321809060308,0.16039218285551157,0.0,42.3484,141.0318,HKD132,seismic,Stations_NIED
HKD1801809060308,0.15657640478654816,0.0,43.1391,141.3513,HKD180,seismic,Stations_NIED
HKD1571809060308,0.1501889024284544,0.0,41.9053,140.9698,HKD157,seismic,Stations_NIED
HKD1391809060308,0.12982109079043325,0.0,43.1975,140.7819,HKD139,seismic,Stations_NIED
SRCH101809060308,0.1280488240122776,0.0,42.993,142.0085,SRCH10,seismic,Stations_NIED
HKD1551809060308,0.12457567059087477,0.0,42.0438,140.8064,HKD155,seismic,Stations_NIED
HKD1591809060308,0.12243120739498217,0.0,41.716,141.0046,HKD159,seismic,Stations_NIED
HKD1081809060308,0.1200511897538917,0.0,42.2528,142.5643,HKD108,seismic,Stations_NIED
HKD1231809060308,0.11845329444815528,0.0,42.9933,142.0085,HKD123,seismic,Stations_NIED
HKD1581809060308,0.11392575446253327,0.0,41.8349,141.1408,HKD158,seismic,Stations_NIED
HKD1781809060308,0.11237680553501979,0.0,43.172,141.3043,HKD178,seismic,Stations_NIED
SBSH081809060308,0.1097887657864818,0.0,42.768,140.9766,SBSH08,seismic,Stations_NIED
