lon,lat,slope,vs30,geology,xvf,region,vs30measured,custom_site_id
13.28618,42.63246,0.031279955,395.53815,CENOZOIC,-121.99731176656832,3,0,s_0
13.09648,42.79254,0.077045344,611.5537,PLEISTOCENE,-131.94193755575353,3,0,s_1
12.89651,43.0263,0.047864098,461.70422,CRETACEOUS,150.0,3,0,s_2
13.33799,42.55802,0.056127455,503.28873,HOLOCENE,-120.20924768937876,3,0,s_3
13.09242,42.79244,0.077045344,611.5537,PLEISTOCENE,-132.2632142788214,3,0,s_4
13.04976,42.9621,0.27013317,900.0,CRETACEOUS,35.89703547760358,3,0,s_5
12.78467,43.11158,0.024523223,441.59503,CRETACEOUS,150.0,3,0,s_6
12.92043,43.03671,0.021379834,404.1761,PLEISTOCENE,150.0,3,0,s_7
13.25838,43.2159,0.117302366,592.7844,CENOZOIC,150.0,2,0,s_8
11.1606,45.523,0.04835711,539.15314,JURASSIC-TRIASSIC,150.0,1,0,s_9
13.3509,42.5267,0.10637969,564.175,CENOZOIC,-120.15364903326945,3,0,s_10
13.01228,42.7191,0.07868505,613.123,CRETACEOUS,-140.82406546870516,3,0,s_11
13.21452,42.50898,0.025839625,480.2458,CRETACEOUS,-131.43982564867343,3,0,s_12
13.37104,42.51514,0.103818305,589.43896,HOLOCENE,-118.92150004597606,3,0,s_13
13.30414,43.03717,0.055012908,479.37286,CENOZOIC,-56.363876608491154,2,0,s_14
13.06743,43.23806,0.081168294,571.6499,CRETACEOUS,150.0,2,0,s_15
13.6479,42.848,0.02050253,435.76984,HOLOCENE,-87.01104219214507,2,0,s_16
13.60393,42.62279,0.12193358,606.3216,CENOZOIC,-97.29775618457651,2,0,s_17
13.4189,43.29251,0.057583842,491.75568,PLEISTOCENE,150.0,2,0,s_18
11.4248,44.3128,0.061846003,540.1168,CENOZOIC,150.0,2,0,s_19
10.7897,45.1495,0.0048889597,235.67093,PLEISTOCENE,150.0,1,0,s_20
12.76117,43.29483,0.19516267,774.61206,CRETACEOUS,149.99999999999997,3,0,s_21
