# 20010213_M6.6_SanVicente median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SInterHigh,MontalvaEtAl2017SInter,ZhaoEtAl2006SInter
t_0,-88.07562,13.1642,0.021189826,0.045851205,0.03238455
t_1,-88.03968,13.1642,0.020228257,0.043438878,0.030843692
t_10,-87.91392,13.1642,0.026722146,0.051680494,0.028109526
t_100,-87.96782,13.3216,0.022492204,0.04789114,0.031627268
t_1000,-88.27325,13.5837,0.050599847,0.1173132,0.06482964
t_1001,-88.29121,13.60116,0.048265584,0.11628034,0.067992166
t_1002,-88.27325,13.60116,0.05787678,0.12705238,0.06592241
t_1003,-88.41698,13.5837,0.0705323,0.17499323,0.0931211
t_1004,-88.39901,13.5837,0.066913314,0.16495652,0.08863081
t_1005,-88.38104,13.5837,0.060712438,0.15145242,0.084469475
t_1006,-88.38104,13.60116,0.06913817,0.16357078,0.08517745
t_1007,-88.39901,13.60116,0.06662403,0.165454,0.089429826
t_1008,-88.41698,13.60116,0.07050809,0.17603728,0.094027035
t_1009,-88.38104,13.61862,0.06687977,0.16155456,0.085714824
t_101,-87.94985,13.3216,0.021356765,0.045470517,0.030775834
t_1010,-88.39901,13.61862,0.068287805,0.16841643,0.09003716
t_1011,-88.41698,13.61862,0.069326006,0.17521115,0.09471678
t_1012,-88.39901,13.63608,0.06587332,0.16548336,0.09044253
t_1013,-88.34511,13.5837,0.052647132,0.13125911,0.07700842
t_1014,-88.36308,13.60116,0.059696823,0.14667217,0.08123642
t_1015,-88.34511,13.60116,0.059639607,0.14286499,0.07757135
t_1016,-88.32715,13.60116,0.061212514,0.1412057,0.074159235
t_1017,-88.34511,13.61862,0.061684825,0.14610438,0.07799765
t_1018,-88.36308,13.61862,0.06590958,0.15563133,0.081714064
t_1019,-88.32715,13.61862,0.053520918,0.13060297,0.0745412
t_102,-87.93189,13.3216,0.02061419,0.043775413,0.029953882
t_1020,-88.34511,13.63608,0.059780426,0.14380012,0.078281574
t_1021,-88.36308,13.63608,0.057743557,0.1443449,0.082032375
t_1022,-88.32715,13.63608,0.048486866,0.121991,0.059249517
t_1023,-88.30918,13.60116,0.05151421,0.12419096,0.070972495
