# 20010213_M6.6_SanVicente median gmf, Stations:Seismic, gmlt:GEM, Rupture:Canora_et_al_2001
custom_site_id,lon,lat,AbrahamsonEtAl2015SInterHigh,MontalvaEtAl2017SInter,ZhaoEtAl2006SInter
t_0,-88.07562,13.1642,0.01746272,0.018102316,0.023092106
t_1,-88.03968,13.1642,0.016703278,0.01720168,0.022040997
t_10,-87.91392,13.1642,0.022219915,0.020686602,0.020216186
t_100,-87.96782,13.3216,0.018609269,0.019010913,0.022646401
t_1000,-88.27325,13.5837,0.03816949,0.04079907,0.041548505
t_1001,-88.29121,13.60116,0.035695314,0.039421648,0.042625528
t_1002,-88.27325,13.60116,0.043590833,0.044237226,0.042159647
t_1003,-88.41698,13.5837,0.042598546,0.044818033,0.045869503
t_1004,-88.39901,13.5837,0.04222083,0.04480231,0.045958284
t_1005,-88.38104,13.5837,0.039765686,0.04325008,0.045794506
t_1006,-88.38104,13.60116,0.04472822,0.046402246,0.04560468
t_1007,-88.39901,13.60116,0.041301534,0.04433889,0.04562275
t_1008,-88.41698,13.60116,0.041621465,0.044294335,0.04534184
t_1009,-88.38104,13.61862,0.042871915,0.045576338,0.04555718
t_101,-87.94985,13.3216,0.01768937,0.01807825,0.02206449
t_1010,-88.39901,13.61862,0.041865487,0.044878524,0.045493014
t_1011,-88.41698,13.61862,0.040326018,0.043689422,0.045106467
t_1012,-88.39901,13.63608,0.04019925,0.04411907,0.0455946
t_1013,-88.34511,13.5837,0.036636166,0.040731598,0.044869225
t_1014,-88.36308,13.60116,0.039986167,0.043509766,0.045338448
t_1015,-88.34511,13.60116,0.041204315,0.044190485,0.044869587
t_1016,-88.32715,13.60116,0.043441895,0.04531712,0.044239
t_1017,-88.34511,13.61862,0.04241099,0.04512867,0.044931687
t_1018,-88.36308,13.61862,0.043886993,0.04612268,0.045353685
t_1019,-88.32715,13.61862,0.03780463,0.04176133,0.04433515
t_102,-87.93189,13.3216,0.017092558,0.017430719,0.02150048
t_1020,-88.34511,13.63608,0.041015733,0.04445973,0.04506622
t_1021,-88.36308,13.63608,0.038314737,0.042733766,0.045479223
t_1022,-88.32715,13.63608,0.034194592,0.03903606,0.035231747
t_1023,-88.30918,13.60116,0.037363436,0.04100374,0.043480936
t_1024,-88.29121,13.61862,0.039028794,0.042042557,0.04276161
t_1025,-88.30918,13.61862,0.035095453,0.03937081,0.043601014
t_1026,-88.27325,13.61862,0.037364088,0.04048938,0.0418444
t_1027,-88.27325,13.63608,0.037045468,0.040384427,0.041989088
t_1028,-88.30918,13.63608,0.035783064,0.04008304,0.043745324
t_1029,-88.29121,13.63608,0.035030432,0.039165042,0.0429071
t_103,-88.02172,13.28663,0.01991236,0.020427283,0.02387075
t_1030,-88.27325,13.65354,0.031056454,0.035562593,0.033375785
t_1031,-88.29121,13.65354,0.034638226,0.03897908,0.043062776
t_1032,-88.30918,13.65354,0.03173764,0.036772996,0.03478742
t_1033,-88.41698,13.63608,0.040687386,0.044237785,0.04519675
t_1034,-88.38104,13.63608,0.042607524,0.045685355,0.045671348
