calc_id,description,cal_time,gmpe,imt,nominal_bias,abs_nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
549,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:INGV, GMPEs:USGS, Recording Stations:seismic)",88,AkkarEtAlRjb2014,PGA,-0.008,0.008,0.38993636,INGV,USGS,seismic
552,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",47,AkkarEtAlRjb2014,PGA,0.015,0.015,0.3664553,USGS,USGS,seismic
551,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",60,AkkarEtAlRjb2014,PGA,0.017,0.017,0.38685244,GCMT,USGS,seismic
553,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",64,KothaEtAl2020ESHM20SlopeGeology,PGA,0.051,0.051,0.46354222,INGV,GEM,seismic
556,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",66,KothaEtAl2020ESHM20SlopeGeology,PGA,0.085,0.085,0.34958264,USGS,GEM,seismic
550,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:EFEHR, GMPEs:USGS, Recording Stations:seismic)",79,AkkarEtAlRjb2014,PGA,0.089,0.089,0.3985367,EFEHR,USGS,seismic
555,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",63,KothaEtAl2020ESHM20SlopeGeology,PGA,0.129,0.129,0.3447952,GCMT,GEM,seismic
554,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",62,KothaEtAl2020ESHM20SlopeGeology,PGA,0.163,0.163,0.4210444,EFEHR,GEM,seismic
554,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",62,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.166,0.166,0.4210444,EFEHR,GEM,seismic
554,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",62,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.191,0.191,0.4210444,EFEHR,GEM,seismic
555,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",63,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.202,0.202,0.3447952,GCMT,GEM,seismic
554,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",62,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.217,0.217,0.4210444,EFEHR,GEM,seismic
555,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",63,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.226,0.226,0.3447952,GCMT,GEM,seismic
556,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",66,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.246,0.246,0.34958264,USGS,GEM,seismic
555,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",63,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.251,0.251,0.3447952,GCMT,GEM,seismic
551,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",60,CauzziEtAl2014,PGA,-0.264,0.264,0.34032515,GCMT,USGS,seismic
556,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",66,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.269,0.269,0.34958264,USGS,GEM,seismic
553,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",64,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.284,0.284,0.46354222,INGV,GEM,seismic
556,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",66,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.293,0.293,0.34958264,USGS,GEM,seismic
553,"Median gmf - DRAFT_19970926_M5.97_UmbriaMarche (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",64,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.304,0.304,0.46354222,INGV,GEM,seismic
