STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
KKS,Kukesi,20.4017,42.0731,seismic,0.00787,0,A,747,A,631
TIR1,IGEWE BUILDING,19.8078,41.3357,seismic,0.111443,0,C,311,C,320
ELBAS,ELBAS,20.0799,41.1161,seismic,0.019657,0,B,403,B,384
FIER,FIER,19.5669,40.7174,seismic,0.017825,0,B,374,B,363
BERA1,BERATI PRIVATE BUILDING,19.945463,40.708161,seismic,0.015076,0,A,1007,A,541
KRK1,Prefecture Veterinary Corfu Ionian Islands,19.9202,39.618861,seismic,0.006216,0,B (inferred from topography),311,inferred_USGS,311
LMS2,TownHall Laimos Florina Western Macedonia,21.141815,40.834985,seismic,0.004087,0,B (inferred from topography),605,inferred_USGS,605
MESG,Mesagne,17.850423,40.589408,seismic,0.004038,0,B (inferred from geology),712,inferred_USGS,712
VAS2,HealthCenter Vassiliki Lefkas Island,20.608081,38.630558,seismic,0.00313,0,C (inferred from topography),560,inferred_USGS,560
JAN,Ioannina  Greece,20.84874,39.65616,seismic,0.002601,0,B (inferred from topography),525,inferred_USGS,525
MSL1,Prefecture Mesologgi Western Greece,21.4243,38.3727,seismic,0.002172,0,C (inferred from topography),317,inferred_USGS,317
LTRZ,LATERZA,16.8191,40.60325,seismic,0.002169,0,B (inferred from geology),999,inferred_USGS,999
ACER,Acerenza,15.9427,40.7867,seismic,0.001896,0,B,523,B,990
MNNAM,Montana,23.2262,43.4111,seismic,0.001748,0,B (inferred from topography),334,inferred_USGS,334
ARG2,Prefecture Argostoli Cephalonia Ionian Islands,20.4878,38.1783,seismic,0.001547,0,B (inferred from topography),435,inferred_USGS,435
PATC,Patra Greece,21.76001,38.26933,seismic,0.000942,0,B (inferred from topography),476,inferred_USGS,476
SLCN,SALA CONSILINA,15.63277,40.39,seismic,0.000887,0,B (inferred from geology),825,inferred_USGS,825
MRN3,Station Marsico Nuovo  PZ   Italy,15.7296,40.4256,seismic,0.000866,0,C (inferred from geology),1000,inferred_USGS,1000
