STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
5601,"Merkez, SIRT",41.931,37.912,seismic,570.08,4.5,0.63,0,0.0101,0,4.221,0,0.0183,0,0.02045,0,0.00863,inferred,Stations_USGS
2307,"Palu, PALU",39.932,38.696,seismic,269.85,3.6,0.63,,,,,,,,,,,inferred,Stations_USGS
5322,Avagiq,44.16,39.332,seismic,461.33,null,null,0,0.0143,,,,,,,,,inferred,Stations_USGS
401,"Merkez, AGR",43.016,39.72,seismic,298.82,4.9,0.63,0,0.01882,0,5.827,0,0.03648,0,0.04232,0,0.02221,inferred,Stations_USGS
5327,Salmas1,44.848,38.201,seismic,289.89,null,null,0,0.0082,,,,,,,,,inferred,Stations_USGS
2305,"Beyhan, BEYHN",40.131,38.728,seismic,424.42,3.3,0.63,0,0.00123,0,0.828,0,0.00155,0,0.00259,0,0.00275,inferred,Stations_USGS
5329,Qotoor,44.406,38.479,seismic,587.96,null,null,0,0.0102,,,,,,,,,inferred,Stations_USGS
1206,"Karliova, KRL",41.009,39.293,seismic,628.07,4.2,0.63,0,0.00767,0,3.262,0,0.00948,0,0.0224,0,0.02231,inferred,Stations_USGS
MARD,"Mardin, Turkey",40.778,37.313,seismic,590.07,2.8,0.63,0,0.002755,0,0.4142,0,0.005033,0,0.005599,0,0.001863,inferred,Stations_USGS
KIV,"Kislovodsk, Stavropol'skiy Kray, Russia",42.686,43.955,seismic,760,1.9,0.63,0,0.000138,0,0.0929,0,0.00014,0,0.000202,0,0.000569,inferred,Stations_USGS
208,"Golbasi, GOLBS",37.653,37.787,seismic,447.87,3,0.63,0,0.00114,0,0.55,0,0.00122,0,0.00239,0,0.00322,inferred,Stations_USGS
GNI,"Garni, Armenia",44.741,40.148,seismic,574.3,3.9,0.63,0,0.019319,0,2.1514,0,0.010473,0,0.019429,0,0.012062,inferred,Stations_USGS
2304,"Kovancilar, KOVAN",39.864,38.722,seismic,511.54,3.7,0.63,0,0.00149,0,1.652,0,0.00189,0,0.00472,0,0.00364,inferred,Stations_USGS
6303,"Siverek, SVREK",39.329,37.752,seismic,367.45,3.6,0.63,0,0.00205,0,1.354,0,0.00263,0,0.0046,0,0.00578,inferred,Stations_USGS
5323,Makoo,44.445,39.294,seismic,784.95,null,null,0,0.0092,,,,,,,,,inferred,Stations_USGS
