STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
105,,37.0267,35.81624,seismic,AFAD,C,0.276109562,0.0,0.6681369202826835,0.0,0.8204995129881434,0.0,0.4097186444323481,0.0,264,C,,,,,,
3301,,36.78098,34.60277,seismic,AFAD,unknown,0.12650835,0.0,0.3369557399338876,0.0,0.2186275614290951,0.0,0.1428478064428378,0.0,366,unknown,,,,,,
110,,36.56801,35.39008,seismic,AFAD,B,0.033377435,0.0,0.0996600602842695,0.0,0.0517429176305975,0.0,0.0531398656895912,0.0,485,B,,,,,,
3102,,36.213,36.159,seismic,AFAD,unknown,0.026963661,0.0,0.060059963141388,0.0,0.0865809540601718,0.0,0.0462689097728198,0.0,None,unknown,,,,,,
2701,,37.02546,36.63593,seismic,AFAD,B,0.018379492,0.0,0.0342082521073813,0.0,0.0582459814239039,0.0,0.0227859261699612,0.0,421,B,,,,,,
3106,,36.59229,36.15826,seismic,AFAD,unknown,0.016618107,0.0,0.0296579742638296,0.0,0.0526716559316071,0.0,0.0479708099834485,0.0,None,unknown,,,,,,
4603,,37.57998,36.93061,seismic,AFAD,B,0.008167396,0.0,0.0144945452489012,0.0,0.0152828812433452,0.0,0.0296218137268385,0.0,466,B,,,,,,
4605,,38.20368,37.19771,seismic,AFAD,C,0.004699229,0.0,0.0129521907180794,0.0,0.0136890837478017,0.0,0.0095621486403962,0.0,315,C,,,,,,
202,,37.78694,37.65275,seismic,AFAD,B,0.004102884,0.0,0.0089956673091581,0.0,0.0157130984507215,0.0,0.0097851333018483,0.0,469,B,,,,,,
UKOBS_6,Unknown,36.899441,35.504713,macroseismic,Stations_USGS,,0.648628,0.8059,1.059685,1.0131,,,0.556215,1.0822,189.01,inferred,8.0,0.3,0.875,49.1065,1.4737,0.108183
UKOBS_7,Unknown,36.947309,35.555102,macroseismic,Stations_USGS,,0.645515,0.8059,1.057008,1.0131,,,0.557858,1.0822,271.5,inferred,8.0,0.3,0.875,49.1065,1.4737,0.108541
OBS_1,Yuregir (Intensity VIII),36.907,35.434,macroseismic,Stations_USGS,,0.629643,0.8059,1.043264,1.0131,,,0.566436,1.0822,192.03,inferred,8.0,0.3,0.875,49.1065,1.4737,0.110414
OBS_2,Ceyhan (Intensity VIII),37.0288,35.8124,macroseismic,Stations_USGS,,0.625961,0.8059,1.040052,1.0131,,,0.568475,1.0822,264.23,inferred,8.0,0.3,0.875,49.1065,1.4737,0.110859
UKOBS_9,Unknown,37.035489,35.587854,macroseismic,Stations_USGS,,0.621477,0.8059,1.036129,1.0131,,,0.570986,1.0822,286.4,inferred,8.0,0.3,0.875,49.1065,1.4737,0.111408
UKOBS_8,Unknown,36.992659,35.51983,macroseismic,Stations_USGS,,0.62015,0.8059,1.034965,1.0131,,,0.571734,1.0822,327.17,inferred,8.0,0.3,0.875,49.1065,1.4737,0.111572
UKOBS_5,Unknown,37.02793,35.781848,macroseismic,Stations_USGS,,0.34244,0.8059,0.602388,1.0131,,,0.253976,1.0822,231.34,inferred,7.0,0.3,0.875,23.6965,1.4737,0.050914
UKOBS_4,Unknown,37.118629,35.744057,macroseismic,Stations_USGS,,0.325622,0.8059,0.586649,1.0131,,,0.261937,1.0822,221.08,inferred,7.0,0.3,0.875,23.6965,1.4737,0.052706
OBS_5,Seyhan (Intensity VII),36.9863,35.3251,macroseismic,Stations_USGS,,0.301281,0.8059,0.563171,1.0131,,,0.274712,1.0822,237.56,inferred,7.0,0.3,0.875,23.6965,1.4737,0.055596
OBS_3,Adana (Intensity VII),36.999,35.321,macroseismic,Stations_USGS,,0.298274,0.8059,0.560209,1.0131,,,0.276406,1.0822,219.69,inferred,7.0,0.3,0.875,23.6965,1.4737,0.05598
OBS_6,Karatas (Intensity VII),36.5664,35.384,macroseismic,Stations_USGS,,0.269439,0.8059,0.531052,1.0131,,,0.294179,1.0822,369.67,inferred,7.0,0.3,0.875,23.6965,1.4737,0.060029
OBS_4,Osmaniye (Intensity VII),37.068,36.25,macroseismic,Stations_USGS,,0.25086,0.8059,0.511475,1.0131,,,0.307347,1.0822,331.19,inferred,7.0,0.3,0.875,23.6965,1.4737,0.063049
OBS_7,Mersin (Intensity VII),36.799,34.633,macroseismic,Stations_USGS,,0.220403,0.8059,0.477828,1.0131,,,0.332724,1.0822,307.93,inferred,,,0.875,23.6965,1.4737,0.068912
OBS_8,Hatay (Intensity VII),36.2028,36.1603,macroseismic,Stations_USGS,,0.210175,0.8059,0.466039,1.0131,,,0.342556,1.0822,353.24,inferred,,,0.875,23.6965,1.4737,0.071198
