STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
ANT,ANTRODOCO,42.418110,13.078598,seismic,INGV,A,0.020918219000000002,0,0.035096569971690604,0,0.05477805575061158,0,0.025603020212989526,0,912,A
AQF,L AQUILA   V. ATERNO    FERRIERA,42.380539,13.354740,seismic,INGV,B (inferred from geology),0.077230858,0,0.22326585764514933,0,0.03340841766855479,0,0.013668828484408264,0,,B (inferred from geology)
AQG,L AQUILA   V. ATERNO    COLLE GRILLI,42.373474,13.337026,seismic,INGV,B,0.133196091,0,0.43972402062436106,0,0.16206186186809737,0,0.05455924827122996,0,696,B
AQK,L AQUILA   V. ATERNO   AQUIL PARK ING.,42.344967,13.400949,seismic,INGV,B,0.08842414900000001,0,0.2036552424679548,0,0.1602121903959781,0,0.09219491386642596,0,705,B
AQM,L'AQUILA - V. ATERNO -  IL MORO,42.378643,13.349262,seismic,INGV,B (inferred from geology),0.124260971,0,0.21432290246590877,0,0.03295818788482501,0,0.02678434326964944,0,,B (inferred from geology)
AQP,L'AQUILA - V. ATERNO -  M. PETTINO,42.383686,13.368598,seismic,INGV,A,0.09213542200000001,0,0.17861853679432274,0,0.06980108782856466,0,0.03807024690223393,0,836,A
AQU,L AQUILA  ITALY,42.354000,13.405000,seismic,INGV,B (inferred from geology),0.07097010000000001,0,0.1752860186519851,0,0.09740023034201295,0,0.0546338175890932,0,,B (inferred from geology)
AQV,L AQUILA   V. ATERNO   CENTRO VALLE,42.377222,13.343888,seismic,INGV,B,0.144082382,0,0.3025693592780766,0,0.12430493091843589,0,0.041798425537645185,0,474,B
ASS,ASSISI,43.074982,12.604141,seismic,INGV,A (inferred from geology),0.003791799,0,0.011061304125341823,0,0.0069415957927218535,0,0.0035937026109808382,0,,A (inferred from geology)
AVZ,AVEZZANO,42.027458,13.425929,seismic,INGV,C,0.030376877,0,0.0803033493848591,0,0.06907252477268491,0,0.04621406069136073,0,199,C
