STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA
OBS_164,Dellys,3.897,36.9197,macroseismic,1.43185,0.8059
OBS_167,Tidjelabine,3.5015,36.7422,macroseismic,1.43185,0.8059
OBS_168,Zemmouri,3.606,36.7794,macroseismic,1.43185,0.8059
OBS_160,Boudoraou,3.4224,36.7194,macroseismic,1.43185,0.8059
OBS_162,Corso,3.4567,36.7518,macroseismic,1.43185,0.8059
OBS_161,Boumderdes,3.4761,36.765,macroseismic,1.43185,0.8059
OBS_165,Reghaia,3.3388,36.7362,macroseismic,1.43185,0.8059
OBS_166,Thenia,3.5627,36.7182,macroseismic,1.43164,0.8059
OBS_163,Sidi Daoud,3.8507,36.8525,macroseismic,1.34551,0.8059
OBS_159,Bordj Menaiel,3.7149,36.7494,macroseismic,1.3048,0.8059
OBS_147,Ain Taya,3.3119,36.7902,macroseismic,0.76847,0.8059
OBS_157,Takdempt,3.8567,36.9137,macroseismic,0.76847,0.8059
OBS_153,El Kerma,3.5119,36.7614,macroseismic,0.76847,0.8059
OBS_158,Z.Bah,3.5582,36.801,macroseismic,0.76847,0.8059
OBS_150,Cap Djenet,3.7313,36.8825,macroseismic,0.76847,0.8059
OBS_155,Ouled Moussa,3.3612,36.6871,macroseismic,0.7381,0.8059
OBS_154,Si Mustapha,3.6224,36.7206,macroseismic,0.72693,0.8059
OBS_148,Ben N'Choud,3.8836,36.8705,macroseismic,0.72056,0.8059
OBS_149,Baghha,3.8567,36.8249,macroseismic,0.69222,0.8059
OBS_156,Rouiba,3.2687,36.7266,macroseismic,0.68507,0.8059
OBS_151,Ouled Aissa,3.8299,36.7974,macroseismic,0.68247,0.8059
OBS_152,Dar El Beida,3.194,36.7038,macroseismic,0.61609,0.8059
KED2,Keddara 2,3.39,36.65,seismic,0.58,0.0
DEB,Dar El Beida,3.22,36.71,seismic,0.52,0.0
OBS_137,Keddara,3.4761,36.6427,macroseismic,0.38502,0.8059
