# 19810000_Sequence_GulfOfCorinth/19810224_M6.7_GulfofCorinth median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
t_0,21.883170000000007,36.73317,0.007973504,0.005931427,0.01071863,0.0049258503,0.01290676
t_1,22.346219999999988,36.70328,0.0051793717,0.0040808013,0.006573682,0.0031996984,0.00838388
t_10,22.17508000000001,36.93323,0.0067686737,0.0055182516,0.008302439,0.0041815336,0.010956494
t_100,22.271240000000006,37.11433,0.00895623,0.0076078023,0.010543657,0.0055329558,0.014497505
t_1000,21.39708999999999,39.00101,0.0042585,0.0033225394,0.005458121,0.002630805,0.00689326
t_1001,21.51822999999999,39.02477,0.005056411,0.003995988,0.0063982406,0.0031237362,0.008184844
t_1002,21.439449999999994,39.02942,0.0048534074,0.0037945637,0.006207713,0.002998325,0.00785624
t_1003,21.48182,39.05782,0.0051785004,0.004056074,0.006611532,0.00319916,0.00838247
t_1004,21.403009999999995,39.06246,0.003962132,0.003070312,0.005112995,0.0024477155,0.0064135273
t_1005,21.524220000000014,39.08621,0.004704119,0.003690211,0.005996605,0.0029060983,0.0076145865
t_1006,21.445390000000003,39.09087,0.004327385,0.0033592577,0.005574524,0.0026733605,0.007004765
t_1007,21.48778999999999,39.11926,0.0047146133,0.0036653497,0.006064245,0.0029125812,0.0076315734
t_1008,21.55462,38.9917,0.0056381566,0.0044956803,0.0070709675,0.0034831255,0.009126519
t_1009,21.675780000000003,39.01536,0.0056456877,0.004556088,0.006995869,0.0034877781,0.00913871
t_101,22.390559999999994,37.13773,0.012248455,0.010538704,0.014235589,0.007566818,0.019826649
t_1010,21.59701000000001,39.02008,0.0052496316,0.004192767,0.006572899,0.0032431036,0.008497612
t_1011,21.63942,39.04845,0.004928862,0.003941912,0.006162918,0.0030449394,0.00797838
t_1012,21.560630000000003,39.05315,0.0049152724,0.0038906448,0.0062097423,0.003036544,0.007956381
t_1013,21.68186,39.0768,0.004972327,0.0039809113,0.0062106475,0.003071791,0.0080487365
t_1014,21.603039999999993,39.08152,0.004775844,0.0037852474,0.006025679,0.0029504083,0.007730688
t_1015,21.645479999999992,39.10988,0.0048406497,0.0038405664,0.0061011543,0.0029904437,0.007835589
t_1016,21.566640000000007,39.11459,0.005328045,0.0041849827,0.006783317,0.0032915457,0.00862454
t_1017,21.687939999999998,39.13822,0.004701562,0.0037329958,0.005921433,0.0029045185,0.0076104472
