# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
t_10,24.555939999999993,41.579,0.00015138024,0.000100383506,0.0002282843,0.00015138024,0.00015138024
t_100,24.796570000000003,42.17033,0.004486071,0.0029748105,0.006765081,0.004486071,0.004486071
t_101,24.472820000000013,42.1939,0.0041118045,0.0027266261,0.00620068,0.0041118045,0.0041118045
t_1010,20.95239000000001,46.23663,0.000418781,0.0002777027,0.0006315298,0.000418781,0.000418781
t_1011,20.614859999999993,46.25321,0.0003243938,0.00021511252,0.0004891921,0.0003243938,0.0003243938
t_1012,21.13347999999999,46.34515,0.00048163315,0.0003193813,0.000726312,0.00048163315,0.00048163315
t_1013,20.79561000000001,46.36202,0.00037441213,0.00024828076,0.00056462066,0.00037441213,0.00037441213
t_1014,20.45761999999999,46.37834,0.00029279283,0.00019415723,0.00044153718,0.00029279283,0.00029279283
t_1015,20.97675000000001,46.47058,0.00041920593,0.00027798448,0.00063217053,0.00041920593,0.00041920593
t_1016,20.63843,46.48717,0.00032075297,0.00021269821,0.00048370162,0.00032075297,0.00032075297
t_1017,21.158299999999997,46.57887,0.00046637433,0.00030926286,0.0007033014,0.00046637433,0.00046637433
t_1018,20.81962999999999,46.59575,0.00036715838,0.00024347064,0.00055368186,0.00036715838,0.00036715838
t_1019,20.480850000000004,46.61207,0.00029439345,0.00019521864,0.00044395096,0.00029439345,0.00029439345
t_102,24.974620000000016,42.27868,0.0045316177,0.0030050133,0.006833766,0.0045316177,0.0045316177
t_1023,20.299990000000008,46.50321,0.00025437874,0.00016868404,0.00038360804,0.00025437874,0.00025437874
t_1027,20.322869999999995,46.73671,0.0002598274,0.00017229714,0.00039182467,0.0002598274,0.0002598274
t_103,24.65057999999999,42.30254,0.0045352904,0.003007449,0.006839305,0.0045352904,0.0045352904
t_104,24.828699999999998,42.41093,0.0047496776,0.0031496135,0.007162605,0.0047496776,0.0047496776
t_105,24.504220000000004,42.43451,0.0039757523,0.002636407,0.0059955106,0.0039757523,0.0039757523
t_106,24.682410000000004,42.54294,0.0034944587,0.002317251,0.0052697104,0.0034944587,0.0034944587
t_107,24.86097000000001,42.65113,0.0035191118,0.002333599,0.005306888,0.0035191118,0.0035191118
t_108,24.53576000000001,42.67473,0.0038487595,0.0025521955,0.005804003,0.0038487595,0.0038487595
t_109,23.824880000000007,42.2394,0.0022662652,0.0015028093,0.0034175713,0.0022662652,0.0022662652
t_11,24.732759999999985,41.68799,0.001999341,0.0013258061,0.0030150444,0.001999341,0.001999341
t_110,24.326390000000004,42.32584,0.0036192196,0.0023999827,0.0054578525,0.0036192196,0.0036192196
t_111,24.00206,42.34859,0.003060966,0.0020297926,0.0046159956,0.003060966,0.003060966
t_112,24.17958999999999,42.45755,0.0036831677,0.0024423879,0.005554287,0.0036831677,0.0036831677
t_113,23.854829999999993,42.48004,0.0029056065,0.0019267703,0.00438171,0.0029056065,0.0029056065
t_114,24.357489999999984,42.56626,0.003156299,0.0020930099,0.004759759,0.003156299,0.003156299
t_1146,21.001229999999993,46.70406,0.0004173796,0.0002767734,0.00062941643,0.0004173796,0.0004173796
t_1147,20.662109999999984,46.72067,0.0003199074,0.00021213749,0.0004824265,0.0003199074,0.0003199074
t_1148,20.843760000000003,46.82901,0.0003642198,0.000241522,0.00054925046,0.0003642198,0.0003642198
t_1149,20.504189999999994,46.84533,0.0002907,0.00019276942,0.00043838116,0.0002907,0.0002907
t_115,24.032430000000005,42.58903,0.0036264078,0.0024047492,0.0054686926,0.0036264078,0.0036264078
t_1150,21.02582000000001,46.93709,0.0004081181,0.0002706319,0.0006154499,0.0004081181,0.0004081181
t_1151,20.685900000000004,46.95369,0.00032223747,0.00021368261,0.00048594025,0.00032223747,0.00032223747
t_1152,20.86802,47.0618,0.00034891136,0.00023137064,0.000526165,0.00034891136,0.00034891136
t_1153,20.527629999999988,47.07813,0.0033999924,0.0022546083,0.005127254,0.0033999924,0.0033999924
t_1154,21.05053000000001,47.16964,0.00036869023,0.00024448644,0.00055599195,0.00036869023,0.00036869023
t_1155,20.709810000000004,47.18625,0.0026220235,0.0017387203,0.003954062,0.0026220235,0.0026220235
t_1158,20.34586999999999,46.96975,0.003158931,0.0020947552,0.0047637285,0.003158931,0.003158931
t_116,24.210399999999993,42.69778,0.0040717064,0.0027000362,0.006140211,0.0040717064,0.0040717064
t_117,23.88490999999999,42.72029,0.0032218783,0.0021364968,0.004858654,0.0032218783,0.0032218783
