# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,ZhaoEtAl2016SSlab
s_0,26.161,44.441,0.16456196,0.17041102,0.12985356
s_1,26.7277,45.8657,0.103405245,0.13289835,0.10189006
s_10,27.11699999999999,46.033,0.11442878,0.13331443,0.13324714
s_100,27.760999999999996,45.472,0.07180611,0.071533725,0.08122077
s_1000,31.319999999999993,47.91,0.019118724,0.00783189,0.013692885
s_1001,24.962999999999994,42.3,0.022608757,0.011989777,0.02040699
s_1003,24.63300000000001,45.368,0.022057798,0.014315196,0.018459009
s_1004,24.90700000000001,46.503,0.013719922,0.0048125945,0.010427223
s_1005,24.920999999999992,46.598,0.018193606,0.0051081884,0.009166349
s_1006,24.805000000000007,46.536,0.016823417,0.005379978,0.009520326
s_1007,24.575999999999993,46.227,0.01306523,0.004295582,0.008077176
s_1008,24.598000000000013,46.297,0.023279246,0.0094687715,0.014413284
s_1009,24.53,46.137,0.026891753,0.013801058,0.022652388
s_101,27.61699999999999,45.329,0.080608815,0.076585256,0.07720607
s_1010,28.03200000000001,44.314,0.016882429,0.005653096,0.009871406
s_1011,24.931999999999988,46.771,0.012831282,0.003737096,0.0072972295
s_1012,24.52000000000001,46.395,0.014685454,0.0048150523,0.008779048
s_1013,24.412000000000006,46.19,0.024021484,0.012269328,0.020758549
s_1014,24.474999999999994,46.371,0.013771415,0.006765974,0.010612329
s_1015,24.763000000000005,46.769,0.019187137,0.0056695966,0.009892475
s_1016,24.65299999999999,46.672,0.012892499,0.005159754,0.010972207
s_1017,24.351,46.164,0.012952668,0.0041196444,0.00855773
s_1018,24.760999999999996,46.81,0.010382951,0.0031016872,0.007567755
s_1019,24.49000000000001,46.501,0.009921595,0.0026552386,0.0067582936
s_102,26.566000000000003,45.04,0.088422604,0.07967274,0.07446496
s_1020,24.626000000000005,46.706,0.010726402,0.00430578,0.009612896
s_1021,24.732,46.814,0.013656313,0.0058111805,0.0119702015
s_1022,25.369,47.292,0.021243487,0.010714257,0.018776668
s_1023,24.466999999999985,46.557,0.02921,0.014240959,0.023187049
s_1024,24.257000000000005,46.118,0.022176282,0.011410041,0.019671438
s_1025,24.214,46.092,0.010162807,0.0037617665,0.008710441
