# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:Seismic, gmlt:GEM, Rupture:EFEHR
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
s_0,26.161,44.441,0.1239038,0.12185464,0.12598741,0.1239038,0.1239038
s_1,26.7277,45.8657,0.1372903,0.13520642,0.13940628,0.1372903,0.1372903
s_10,27.11699999999999,46.033,0.12863077,0.12632589,0.13097769,0.12863077,0.12863077
s_100,27.760999999999996,45.472,0.07081477,0.06974256,0.07190347,0.07081477,0.07081477
s_1000,31.319999999999993,47.91,0.005185334,0.0050826715,0.0052900705,0.005185334,0.005185334
s_1001,24.962999999999994,42.3,0.010281339,0.01007778,0.01048901,0.010281339,0.010281339
s_1003,24.63300000000001,45.368,0.0015003311,0.0014706262,0.001530636,0.0015003311,0.0015003311
s_1004,24.90700000000001,46.503,0.009137558,0.008956645,0.009322126,0.009137558,0.009137558
s_1005,24.920999999999992,46.598,0.0009845635,0.0009650702,0.0010044505,0.0009845635,0.0009845635
s_1006,24.805000000000007,46.536,0.006661958,0.0065300586,0.0067965216,0.006661958,0.006661958
s_1007,24.575999999999993,46.227,0.006172952,0.0060507343,0.006297638,0.006172952,0.006172952
s_1008,24.598000000000013,46.297,0.007028946,0.0068897805,0.0071709226,0.007028946,0.007028946
s_1009,24.53,46.137,0.007938542,0.007781368,0.008098892,0.007938542,0.007938542
s_101,27.61699999999999,45.329,0.09411723,0.09310038,0.09514519,0.09411723,0.09411723
s_1010,28.03200000000001,44.314,0.005904779,0.005787872,0.0060240473,0.005904779,0.005904779
s_1011,24.931999999999988,46.771,0.0066510784,0.0065193987,0.006785418,0.0066510784,0.0066510784
s_1012,24.52000000000001,46.395,0.00523343,0.0051298146,0.0053391377,0.00523343,0.00523343
s_1013,24.412000000000006,46.19,0.006670204,0.0065381415,0.0068049342,0.006670204,0.006670204
s_1014,24.474999999999994,46.371,0.005420065,0.0053127543,0.005529543,0.005420065,0.005420065
s_1015,24.763000000000005,46.769,0.0037541103,0.0036797833,0.0038299386,0.0037541103,0.0037541103
s_1016,24.65299999999999,46.672,0.006059693,0.0059397193,0.00618209,0.006059693,0.006059693
s_1017,24.351,46.164,0.013374601,0.013109798,0.013644751,0.013374601,0.013374601
s_1018,24.760999999999996,46.81,0.0062866523,0.006162184,0.0064136353,0.0062866523,0.0062866523
s_1019,24.49000000000001,46.501,0.008742891,0.008569792,0.008919488,0.008742891,0.008742891
s_102,26.566000000000003,45.04,0.08099911,0.080681756,0.081317715,0.08099911,0.08099911
s_1020,24.626000000000005,46.706,0.0018627191,0.0018258393,0.0019003437,0.0018627191,0.0018627191
s_1021,24.732,46.814,0.0015769537,0.0015457317,0.0016088062,0.0015769537,0.0015769537
s_1022,25.369,47.292,0.0052396455,0.0051359064,0.0053454796,0.0052396455,0.0052396455
s_1023,24.466999999999985,46.557,0.0063806507,0.006254321,0.006509532,0.0063806507,0.0063806507
s_1024,24.257000000000005,46.118,0.008188449,0.008026327,0.008353846,0.008188449,0.008188449
s_1025,24.214,46.092,0.0017640447,0.0017291186,0.0017996765,0.0017640447,0.0017640447
s_1026,24.52799999999999,46.693,0.005974512,0.005856226,0.006095187,0.005974512,0.005974512
s_1027,24.283000000000015,46.331,0.0012209929,0.0011968185,0.0012456555,0.0012209929,0.0012209929
s_1028,24.653999999999996,46.883,0.007271502,0.0071275346,0.007418378,0.007271502,0.007271502
s_1029,24.381,46.58,0.0018512277,0.0018145754,0.0018886202,0.0018512277,0.0018512277
s_103,26.37700000000001,45.085,0.09428824,0.09358804,0.09499367,0.09428824,0.09428824
s_1030,25.25,47.356,0.0014827126,0.0014533565,0.0015126616,0.0014827126,0.0014827126
s_1031,24.126000000000005,46.057,0.003949501,0.003871306,0.004029276,0.003949501,0.003949501
s_1032,24.578000000000003,46.849,0.00874,0.00874,0.00874,0.00874,0.00874
s_104,25.992999999999995,45.316,0.06657618,0.065281,0.06789707,0.06657618,0.06657618
s_105,27.936000000000007,45.958,0.06544375,0.06480663,0.06608712,0.06544375,0.06544375
s_106,26.494,46.483,0.04967221,0.049124036,0.050226495,0.04967221,0.04967221
s_107,27.639999999999986,45.286,0.05473094,0.05389606,0.055578757,0.05473094,0.05473094
s_108,26.900000000000006,46.5667,0.06672165,0.066156074,0.067292064,0.06672165,0.06672165
s_109,27.990999999999985,45.79,0.05608535,0.0550204,0.057170913,0.05608535,0.05608535
s_11,27.27000000000001,45.749,0.13771495,0.13519461,0.14028227,0.13771495,0.13771495
s_110,27.836000000000013,45.443,0.05454501,0.053521812,0.055587772,0.05454501,0.05454501
s_111,27.00999999999999,46.579,0.045917302,0.04521829,0.04662712,0.045917302,0.045917302
s_112,27.480999999999995,45.135,0.045424774,0.044601955,0.046262775,0.045424774,0.045424774
s_113,26.857,46.583,0.04102796,0.040281523,0.041788228,0.04102796,0.04102796
s_114,27.62100000000001,45.218,0.036726132,0.036021825,0.03744421,0.036726132,0.036726132
s_115,27.14099999999999,44.977,0.032998867,0.03242029,0.033587772,0.032998867,0.032998867
s_116,25.71199999999999,45.617,0.03780974,0.037110727,0.03852192,0.03780974,0.03780974
s_117,25.938999999999993,45.233,0.03663895,0.035971127,0.03731917,0.03663895,0.03663895
s_118,28.016999999999996,46.066,0.04225864,0.04154839,0.042981025,0.04225864,0.04225864
s_119,27.745000000000005,45.29,0.16736,0.16736,0.16736,0.16736,0.16736
s_12,26.771000000000015,46.25,0.10051238,0.1001275,0.10089873,0.10051238,0.10051238
s_120,27.670999999999992,46.437,0.045608286,0.045162957,0.046058007,0.045608286,0.045608286
s_121,26.860000000000014,44.928,0.16367,0.16367,0.16367,0.16367,0.16367
s_122,27.909999999999997,46.254,0.15908,0.15908,0.15908,0.15908,0.15908
s_123,25.962999999999994,45.181,0.15816,0.15816,0.15816,0.15816,0.15816
s_124,28.089,45.836,0.11491851,0.11334053,0.11651846,0.11491851,0.11491851
s_125,26.236999999999995,45.021,0.137107,0.1370025,0.13721156,0.137107,0.137107
s_126,26.990999999999985,44.917,0.155,0.155,0.155,0.155,0.155
s_127,25.68100000000001,45.853,0.15418,0.15418,0.15418,0.15418,0.15418
s_128,28.067000000000007,45.65,0.15122,0.15122,0.15122,0.15122,0.15122
s_129,27.92500000000001,45.412,0.14935964,0.14916696,0.14955257,0.14935964,0.14935964
s_13,25.73599999999999,45.119,0.10862933,0.106777176,0.11051361,0.10862933,0.10862933
s_130,27.061000000000007,46.648,0.0802085,0.07869001,0.081756294,0.0802085,0.0802085
s_131,26.00999999999999,45.099,0.14663,0.14663,0.14663,0.14663,0.14663
s_132,28.02199999999999,46.206,0.1451,0.1451,0.1451,0.1451,0.1451
s_133,25.733000000000004,45.351,0.14194,0.14194,0.14194,0.14194,0.14194
s_134,27.36699999999999,44.969,0.13837,0.13837,0.13837,0.13837,0.13837
