# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
s_0,26.161,44.441,0.14248624,0.1403235,0.14468232,0.14248624,0.14248624
s_1,26.7277,45.8657,0.12842134,0.12678647,0.13007727,0.12842134,0.12842134
s_10,27.11699999999999,46.033,0.14997014,0.14722551,0.15276593,0.14997014,0.14997014
s_100,27.760999999999996,45.472,0.097377025,0.09632495,0.09844058,0.097377025,0.097377025
s_1000,31.319999999999993,47.91,0.004241178,0.0041572084,0.0043268437,0.004241178,0.004241178
s_1001,24.962999999999994,42.3,0.009422857,0.009236296,0.009613188,0.009422857,0.009422857
s_1003,24.63300000000001,45.368,0.0012568671,0.0012319825,0.0012822544,0.0012568671,0.0012568671
s_1004,24.90700000000001,46.503,0.008490847,0.008322738,0.008662352,0.008490847,0.008490847
s_1005,24.920999999999992,46.598,0.0007966276,0.00078085525,0.0008127185,0.0007966276,0.0007966276
s_1006,24.805000000000007,46.536,0.0061917086,0.0060691196,0.0063167736,0.0061917086,0.0061917086
s_1007,24.575999999999993,46.227,0.00572785,0.0056144446,0.005843546,0.00572785,0.00572785
s_1008,24.598000000000013,46.297,0.006818485,0.0066834865,0.0069562104,0.006818485,0.006818485
s_1009,24.53,46.137,0.007179942,0.007037787,0.0073249685,0.007179942,0.007179942
s_101,27.61699999999999,45.329,0.07989182,0.07957881,0.080206074,0.07989182,0.07989182
s_1010,28.03200000000001,44.314,0.0048368075,0.004741045,0.0049345046,0.0048368075,0.0048368075
s_1011,24.931999999999988,46.771,0.005443019,0.0053352565,0.0055529578,0.005443019,0.005443019
s_1012,24.52000000000001,46.395,0.0042815334,0.004196765,0.0043680146,0.0042815334,0.0042815334
s_1013,24.412000000000006,46.19,0.0064126616,0.006285698,0.00654219,0.0064126616,0.0064126616
s_1014,24.474999999999994,46.371,0.0044358936,0.0043480685,0.004525493,0.0044358936,0.0044358936
s_1015,24.763000000000005,46.769,0.0030704543,0.003009663,0.0031324734,0.0030704543,0.0030704543
s_1016,24.65299999999999,46.672,0.004963121,0.0048648575,0.0050633685,0.004963121,0.004963121
s_1017,24.351,46.164,0.005413083,0.0053059096,0.0055224206,0.005413083,0.005413083
s_1018,24.760999999999996,46.81,0.0037756062,0.0037008533,0.003851869,0.0037756062,0.0037756062
s_1019,24.49000000000001,46.501,0.012249383,0.012006859,0.012496807,0.012249383,0.012249383
s_102,26.566000000000003,45.04,0.08922956,0.08856693,0.08989715,0.08922956,0.08922956
s_1020,24.626000000000005,46.706,0.0056771585,0.0055647567,0.0057918304,0.0056771585,0.0056771585
s_1021,24.732,46.814,0.008114528,0.007953869,0.008278432,0.008114528,0.008114528
s_1022,25.369,47.292,0.0015137754,0.0014838043,0.0015443519,0.0015137754,0.0015137754
s_1023,24.466999999999985,46.557,0.0012832193,0.001257813,0.0013091388,0.0012832193,0.0012832193
s_1024,24.257000000000005,46.118,0.004284031,0.0041992124,0.0043705627,0.004284031,0.004284031
s_1025,24.214,46.092,0.0059108078,0.00579378,0.006030199,0.0059108078,0.0059108078
s_1026,24.52799999999999,46.693,0.00802921,0.00787024,0.00819139,0.00802921,0.00802921
s_1027,24.283000000000015,46.331,0.0014453436,0.0014167273,0.0014745378,0.0014453436,0.0014453436
