# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Yagi, Max_dist:250km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_10,85.5292,27.847,0.32623422,0.31527492,0.10350032,0.1939339,0.36590755,0.1567088,0.81587225
m_100,85.3206,27.613,0.23961657,0.25886425,0.19112892,0.22669396,0.26538548,0.2249145,0.3754241
m_101,85.3078,27.619,0.2383145,0.26081014,0.20109132,0.22567339,0.26047587,0.23264271,0.36463574
m_102,85.3021,27.625,0.24426813,0.25465497,0.20746635,0.23398258,0.2672713,0.2361491,0.34911782
m_103,84.5927,27.973,0.4974646,0.4131669,0.15768027,0.28817663,0.6290754,0.26249683,1.6105324
m_104,85.2983,27.629,0.24436231,0.2531277,0.21256305,0.2346253,0.2662231,0.23925754,0.33996823
m_105,85.33,27.621,0.22194287,0.24341394,0.18470015,0.21067613,0.24170856,0.21246155,0.33081686
m_106,85.3835,27.604,0.22494328,0.26974306,0.16766863,0.20306708,0.2503868,0.20880653,0.39392725
m_107,85.319,27.625,0.2274535,0.24131133,0.19210638,0.21798652,0.24800825,0.21803284,0.32320416
m_108,85.2989,27.634,0.23808119,0.24674445,0.21329516,0.22944675,0.257083,0.23632596,0.3190504
m_109,85.2905,27.639,0.2012899,0.25300196,0.15128352,0.2022158,0.21147357,0.17108169,0.2919782
m_11,85.7222,27.7707,0.3975883,0.36561343,0.10398797,0.22595905,0.46782058,0.16807614,1.0942707
m_110,85.5326,27.567,0.35221845,0.37648916,0.15894234,0.27056694,0.43955272,0.24337682,0.94317377
m_111,85.5023,27.576,0.33184135,0.3548302,0.159453,0.26194352,0.40818304,0.23645179,0.8967083
m_112,85.2991,27.64,0.23099364,0.23963065,0.21441065,0.22357742,0.2469315,0.23313795,0.29625463
m_113,85.3287,27.631,0.21026811,0.22820057,0.18372557,0.2017451,0.22587621,0.20502281,0.28931767
m_114,85.545,27.565,0.3786912,0.34492788,0.17663693,0.32460275,0.49481824,0.24572244,1.0816346
m_115,85.3193,27.636,0.21133064,0.22538137,0.19023532,0.20422134,0.22642091,0.20872629,0.277864
m_116,85.2962,27.644,0.23692451,0.23578075,0.2199132,0.23201115,0.25307265,0.23667902,0.28956535
m_117,85.3027,27.643,0.2270414,0.2290322,0.20936374,0.22225922,0.24244855,0.22545657,0.27863857
m_118,85.3072,27.643,0.22084808,0.22459029,0.20284203,0.2162394,0.23489676,0.21839339,0.27070782
m_119,85.3572,27.627,0.21952613,0.20635688,0.18966797,0.22080213,0.2436234,0.1946956,0.30039507
m_12,84.8008,28.2189,0.40116107,0.3268114,0.10358653,0.19964866,0.45518088,0.16394646,1.0573589
m_120,85.5087,27.581,0.33874565,0.35074517,0.15909967,0.26733592,0.42075193,0.23608513,0.9002024
m_121,84.6047,27.987,0.49372905,0.4094721,0.15760106,0.27875936,0.6139894,0.26115334,1.5888427
m_122,85.3456,27.633,0.2133205,0.19977582,0.19286078,0.2168348,0.23320115,0.1933607,0.27475747
m_123,85.3284,27.639,0.19893013,0.2169737,0.1815031,0.19215979,0.2103692,0.19789559,0.2590955
m_124,85.3385,27.636,0.19719642,0.2167893,0.17593329,0.18937594,0.20990047,0.19396175,0.26457766
m_125,85.502,27.586,0.32606092,0.3467537,0.1591018,0.25585544,0.3982707,0.23344451,0.8573205
m_126,85.5297,27.578,0.34376216,0.36898968,0.15871288,0.26174828,0.42285833,0.2403666,0.89756817
m_127,85.2999,27.655,0.21860072,0.22094297,0.21360138,0.21539126,0.22768788,0.22266974,0.2474911
m_128,85.2966,27.658,0.22233967,0.22351456,0.22078435,0.21926965,0.23061225,0.22848308,0.24718714
m_129,85.3428,27.643,0.1985298,0.19046153,0.17093799,0.19993186,0.21252894,0.18502818,0.23841344
m_13,85.4578,27.9371,0.3494041,0.31644493,0.104391634,0.19384456,0.38858965,0.15948524,0.87273777
m_130,85.3064,27.655,0.20610501,0.21147376,0.20078729,0.2030654,0.21446568,0.20906085,0.23357813
m_131,85.5061,27.594,0.32374758,0.34321097,0.1586885,0.25130105,0.39352068,0.23188236,0.8433023
m_132,85.3183,27.656,0.19730653,0.17660047,0.20278268,0.21058844,0.20792957,0.18949348,0.21274556
m_133,85.3263,27.655,0.19091584,0.17302087,0.19443692,0.20169854,0.20139931,0.18230611,0.20783429
m_134,84.607,28.01,0.4192803,0.39342597,0.10485675,0.2401896,0.51005524,0.17732987,1.3396647
m_135,85.5284,27.593,0.337039,0.358199,0.15829015,0.25416645,0.4103042,0.23654163,0.844712
m_136,85.3121,27.662,0.19678609,0.18005,0.20728752,0.20619199,0.20457318,0.19103251,0.20489757
m_137,84.6188,28.0,0.44665232,0.4046933,0.10492708,0.25166103,0.5440516,0.17776142,1.3482498
m_138,85.3043,27.668,0.20313175,0.18712291,0.21877982,0.21233627,0.20899236,0.19940676,0.20617305
m_139,84.6435,27.971,0.4999489,0.40633705,0.15782154,0.29141247,0.6370771,0.26160765,1.5898231
m_14,86.2435,27.622,0.1351634,0.22757427,0.099174686,0.1427027,0.17836243,0.13733323,0.6576693
m_140,85.3323,27.661,0.17457972,0.17569043,0.1659768,0.17414302,0.17967133,0.17138557,0.18938853
m_141,84.6272,27.995,0.48749316,0.40644684,0.15759093,0.2688307,0.59384,0.2601533,1.3490491
m_142,85.319,27.667,0.18003939,0.16649237,0.19094366,0.18767808,0.18509036,0.17453751,0.18339486
m_143,85.5224,27.604,0.3127022,0.34811634,0.15799792,0.23704326,0.37688553,0.23235539,0.7864053
m_144,84.6258,28.002,0.48837182,0.40511975,0.15754367,0.2678269,0.5928981,0.25979635,1.3432435
m_145,85.538,27.602,0.33925098,0.3562252,0.15786318,0.25146383,0.41387063,0.23598787,0.8455907
m_146,85.3178,27.673,0.17173842,0.15951693,0.18492536,0.17845464,0.17516948,0.16736956,0.17095706
m_147,85.3334,27.668,0.16435696,0.16691807,0.15991135,0.1636937,0.16737683,0.16316268,0.17394401
m_148,85.3231,27.673,0.16669971,0.15544097,0.1789745,0.17268361,0.16999234,0.1622732,0.1668333
m_149,85.3111,27.677,0.17376742,0.17330907,0.17277198,0.17422448,0.175119,0.17342424,0.17556177
m_15,86.2538,27.602,0.13159136,0.21951638,0.09860424,0.13822232,0.17020953,0.13471657,0.6265977
m_150,85.3341,27.671,0.16043568,0.16368964,0.15730624,0.15952945,0.16271114,0.1599476,0.16878058
m_151,85.3881,27.654,0.18757747,0.1925288,0.15810685,0.17791732,0.19928162,0.17366897,0.23844069
m_152,84.6152,28.03,0.43454283,0.3941354,0.1047507,0.24140663,0.52396065,0.17606382,1.3103669
m_153,85.3327,27.676,0.15915214,0.14017865,0.17127474,0.17557871,0.16413306,0.15590492,0.116882764
m_154,85.3075,27.685,0.15756913,0.13293767,0.19480424,0.22219011,0.17209157,0.17708854,0.12675348
m_155,85.2262,27.714,0.31438327,0.30345365,0.26591676,0.26044214,0.33555177,0.31470814,0.45525494
m_156,85.3228,27.684,0.15262994,0.1550271,0.15148939,0.15136889,0.15204395,0.15284526,0.15719631
m_157,85.3114,27.688,0.16759567,0.17194583,0.16571271,0.16501449,0.16633451,0.16850245,0.17735487
m_158,84.6553,27.993,0.41885516,0.39475906,0.105027944,0.24118361,0.51024354,0.17771766,1.342617
m_159,85.2769,27.708,0.25284722,0.2170881,0.27587125,0.25835067,0.264054,0.26431745,0.30339456
m_16,85.4421,27.705,0.217493,0.24110317,0.15286869,0.17098078,0.23125707,0.18804523,0.3444979
m_160,85.2609,27.713,0.26967248,0.26623398,0.26496038,0.23675314,0.27735946,0.29155198,0.3679216
m_161,85.4047,27.665,0.18741518,0.20238003,0.15566672,0.17004208,0.19772659,0.1740839,0.25540859
m_162,85.4253,27.667,0.2201703,0.19962515,0.17268963,0.20864701,0.24383828,0.1829674,0.32363918
m_163,85.4167,27.671,0.19368534,0.21340613,0.15478122,0.16950795,0.20588437,0.17765373,0.2867035
m_164,84.6433,28.03,0.4188378,0.38429832,0.10477924,0.23455589,0.50376076,0.17570579,1.2996534
m_165,85.4287,27.668,0.22389981,0.20244892,0.17257264,0.21082872,0.24885967,0.18432218,0.3354401
m_166,85.4306,27.669,0.22585088,0.20388731,0.17246808,0.21183428,0.2514433,0.18497983,0.3416898
m_167,85.4357,27.669,0.23174714,0.20839287,0.17247415,0.21546806,0.25999767,0.18726411,0.36138436
m_168,85.439,27.668,0.23627952,0.2119155,0.17258751,0.21879077,0.26621538,0.18908182,0.37619045
m_169,85.4308,27.672,0.22526352,0.20325424,0.17216419,0.21072459,0.25015214,0.18445458,0.33965078
m_17,85.3088,27.781,0.25868458,0.26587301,0.17263815,0.19117497,0.27163312,0.21787995,0.4839648
m_170,85.424,27.676,0.21279562,0.21068637,0.15430538,0.18745372,0.23075418,0.18036635,0.31032136
m_171,85.4286,27.676,0.22187144,0.2060214,0.17174645,0.2015686,0.2439541,0.18265866,0.32813084
m_172,85.4304,27.676,0.22411998,0.20774879,0.17176619,0.2029434,0.24709843,0.18352744,0.3351305
m_173,85.4437,27.673,0.24018683,0.22800171,0.15474194,0.20681268,0.26905963,0.19030474,0.3909944
m_174,85.4872,27.662,0.26511228,0.29062602,0.15572187,0.20154515,0.2992038,0.20982271,0.52690405
m_175,85.441,27.678,0.23674586,0.21719234,0.17172483,0.20994632,0.26490265,0.18815416,0.37602174
m_176,85.3197,27.7218,0.1785355,0.1770844,0.17544365,0.17721012,0.17936134,0.17627825,0.1798936
m_177,85.4712,27.679,0.26627085,0.2626109,0.15472557,0.20912,0.30335167,0.20125604,0.50518316
m_178,85.4644,27.686,0.25754347,0.255112,0.15426889,0.20304808,0.2904201,0.1977842,0.47320682
m_179,85.3106,27.74,0.21418397,0.21145569,0.19047917,0.19070683,0.21978481,0.19857828,0.32064304
m_18,85.4695,27.738,0.2635208,0.27288955,0.15335342,0.1859612,0.28568968,0.20290488,0.4808065
m_180,85.4867,27.685,0.25693437,0.28312373,0.1547187,0.19230153,0.2868984,0.20666225,0.5047592
m_181,85.3473,27.73,0.186738,0.18059945,0.16821408,0.17400588,0.19101949,0.17122404,0.26027408
m_182,85.3537,27.73,0.18807885,0.18028942,0.16751377,0.17483987,0.19311467,0.17065002,0.2610967
m_183,85.4236,27.71,0.21193634,0.21999592,0.1520017,0.17366295,0.22575621,0.1804338,0.3310572
m_184,85.3488,27.742,0.19950785,0.20833482,0.15412669,0.16740488,0.20404878,0.17951487,0.30193886
m_185,85.4235,27.718,0.21715382,0.2237223,0.15183525,0.17508322,0.2315072,0.1821273,0.34704357
m_186,85.3608,27.739,0.19682789,0.20611079,0.15192851,0.16471209,0.20164336,0.17629439,0.29440033
m_187,85.3682,27.737,0.19674075,0.2047577,0.15116604,0.1646873,0.20227553,0.1751185,0.2918401
m_188,85.6204,27.648,0.4067025,0.36199528,0.15671621,0.28115705,0.516558,0.2436033,1.1404291
m_189,85.3405,27.752,0.21414642,0.22142793,0.15845776,0.1749294,0.22073276,0.18859188,0.34119076
m_19,85.1463,27.8969,0.4305716,0.3602155,0.17004946,0.24871781,0.49885947,0.25779393,0.97909725
m_190,85.4107,27.736,0.22906922,0.20990714,0.1686838,0.19346263,0.24747546,0.18315132,0.35855216
m_191,85.3651,27.751,0.20546965,0.2256996,0.15374832,0.16242479,0.21043459,0.18377152,0.34181318
m_192,85.4367,27.73,0.24556309,0.21032746,0.16950905,0.21863659,0.27457622,0.19003744,0.30150622
m_193,85.502,27.71,0.27612504,0.2932521,0.15436211,0.19576901,0.30904913,0.211375,0.5645506
m_194,85.3439,27.761,0.22192016,0.23421673,0.15921505,0.17368983,0.22974098,0.19313785,0.37585658
m_195,85.4635,27.723,0.25891492,0.26211804,0.15320592,0.19091891,0.28486705,0.19871506,0.50111127
m_196,85.3575,27.759,0.21904412,0.23050392,0.15607338,0.1711893,0.22754574,0.18902819,0.36845964
m_197,85.4194,27.739,0.23975725,0.21689798,0.16909838,0.19927566,0.2618729,0.18685506,0.3900916
m_198,85.4597,27.73,0.24812572,0.26305413,0.15305838,0.1803971,0.26699632,0.19827467,0.43589932
m_199,85.375,27.757,0.21341278,0.23352063,0.15380527,0.16403492,0.22014372,0.18704039,0.37224883
m_20,86.0163,27.663,0.41126937,0.388486,0.10445944,0.23706518,0.48298413,0.17580108,1.3093457
m_200,85.3477,27.769,0.23417668,0.24143422,0.15950835,0.17909902,0.244885,0.19686642,0.40890586
m_201,85.3752,27.765,0.200458,0.2425312,0.10316195,0.15400584,0.2054963,0.13111602,0.352321
m_202,85.3706,27.769,0.22591816,0.24531385,0.15580535,0.16813774,0.2334392,0.19374047,0.36291438
m_203,85.4329,27.749,0.24671787,0.2510193,0.15265001,0.18145368,0.26547018,0.19412561,0.45827633
m_204,85.4536,27.744,0.21700686,0.25787508,0.10193499,0.16323093,0.23337676,0.13624606,0.4433831
m_205,85.3738,27.773,0.23218836,0.24891712,0.15593942,0.17051587,0.24127924,0.19560154,0.37837404
m_206,85.3634,27.783,0.2058444,0.2514278,0.10544526,0.15543358,0.2134135,0.13778067,0.40809962
m_207,85.3539,27.793,0.21757129,0.25983974,0.106994584,0.1607243,0.22694135,0.14187497,0.4422682
m_208,85.3761,27.789,0.2153011,0.25675562,0.10477367,0.1587901,0.22518086,0.13898242,0.43640628
m_209,85.1273,27.869,0.44479448,0.3509705,0.17355916,0.288638,0.54690176,0.26281336,1.1457556
m_21,85.1303,27.9236,0.37751073,0.35247818,0.11112162,0.22044705,0.43581787,0.17483437,1.0233834
m_210,85.1377,27.884,0.44471434,0.34274563,0.17164758,0.29166874,0.547251,0.2600504,1.1457895
m_211,85.5727,27.754,0.37381697,0.3316867,0.15521982,0.23186351,0.43675038,0.23000832,0.94689345
m_212,85.1441,27.901,0.43277693,0.3607983,0.16951326,0.24873294,0.5014872,0.25754842,0.9868984
m_213,86.0212,27.679,0.41172042,0.38354403,0.10438957,0.23397766,0.48053145,0.17490564,1.2888671
m_214,85.1494,27.921,0.38289988,0.35505033,0.11139198,0.22213762,0.43996325,0.17412981,0.99617475
m_215,85.1685,27.916,0.42936966,0.35509983,0.16784205,0.2423572,0.4925803,0.25412112,0.96655774
m_216,85.1325,27.927,0.42002073,0.36138076,0.16657309,0.23529154,0.48273575,0.2555601,1.0212268
m_217,85.1468,27.925,0.45048583,0.35530576,0.16687098,0.26030302,0.53693205,0.2548528,1.1821293
m_218,86.0083,27.699,0.41458306,0.3815461,0.104359716,0.23275845,0.4967198,0.17450616,1.2790346
m_219,85.1587,27.925,0.37786373,0.35179028,0.11112473,0.2190342,0.43313694,0.17334314,0.98657453
m_22,85.6862,27.755,0.4298897,0.36577383,0.15609543,0.24431534,0.50735265,0.24428882,1.0549123
m_220,85.5068,27.823,0.34976968,0.31512457,0.15515684,0.2072051,0.3877717,0.2245842,0.73794293
m_221,85.6902,27.779,0.38117018,0.35873598,0.103890285,0.21980378,0.44606903,0.16649514,1.0518318
m_222,86.0488,27.635,0.39017904,0.37336802,0.10424225,0.22765635,0.40109545,0.1730628,1.2484559
m_223,86.0621,27.65,0.3862966,0.3633654,0.104077324,0.22151628,0.38262683,0.17114875,1.2070599
m_224,86.0711,27.684,0.38985723,0.35622406,0.10394819,0.21716261,0.384029,0.1697407,1.1774672
m_225,86.0718,27.67,0.3858701,0.35609677,0.103946865,0.21708761,0.37487662,0.1697175,1.1769847
m_226,86.0733,27.629,0.37180308,0.35395685,0.10391047,0.2157977,0.34936976,0.16929567,1.1682105
m_227,86.088,27.67,0.3752222,0.34386376,0.1037089,0.20970383,0.34502393,0.16723451,1.1264766
m_228,86.0083,27.419,0.2446122,0.39800066,0.104609095,0.24297062,0.3414772,0.1776451,1.3549356
m_229,85.2889,28.108,0.3838347,0.31626755,0.10429497,0.19376014,0.42992756,0.16184409,0.9729106
m_23,85.1413,27.9255,0.41749138,0.3597253,0.16678937,0.23430923,0.47884315,0.25515917,1.0090792
m_230,84.4179,28.164,0.36840856,0.31224692,0.1028451,0.19031492,0.30097896,0.15934098,0.9808195
m_231,84.4215,28.183,0.36117217,0.30304128,0.10270782,0.18557702,0.292297,0.1582781,0.9624197
m_232,85.918,27.246,0.23724067,0.4385278,0.10504978,0.26886025,0.32092458,0.18449277,1.5311506
m_233,86.063,27.388,0.18406452,0.33254284,0.103345156,0.20235665,0.26005808,0.16365394,1.0574852
m_234,86.0637,27.371,0.17801087,0.3222957,0.10323108,0.19688845,0.24789979,0.16264112,1.0386913
m_235,85.952,27.24,0.23716952,0.40874052,0.1570791,0.25858435,0.31745043,0.26007196,1.361265
m_236,85.9208,27.219,0.27374867,0.39158496,0.15699421,0.29775557,0.37367004,0.25870252,1.5591121
m_237,86.0988,27.405,0.16825712,0.29960445,0.10244824,0.18308716,0.23071875,0.15634567,0.92819434
m_238,84.3734,28.229,0.3369764,0.26620415,0.10103683,0.16488566,0.23654217,0.14712057,0.78749
m_239,86.1004,27.367,0.18146186,0.29898918,0.15384687,0.18978995,0.24265072,0.22851285,0.891414
m_24,85.5439,27.805,0.3142599,0.3150413,0.10327686,0.19468234,0.3549156,0.15557125,0.7878743
m_240,86.2262,27.656,0.14147128,0.2418026,0.10006496,0.15065198,0.19405714,0.14174429,0.7131557
m_241,85.898,27.197,0.25938648,0.36921293,0.15650307,0.28002387,0.3500369,0.25225732,1.4594299
m_242,86.0976,27.349,0.16088417,0.28509608,0.102085315,0.17523177,0.21324651,0.15375619,0.88630974
m_243,86.1113,27.379,0.15839083,0.27961728,0.10187776,0.17208815,0.21082865,0.15234049,0.86395675
m_244,85.9558,27.201,0.20113471,0.35576844,0.10380185,0.21959408,0.26339915,0.16801266,1.14329
m_245,85.9058,27.15,0.18967436,0.31650198,0.1546542,0.20030807,0.24153624,0.2344602,0.9648772
m_246,86.2605,27.565,0.12795734,0.21133159,0.09796938,0.13368595,0.16193171,0.13196492,0.5953034
m_247,85.9577,27.102,0.18564604,0.26960737,0.15170062,0.1872126,0.23030534,0.21487848,0.95893514
m_248,86.0167,27.112,0.14652689,0.24517187,0.09989724,0.15326658,0.17656109,0.14086092,0.7018808
m_249,85.9739,27.081,0.161585,0.2469363,0.15022951,0.1618785,0.19433808,0.20713295,0.6680301
m_25,86.0335,27.649,0.40188047,0.38207185,0.10437135,0.23304904,0.44249547,0.1746647,1.283938
m_250,86.0034,27.089,0.16119947,0.24523567,0.15004608,0.16118574,0.19368662,0.20624991,0.66014606
m_251,85.094,27.599,0.36919484,0.44613332,0.12910613,0.31710404,0.45416704,0.20767635,1.1808479
m_252,85.3156,27.575,0.28329277,0.31621408,0.18860207,0.26141757,0.32736143,0.24677205,0.5824716
m_253,85.3326,27.572,0.27242705,0.3175466,0.18250021,0.24857618,0.3117107,0.24057455,0.5441721
m_254,85.2617,27.616,0.289541,0.3079452,0.23450407,0.26766303,0.3210159,0.28299412,0.4550845
m_255,85.2806,27.613,0.24468921,0.29582176,0.14699343,0.23495333,0.2696204,0.1813685,0.4147207
m_256,85.3836,27.582,0.2199739,0.2961544,0.11298656,0.20564471,0.25338253,0.15314063,0.50167644
m_257,85.3207,27.609,0.24505152,0.264705,0.19090402,0.2311864,0.27277446,0.22741324,0.39487776
m_258,85.3185,27.611,0.24385437,0.26290774,0.19239327,0.23045626,0.2709046,0.22779469,0.3874057
m_259,85.328,27.6089,0.23955035,0.26163456,0.18666807,0.22537209,0.2664716,0.22244811,0.3883761
m_26,85.5308,27.821,0.31499735,0.31305176,0.103333674,0.19313532,0.35371524,0.15533401,0.7829018
m_260,85.2904,27.622,0.22656225,0.27580437,0.14518733,0.21982953,0.24574275,0.17301112,0.35348362
m_261,85.3544,27.615,0.23131233,0.23772435,0.17392449,0.22015159,0.25927147,0.20542003,0.35275933
m_262,85.3657,27.616,0.21150497,0.24842738,0.17015919,0.19515577,0.22995126,0.20210868,0.32358384
m_263,85.2363,27.668,0.2739602,0.29846185,0.20496187,0.2600723,0.29373613,0.23767328,0.41176096
m_264,85.515,27.58,0.34322447,0.35433388,0.15896937,0.26932248,0.4282956,0.23735501,0.9255394
m_265,85.2776,27.657,0.26327306,0.25587118,0.2710903,0.25559136,0.27578267,0.2838125,0.30553424
m_266,85.5203,27.583,0.34559724,0.35498103,0.15875447,0.26918167,0.4312282,0.23750156,0.934151
m_267,85.2237,27.68,0.28179255,0.3062047,0.19661225,0.25869253,0.30577618,0.23497848,0.45419273
m_268,85.2913,27.659,0.22947332,0.23434322,0.23491374,0.22440445,0.23682699,0.24266239,0.25846836
m_269,85.2535,27.674,0.2665018,0.2829961,0.22589795,0.25878304,0.27726397,0.24553286,0.33537903
m_27,85.5839,27.82,0.37120363,0.33535287,0.15541063,0.21305017,0.42191377,0.23367035,0.8816589
m_270,85.2151,27.689,0.28663456,0.31238124,0.18746537,0.2562981,0.31300506,0.22990826,0.48946837
m_271,85.2783,27.672,0.2658086,0.25198206,0.30145812,0.26069063,0.2711892,0.30173904,0.27591437
m_272,85.3722,27.642,0.19970699,0.18079959,0.18099625,0.20873787,0.21745457,0.18039075,0.25400013
m_273,85.2369,27.688,0.31080875,0.29679668,0.31078312,0.27595776,0.32726055,0.34631163,0.3970718
m_274,85.5119,27.6,0.3077405,0.34604782,0.15833716,0.23683311,0.36872607,0.23146887,0.76619303
