# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Hayes, Max_dist:150km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_10,85.5292,27.847,0.2463766,0.22375596,0.10032091,0.15138206,0.28182334,0.11176424,0.2980933
m_100,85.3206,27.613,0.2230525,0.22026093,0.18916295,0.1964982,0.24617262,0.1957918,0.2542411
m_101,85.3078,27.619,0.22285746,0.22431456,0.1992325,0.19837506,0.2430188,0.20508178,0.2564888
m_102,85.3021,27.625,0.23104426,0.22391094,0.20574617,0.20800485,0.25150156,0.21067272,0.25447524
m_103,84.5927,27.973,0.3704205,0.28638,0.15263736,0.21628071,0.477898,0.17531961,0.49655703
m_104,85.2983,27.629,0.23212455,0.22473302,0.21093364,0.21035416,0.2514349,0.21517502,0.2538463
m_105,85.33,27.621,0.20768616,0.21058963,0.18304838,0.18615311,0.22585893,0.18834722,0.23567481
m_106,85.3835,27.604,0.2010429,0.21519807,0.16535278,0.16972876,0.22406806,0.17443545,0.21826552
m_107,85.319,27.625,0.21489747,0.21219857,0.19052857,0.19434051,0.23323482,0.19506691,0.23676282
m_108,85.2989,27.634,0.22743575,0.22193278,0.21185732,0.20837508,0.24422283,0.2151411,0.24665183
m_109,85.2905,27.639,0.19061688,0.22183707,0.1500861,0.18485233,0.20080552,0.15598159,0.21524785
m_11,85.7222,27.7707,0.29148433,0.2429951,0.10025245,0.16514677,0.34435767,0.112683125,0.33383814
m_110,85.5326,27.567,0.28741747,0.2571861,0.15464275,0.19509614,0.35165435,0.17287907,0.3255246
m_111,85.5023,27.576,0.27529073,0.24954395,0.15548015,0.19341856,0.33297825,0.17238747,0.36116138
m_112,85.2991,27.64,0.22207208,0.21879835,0.21319297,0.20608968,0.23611534,0.2152942,0.2385711
m_113,85.3287,27.631,0.19907022,0.20274249,0.1823983,0.18244778,0.21349582,0.18598732,0.22013782
m_114,85.545,27.565,0.32430208,0.24502684,0.17182644,0.23212513,0.40439314,0.17305194,0.39416635
m_115,85.3193,27.636,0.2024386,0.20402652,0.18905847,0.18756855,0.21567288,0.19180134,0.21955141
m_116,85.2962,27.644,0.2298121,0.2188218,0.21880952,0.21538912,0.24375638,0.22032788,0.23884669
m_117,85.3027,27.643,0.2201526,0.2122066,0.20829873,0.20652224,0.23332714,0.20989364,0.22937101
m_118,85.3072,27.643,0.21358529,0.20764698,0.20180556,0.20067018,0.22604787,0.20338044,0.22280815
m_119,85.3572,27.627,0.21312383,0.1865953,0.18813474,0.19738209,0.23108862,0.17385934,0.21774556
m_12,84.8008,28.2189,0.29836106,0.2356438,0.10022758,0.15893343,0.35020703,0.11161267,0.3406892
m_120,85.5087,27.581,0.28149483,0.24795322,0.15509492,0.19721724,0.34239888,0.17181845,0.36070356
m_121,84.6047,27.987,0.36494607,0.28425312,0.1525681,0.21028233,0.46586564,0.17469135,0.49191493
m_122,85.3456,27.633,0.20839351,0.18373013,0.19156308,0.19653706,0.22346076,0.17566808,0.20950007
m_123,85.3284,27.639,0.18963882,0.19631687,0.18044388,0.17696846,0.20070952,0.18284959,0.20770302
m_124,85.3385,27.636,0.18736352,0.19455591,0.17480008,0.17341557,0.19924831,0.17787495,0.20731226
m_125,85.502,27.586,0.270091,0.24568298,0.15520258,0.19041862,0.32481822,0.17137893,0.3522139
m_126,85.5297,27.578,0.27971593,0.25376487,0.1545092,0.19061895,0.3386367,0.17213926,0.31758356
m_127,85.2999,27.655,0.21389884,0.210101,0.21294042,0.20530155,0.22216111,0.2128136,0.21956283
m_128,85.2966,27.658,0.21800913,0.2138683,0.22019508,0.21006688,0.22561732,0.21958102,0.22299774
m_129,85.3428,27.643,0.19474998,0.1785227,0.17001557,0.18569843,0.20549232,0.17219265,0.1946844
m_13,85.4578,27.9371,0.2610989,0.2253087,0.10106861,0.15207325,0.29790977,0.112239346,0.30828953
m_130,85.3064,27.655,0.20173213,0.20106523,0.20017193,0.19407861,0.20918807,0.2001172,0.20764506
m_131,85.5061,27.594,0.2676444,0.244121,0.15482159,0.1881728,0.32033506,0.17072354,0.34915522
m_132,85.3183,27.656,0.19983207,0.17366172,0.2022883,0.20181033,0.2064376,0.18190047,0.19011796
m_133,85.3263,27.655,0.19300163,0.1695584,0.19393812,0.19340132,0.1994889,0.1747639,0.18477164
m_134,84.607,28.01,0.30557987,0.27041113,0.101364,0.18217021,0.38491562,0.11853991,0.40470842
m_135,85.5284,27.593,0.2733989,0.24872234,0.15417501,0.18695909,0.32850468,0.17086773,0.30691385
m_136,85.3121,27.662,0.19868226,0.17807366,0.20696217,0.19978537,0.20355253,0.18549827,0.18921942
m_137,84.6188,28.0,0.32536075,0.27803448,0.10141762,0.19013171,0.41033068,0.11867282,0.405546
m_138,85.3043,27.668,0.20556326,0.18683177,0.21861662,0.20802286,0.20895721,0.19571942,0.19628727
m_139,84.6435,27.971,0.3755623,0.28309968,0.15277074,0.21917847,0.48511517,0.17490984,0.4917307
m_14,86.2435,27.622,0.21756919,0.16256051,0.095208116,0.112411976,0.14297833,0.09266423,0.21087658
m_140,85.3323,27.661,0.17225082,0.16974255,0.1655853,0.16825074,0.17666358,0.16596703,0.17314032
m_141,84.6272,27.995,0.3571326,0.28188643,0.15255786,0.20337537,0.4497269,0.17418979,0.40658104
m_142,85.319,27.667,0.18176694,0.1655676,0.19075039,0.18326251,0.18473622,0.17092416,0.17318745
m_143,85.5224,27.604,0.25498602,0.24397083,0.1540466,0.17772463,0.3028711,0.17006293,0.29763556
m_144,84.6258,28.002,0.35701346,0.28101316,0.15250544,0.20267396,0.44884843,0.1739437,0.4049096
m_145,85.538,27.602,0.27523288,0.24857433,0.1537401,0.186324,0.32996568,0.17041901,0.307849
m_146,85.3178,27.673,0.17406155,0.16018507,0.18486984,0.17632739,0.17557216,0.16556396,0.16595209
m_147,85.3334,27.668,0.16285987,0.16318169,0.15967986,0.16038767,0.16548039,0.16000721,0.1646542
