# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Kobayashi, Max_dist:250km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_10,85.5292,27.847,0.22331786,0.28940368,0.10374148,0.1865282,0.31146818,0.15286241,0.73254734
m_100,85.3206,27.613,0.21956661,0.24287477,0.19150406,0.21307398,0.24585868,0.22065996,0.3531997
m_101,85.3078,27.619,0.21973623,0.2453546,0.20148018,0.21353039,0.24256444,0.22877827,0.3459316
m_102,85.3021,27.625,0.22793627,0.2425272,0.20784064,0.2223212,0.2508793,0.23257619,0.33316046
m_103,84.5927,27.973,0.33878174,0.39175808,0.15895161,0.28070164,0.5067352,0.25862828,1.4728957
m_104,85.2983,27.629,0.22965053,0.24247943,0.21294948,0.22426476,0.25090334,0.23611335,0.32654265
m_105,85.33,27.621,0.20485221,0.22930485,0.18501104,0.19960238,0.22570041,0.20893425,0.3135466
m_106,85.3835,27.604,0.1964609,0.24487275,0.16802959,0.18838917,0.22566004,0.20373136,0.34564686
m_107,85.319,27.625,0.21267332,0.22991629,0.19243631,0.2078631,0.23301527,0.21490245,0.30866024
m_108,85.2989,27.634,0.22543111,0.23755133,0.21365665,0.22067045,0.24375626,0.23367727,0.30839753
m_109,85.2905,27.639,0.18910654,0.23685245,0.15129817,0.19445525,0.20060144,0.16826567,0.27084383
m_11,85.7222,27.7707,0.26114956,0.32620397,0.104191475,0.21010143,0.38275266,0.16176152,0.93913776
m_110,85.5326,27.567,0.27124426,0.32795632,0.15951231,0.23856904,0.36318287,0.23290259,0.7697498
m_111,85.5023,27.576,0.26058617,0.3116287,0.15997538,0.23230945,0.3421965,0.22680292,0.77707344
m_112,85.2991,27.64,0.2205347,0.23191826,0.2147322,0.21644387,0.23588157,0.23099305,0.28831336
m_113,85.3287,27.631,0.19696435,0.21720509,0.18397449,0.19302358,0.2135333,0.20223515,0.27707472
m_114,85.545,27.565,0.30606115,0.31160375,0.1773338,0.28448248,0.41593033,0.23463501,0.9228079
m_115,85.3193,27.636,0.2005686,0.21673028,0.19049346,0.1971085,0.21554919,0.20648834,0.26859555
m_116,85.2962,27.644,0.227614,0.22972058,0.22019331,0.22439596,0.24325119,0.23444636,0.2820428
m_117,85.3027,27.643,0.21840507,0.22312862,0.20963311,0.21548924,0.23295838,0.22345681,0.27150223
m_118,85.3072,27.643,0.21209031,0.21832858,0.2030848,0.20938663,0.22575988,0.21634974,0.2633128
m_119,85.3572,27.627,0.21010691,0.20136173,0.19003484,0.21091771,0.23079677,0.19184248,0.28593972
m_12,84.8008,28.2189,0.26231158,0.32442448,0.104524046,0.20653693,0.3982096,0.16503686,1.0401219
m_120,85.5087,27.581,0.26627845,0.3098766,0.15960929,0.23722742,0.3528392,0.22641893,0.7796992
m_121,84.6047,27.987,0.3331038,0.38937175,0.15889113,0.27311558,0.49666688,0.25777662,1.4605561
m_122,85.3456,27.633,0.20638283,0.19601414,0.19319312,0.20820597,0.22302613,0.1908985,0.2634851
m_123,85.3284,27.639,0.18840654,0.20793852,0.18171442,0.18549456,0.2007614,0.19576661,0.25041682
m_124,85.3385,27.636,0.18567787,0.20704398,0.17614967,0.1823825,0.19936176,0.19169246,0.25472742
m_125,85.502,27.586,0.25594333,0.30559584,0.15959947,0.2279868,0.33478698,0.22419545,0.7459333
m_126,85.5297,27.578,0.26327553,0.32110724,0.15924393,0.23131011,0.35022315,0.23012303,0.7344106
m_127,85.2999,27.655,0.2127653,0.21674712,0.21378557,0.21070793,0.22183852,0.22132418,0.24360076
m_128,85.2966,27.658,0.2173246,0.22005893,0.22097391,0.21526402,0.22539906,0.22738716,0.24433261
m_129,85.3428,27.643,0.19330621,0.18741085,0.17110895,0.19385561,0.20523946,0.18323784,0.23103651
m_13,85.4578,27.9371,0.23322338,0.29563665,0.10473968,0.18962693,0.33357745,0.15656283,0.79982406
m_130,85.3064,27.655,0.2011672,0.20768423,0.20096506,0.1994785,0.2090619,0.20802732,0.23032428
m_131,85.5061,27.594,0.2536143,0.30353364,0.15918954,0.22523035,0.3308494,0.2230533,0.73687917
m_132,85.3183,27.656,0.19910151,0.17778364,0.20298888,0.20648731,0.2053869,0.18837632,0.20906177
m_133,85.3263,27.655,0.19221593,0.17393105,0.19464864,0.1981538,0.19853108,0.18132243,0.20434031
m_134,84.607,28.01,0.27801648,0.37209567,0.10562183,0.23674107,0.41364568,0.17510834,1.2352501
m_135,85.5284,27.593,0.25788078,0.31350195,0.1587971,0.22623794,0.34111017,0.22690827,0.6969033
m_136,85.3121,27.662,0.19831096,0.18118301,0.20747563,0.20333992,0.20274374,0.19026783,0.20257701
m_137,84.6188,28.0,0.29656646,0.38263777,0.10568205,0.24735577,0.44049007,0.17535347,1.2389265
m_138,85.3043,27.668,0.2051064,0.18852496,0.21893498,0.21004431,0.20811576,0.19879931,0.20456651
m_139,84.6435,27.971,0.34361956,0.38728154,0.15909766,0.2847938,0.5164694,0.25800955,1.4583828
m_14,86.2435,27.622,0.2345267,0.28696075,0.10304498,0.18345325,0.28616863,0.15574619,0.8914664
m_140,85.3323,27.661,0.17188708,0.17363872,0.16605721,0.1716023,0.17653924,0.1706201,0.18674949
m_141,84.6272,27.995,0.32523257,0.38651142,0.15888476,0.26417446,0.48175085,0.25701857,1.2393534
m_142,85.319,27.667,0.18181255,0.16763505,0.19108236,0.18578625,0.18416326,0.17401898,0.18179587
m_143,85.5224,27.604,0.24052587,0.30531982,0.15850629,0.213481,0.31467226,0.22369288,0.65783566
m_144,84.6258,28.002,0.32478172,0.38525024,0.15883163,0.26320568,0.48159787,0.2566547,1.2341218
m_145,85.538,27.602,0.25848645,0.31337357,0.15838005,0.22536518,0.34355527,0.22675358,0.7025164
m_146,85.3178,27.673,0.17425789,0.1611476,0.18503585,0.17774458,0.17516038,0.16717452,0.17034718
m_147,85.3334,27.668,0.16261901,0.16547117,0.15995647,0.16227505,0.16548105,0.16272098,0.17244375
m_148,85.3231,27.673,0.16887036,0.15682682,0.1790755,0.17188208,0.16989028,0.16204046,0.16609283
m_149,85.3111,27.677,0.17374763,0.17319652,0.17278445,0.17391863,0.17472698,0.17332307,0.17524615
m_15,86.2538,27.602,0.2274509,0.27744138,0.10265815,0.17771594,0.2667835,0.15326191,0.85367274
m_150,85.3341,27.671,0.1589587,0.16242382,0.15733825,0.15851131,0.1612253,0.15962204,0.16765848
m_151,85.3881,27.654,0.17686048,0.18654801,0.15824737,0.17264563,0.19041687,0.17187005,0.23012802
m_152,84.6152,28.03,0.28724736,0.37554553,0.105537124,0.23957989,0.42818797,0.17429705,1.218611
m_153,85.3327,27.676,0.16528948,0.14321516,0.17135605,0.17491467,0.16547093,0.15571176,0.117019564
m_154,85.3075,27.685,0.17497733,0.1393204,0.19485645,0.22194889,0.17816573,0.17702658,0.1333236
m_155,85.2262,27.714,0.2761048,0.29262304,0.26660225,0.25321358,0.3105125,0.31211418,0.4299039
m_156,85.3228,27.684,0.15202047,0.15460907,0.15148085,0.15135245,0.15188989,0.15283938,0.15710023
m_157,85.3114,27.688,0.16653214,0.17128292,0.16568919,0.16512579,0.16621143,0.16853648,0.17733039
