# 20150425_M7.8_Gorkha median gmf, Stations:All_Panjamani_USGS, gmlt:Adjusted, Rupture:Kobayashi, Max_dist:250km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_1000,84.541,27.911,0.20858651,0.20979953,0.18707985,0.20173933,0.21349098,0.19664703,0.24783888
m_1001,87.256,26.399,0.06336802,0.04117948,0.08002005,0.048441283,0.050098717,0.05449563,0.016985608
m_1002,85.496,24.646,0.024961168,0.017161852,0.033738855,0.02582182,0.0154302,0.024548216,0.0039127027
m_1003,82.59,27.19,0.051953785,0.037433162,0.06262294,0.04321877,0.042660598,0.046735615,0.017980263
m_1004,81.024,25.642,0.009742406,0.008018749,0.013969947,0.015796443,0.004408822,0.01368219,0.00165987
m_1005,86.397,25.836,0.0653421,0.04251017,0.08282886,0.04964898,0.05189647,0.056392334,0.017974792
m_1006,87.649,26.162,0.04774385,0.031948745,0.055776075,0.0398335,0.03651229,0.039674588,0.011049123
m_1008,86.252,26.268,0.09779143,0.06649332,0.12286867,0.072143756,0.08220139,0.08699049,0.03977491
m_1009,86.567,25.962,0.06889466,0.044903,0.08693399,0.05191414,0.05524021,0.059304386,0.01968566
m_1010,81.771,24.834,0.01173751,0.009488181,0.014750659,0.018187903,0.005334911,0.013116731,0.0011042748
m_1011,83.492,26.452,0.047532797,0.03383,0.05773409,0.038927674,0.038998388,0.042557877,0.016193023
m_1012,84.072,26.676,0.08546458,0.05743746,0.10766075,0.063303374,0.07104916,0.075277545,0.031044979
m_1013,80.871,25.724,0.012219742,0.009798258,0.014997825,0.018612988,0.0056084613,0.013268321,0.00113188
m_1014,82.913,25.109,0.01873225,0.01350657,0.025311321,0.022197468,0.010452735,0.019482978,0.0024965531
m_1015,87.475,26.296,0.05302494,0.034538664,0.066425614,0.04227493,0.040615845,0.04553483,0.012610757
m_1016,88.599,24.365,0.0111442655,0.009082836,0.014699513,0.017577358,0.005029668,0.013085336,0.0010985957
m_1017,82.924,27.345,0.07327869,0.0482567,0.088998094,0.05527712,0.06015306,0.061728597,0.028087882
m_1018,82.085,26.408,0.027136208,0.018998276,0.036724005,0.027131027,0.017808916,0.026926741,0.005197367
m_1019,86.923,25.398,0.04114811,0.026693491,0.051125813,0.035304736,0.029271698,0.03527239,0.00768918
m_1020,85.203,25.609,0.05530651,0.04771485,0.054262597,0.05076019,0.05143004,0.048462488,0.03295687
m_1021,81.089,25.576,0.012708397,0.0100736525,0.01574558,0.01888456,0.0059448336,0.013725546,0.0012168753
m_1022,85.328,25.648,0.05181863,0.03838164,0.065145895,0.043844707,0.04269477,0.049288236,0.019956607
m_1023,85.687,25.903,0.07199871,0.04768666,0.09240691,0.05402554,0.058317572,0.06354605,0.022620417
m_1025,81.331,27.26,0.026249405,0.017876936,0.030221,0.027261982,0.01599533,0.022461701,0.0033246265
m_1026,83.61,26.429,0.054647025,0.037183292,0.06808154,0.043280303,0.04392428,0.04820089,0.016515309
m_1027,86.158,25.11,0.037679438,0.024696141,0.048326083,0.033225458,0.026258657,0.033512544,0.007001466
m_1028,86.585,26.007,0.07272982,0.047125004,0.089384496,0.054474078,0.05892164,0.061065104,0.02075608
m_1029,87.94,26.237,0.040080212,0.02989448,0.046716016,0.036322486,0.03161283,0.03630944,0.012709346
m_1031,82.668,25.978,0.034154814,0.022392554,0.040070277,0.031600896,0.022802865,0.028408088,0.0051670587
m_1032,80.785,26.869,0.017384773,0.012826018,0.020183409,0.022089088,0.009065208,0.016410165,0.0017671237
m_1033,86.283,26.281,0.100108474,0.06744323,0.123110145,0.07406655,0.0846919,0.08719064,0.050334603
m_1034,80.893,26.829,0.017663212,0.012954464,0.021349363,0.022059133,0.009366219,0.017110689,0.0019246625
m_1035,84.744,25.595,0.04578921,0.030932263,0.056547064,0.038780015,0.034495354,0.040161863,0.010931728
m_1036,84.273,26.38,0.06987889,0.046310864,0.09091653,0.052619785,0.056276962,0.062366344,0.021743868
m_1037,83.736,27.093,0.096662104,0.07331392,0.113784105,0.077280395,0.085633725,0.08933015,0.054876607
m_1038,86.051,26.556,0.13517931,0.09855968,0.16487797,0.10440659,0.11665943,0.12629837,0.0819418
m_1039,79.913,27.051,0.010778351,0.009026782,0.0124044735,0.017968133,0.004600628,0.011664159,0.0008548599
m_1040,85.541,26.281,0.09953655,0.068018794,0.12460319,0.07361769,0.083949216,0.08869441,0.041530985
m_1041,85.239,24.367,0.018620387,0.013417024,0.026811767,0.021876318,0.010534645,0.020381715,0.0037476898
m_1042,85.683,26.121,0.08718011,0.058915973,0.11176174,0.06433797,0.072336905,0.078121394,0.032733504
m_1043,82.651,27.345,0.05717596,0.04010562,0.06918994,0.046082847,0.046973705,0.05047001,0.019035324
m_1044,87.803,24.796,0.020972967,0.014840055,0.025447907,0.023985995,0.011884536,0.019564884,0.002517443
m_1045,85.061,26.484,0.09369498,0.0691545,0.11474756,0.07310271,0.08118223,0.086846024,0.046636615
m_1046,86.071,26.346,0.10819974,0.07561068,0.13679121,0.080328755,0.09158813,0.09901522,0.050855067
m_1047,82.965,27.189,0.07012691,0.04643804,0.08617056,0.053244293,0.05721981,0.05984938,0.021263663
m_1048,84.959,26.439,0.08620588,0.0632752,0.106383204,0.06742212,0.07425265,0.0798377,0.040235344
m_1049,85.374,26.472,0.11112732,0.07793065,0.1371018,0.08351237,0.09503078,0.10044857,0.05347379
m_1050,82.55,26.682,0.043643754,0.029091915,0.053763673,0.036941454,0.032447852,0.037828278,0.009727425
m_1051,87.637,26.141,0.04519005,0.030523984,0.05570814,0.03811271,0.034179393,0.03955367,0.010903889
m_1052,84.184,25.132,0.029894225,0.0199439,0.035583843,0.029148983,0.019136934,0.025667382,0.004259955
m_1053,81.688,27.8,0.033108927,0.02205356,0.039395843,0.030980209,0.022187006,0.028224096,0.005316818
m_1054,81.961,27.133,0.035854794,0.025580822,0.042102665,0.033270564,0.026255285,0.031736847,0.008426333
