# 20150425_M7.8_Gorkha median gmf, Stations:All_Panjamani_USGS, gmlt:Adjusted, Rupture:Kobayashi, Max_dist:150km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_1000,84.541,27.911,0.20980196,0.20699883,0.19069763,0.20178376,0.21190727,0.19694942,0.2302728
m_1001,87.256,26.399,0.06554479,0.037532035,0.0911313,0.048477966,0.047825284,0.055020217,0.010263413
m_1002,85.496,24.646,0.025913397,0.015669066,0.03840656,0.025858467,0.014692995,0.024803694,0.0023791776
m_1003,82.59,27.19,0.056161363,0.0320305,0.07792225,0.04294274,0.039644133,0.047067422,0.0077783037
m_1004,81.024,25.642,0.010125245,0.007322198,0.015901553,0.015819985,0.0041933027,0.013825075,0.0010097105
m_1005,86.397,25.836,0.06760031,0.038815893,0.094283484,0.049721755,0.049627673,0.056980614,0.010932876
m_1006,87.649,26.162,0.04893085,0.027617896,0.06433923,0.039014403,0.033227593,0.039114654,0.0055412175
m_1008,86.252,26.268,0.10091337,0.060721975,0.13983874,0.072249904,0.078814276,0.08789722,0.024207262
m_1009,86.567,25.962,0.07124967,0.041001566,0.09895449,0.051990833,0.05284696,0.059923053,0.011974167
m_1010,81.771,24.834,0.012192694,0.008664003,0.016790187,0.018215012,0.005076269,0.013253714,0.00067174394
m_1011,83.492,26.452,0.05953527,0.03516626,0.0819995,0.045328684,0.04363242,0.05086726,0.009957356
m_1012,84.072,26.676,0.08859862,0.05264319,0.12296215,0.0636011,0.06831501,0.07632881,0.018987078
m_1013,80.871,25.724,0.012692513,0.008947134,0.017071547,0.018640729,0.005336954,0.013406884,0.00068853213
m_1014,82.913,25.109,0.019454187,0.012333361,0.028811138,0.022230601,0.009949612,0.019686496,0.0015186829
m_1015,87.475,26.296,0.05479592,0.031181522,0.07583254,0.042145964,0.03841085,0.045779962,0.0073674917
