STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
0CAN,CANTIANO,12.6308,43.472301,seismic,0.002936,0.0,C (inferred from geology),841.0,inferred_USGS,841.0
ACC,ACCUMOLI,13.242,42.695999,seismic,0.087838,0.0,A (inferred from geology),1000.0,inferred_USGS,1000.0
ACT,ACQUASANTA TERME,13.4125,42.771301,seismic,0.072333,0.0,D (inferred from geology),1000.0,inferred_USGS,1000.0
AMT,AMATRICE,13.286176,42.63246,seismic,0.319219,0.0,B,670.0,B,1000.0
ANT,ANTRODOCO,13.078598,42.41811,seismic,0.010239,0.0,A,912.0,A,1000.0
APEC,APECCHIO,12.41991,43.55846,seismic,0.001577,0.0,C (inferred from geology),1000.0,inferred_USGS,1000.0
AQA,L AQUILA   V. ATERNO    F. ATERNO,13.339298,42.37553,seismic,0.041347,0.0,B,549.0,B,820.0
AQF,L AQUILA   V. ATERNO    FERRIERA,13.35474,42.380539,seismic,0.064868,0.0,B (inferred from geology),1000.0,inferred_USGS,1000.0
AQG,L AQUILA   V. ATERNO    COLLE GRILLI,13.337026,42.373474,seismic,0.057398,0.0,B,696.0,B,804.0
AQK,L AQUILA   V. ATERNO   AQUIL PARK ING.,13.400949,42.344967,seismic,0.024465,0.0,B,705.0,B,600.0
AQU,L AQUILA  ITALY,13.405,42.354,seismic,0.021162,0.0,B (inferred from geology),628.0,inferred_USGS,628.0
AQV,L AQUILA   V. ATERNO   CENTRO VALLE,13.343888,42.377222,seismic,0.064453,0.0,B,474.0,B,820.0
ASP,ASCOLI PICENO,13.6479,42.848,seismic,0.10518,0.0,B,599.0,B,993.0
ASS,ASSISI,12.604141,43.074982,seismic,0.008665,0.0,A (inferred from geology),623.0,inferred_USGS,623.0
ATCC,AVT   CASA CASTALDA,12.63994,43.18514,seismic,0.006045,0.0,E,653.0,E,1000.0
