STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
HKD110,HKD110,142.7673,42.1678,seismic,293,5.5,0.63,0,0.036037,0,5.5174,0,0.052479,0,0.05866,0,0.020831,inferred,Stations_USGS
KNG009,KNG009,139.3618,35.4424,seismic,166.3,6.2,0.63,0,0.154532,0,14.965,0,0.402421,0,0.160615,0,0.028312,inferred,Stations_USGS
SZOH32,SZOH32,137.8409,35.0086,seismic,775.5,4.7,0.63,0,0.005934,0,5.1537,0,0.016452,0,0.011438,0,0.009069,inferred,Stations_USGS
TCGH11,TCGH11,139.7694,36.7084,seismic,408.5,6.4,0.63,0,0.470692,0,17.915,0,1.102519,0,0.081386,0,0.033987,inferred,Stations_USGS
HKD121,HKD121,141.8553,43.3332,seismic,391.2,4.6,0.63,0,0.012694,0,4.8098,0,0.019555,0,0.024918,0,0.018835,inferred,Stations_USGS
NIG012,NIG012,139.4772,37.6863,seismic,641.3,6,0.63,0,0.08789,0,12.3241,0,0.193934,0,0.147907,0,0.072843,inferred,Stations_USGS
NGNH07,NGNH07,138.3792,36.7403,seismic,386.2,4.6,0.63,0,0.019531,0,4.639,0,0.015049,0,0.018267,0,0.006099,inferred,Stations_USGS
AOMH02,AOMH02,140.8567,41.4049,seismic,641.3,5,0.63,0,0.010194,0,2.6092,0,0.021999,0,0.011922,0,0.006245,inferred,Stations_USGS
NIGH13,NIGH13,138.3966,37.0544,seismic,400.3,5.5,0.63,0,0.014283,0,7.2933,0,0.019322,0,0.027795,0,0.017463,inferred,Stations_USGS
EHMH13,EHMH13,132.1157,33.3719,seismic,760,3.9,0.63,0,0.000859,0,2.3804,0,0.000866,0,0.001017,0,0.001875,inferred,Stations_USGS
ISKH04,ISKH04,136.7176,37.1902,seismic,455.6,4.5,0.63,0,0.003274,0,4.5148,0,0.004563,0,0.008412,0,0.003155,inferred,Stations_USGS
AKTH19,AKTH19,140.471,39.1913,seismic,326.6,5.9,0.63,0,0.069369,0,11.9112,0,0.232811,0,0.077731,0,0.039831,inferred,Stations_USGS
OITH03,OITH03,131.6856,33.4736,seismic,760,2.8,0.63,0,0.000347,0,0.4145,0,0.000362,0,0.000694,0,0.000554,inferred,Stations_USGS
KNG206,KNG206,139.3778,35.0966,seismic,600,8.4,0.63,0,0.373603,0,72.8706,0,0.632986,0,0.763836,0,0.324713,inferred,Stations_USGS
NIGH17,NIGH17,138.0966,36.8569,seismic,510.4,5,0.63,0,0.009852,0,4.1562,0,0.014383,0,0.024189,0,0.014668,inferred,Stations_USGS
AOM010,AOM010,141.1416,40.8721,seismic,270.6,6.6,0.63,0,0.12852,0,20.3433,0,0.362358,0,0.135366,0,0.112605,inferred,Stations_USGS
SIT003,SIT003,139.6968,36.072,seismic,149.4,7.3,0.63,0,0.206305,0,33.3405,0,0.668843,0,0.366296,0,0.125605,inferred,Stations_USGS
HKD129,HKD129,141.6057,42.6344,seismic,260.2,5.7,0.63,0,0.02512,0,10.1345,0,0.04019,0,0.064621,0,0.035286,inferred,Stations_USGS
HKD120,HKD120,141.6635,43.3443,seismic,413.9,4.9,0.63,0,0.010905,0,5.9492,0,0.028886,0,0.024261,0,0.015397,inferred,Stations_USGS
SMNH08,SMNH08,132.4208,34.8801,seismic,760,3.7,0.63,0,0.000581,0,1.3462,0,0.000578,0,0.000697,0,0.001591,inferred,Stations_USGS
TYM008,TYM008,137.2831,36.6086,seismic,345.7,4.3,0.63,0,0.008911,0,3.8657,0,0.014993,0,0.011153,0,0.009224,inferred,Stations_USGS
AOMH09,AOMH09,140.3499,40.6199,seismic,510.4,5.6,0.63,0,0.029058,0,10.0296,0,0.087524,0,0.030025,0,0.022158,inferred,Stations_USGS
HKD179,HKD179,141.5171,43.2237,seismic,391.7,5.2,0.63,0,0.01449,0,7.4036,0,0.019917,0,0.043548,0,0.027064,inferred,Stations_USGS
AOM005,AOM005,141.1972,41.2948,seismic,239.1,6,0.63,0,0.063095,0,12.5823,0,0.150349,0,0.144586,0,0.056695,inferred,Stations_USGS
HKD094,HKD094,143.2408,43.1694,seismic,341.2,5.4,0.63,0,0.019874,0,7.742,0,0.022612,0,0.041534,0,0.069849,inferred,Stations_USGS
NIGH05,NIGH05,139.2788,37.9759,seismic,166.5,6.4,0.63,0,0.03332,0,17.7064,0,0.051241,0,0.084806,0,0.060335,inferred,Stations_USGS
ISK012,ISK012,136.6045,36.3575,seismic,499.6,3.9,0.63,0,0.003589,0,1.9234,0,0.002403,0,0.002828,0,0.002537,inferred,Stations_USGS
KGWH04,KGWH04,134.3043,34.2264,seismic,760,3.9,0.63,0,0.000972,0,1.8889,0,0.000979,0,0.001213,0,0.001542,inferred,Stations_USGS
WKYH08,WKYH08,135.4483,34.3228,seismic,775.5,null,null,,,,,,,,,,,inferred,Stations_USGS
ISK003,ISK003,136.9083,37.3919,seismic,641.3,4.6,0.63,0,0.005561,0,3.0589,0,0.005908,0,0.01119,0,0.008265,inferred,Stations_USGS
AOM016,AOM016,140.499,40.6018,seismic,298.2,6.1,0.63,0,0.03369,0,12.1226,0,0.065378,0,0.065183,0,0.049293,inferred,Stations_USGS
YMT011,YMT011,140.2674,38.1502,seismic,641.3,6.5,0.63,0,0.136107,0,18.2976,0,0.304134,0,0.266541,0,0.035254,inferred,Stations_USGS
IWT012,IWT012,141.1378,39.3209,seismic,411.9,7.6,0.63,0,0.601902,0,40.8521,0,2.758239,0,0.354303,0,0.033956,inferred,Stations_USGS
TYMH07,TYMH07,137.0392,36.4406,seismic,641.3,4,0.63,0,0.004479,0,2.41,0,0.014656,0,0.00288,0,0.003058,inferred,Stations_USGS
OSK002,OSK002,135.5958,34.8573,seismic,390.4,4.3,0.63,0,0.005432,0,2.4483,0,0.006081,0,0.015597,0,0.007785,inferred,Stations_USGS
TYM011,TYM011,137.385,36.5781,seismic,405.6,4.1,0.63,0,0.011969,0,3.0592,0,0.017172,0,0.006092,0,0.004827,inferred,Stations_USGS
IBR006,IBR006,140.4528,36.369,seismic,256.4,7.3,0.63,0,0.80197,0,31.2826,0,1.125487,0,0.390197,0,0.091185,inferred,Stations_USGS
NGN010,NGN010,138.4357,36.3281,seismic,317,5.6,0.63,0,0.031343,0,8.189,0,0.074252,0,0.101954,0,0.024118,inferred,Stations_USGS
YMNH11,YMNH11,138.9777,35.6247,seismic,641.3,6.2,0.63,0,0.114254,0,12.348,0,0.332221,0,0.145162,0,0.030175,inferred,Stations_USGS
ABSH01,ABSH01,142.8444,44.5276,seismic,641.3,3.9,0.63,0,0.001463,0,1.8321,0,0.001763,0,0.002749,0,0.003308,inferred,Stations_USGS
SBSH04,SBSH04,140.6219,42.9758,seismic,317.7,4,0.63,0,0.003035,0,2.5779,0,0.005291,0,0.005587,0,0.003171,inferred,Stations_USGS
HKD113,HKD113,143.3153,42.1287,seismic,775.5,5.1,0.63,0,0.007821,0,6.8776,0,0.00951,0,0.014313,0,0.008184,inferred,Stations_USGS
NPP1,Onagawa_NPP,141.501,38.3998,seismic,260.2,null,null,0,0.707,,,,,,,,,inferred,Stations_USGS
HKD073,HKD073,145.6003,43.3327,seismic,265.5,3.7,0.63,0,0.016483,0,1.7637,0,0.02304,0,0.005237,0,0.002496,inferred,Stations_USGS
FKS026,FKS026,139.5386,37.266,seismic,478.8,5.7,0.63,0,0.073226,0,8.4341,0,0.201808,0,0.042878,0,0.038755,inferred,Stations_USGS
NIG026,NIG026,138.2507,37.0228,seismic,319.4,5.1,0.63,0,0.010922,0,5.8024,0,0.025253,0,0.018578,0,0.020967,inferred,Stations_USGS
YMT001,YMT001,139.8127,38.914,seismic,600,7.4,0.63,0,0.055892,0,36.2275,0,0.081201,0,0.148414,0,0.115183,inferred,Stations_USGS
KNG003,KNG003,139.6579,35.2727,seismic,370.2,6.2,0.63,0,0.04329,0,12.1838,0,0.092504,0,0.042925,0,0.051463,inferred,Stations_USGS
TTRH05,TTRH05,134.3426,35.5729,seismic,760,3.6,0.63,0,0.000732,0,1.1717,0,0.00083,0,0.000953,0,0.000803,inferred,Stations_USGS
SMN005,SMN005,132.7449,35.3611,seismic,760,3.7,0.63,0,0.002494,0,1.7643,0,0.002695,0,0.008822,0,0.003444,inferred,Stations_USGS
HKD017,HKD017,141.7664,44.5323,seismic,190.9,4.6,0.63,0,0.004539,0,4.5417,0,0.00461,0,0.006108,0,0.012172,inferred,Stations_USGS
KGWH01,KGWH01,133.9493,34.2186,seismic,760,3.9,0.63,0,0.000994,0,1.8783,0,0.001039,0,0.001213,0,0.002133,inferred,Stations_USGS
NGNH12,NGNH12,138.4797,35.9696,seismic,297.8,5.8,0.63,0,0.060301,0,8.1742,0,0.100072,0,0.131634,0,0.024798,inferred,Stations_USGS
NGNH14,NGNH14,137.6261,35.3095,seismic,775.5,4.7,0.63,0,0.00969,0,3.6769,0,0.014838,0,0.017306,0,0.007301,inferred,Stations_USGS
GIF008,GIF008,137.26,35.9515,seismic,775.5,4.1,0.63,0,0.007913,0,3.3155,0,0.007752,0,0.004908,0,0.003906,inferred,Stations_USGS
NAR004,NAR004,135.9512,34.528,seismic,400.4,4.1,0.63,0,0.002768,0,2.2356,0,0.002878,0,0.00411,0,0.007032,inferred,Stations_USGS
NGN014,NGN014,138.4844,36.0956,seismic,775.5,4.8,0.63,0,0.064654,0,4.4821,0,0.072768,0,0.030673,0,0.009449,inferred,Stations_USGS
AKT017,AKT017,140.5629,39.2975,seismic,328.2,6,0.63,0,0.057705,0,12.8053,0,0.237499,0,0.081265,0,0.052632,inferred,Stations_USGS
AIC014,AIC014,137.22,34.8263,seismic,436.8,4.4,0.63,0,0.004912,0,3.8354,0,0.009818,0,0.011118,0,0.004641,inferred,Stations_USGS
SBSH07,SBSH07,140.8084,42.763,seismic,290.1,4.5,0.63,0,0.010987,0,4.3811,0,0.030683,0,0.031895,0,0.00899,inferred,Stations_USGS
IBRH12,IBRH12,140.3181,36.8369,seismic,442.6,7.2,0.63,0,0.616358,0,30.2382,0,1.81,0,0.199045,0,0.029188,inferred,Stations_USGS
SBSH10,SBSH10,140.1557,42.7797,seismic,421.6,4.4,0.63,0,0.002805,0,3.9008,0,0.003238,0,0.004743,0,0.006455,inferred,Stations_USGS
IBRH16,IBRH16,140.3976,36.6405,seismic,641.3,7.4,0.63,0,0.596099,0,37.3354,0,2.082367,0,0.252361,0,0.030592,inferred,Stations_USGS
