# 20110511_M5.1_Lorca median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,ZhaoEtAl2016Asc
s_0,-1.0012000000000114,37.5868,0.0065473267,0.012684574,0.019943513
s_1,-4.349899999999991,39.5446,0.00032961933,0.0005106883,0.0006568677
s_10,-1.8799999999999955,37.297,0.01072269,0.020293603,0.026948165
s_11,-1.877999999999986,37.844,0.030077359,0.05381065,0.06818307
s_12,-0.6829999999999927,37.978,0.0039810715,0.007067449,0.009162089
s_13,-0.6570000000000107,38.019,0.003108821,0.005735908,0.010176387
s_14,-2.0080000000000098,38.356,0.0037663793,0.007372066,0.010310847
s_15,-0.17900000000000205,38.967,0.0010786273,0.0017049371,0.002909028
s_16,-3.5999999999999943,37.176,0.0009918126,0.0016730761,0.0033400618
s_17,-1.703000000000003,38.512,0.0032696717,0.0061722035,0.011250201
s_18,-1.943000000000012,37.389,0.013430206,0.025382364,0.032309067
s_19,-0.9350000000000023,38.087,0.004879058,0.008997652,0.013943324
s_2,-1.6999999999999886,37.68,0.19068223,0.3850131,0.5525186
s_20,-0.8669999999999902,38.061,0.004815828,0.00871729,0.013066709
s_21,-3.766999999999996,40.332,0.0003679858,0.00051454635,0.0006375744
s_22,-0.9470000000000027,38.086,0.004507207,0.008525577,0.014190035
s_23,-0.8650000000000091,37.992,0.004572337,0.008557991,0.013909124
s_24,-1.1550000000000011,37.941,0.008641788,0.016586002,0.023898618
s_25,-1.2090000000000032,37.929,0.010781086,0.020396858,0.02702615
s_26,-0.5550000000000068,38.193,0.0024102349,0.0043325913,0.007895529
s_27,-2.318000000000012,38.368,0.002595277,0.0050822673,0.007910086
s_28,-0.7460000000000093,38.309,0.0025673357,0.004701277,0.008704171
s_29,-1.8029999999999973,37.225,0.0091744745,0.017239237,0.023259765
s_3,-1.6990000000000123,37.677,0.18980567,0.38195658,0.54715085
s_30,-0.8259999999999934,37.673,0.005897742,0.010655,0.012591006
s_31,-3.3710000000000093,38.011,0.0012421707,0.0021959194,0.003449775
s_32,-0.7959999999999923,38.479,0.0022410909,0.0040353555,0.007531495
s_33,-3.789999999999992,37.765,0.00086149585,0.0014740047,0.0023306322
s_34,-0.5860000000000127,38.959,0.001393133,0.002241357,0.0037852507
s_35,-1.093999999999994,38.87,0.0016485046,0.0028702586,0.005461179
s_36,-0.8789999999999907,38.123,0.0034041805,0.0065954714,0.009310034
s_37,-1.8559999999999945,38.996,0.0017505367,0.0029302,0.0050885417
s_38,-3.929000000000002,37.46,0.000828277,0.0013628199,0.0026530984
s_39,-3.828000000000003,40.352,0.00038521833,0.0005271875,0.0006106903
s_4,-1.6999999999999886,37.677,0.1893022,0.37751547,0.5393773
s_40,-0.4730000000000132,38.698,0.0012842187,0.0022503966,0.004603014
s_41,-0.4830000000000041,38.345,0.0018293655,0.0032850385,0.0064459792
s_42,-2.4639999999999986,36.839,0.0023353037,0.004100226,0.007221256
s_43,-0.7920000000000016,38.11,0.004597506,0.008026868,0.009538558
s_44,-0.4350000000000023,39.149,0.0012546176,0.0018979606,0.0024140738
s_45,-3.468999999999994,37.99,0.0010900833,0.0019301226,0.0031313002
s_46,-3.7760000000000105,38.095,0.0008640386,0.0014596179,0.0022433125
s_47,-0.8379999999999939,38.078,0.004296135,0.007834393,0.012349163
s_48,-3.687999999999988,40.408,0.00027367368,0.00041037044,0.0004618534
s_49,-2.312999999999988,36.832,0.0023627053,0.004281476,0.007961534
s_5,-1.4339999999999975,37.842,0.026191285,0.048015676,0.060276896
s_50,-4.4199999999999875,36.72,0.00059210183,0.0008753874,0.0013370697
s_51,-0.6059999999999945,38.823,0.0012877644,0.0022274808,0.0044379146
s_52,-3.7709999999999866,40.238,0.00040496397,0.0005622412,0.0006901109
s_53,-2.312000000000012,37.386,0.005032169,0.009959487,0.013130907
s_54,-3.5720000000000027,40.014,0.00041230238,0.00060877204,0.0009153676
s_55,-4.102000000000004,36.783,0.0006721729,0.001039395,0.001781657
s_56,-5.99199999999999,37.386,0.00039025693,0.00049921847,0.00038280824
s_57,-4.562000000000012,37.563,0.00053483906,0.00083819235,0.0011286328
s_58,-0.3160000000000025,39.202,0.0011547168,0.001721754,0.002146042
s_59,-3.9579999999999984,37.768,0.0008058204,0.0013334575,0.0019781783
s_6,-1.4939999999999998,38.04,0.012856422,0.024698285,0.03364211
s_60,-3.4790000000000134,40.459,0.0004462109,0.0005935781,0.00054008205
s_61,-0.3760000000000048,39.475,0.000929839,0.0013654893,0.0016878232
s_62,-3.6779999999999973,40.175,0.0004109469,0.0005808933,0.0007588401
s_63,-0.86099999999999,38.63,0.0018745213,0.0033695218,0.006582149
s_64,-3.634999999999991,38.092,0.0010134644,0.0017153067,0.0034348723
s_65,-0.40100000000001046,38.428,0.0017856172,0.003063209,0.0055515436
s_66,-0.6980000000000075,38.267,0.002957776,0.005214206,0.008637535
s_67,-2.406000000000006,36.84,0.002601759,0.0045156167,0.007546057
s_68,-3.5660000000000025,40.426,0.00032598703,0.0004702693,0.00047673975
s_69,-3.3689999999999998,40.48,0.00041259348,0.00056256173,0.00065074203
s_7,-1.8230000000000075,37.18,0.006900689,0.013320741,0.020515379
s_70,-3.438999999999993,40.301,0.00030465794,0.00046406142,0.00056008995
s_71,-0.5200000000000102,38.842,0.0011479538,0.0019945698,0.0030807431
s_72,-3.0010000000000048,37.912,0.0016766851,0.0032065124,0.005409531
s_73,-3.9310000000000116,38.986,0.0008078241,0.0011732747,0.0014269751
s_74,-4.780000000000001,37.88,0.00053609087,0.0007991248,0.0012497472
s_75,-2.0740000000000123,37.648,0.016521387,0.031193811,0.039785467
s_76,-1.252999999999986,38.083,0.008871655,0.016506799,0.022002501
s_77,-1.1289999999999907,37.99,0.008989845,0.016569493,0.017965157
s_78,-1.4259999999999877,37.853,0.021129496,0.0402338,0.042021144
s_79,-1.858000000000004,37.243,0.009164005,0.017307911,0.023671271
s_8,-0.8079999999999927,38.249,0.0029355611,0.0054449607,0.009924092
s_80,-2.296999999999997,37.354,0.006032124,0.011337415,0.017182093
s_81,-1.4180000000000064,38.236,0.005989889,0.011608199,0.018750181
s_82,-1.240000000000009,37.842,0.010275078,0.020830553,0.024763975
s_9,-0.8950000000000102,38.063,0.004504622,0.008386678,0.0135553805
t_0,-3.4686299999999903,36.69725,0.0008401016,0.0014043886,0.0021184587
t_1,-3.42371,36.69725,0.0009118063,0.0015087306,0.0029307464
t_10,-2.3457400000000064,36.84117,0.0023592378,0.0042625554,0.007887451
t_100,-3.064390000000003,36.84117,0.0011329259,0.0020223784,0.0033064934
t_1000,-1.2228399999999908,37.62789,0.013069561,0.025128951,0.03382584
t_1001,-1.2228399999999908,37.66345,0.014606416,0.027556514,0.03453937
t_1002,-1.133010000000013,37.66345,0.010455425,0.019993473,0.027431712
t_1003,-1.1779300000000035,37.66345,0.013112156,0.024608353,0.030655367
t_1004,-1.133010000000013,37.699,0.010712364,0.02040748,0.027594157
t_1005,-1.1779300000000035,37.699,0.014296116,0.02654849,0.026127301
t_1006,-0.9982599999999877,37.699,0.008829075,0.01619625,0.017357074
t_1007,-1.0431800000000067,37.699,0.009754692,0.017995823,0.019055635
t_1008,-1.0880999999999972,37.699,0.010010856,0.018811135,0.024847401
t_1009,-0.9982599999999877,37.73453,0.008442297,0.0155823,0.01731848
t_101,-3.1092999999999904,36.87711,0.00103901,0.0018915097,0.0032772622
t_1010,-1.0880999999999972,37.73453,0.010444214,0.019459428,0.020969596
t_1011,-1.0431800000000067,37.73453,0.009326103,0.017311733,0.019006737
t_1012,-0.9982599999999877,37.77004,0.008055803,0.014964233,0.020287769
t_1013,-1.0431800000000067,37.77004,0.009150033,0.017001547,0.018825231
t_1014,-1.0880999999999972,37.77004,0.010175192,0.018995024,0.024501797
t_1015,-1.0880999999999972,37.80554,0.009599316,0.018034203,0.02404848
t_1016,-1.3575899999999876,37.699,0.02690246,0.048878897,0.056501847
t_1017,-1.2677600000000098,37.699,0.018183596,0.033846766,0.03968614
t_1018,-1.3126699999999971,37.699,0.022606187,0.04152436,0.046068575
t_1019,-1.2677600000000098,37.73453,0.019244222,0.035577133,0.033383396
t_102,-3.1542200000000093,36.87711,0.0012332973,0.0021191852,0.004206735
t_1020,-1.3575899999999876,37.73453,0.028137267,0.050978713,0.0557692
t_1021,-1.3126699999999971,37.73453,0.023412384,0.04295331,0.03860138
t_1022,-1.3575899999999876,37.77004,0.025705023,0.04684833,0.053343132
t_1023,-1.3126699999999971,37.77004,0.019966988,0.0371941,0.044221483
t_1024,-1.2677600000000098,37.77004,0.016541217,0.03116152,0.038589098
t_1025,-1.2677600000000098,37.80554,0.013785369,0.026829321,0.037228588
t_1026,-1.2228399999999908,37.699,0.015747413,0.029370608,0.034821454
t_1027,-1.2228399999999908,37.73453,0.015949406,0.029676814,0.034645714
t_1028,-1.1779300000000035,37.73453,0.013525439,0.02526793,0.030737761
t_1029,-1.133010000000013,37.73453,0.011858086,0.022131216,0.027497265
t_103,-3.064390000000003,36.87711,0.0012308263,0.0021720873,0.0034077677
t_1030,-1.2228399999999908,37.77004,0.014882067,0.027895482,0.03402972
t_1031,-1.133010000000013,37.77004,0.011220801,0.021084256,0.027147958
t_1032,-1.1779300000000035,37.77004,0.012613206,0.023777952,0.030279217
t_1033,-1.1779300000000035,37.80554,0.012094875,0.022853876,0.02952637
t_1034,-1.133010000000013,37.80554,0.010851528,0.020414313,0.026569061
t_1035,-1.2228399999999908,37.80554,0.013055262,0.024955703,0.033029962
t_1036,-1.447419999999994,37.699,0.04486012,0.07726962,0.09203753
t_1037,-1.4923400000000129,37.699,0.058885805,0.097561926,0.12446647
t_1038,-1.4025100000000066,37.699,0.034205705,0.060773365,0.070994064
t_1039,-1.4025100000000066,37.73453,0.03731528,0.06719777,0.05904525
t_104,-3.1092999999999904,36.91303,0.0011523847,0.0020618297,0.003373535
t_1040,-1.447419999999994,37.73453,0.048502717,0.08593617,0.075997084
t_1041,-1.4923400000000129,37.73453,0.06466642,0.11063017,0.10147244
t_1042,-1.4025100000000066,37.77004,0.034879673,0.06284968,0.055692613
t_1043,-1.447419999999994,37.77004,0.043976884,0.0775699,0.07014427
t_1044,-1.4923400000000129,37.77004,0.0512222,0.08659504,0.10677949
t_1045,-1.4923400000000129,37.80554,0.041282717,0.07172759,0.09073563
t_1046,-1.8067499999999939,37.59231,0.054868393,0.091887906,0.11409587
t_1047,-1.8965800000000002,37.59231,0.034244373,0.060360193,0.07294014
t_1048,-1.9414899999999875,37.59231,0.027455099,0.049467802,0.059807595
t_1049,-1.8067499999999939,37.62789,0.06448457,0.10482777,0.13917084
t_105,-3.1542200000000093,36.91303,0.0012391098,0.002146546,0.004326549
t_1050,-1.8965800000000002,37.62789,0.038264204,0.06621475,0.08267441
t_1051,-1.9414899999999875,37.62789,0.030585239,0.054447707,0.066035666
t_1052,-1.8516600000000096,37.62789,0.051113605,0.08496277,0.10564647
t_1053,-1.9414899999999875,37.66345,0.030308269,0.054298148,0.07066115
t_1054,-1.8516600000000096,37.66345,0.058953505,0.0954337,0.1200717
t_1055,-1.8965800000000002,37.66345,0.041985538,0.07168183,0.09064026
t_1056,-2.2109900000000096,37.699,0.008405934,0.017017258,0.020945795
t_1057,-2.1660699999999906,37.699,0.009323749,0.019018546,0.023445532
t_1058,-2.1211600000000033,37.699,0.012844775,0.02499575,0.035324927
t_1059,-2.1211600000000033,37.73453,0.013736176,0.026272826,0.035140917
t_106,-3.064390000000003,36.91303,0.0012466036,0.002214843,0.0035110293
t_1060,-2.2109900000000096,37.73453,0.00965653,0.018856918,0.027854279
t_1061,-2.1660699999999906,37.73453,0.011640381,0.022431258,0.03115607
t_1062,-2.2109900000000096,37.77004,0.009469724,0.018509312,0.027493052
t_1063,-2.1211600000000033,37.77004,0.01040491,0.021223966,0.025851859
t_1064,-2.1660699999999906,37.77004,0.011636812,0.022333557,0.030681023
t_1065,-2.2109900000000096,37.80554,0.009059518,0.0177847,0.026895726
t_1066,-1.8965800000000002,37.699,0.04270079,0.072735734,0.09410069
t_1067,-1.8516600000000096,37.699,0.060328227,0.09703804,0.12696396
t_1068,-1.9414899999999875,37.699,0.032940045,0.058181766,0.07258981
t_1069,-1.8516600000000096,37.73453,0.06244412,0.10065858,0.12216682
t_107,-3.1092999999999904,36.94894,0.001516034,0.0025504937,0.004632229
t_1070,-1.9414899999999875,37.73453,0.03171489,0.056345716,0.07128472
t_1071,-1.8965800000000002,37.73453,0.04499653,0.076162316,0.09172717
t_1072,-1.8516600000000096,37.77004,0.04928924,0.08204026,0.10844091
t_1073,-1.9414899999999875,37.77004,0.026402144,0.04852251,0.05031493
t_1074,-1.8965800000000002,37.77004,0.041730147,0.07146505,0.084460996
t_1075,-1.9414899999999875,37.80554,0.021314962,0.040795103,0.04582117
t_1076,-2.031329999999997,37.699,0.017211895,0.033313442,0.03524074
t_1077,-1.9864100000000064,37.699,0.02247221,0.042079996,0.043269258
t_1078,-2.0762400000000127,37.699,0.015178844,0.029312024,0.040291063
t_1079,-1.9864100000000064,37.73453,0.021133656,0.040089168,0.04268731
t_108,-3.1542200000000093,36.94894,0.0012525145,0.0021836546,0.004446878
t_1080,-2.031329999999997,37.73453,0.0170097,0.032959614,0.034873717
t_1081,-2.0762400000000127,37.73453,0.015105122,0.029159235,0.04003258
t_1082,-1.9864100000000064,37.77004,0.020094499,0.038328897,0.040778134
t_1083,-2.031329999999997,37.77004,0.0159194,0.031166304,0.033643786
t_1084,-2.0762400000000127,37.77004,0.014933301,0.028752675,0.039147604
t_1085,-2.031329999999997,37.80554,0.017099746,0.0325617,0.042908482
t_1086,-1.8516600000000096,37.80554,0.04352069,0.07391672,0.09175422
t_1087,-1.8965800000000002,37.80554,0.035298984,0.061733793,0.07466728
t_1088,-1.9414899999999875,37.84102,0.020123834,0.038374167,0.04079912
t_1089,-1.8965800000000002,37.84102,0.028178716,0.05083132,0.0644968
t_109,-3.064390000000003,36.94894,0.0015133433,0.0025823524,0.0048254677
t_1090,-1.8516600000000096,37.84102,0.03833347,0.06653849,0.0761503
t_1091,-1.8965800000000002,37.87648,0.022007799,0.04115197,0.055163153
t_1092,-1.8516600000000096,37.87648,0.027834788,0.050237194,0.06316586
t_1093,-1.9414899999999875,37.87648,0.020333325,0.037941158,0.047850836
t_1094,-1.9414899999999875,37.91193,0.017114237,0.032512043,0.042480554
t_1095,-1.8965800000000002,37.91193,0.020804023,0.038551226,0.047112927
t_1096,-2.1660699999999906,37.80554,0.010355276,0.020292852,0.029902961
t_1097,-2.1211600000000033,37.80554,0.012295866,0.023839993,0.033466473
t_1098,-2.1660699999999906,37.84102,0.010575769,0.02041498,0.028877925
t_1099,-2.2109900000000096,37.84102,0.0100244535,0.019043405,0.02609935
t_11,-2.255899999999997,36.84117,0.0028738903,0.005046722,0.008372643
t_110,-3.244049999999987,36.87711,0.0011036678,0.0019022549,0.00389024
t_1100,-2.1211600000000033,37.84102,0.011718563,0.022733616,0.032123324
t_1101,-2.1211600000000033,37.87648,0.0105510615,0.020711623,0.030568667
t_1102,-2.2109900000000096,37.87648,0.0098894145,0.018652054,0.025147945
t_1103,-2.1660699999999906,37.87648,0.009557402,0.018674094,0.027670445
t_1104,-2.1211600000000033,37.91193,0.009913078,0.019441703,0.028892962
t_1105,-2.2109900000000096,37.91193,0.007843296,0.0154239535,0.024086602
t_1106,-2.0762400000000127,37.80554,0.015732506,0.029682977,0.03773665
t_1107,-1.9864100000000064,37.80554,0.019864084,0.037571684,0.037911225
t_1108,-2.0762400000000127,37.84102,0.012741805,0.024957513,0.026930757
t_1109,-1.9864100000000064,37.84102,0.018693577,0.035348866,0.04608469
t_111,-3.19914,36.87711,0.0011934246,0.0020416523,0.0040453826
t_1110,-2.031329999999997,37.84102,0.0173056,0.032463893,0.040454015
t_1111,-2.031329999999997,37.87648,0.014870126,0.028413417,0.037754424
t_1112,-1.9864100000000064,37.87648,0.016387984,0.03139959,0.042165853
t_1113,-2.0762400000000127,37.87648,0.0125914905,0.024358531,0.03390824
t_1114,-2.0762400000000127,37.91193,0.01195214,0.023009071,0.031768125
t_1115,-2.031329999999997,37.91193,0.012785787,0.024847709,0.034994062
t_1116,-1.9864100000000064,37.91193,0.015604732,0.029637981,0.03857746
t_1117,-2.0762400000000127,37.94735,0.0109864995,0.021167517,0.029622186
t_1118,-2.031329999999997,37.94735,0.011975586,0.023146514,0.032302618
t_1119,-1.9864100000000064,37.94735,0.013775746,0.026340993,0.03519417
t_112,-3.3338799999999935,36.91303,0.0010241943,0.0017689852,0.0027635675
t_1120,-2.0762400000000127,37.98277,0.011654987,0.021768374,0.027538076
t_1121,-2.031329999999997,37.98277,0.0120123895,0.02271215,0.02975515
t_1122,-1.9864100000000064,37.98277,0.01319252,0.024907203,0.032085504
t_1123,-2.031329999999997,38.01816,0.008841234,0.017560063,0.020524347
t_1124,-2.0762400000000127,38.01816,0.0073868968,0.015032383,0.019151123
t_1125,-1.9864100000000064,38.01816,0.010003715,0.019653631,0.029293276
t_1126,-1.8516600000000096,37.91193,0.024267454,0.044254847,0.05317145
t_1127,-1.8965800000000002,37.94735,0.018251464,0.034034945,0.041508906
t_1128,-1.9414899999999875,37.94735,0.015104066,0.028842673,0.03823835
t_1129,-1.8516600000000096,37.94735,0.019770024,0.036821153,0.045226447
t_113,-3.19914,36.91303,0.0010945419,0.0019324872,0.0031144798
t_1130,-1.8516600000000096,37.98277,0.01559506,0.029867642,0.03998693
t_1131,-1.8965800000000002,37.98277,0.016292097,0.030443965,0.03725054
t_1132,-1.9414899999999875,37.98277,0.013663295,0.026052693,0.03453221
t_1133,-1.8965800000000002,38.01816,0.012986322,0.024869299,0.03353657
t_1134,-1.9414899999999875,38.01816,0.0117577715,0.022646904,0.031378333
t_1135,-1.8516600000000096,38.01816,0.011858725,0.023590678,0.02668343
t_1136,-2.1660699999999906,37.91193,0.009299258,0.01802617,0.026344065
t_1137,-2.1211600000000033,37.94735,0.009409418,0.01835625,0.027173204
t_1138,-2.1660699999999906,37.94735,0.009568044,0.01813718,0.024956336
t_1139,-2.2109900000000096,37.94735,0.008513066,0.016171645,0.022958225
t_114,-3.288970000000006,36.91303,0.0009230821,0.0016596819,0.0028757362
t_1140,-2.2109900000000096,37.98277,0.0075979363,0.014589983,0.021798257
t_1141,-2.1660699999999906,37.98277,0.008925561,0.016901327,0.023552388
t_1142,-2.1211600000000033,37.98277,0.009577099,0.018254634,0.025465738
t_1143,-2.1211600000000033,38.01816,0.007849951,0.015377892,0.023812253
t_1144,-2.2109900000000096,38.01816,0.006374523,0.012559216,0.02063697
t_1145,-2.1660699999999906,38.01816,0.007031511,0.013837768,0.02216842
t_1146,-1.8067499999999939,37.77004,0.06811827,0.107301466,0.14105238
t_1147,-1.671999999999997,37.77004,0.14491223,0.21349302,0.2731784
t_1148,-1.7169199999999876,37.77004,0.12548856,0.18754965,0.23026122
t_1149,-1.8067499999999939,37.80554,0.055647675,0.09111073,0.1120167
t_115,-3.244049999999987,36.91303,0.0012191482,0.0020655345,0.0039945594
t_1150,-1.7618300000000033,37.80554,0.06637486,0.1051426,0.13575467
t_1151,-1.671999999999997,37.80554,0.095162585,0.14350854,0.1805783
t_1152,-1.7169199999999876,37.80554,0.08225385,0.12566593,0.16461413
t_1153,-1.7169199999999876,37.84102,0.05818629,0.09430112,0.12008464
t_1154,-1.8067499999999939,37.84102,0.046504494,0.07912093,0.08920155
t_1155,-1.671999999999997,37.84102,0.06290425,0.10075233,0.12704942
t_1156,-1.6270800000000065,37.80554,0.09034617,0.13800536,0.16959761
t_1157,-1.5821699999999908,37.80554,0.070297725,0.11041917,0.14137031
t_1158,-1.5821699999999908,37.84102,0.04377383,0.074682154,0.081513405
t_1159,-1.5372500000000002,37.84102,0.0337122,0.060478758,0.068950385
t_116,-3.19914,36.94894,0.0010787364,0.0019288406,0.0031984255
t_1160,-1.6270800000000065,37.84102,0.049392175,0.08255024,0.09182391
t_1161,-1.6270800000000065,37.87648,0.03581225,0.063238926,0.06890259
t_1162,-1.5372500000000002,37.87648,0.026877102,0.0498653,0.05608685
t_1163,-1.5821699999999908,37.87648,0.031732693,0.057271447,0.063450746
t_1164,-1.5821699999999908,37.91193,0.024428304,0.04577521,0.05041175
t_1165,-1.6270800000000065,37.91193,0.03053403,0.054668248,0.07141359
t_1166,-1.7618300000000033,37.84102,0.052851047,0.087405,0.105309606
t_1167,-1.671999999999997,37.87648,0.03707331,0.06506929,0.07066491
t_1168,-1.8067499999999939,37.87648,0.03275408,0.057914715,0.072714776
t_1169,-1.7618300000000033,37.87648,0.033204928,0.059130363,0.062046424
t_117,-3.3338799999999935,36.94894,0.0009072679,0.0016303541,0.0028316053
t_1170,-1.7169199999999876,37.87648,0.035956,0.06336394,0.06804171
t_1171,-1.7169199999999876,37.91193,0.027065456,0.049759798,0.053054444
t_1172,-1.671999999999997,37.91193,0.028280212,0.0516106,0.0545099
t_1173,-1.7618300000000033,37.91193,0.028510816,0.051424094,0.066140234
t_1174,-1.8067499999999939,37.91193,0.027458338,0.049477804,0.059911415
t_1175,-1.7169199999999876,37.94735,0.02026647,0.038827416,0.04249214
