STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
AH,Ahuachapan,-89.805,13.925,seismic,689.48,6.8,0.63,0.0,0.200116,0.0,24.0819,0.0,0.201963,0.0,0.35118,0.0,0.048521,inferred,Stations_USGS
CA,Acajutia Cepa,-89.833,13.567,seismic,301.03,7.0,0.63,0.0,0.110559,0.0,19.1451,0.0,0.112014,0.0,0.303836,0.0,0.046086,inferred,Stations_USGS
DB,Ciudadela Don Bosco,-89.15,13.733,seismic,332.8,7.0,0.63,0.0,0.241088,0.0,19.9305,0.0,0.255725,0.0,0.189674,0.0,0.051598,inferred,Stations_USGS
MG,San Miguel,-88.183,13.475,seismic,344.89,6.1,0.63,0.0,0.132592,0.0,13.6727,0.0,0.133942,0.0,0.229504,0.0,0.038059,inferred,Stations_USGS
OB,Observatorio,-89.198,13.681,seismic,463.98,7.2,0.63,0.0,0.430375,0.0,32.3703,0.0,0.682658,0.0,0.575099,0.0,0.046474,inferred,Stations_USGS
QC,Presa 15 De Septiembre Dam,-88.55,13.616,seismic,511.49,6.8,0.63,0.0,0.186557,0.0,14.1296,0.0,0.197006,0.0,0.160768,0.0,0.048777,inferred,Stations_USGS
SE,Sensuntepeque,-88.663,13.867,seismic,452.75,5.8,0.63,0.0,0.089868,0.0,10.9473,0.0,0.091629,0.0,0.111209,0.0,0.035885,inferred,Stations_USGS
SM,Santiago de Maria,-88.471,13.486,seismic,405.56,7.9,0.63,0.0,0.888257,0.0,31.7955,0.0,1.068937,0.0,0.367222,0.0,0.045594,inferred,Stations_USGS
SS,Sem. San Jose de la Montana,-89.225,13.705,seismic,404.16,6.7,0.63,0.0,0.277022,0.0,21.8846,0.0,0.283944,0.0,0.218707,0.0,0.036021,inferred,Stations_USGS
ST,Santa Tecia,-89.3,13.675,seismic,612.9,7.8,0.63,0.0,0.768421,0.0,40.2838,0.0,0.957751,0.0,0.349196,0.0,0.087202,inferred,Stations_USGS
