# {20110311_M9.1_Tohoku} median gmf, Stations:None, gmlt:GEM, Rupture:JMA
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,ParkerEtAl2020SInter,ZhaoEtAl2006SInter
t_0,140.58461999999997,35.61216,0.27151465,0.24903998,0.37647444
t_1,140.58461999999997,35.64866,0.29636285,0.24343802,0.3908653
t_10,140.71937000000003,35.83095,0.35270002,0.29959667,0.4808669
t_100,140.67444999999998,36.80805,0.2630065,0.23823778,0.30503225
t_1000,139.23715000000004,35.50253,0.0998615,0.06406711,0.09647112
t_1001,139.19223,35.50253,0.09730228,0.061560627,0.093115605
t_1002,139.28206,35.53909,0.103377394,0.0675382,0.10108354
t_1003,139.23715000000004,35.53909,0.10066975,0.06486229,0.09753127
t_1004,139.19223,35.53909,0.098063275,0.062304106,0.094113134
t_1005,139.19223,35.57563,0.09877604,0.063001886,0.095047645
t_1006,139.23715000000004,35.57563,0.10142719,0.06560901,0.0985249
t_1007,139.28206,35.57563,0.10418315,0.06833799,0.10214073
t_1008,139.19223,35.61216,0.11926896,0.07602743,0.12108225
t_1009,139.23715000000004,35.61216,0.10213102,0.06630416,0.09944826
t_101,140.58461999999997,36.80805,0.24178852,0.21536298,0.28236228
t_1010,139.05749000000003,35.57563,0.09140612,0.055856112,0.08539837
t_1011,139.01256999999998,35.57563,0.08912793,0.05368023,0.08242436
t_1012,139.01256999999998,35.61216,0.08965136,0.05417869,0.083107166
t_1013,139.14732000000004,35.61216,0.11567553,0.07289386,0.11679756
t_1014,139.1024,35.61216,0.09435774,0.05869908,0.08925861
t_1015,139.05749000000003,35.61216,0.091960385,0.05638796,0.0861227
t_1016,139.05749000000003,35.64866,0.09246914,0.056876965,0.0867878
t_1017,139.14732000000004,35.64866,0.09120009,0.05696809,0.09327189
t_1018,139.01256999999998,35.64866,0.090131685,0.05463687,0.08373401
t_1019,139.1024,35.64866,0.09489713,0.05922142,0.08996477
t_102,140.62954000000002,36.80805,0.2521316,0.22652432,0.2935323
t_1020,139.28206,35.61216,0.11916072,0.0785589,0.13018131
t_1021,139.28206,35.64866,0.11441762,0.075931735,0.13132226
t_1022,139.19223,35.64866,0.093691766,0.059370723,0.09671345
t_1023,139.23715000000004,35.64866,0.09628683,0.06189069,0.100297056
t_1024,139.23715000000004,35.68515,0.0968454,0.06243536,0.10106818
t_1025,139.19223,35.68515,0.09421637,0.05987873,0.09743801
t_1026,139.28206,35.68515,0.12840341,0.084093146,0.13235907
t_1027,139.23715000000004,35.72163,0.1119082,0.0736674,0.12845773
t_1028,139.28206,35.72163,0.12095808,0.08043327,0.13328706
t_1029,139.19223,35.72163,0.0946858,0.060333926,0.09808632
t_103,140.58461999999997,36.844,0.23946863,0.21285759,0.27982527
t_1030,138.92273999999998,35.61216,0.08528337,0.050047304,0.07741993
t_1031,138.87782000000004,35.61216,0.08321603,0.048115246,0.074738085
t_1032,138.96765,35.61216,0.09320929,0.05590237,0.10125267
t_1033,138.87782000000004,35.64866,0.08362259,0.048493974,0.07526492
t_1034,138.96765,35.64866,0.09255046,0.05562243,0.10199896
t_1035,138.92273999999998,35.64866,0.08571277,0.050450537,0.07797784
t_1036,138.87782000000004,35.68515,0.08399135,0.048838004,0.07574302
t_1037,138.92273999999998,35.68515,0.08610228,0.05081687,0.07848416
t_1038,138.96765,35.68515,0.08829263,0.052886657,0.081335396
t_1039,138.96765,35.72163,0.08289642,0.049094077,0.081815384
t_104,140.62954000000002,36.844,0.24966851,0.2238679,0.29089305
t_1040,139.1024,35.68515,0.08926969,0.055118702,0.090605915
t_1041,139.05749000000003,35.68515,0.08694118,0.052902646,0.08739157
