# {20110311_M9.1_Tohoku} median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,ParkerEtAl2020SInter,ZhaoEtAl2006SInter
m_1241,141.2437,38.4567,0.20452,0.20452,0.20452
m_1246,140.64340000000004,36.5968,0.19885,0.19885,0.19885
m_1248,140.45910000000003,37.1456,0.19595,0.19595,0.19595
m_1253,140.35969999999998,37.3302,0.18363,0.18363,0.18363
m_1256,140.90030000000002,37.0344,0.2239678,0.22180381,0.234302
m_1258,141.6182,38.796,0.21965231,0.2243505,0.22301595
m_1261,140.3662,37.4199,0.17506,0.17506,0.17506
m_1262,140.909,38.5641,0.21607958,0.23202796,0.21958056
m_1265,139.9638,36.447,0.17087,0.17087,0.17087
m_1268,140.9497,37.6619,0.1682,0.1682,0.1682
m_1270,140.88710000000003,38.2952,0.16725,0.16725,0.16725
m_1277,141.1682,38.9108,0.16186,0.16186,0.16186
m_1283,141.0009,38.2894,0.1531,0.1531,0.1531
m_1290,140.23490000000004,37.1557,0.14518,0.14518,0.14518
m_1295,140.5052,37.7737,0.14033,0.14033,0.14033
m_1306,140.0575,36.173,0.12852,0.12852,0.12852
m_1310,140.1624,36.0784,0.18650803,0.18633796,0.18696709
m_1317,139.8582,36.5414,0.11304,0.11304,0.11304
m_1327,140.2491,35.7144,0.10474,0.10474,0.10474
m_1336,139.3433,35.3002,0.179926,0.20441185,0.18456884
m_1347,139.4026,36.379,0.08416,0.08416,0.08416
m_1349,141.9348,39.6774,0.08251,0.08251,0.08251
m_1353,140.3653,35.7994,0.13773762,0.118877836,0.12652053
m_1369,139.70370000000003,35.8272,0.06861,0.06861,0.06861
m_1372,139.6463,36.73,0.06529,0.06529,0.06529
m_1377,139.5881,35.7416,0.0631,0.0631,0.0631
m_1384,136.91560000000004,34.9124,0.0577,0.0577,0.0577
m_1387,139.92179999999996,37.5294,0.05607,0.05607,0.05607
m_1388,140.13329999999996,35.6294,0.05589,0.05589,0.05589
m_1394,141.3311,40.702,0.05413,0.05413,0.05413
m_1401,139.80309999999997,35.6431,0.05012,0.05012,0.05012
m_1416,139.5829,35.6517,0.04388,0.04388,0.04388
m_1425,139.5727,35.4719,0.04014,0.04014,0.04014
m_1427,141.5487,40.5098,0.03943,0.03943,0.03943
m_1428,137.0229,34.8205,0.03903,0.03903,0.03903
m_1434,139.06899999999996,36.3909,0.03558,0.03558,0.03558
m_1442,140.3114,38.2327,0.0332,0.0332,0.0332
m_1444,139.3578,35.57,0.03196,0.03196,0.03196
m_1447,139.4629,35.476,0.03138,0.03138,0.03138
m_1452,139.4778,35.7457,0.03026,0.03026,0.03026
m_1457,139.35289999999998,35.4801,0.02827,0.02827,0.02827
m_1458,139.4529,35.2963,0.02782,0.02782,0.02782
m_1461,139.36760000000004,35.7497,0.02768,0.02768,0.02768
m_1464,140.0716,39.684,0.02683,0.02683,0.02683
m_1474,140.75009999999997,40.8226,0.02438,0.02438,0.02438
m_1476,139.03840000000002,37.9233,0.02406,0.02406,0.02406
m_1480,139.67219999999998,35.2879,0.0226,0.0226,0.0226
m_1481,143.14710000000002,42.9268,0.02254,0.02254,0.02254
m_1500,140.38869999999997,40.75,0.0193,0.0193,0.0193
m_1502,139.2572,35.7537,0.01879,0.01879,0.01879
m_1509,138.591,35.6853,0.01778,0.01778,0.01778
m_1512,139.4728,35.6558,0.01738,0.01738,0.01738
m_1514,139.36270000000002,35.6599,0.01668,0.01668,0.01668
m_1515,136.9178,35.0025,0.01592,0.01592,0.01592
m_1548,135.60090000000002,34.7456,0.01221,0.01221,0.01221
m_1551,138.4808,35.6886,0.01197,0.01197,0.01197
s_0,141.0217,38.7292,2.75312,2.75312,2.75312
s_1,141.0193,38.3175,2.008,2.008,2.008
s_10,141.0018,37.2338,1.1379,1.1379,1.1379
s_100,140.7822,37.976,0.35615,0.35615,0.35615
s_1000,136.71680000000003,36.2667,0.00234,0.00234,0.00234
s_1001,135.1959,35.5356,0.00233,0.00233,0.00233
s_1002,136.01350000000002,36.0391,0.00218,0.00218,0.00218
s_1003,135.85410000000002,34.5843,0.00216,0.00216,0.00216
s_1004,142.1485,44.007,0.0021,0.0021,0.0021
s_1005,143.53359999999998,44.0921,0.0021,0.0021,0.0021
s_1006,143.7747,44.0187,0.00209,0.00209,0.00209
s_1007,142.64210000000003,44.3114,0.00209,0.00209,0.00209
s_1008,136.26099999999997,34.9638,0.00207,0.00207,0.00207
s_1009,142.30359999999996,44.5973,0.00204,0.00204,0.00204
s_101,140.0901,36.1256,0.34966,0.34966,0.34966
s_1010,142.0795,45.0167,0.00201,0.00201,0.00201
s_1011,136.473,35.2836,0.00198,0.00198,0.00198
s_1012,139.5519,42.2402,0.00191,0.00191,0.00191
s_1013,135.43060000000003,34.2755,0.00189,0.00189,0.00189
s_1014,135.8046,34.8784,0.00187,0.00187,0.00187
s_1015,136.0512,34.6413,0.00185,0.00185,0.00185
s_1016,136.4993,34.2778,0.00181,0.00181,0.00181
s_1017,134.99040000000002,34.533,0.00174,0.00174,0.00174
s_1018,136.52959999999996,34.5752,0.00174,0.00174,0.00174
s_1019,136.68960000000004,37.1603,0.00168,0.00168,0.00168
s_102,139.8637,36.5595,0.34923,0.34923,0.34923
s_1020,136.48789999999997,35.6364,0.00168,0.00168,0.00168
s_1021,135.9511,34.5277,0.00165,0.00165,0.00165
s_1022,135.2496,35.7101,0.00152,0.00152,0.00152
s_1023,140.15570000000002,42.7797,0.00132,0.00132,0.00132
s_1024,136.1748,35.9068,0.00112,0.00112,0.00112
s_1026,135.9187,35.3474,1.62909,1.62909,1.62909
s_1027,136.3399,34.6398,1.54571,1.54571,1.54571
s_1028,141.88059999999996,45.2303,1.32047,1.32047,1.32047
s_1029,135.64890000000003,33.9666,1.22873,1.22873,1.22873
s_103,141.15269999999998,39.1453,0.34871,0.34871,0.34871
s_1030,136.35990000000004,35.2383,1.20878,1.20878,1.20878
s_1031,142.59519999999998,44.1185,1.08986,1.08986,1.08986
s_1032,135.1243,35.5243,1.05606,1.05606,1.05606
s_1033,142.27250000000004,44.4732,1.03107,1.03107,1.03107
s_1034,136.50329999999997,34.5424,0.9862,0.9862,0.9862
s_1035,140.2305,42.7905,0.93886,0.93886,0.93886
s_1038,135.8177,34.9977,0.80896,0.80896,0.80896
s_104,141.6775,39.463,0.33917,0.33917,0.33917
s_1040,140.50170000000003,43.0527,0.79705,0.79705,0.79705
s_1041,134.8078,34.8164,0.74898,0.74898,0.74898
s_1042,140.3791,43.3236,0.713,0.713,0.713
s_1043,142.14139999999998,44.116,0.71085,0.71085,0.71085
s_1044,140.4841,42.6104,0.707,0.707,0.707
s_1045,134.8945,35.6038,0.68574,0.68574,0.68574
s_1046,135.4846,35.0469,0.67153,0.67153,0.67153
s_1047,136.20010000000002,35.7731,0.40456215,0.3459392,0.48711553
s_1048,134.2201,35.4859,0.66327,0.66327,0.66327
s_105,140.13260000000002,37.3963,0.33608,0.33608,0.33608
s_1050,135.68439999999998,34.3414,0.66274,0.66274,0.66274
s_1051,135.4841,35.4907,0.63914,0.63914,0.63914
s_1052,141.16560000000004,42.9724,0.6369,0.6369,0.6369
s_1053,135.08439999999996,34.9082,1.4911162,1.5201583,1.48529
s_1054,139.8286,42.595,0.63143,0.63143,0.63143
s_1055,136.36919999999998,34.547,0.32874843,0.36665022,0.33098343
s_1056,142.07119999999998,44.8116,0.6019,0.6019,0.6019
s_1057,136.43470000000002,35.4179,0.59935,0.59935,0.59935
s_1058,135.7052,34.763,0.58,0.58,0.58
s_1059,142.25419999999997,44.7745,0.568,0.568,0.568
s_106,141.4379,39.6339,0.33598,0.33598,0.33598
s_1060,142.6039,44.7433,0.6385663,0.39528075,0.7087657
s_1061,135.10249999999996,35.1699,0.55796,0.55796,0.55796
