# {20110311_M9.1_Tohoku} median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,ParkerEtAl2020SInter,ZhaoEtAl2006SInter
t_0,140.58461999999997,35.61216,0.15632854,0.123308435,0.22780007
t_1,140.58461999999997,35.64866,0.19017476,0.14065433,0.23851296
t_10,140.71937000000003,35.83095,0.22210555,0.17231666,0.29499492
t_100,140.67444999999998,36.80805,0.29168767,0.2747345,0.36513403
t_1000,139.23715000000004,35.50253,0.08630203,0.050869077,0.08487711
t_1001,139.19223,35.50253,0.08467659,0.049317885,0.08256537
t_1002,139.28206,35.53909,0.0892906,0.053747237,0.08913991
t_1003,139.23715000000004,35.53909,0.08757727,0.052093156,0.08669424
t_1004,139.19223,35.53909,0.08589719,0.050481778,0.08430087
t_1005,139.19223,35.57563,0.08711591,0.051649604,0.08603651
t_1006,139.23715000000004,35.57563,0.08885168,0.053322487,0.08851295
t_1007,139.28206,35.57563,0.09062348,0.05504133,0.09104557
t_1008,139.19223,35.61216,0.10674916,0.06407324,0.11079885
t_1009,139.23715000000004,35.61216,0.09012356,0.054555222,0.09033052
t_101,140.58461999999997,36.80805,0.27386224,0.25517884,0.34554332
t_1010,139.05749000000003,35.57563,0.08212709,0.04690606,0.07895058
t_1011,139.01256999999998,35.57563,0.08053572,0.045414343,0.076702066
t_1012,139.01256999999998,35.61216,0.081550844,0.046364654,0.07813564
t_1013,139.14732000000004,35.61216,0.1040986,0.06183062,0.1076438
t_1014,139.1024,35.61216,0.08486388,0.049496096,0.08283147
t_1015,139.05749000000003,35.61216,0.08318848,0.047906917,0.080453694
t_1016,139.05749000000003,35.64866,0.08424169,0.04890461,0.081947744
t_1017,139.14732000000004,35.64866,0.08201759,0.048168354,0.08691559
t_1018,139.01256999999998,35.64866,0.08255735,0.04731122,0.07955959
t_1019,139.1024,35.64866,0.08596629,0.05054783,0.084399186
t_102,140.62954000000002,36.80805,0.2828183,0.26502284,0.35547465
t_1020,139.28206,35.61216,0.10498986,0.064734206,0.117340386
t_1021,139.28206,35.64866,0.101342395,0.063056,0.11974112
t_1022,139.19223,35.64866,0.08372875,0.049795408,0.08949624
t_1023,139.23715000000004,35.64866,0.08548103,0.05147283,0.09214254
t_1024,139.23715000000004,35.68515,0.086674295,0.052621413,0.093946345
t_1025,139.19223,35.68515,0.08486617,0.05088297,0.0912136
t_1026,139.28206,35.68515,0.11533016,0.07164146,0.12213294
t_1027,139.23715000000004,35.72163,0.10135989,0.06329557,0.12085799
t_1028,139.28206,35.72163,0.109104194,0.06885453,0.124510705
t_1029,139.19223,35.72163,0.085994214,0.05196618,0.092918135
t_103,140.58461999999997,36.844,0.27147707,0.25255156,0.34286782
t_1030,138.92273999999998,35.61216,0.078388244,0.04341884,0.07367853
t_1031,138.87782000000004,35.61216,0.07686178,0.04201311,0.07153759
t_1032,138.96765,35.61216,0.085349016,0.04829385,0.09578611
t_1033,138.87782000000004,35.64866,0.07774195,0.042822346,0.0727712
t_1034,138.96765,35.64866,0.08529343,0.04857903,0.097499505
t_1035,138.92273999999998,35.64866,0.07930836,0.044271328,0.07497242
t_1036,138.87782000000004,35.68515,0.07861161,0.043625437,0.07399241
t_1037,138.92273999999998,35.68515,0.080218114,0.04511793,0.07625409
t_1038,138.96765,35.68515,0.08186504,0.046659686,0.07857989
t_1039,138.96765,35.72163,0.077357106,0.04379574,0.07991047
t_104,140.62954000000002,36.844,0.28040496,0.26237372,0.35281625
t_1040,139.1024,35.68515,0.08138079,0.047565725,0.08595625
t_1041,139.05749000000003,35.68515,0.07970224,0.04598493,0.08343058
t_1042,139.01256999999998,35.68515,0.08355398,0.048252635,0.0809719
t_1043,139.14732000000004,35.68515,0.08310214,0.049198303,0.088550776
t_1044,139.01256999999998,35.72163,0.07899619,0.045323405,0.082369655
t_1045,139.1024,35.72163,0.08240493,0.04853568,0.0874994
t_1046,139.14732000000004,35.72163,0.08417678,0.050223224,0.09017252
t_1047,139.05749000000003,35.72163,0.08067862,0.04690307,0.08489914
t_1048,139.14732000000004,35.75808,0.08523868,0.05124017,0.09177634
t_1049,139.1024,35.75808,0.08341606,0.04949726,0.08902438
t_105,140.67444999999998,36.844,0.28927064,0.2720919,0.36251882
t_1050,138.02441999999996,35.39276,0.047680218,0.018711986,0.037345942
t_1051,138.06934,35.39276,0.0484979,0.019318327,0.03843497
t_1052,138.15917000000002,35.39276,0.050186716,0.020589696,0.040706214
t_1053,138.11426,35.39276,0.04933333,0.019944092,0.039554905
t_1054,138.15917000000002,35.42937,0.050651558,0.02094402,0.04133634
t_1055,138.02441999999996,35.42937,0.048097335,0.019020528,0.037900582
t_1056,138.11426,35.42937,0.04978157,0.020282397,0.040158723
t_1057,138.06934,35.42937,0.04893024,0.019641383,0.039013643
t_1058,138.15917000000002,35.46596,0.0511113,0.021296272,0.04196158
t_1059,138.06934,35.46596,0.0493575,0.01996229,0.039587412
t_106,140.67444999999998,36.87994,0.28686732,0.26946127,0.3599058
t_1060,138.20409,35.39276,0.05105884,0.021255987,0.041890133
t_1061,138.24900000000002,35.39276,0.05194971,0.021943243,0.043106873
t_1062,138.29392,35.39276,0.05286013,0.022652349,0.044357687
t_1063,138.20409,35.42937,0.051541034,0.021627149,0.0425478
t_1064,138.24900000000002,35.42937,0.05245003,0.022332098,0.043793354
t_1065,138.29392,35.42937,0.053379405,0.023059802,0.04507434
t_1066,138.29392,35.46596,0.053893637,0.023465408,0.045786273
t_1067,138.20409,35.46596,0.05201813,0.021996299,0.043200616
t_1068,138.24900000000002,35.46596,0.05294528,0.022719013,0.044475045
t_1069,138.29392,35.50253,0.054402202,0.023868583,0.046492502
t_107,140.58461999999997,36.87994,0.26911438,0.24994683,0.3402047
t_1070,138.42867,35.39276,0.059831426,0.027174538,0.048319824
t_1071,138.38374999999996,35.39276,0.05879754,0.026332023,0.04696332
t_1072,138.33883000000003,35.39276,0.05778524,0.02551462,0.045642745
t_1073,138.38374999999996,35.42937,0.059393715,0.026816912,0.04774459
t_1074,138.42867,35.42937,0.060450494,0.02768265,0.049135692
t_1075,138.33883000000003,35.42937,0.064392515,0.02912931,0.0585631
t_1076,138.42867,35.46596,0.06106431,0.028189087,0.04994723
t_1077,138.38374999999996,35.46596,0.05998455,0.027299967,0.048521377
t_1078,138.33883000000003,35.46596,0.058928385,0.026438225,0.04713457
t_1079,138.33883000000003,35.50253,0.059491146,0.0268964,0.047872517
t_108,140.62954000000002,36.87994,0.2780104,0.25974262,0.35016564
t_1080,138.11426,35.46596,0.05022471,0.020618586,0.040757637
t_1081,138.02441999999996,35.46596,0.0485094,0.0193269,0.038450338
t_1082,138.15917000000002,35.50253,0.0515654,0.02164596,0.042581096
t_1083,138.02441999999996,35.50253,0.048915952,0.019630682,0.03899449
t_1084,138.11426,35.50253,0.05066225,0.020952191,0.041350856
t_1085,138.06934,35.50253,0.0497792,0.020280605,0.040155526
t_1086,138.06934,35.53909,0.050194953,0.020595955,0.040717356
t_1087,138.15917000000002,35.53909,0.05201344,0.02199266,0.043194186
t_1088,138.11426,35.53909,0.051093776,0.021282814,0.041937713
t_1089,138.02441999999996,35.53909,0.049316626,0.019931521,0.039532445
t_109,140.58461999999997,36.91586,0.26677504,0.24736586,0.33755526
t_1090,138.38374999999996,35.50253,0.06056931,0.027780477,0.04929258
t_1091,138.42867,35.50253,0.069182426,0.03274877,0.06407001
t_1092,138.42867,35.53909,0.062273256,0.029194068,0.051552903
t_1093,138.38374999999996,35.53909,0.061147403,0.028257845,0.050057285
t_1094,138.33883000000003,35.53909,0.06004724,0.027351366,0.04860394
t_1095,138.33883000000003,35.57563,0.060595777,0.027802281,0.04932754
t_1096,138.42867,35.57563,0.06286678,0.029691039,0.052344628
t_1097,138.38374999999996,35.57563,0.061717898,0.02873118,0.05081412
t_1098,138.42867,35.61216,0.063452005,0.030183325,0.053127415
t_1099,138.38374999999996,35.61216,0.062280156,0.029199833,0.051562097
t_11,140.71937000000003,35.86736,0.22801694,0.17822187,0.3055141
t_110,140.67444999999998,36.91586,0.28447923,0.26684445,0.3572967
t_1100,138.24900000000002,35.50253,0.053434853,0.023103436,0.045151
t_1101,138.20409,35.50253,0.052489568,0.022362912,0.043847695
t_1102,138.24900000000002,35.53909,0.05391828,0.023484899,0.045820445
t_1103,138.20409,35.53909,0.052954894,0.022726545,0.0444883
t_1104,138.29392,35.53909,0.0589724,0.026473977,0.0471922
t_1105,138.20409,35.57563,0.053413384,0.023086539,0.045121316
t_1106,138.24900000000002,35.57563,0.0543948,0.0238627,0.04648221
t_1107,138.29392,35.57563,0.059499998,0.026903624,0.04788414
t_1108,138.29392,35.61216,0.055887945,0.025057785,0.048567437
t_1109,138.24900000000002,35.61216,0.05486391,0.024236342,0.047135465
t_111,140.62954000000002,36.91586,0.27563578,0.25713095,0.34752434
t_1110,138.02441999999996,35.57563,0.049710833,0.020228893,0.0400633
t_1111,138.11426,35.57563,0.05151864,0.021609869,0.04251721
t_1112,138.15917000000002,35.57563,0.05245472,0.022335751,0.0437998
t_1113,138.06934,35.57563,0.05060413,0.020907784,0.041271955
t_1114,138.15917000000002,35.61216,0.0528888,0.02267479,0.044397198
t_1115,138.02441999999996,35.61216,0.050098184,0.020522423,0.040586438
t_1116,138.06934,35.61216,0.05100634,0.021215694,0.04181866
t_1117,138.11426,35.61216,0.05193641,0.021932935,0.043088656
t_1118,138.11426,35.64866,0.05234631,0.022251317,0.04365086
t_1119,138.02441999999996,35.64866,0.05047798,0.020811494,0.0411008
t_112,140.58461999999997,36.95176,0.26445925,0.24480897,0.33492
t_1120,138.20409,35.61216,0.053864565,0.023442421,0.045745965
t_1121,138.29392,35.64866,0.056367412,0.025445087,0.049240634
t_1122,138.24900000000002,35.64866,0.055324703,0.024604997,0.047778822
t_1123,138.20409,35.64866,0.054307573,0.02379341,0.046360932
t_1124,138.29392,35.68515,0.056837995,0.02582685,0.04990299
t_1125,138.20409,35.68515,0.05474203,0.024139104,0.046965573
t_1126,138.24900000000002,35.68515,0.05577678,0.02496823,0.048411597
t_1127,138.20409,35.72163,0.055167306,0.024478892,0.04755888
t_1128,138.29392,35.72163,0.061521538,0.02856801,0.050553378
t_1129,138.24900000000002,35.72163,0.056219462,0.025325393,0.049032718
t_113,140.71937000000003,36.844,0.32062393,0.30729565,0.46942928
t_1130,138.33883000000003,35.61216,0.061136153,0.028248532,0.05004238
t_1131,138.33883000000003,35.64866,0.061667312,0.02868912,0.05074692
t_1132,138.42867,35.64866,0.075537585,0.036953393,0.068041794
t_1133,138.38374999999996,35.64866,0.06283306,0.029662745,0.052299593
t_1134,138.38374999999996,35.68515,0.0633761,0.030119346,0.053025767
t_1135,138.42867,35.68515,0.06459347,0.031149866,0.054660134
t_1136,138.33883000000003,35.68515,0.062188767,0.029123515,0.05144038
t_1137,138.42867,35.72163,0.08245764,0.04102393,0.06994581
t_1138,138.38374999999996,35.72163,0.06390841,0.030568793,0.053739347
t_1139,138.33883000000003,35.72163,0.06269972,0.02955092,0.052121554
t_114,140.80920000000003,36.844,0.329324,0.32,0.49093744
t_1140,138.06934,35.64866,0.051400833,0.021519031,0.04235636
t_1141,138.15917000000002,35.64866,0.053314857,0.023009038,0.044985134
t_1142,138.15917000000002,35.68515,0.053732537,0.023338117,0.045563005
t_1143,138.06934,35.68515,0.051787306,0.021817464,0.04288452
t_1144,138.11426,35.68515,0.052748017,0.022564663,0.044203263
t_1145,138.02441999999996,35.68515,0.050849937,0.021095796,0.041605882
t_1146,138.15917000000002,35.72163,0.054141246,0.023661453,0.04612986
t_1147,138.06934,35.72163,0.05216522,0.022110488,0.0434023
t_1148,138.11426,35.72163,0.06748701,0.0302579,0.05648522
t_1149,138.02441999999996,35.72163,0.05121354,0.021374851,0.042100895
t_115,140.76428999999996,36.844,0.3351324,0.31289658,0.48059237
t_1150,138.69816000000003,35.39276,0.07212365,0.03599179,0.072269656
t_1151,138.60833000000002,35.39276,0.082648836,0.04074514,0.06907284
t_1152,138.65323999999998,35.39276,0.07087134,0.034905717,0.07026822
