STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
0CAN,CANTIANO,43.472301,12.630800,seismic,INGV,C (inferred from geology),0.017270762999999998,0,0.045362708877641406,0,0.01829453582696292,0,0.007946207886535118,0,,C (inferred from geology)
0MBT,CITTA' DI CASTELLO (OPERA PIA MUZI BETTI),43.462101,12.248800,seismic,INGV,C (inferred from geology),0.022591328,0,0.06507947935699517,0,0.053583334503437066,0,0.041293436497323435,0,,C (inferred from geology)
0PIO,PIOBBICO,43.587299,12.512700,seismic,INGV,C (inferred from geology),0.007751773,0,0.01758334329568077,0,0.008157143579569837,0,0.0041504252105859585,0,,C (inferred from geology)
0REN,RENZETTI,43.546200,12.264000,seismic,INGV,B (inferred from geology),0.003217383,0,0.008511482766807984,0,0.007530778740483383,0,0.005847456317945804,0,,B (inferred from geology)
0UM8,UMBERTIDE,43.304100,12.341000,seismic,INGV,C (inferred from geology),0.033435519999999996,0,0.06028391775114133,0,0.06508678802352215,0,0.04960659348517863,0,,C (inferred from geology)
ACC,ACCUMOLI,42.695999,13.242000,seismic,INGV,A (inferred from geology),0.5468964230000001,0,1.3517074115302063,0,0.8124147186513181,0,0.6155142930043401,0,,A (inferred from geology)
ACER,ACERENZA,40.786700,15.942700,seismic,INGV,B,0.000751005,0,0.0013415901619800497,0,0.0023585554969188342,0,0.0021834682147883052,0,523,B
ACOM,ACOMIZZA  ITALY,46.548000,13.513700,seismic,INGV,A (inferred from geology),0.0007172060000000001,0,0.0024607815667183094,0,0.001721791996416488,0,0.0017636714397157728,0,,A (inferred from geology)
ACT,ACQUASANTA TERME,42.771301,13.412500,seismic,INGV,D (inferred from geology),0.392653198,0,0.20329812578574386,0,0.08169708067454298,0,0.07670013706062924,0,,D (inferred from geology)
AGOR,AGORDO  ITALY,46.282900,12.047200,seismic,INGV,B (inferred from geology),0.000341947,0,0.0010595224256823577,0,0.0010933999457043218,0,0.0010582545205856842,0,,B (inferred from geology)
AM05,AMANDOLA  FM  CAMPO SPORTIVO,42.977404,13.352786,seismic,INGV,B (inferred from geology),0.270388397,0,0.19683495410754573,0,0.10127669607502743,0,0.058840141686058875,0,,B (inferred from geology)
AMT,AMATRICE,42.632460,13.286176,seismic,INGV,B,0.521617615,0,1.2965419236109184,0,0.58987568017206,0,0.22571324619357824,0,670,B
ANB,ANCONA 2,43.592290,13.507411,seismic,INGV,B (inferred from geology),0.048991638000000004,0,0.1612749086752514,0,0.08323955110159759,0,0.03688627145684951,0,,B (inferred from geology)
ANT,ANTRODOCO,42.418110,13.078598,seismic,INGV,A,0.05464535500000001,0,0.08788259819038913,0,0.2080638433897926,0,0.07215826101625829,0,912,A
APEC,APECCHIO,43.558460,12.419910,seismic,INGV,C (inferred from geology),0.001862026,0,0.006184938179855982,0,0.0033298986558505314,0,0.0030663050092584643,0,,C (inferred from geology)
