calc_id,description,cal_time,gmpe,imt,nominal_bias,abs_nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
1114,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:GEM, Recording Stations:seismic)",158,KothaEtAl2020ESHM20SlopeGeology,PGA,0.009,0.009,0.24093276,ESM,GEM,seismic
1110,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",208,KothaEtAl2020ESHM20SlopeGeology,PGA,0.021,0.021,0.24670744,GCMT,GEM,seismic
1103,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",138,AkkarEtAlRjb2014,PGA,0.024,0.024,0.7529757,USGS,USGS,all
1105,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:USGS, Recording Stations:all)",127,AkkarEtAlRjb2014,PGA,0.03,0.03,0.6746086,ESM,USGS,all
1099,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",124,AkkarEtAlRjb2014,PGA,0.043,0.043,0.6704833,EFEHR,USGS,all
1101,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",126,AkkarEtAlRjb2014,PGA,0.043,0.043,0.6048939,GCMT,USGS,all
1108,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",180,KothaEtAl2020ESHM20SlopeGeology,PGA,0.066,0.066,0.2650777,EFEHR,GEM,seismic
1107,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:USGS, Recording Stations:all)",123,ZhaoEtAl2016Asc,PGA,-0.082,0.082,0.46107325,EMSC,USGS,all
1112,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",183,KothaEtAl2020ESHM20SlopeGeology,PGA,0.084,0.084,0.24730724,USGS,GEM,seismic
1107,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:USGS, Recording Stations:all)",123,CauzziEtAl2014,PGA,-0.146,0.146,0.4167902,EMSC,USGS,all
1116,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:GEM, Recording Stations:seismic)",156,KothaEtAl2020ESHM20SlopeGeology,PGA,0.171,0.171,0.28904805,EMSC,GEM,seismic
1101,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",126,ZhaoEtAl2016Asc,PGA,-0.18,0.18,0.45973572,GCMT,USGS,all
1105,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:USGS, Recording Stations:all)",127,ZhaoEtAl2016Asc,PGA,-0.184,0.184,0.45185125,ESM,USGS,all
1107,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:USGS, Recording Stations:all)",123,AkkarEtAlRjb2014,PGA,0.186,0.186,0.7032147,EMSC,USGS,all
1103,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",138,ZhaoEtAl2016Asc,PGA,-0.188,0.188,0.43776804,USGS,USGS,all
1116,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:GEM, Recording Stations:seismic)",156,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.19,0.19,0.28904805,EMSC,GEM,seismic
1099,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",124,CauzziEtAl2014,PGA,-0.241,0.241,0.37117308,EFEHR,USGS,all
1115,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:GEM, Recording Stations:all)",158,KothaEtAl2020ESHM20SlopeGeology,PGA,0.242,0.242,0.5917951,ESM,GEM,all
1113,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",168,KothaEtAl2020ESHM20SlopeGeology,PGA,0.248,0.248,0.6155726,USGS,GEM,all
1099,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",124,ZhaoEtAl2016Asc,PGA,-0.258,0.258,0.42388162,EFEHR,USGS,all
1111,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",197,KothaEtAl2020ESHM20SlopeGeology,PGA,0.258,0.258,0.5619473,GCMT,GEM,all
1116,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:GEM, Recording Stations:seismic)",156,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.261,0.261,0.28904805,EMSC,GEM,seismic
1109,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",196,KothaEtAl2020ESHM20SlopeGeology,PGA,0.263,0.263,0.61182344,EFEHR,GEM,all
1112,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",183,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.278,0.278,0.24730724,USGS,GEM,seismic
1101,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",126,CauzziEtAl2014,PGA,-0.28,0.28,0.40556315,GCMT,USGS,all
1108,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",180,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.294,0.294,0.2650777,EFEHR,GEM,seismic
1105,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:USGS, Recording Stations:all)",127,CauzziEtAl2014,PGA,-0.299,0.299,0.4313074,ESM,USGS,all
1103,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",138,CauzziEtAl2014,PGA,-0.307,0.307,0.42060202,USGS,USGS,all
1110,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",208,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.333,0.333,0.24670744,GCMT,GEM,seismic
1114,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:GEM, Recording Stations:seismic)",158,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.345,0.345,0.24093276,ESM,GEM,seismic
1112,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",183,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.348,0.348,0.24730724,USGS,GEM,seismic
1114,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:GEM, Recording Stations:seismic)",158,KothaEtAl2020ESHM20SlopeGeology,PGA,0.363,0.363,0.24093276,ESM,GEM,seismic
1117,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EMSC, GMPEs:GEM, Recording Stations:all)",159,KothaEtAl2020ESHM20SlopeGeology,PGA,0.365,0.365,0.63376385,EMSC,GEM,all
1108,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",180,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.366,0.366,0.2650777,EFEHR,GEM,seismic
1110,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",208,KothaEtAl2020ESHM20SlopeGeology,PGA,0.376,0.376,0.24670744,GCMT,GEM,seismic
1110,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",208,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.411,0.411,0.24670744,GCMT,GEM,seismic
1115,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:GEM, Recording Stations:all)",158,KothaEtAl2020ESHM20SlopeGeology,PGA,0.417,0.417,0.5917951,ESM,GEM,all
1113,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",168,KothaEtAl2020ESHM20SlopeGeology,PGA,0.422,0.422,0.6155726,USGS,GEM,all
1114,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:GEM, Recording Stations:seismic)",158,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.423,0.423,0.24093276,ESM,GEM,seismic
1108,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",180,KothaEtAl2020ESHM20SlopeGeology,PGA,0.425,0.425,0.2650777,EFEHR,GEM,seismic
1111,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",197,KothaEtAl2020ESHM20SlopeGeology,PGA,0.431,0.431,0.5619473,GCMT,GEM,all
1109,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",196,KothaEtAl2020ESHM20SlopeGeology,PGA,0.436,0.436,0.61182344,EFEHR,GEM,all
1114,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:ESM, GMPEs:GEM, Recording Stations:seismic)",158,KothaEtAl2020ESHM20SlopeGeology,PGA,0.441,0.441,0.24093276,ESM,GEM,seismic
1112,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",183,KothaEtAl2020ESHM20SlopeGeology,PGA,0.446,0.446,0.24730724,USGS,GEM,seismic
1110,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",208,KothaEtAl2020ESHM20SlopeGeology,PGA,0.453,0.453,0.24670744,GCMT,GEM,seismic
1108,"Median gmf - DRAFT_20191126_M6.4_Albania (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",180,KothaEtAl2020ESHM20SlopeGeology,PGA,0.498,0.498,0.2650777,EFEHR,GEM,seismic
