# 20000620_M6.46_Iceland median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,"KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.787319","KothaEtAl2020ESHM20SlopeGeology
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = 0.175935","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100
KothaEtAl2020ESHM20SlopeGeology.dl2l
'PGA' = -0.305692"
s_0,-20.47399999999999,64.004,0.391837,0.391837,0.391837,0.391837,0.391837
s_1,-21.007000000000005,64.088,0.105102,0.105102,0.105102,0.105102,0.105102
s_10,-20.647999999999996,63.928,0.568367,0.568367,0.568367,0.568367,0.568367
s_11,-19.569999999999993,64.19,0.009398,0.009398,0.009398,0.009398,0.009398
s_12,-20.26400000000001,63.991,0.052347,0.052347,0.052347,0.052347,0.052347
s_13,-21.76400000000001,64.075,0.011633,0.011633,0.011633,0.011633,0.011633
s_14,-20.986999999999995,63.94,0.178571,0.178571,0.178571,0.178571,0.178571
s_15,-21.905,64.135,0.018265,0.018265,0.018265,0.018265,0.018265
s_16,-19.125,64.174,0.008898,0.008898,0.008898,0.008898,0.008898
s_17,-21.382000000000005,63.854,0.106122,0.106122,0.106122,0.106122,0.106122
s_18,-21.187000000000012,64.002,0.127551,0.127551,0.127551,0.127551,0.127551
s_19,-20.159999999999997,64.05,0.027959,0.027959,0.027959,0.027959,0.027959
s_2,-21.00200000000001,63.937,0.127551,0.127551,0.127551,0.127551,0.127551
s_20,-21.010999999999996,64.094,0.106122,0.106122,0.106122,0.106122,0.106122
s_21,-19.099999999999994,64.16,0.017755,0.017755,0.017755,0.017755,0.017755
s_22,-19.674000000000007,65.225,0.004398,0.004398,0.004398,0.004398,0.004398
s_3,-20.641999999999996,64.065,0.721429,0.721429,0.721429,0.721429,0.721429
s_4,-20.649,63.931,0.838776,0.838776,0.838776,0.838776,0.838776
s_5,-19.239000000000004,64.201,0.007694,0.007694,0.007694,0.007694,0.007694
s_6,-21.789999999999992,64.133,0.011735,0.011735,0.011735,0.011735,0.011735
s_7,-19.619,64.167,0.01551,0.01551,0.01551,0.01551,0.01551
s_8,-20.389999999999986,63.84,0.165306,0.165306,0.165306,0.165306,0.165306
s_9,-19.840000000000003,64.1,0.028878,0.028878,0.028878,0.028878,0.028878
t_0,-18.704800000000006,63.50936,0.009228655,0.008067822,0.0105565125,0.006975979,0.012208762
t_1,-18.76669000000001,63.52749,0.0070445873,0.0061600157,0.008056182,0.005411681,0.009170203
t_10,-18.41828000000001,63.58345,0.009419851,0.008234435,0.010775918,0.0068429727,0.0129671125
t_100,-18.728049999999996,63.67405,0.012544582,0.01098893,0.01432046,0.009871268,0.015941877
t_1000,-17.90601000000001,63.98546,0.0057354365,0.005016847,0.006556954,0.0038897104,0.008456987
t_1001,-18.071519999999992,63.99438,0.005658411,0.004955485,0.0064610457,0.003981091,0.008042422
t_1002,-17.80261999999999,63.9946,0.0050348197,0.004402111,0.0057584676,0.0033386606,0.007592689
