# 19920413_M5.3_Roermond median gmf, Stations:None, gmlt:GEM, Rupture:ISC
custom_site_id,lon,lat,ESHM20Craton,"ESHM20Craton
epsilon=-1.355630","ESHM20Craton
epsilon=1.355630","ESHM20Craton
site_epsilon=-1.732051","ESHM20Craton
site_epsilon=1.732051","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.73205100
c3_epsilon = 1.73205100"
t_1000,11.088089999999994,48.95228,0.000831,0.0004409133,0.0015662056,0.0003540676,0.0019503647,0.0007826504
t_1001,11.349490000000003,49.00887,0.00073134305,0.0003880372,0.0013783799,0.00031085132,0.0017206382,0.00061285635
t_1002,11.17541,49.00936,0.000795543,0.00042210054,0.0014993792,0.00033896035,0.0018671467,0.00072030333
t_1003,11.437009999999987,49.06581,0.0007244076,0.00038435738,0.0013653084,0.0003085652,0.0017006659,0.000705632
t_1004,11.262830000000008,49.06637,0.00077450473,0.000410938,0.0014597278,0.00032999652,0.0018177695,0.00069693185
t_1005,11.088639999999998,49.0668,0.0008073833,0.00042838274,0.0015216947,0.0003431716,0.0018995388,0.00074175315
t_1006,11.524640000000005,49.12269,0.0007169799,0.00038041637,0.0013513094,0.00030474638,0.0016868459,0.0006824601
t_1007,10.218189999999993,48.95233,0.001138948,0.0006043049,0.0021466028,0.00053816295,0.0024104272,0.0010172233
t_1008,10.392169999999993,48.9526,0.0010638698,0.0005644698,0.002005101,0.00048690953,0.0023244952,0.00095026323
t_1009,9.95680999999999,49.00894,0.0012832116,0.0006808485,0.0024185,0.0006264282,0.0026286044,0.0011564998
t_1010,10.130889999999994,49.00942,0.0012054507,0.00063959,0.002271942,0.0005783319,0.0025125912,0.0010764787
t_1011,10.30498,49.00976,0.0011958083,0.0006344739,0.0022537687,0.0005967091,0.0023964064,0.001048076
t_1012,10.043489999999991,49.06644,0.00120005,0.00063672446,0.0022617632,0.00051131006,0.0028165297,0.0010415035
t_1013,10.217680000000001,49.06685,0.0011646919,0.00061796414,0.002195123,0.00052457687,0.0025859075,0.0010426148
t_1014,10.391870000000011,49.06712,0.0011213738,0.0005949803,0.0021134801,0.000524074,0.0023994304,0.0010330094
t_1015,9.955980000000011,49.1234,0.0012429324,0.0006594771,0.0023425845,0.00052958116,0.0029171747,0.0012921493
t_1016,10.130269999999996,49.12387,0.0011162971,0.00059228676,0.0021039122,0.00047480126,0.002624507,0.0009943289
t_1017,9.784809999999993,48.77903,0.0010834353,0.0005748509,0.0020419767,0.00046162383,0.0025428326,0.0010622888
t_1018,9.523650000000004,48.83522,0.0011904344,0.0006316227,0.0022436406,0.0005063138,0.002798925,0.0010851488
t_1019,9.69740999999999,48.83604,0.0011486973,0.0006094777,0.0021649776,0.00048943027,0.0026960033,0.0010268135
t_1020,9.871170000000006,48.83673,0.0011352454,0.0006023403,0.0021396244,0.0004836986,0.0026644322,0.0012306061
t_1021,9.436039999999991,48.89209,0.0012539971,0.0006653478,0.0023634385,0.0005330011,0.0029502916,0.0010378176
t_1022,9.60990000000001,48.89299,0.0012114402,0.00064276793,0.0022832307,0.00051616336,0.0028432617,0.0012404203
t_1023,9.783770000000004,48.89374,0.0011601364,0.00061554706,0.002186537,0.0004943041,0.002722851,0.0012717058
t_1024,9.522289999999998,48.94986,0.0012549364,0.0006658462,0.002365209,0.00053340034,0.0029525016,0.0010411042
t_1025,9.696259999999995,48.95069,0.00120507,0.000639388,0.0022712243,0.00051344914,0.0028283102,0.0010678283
t_1026,9.870239999999995,48.95137,0.0011294858,0.0005992844,0.0021287692,0.00048092366,0.0026526833,0.0010263607
t_1027,8.39294000000001,48.88381,0.001681203,0.00089201547,0.0031686039,0.00071581005,0.0039485944,0.0012422461
t_1028,8.566779999999994,48.88554,0.0016052292,0.0008517051,0.0030254142,0.0006834769,0.0037700771,0.0011410957
t_1029,8.304609999999997,48.9402,0.0021836762,0.0011586185,0.004115627,0.0010795248,0.0044171675,0.0014334131
t_1030,8.478550000000013,48.942,0.0018296327,0.0009707695,0.003448353,0.000792602,0.0042235013,0.0012520158
t_1031,8.216170000000005,48.99652,0.0020803697,0.001103806,0.003920923,0.00095141295,0.004548959,0.0014473452
t_1032,8.390209999999996,48.99839,0.0022057008,0.0011703044,0.0041571376,0.0010761305,0.004520935,0.0014559207
t_1033,8.56425999999999,49.00012,0.0017126463,0.0009086987,0.0032278658,0.0007294443,0.004021085,0.0012084744
t_1034,8.301770000000005,49.05472,0.0023367289,0.0012398254,0.0044040894,0.0011255831,0.0048510875,0.0019304024
t_1035,8.475920000000002,49.05651,0.0021939254,0.0011640565,0.004134944,0.0010945239,0.0043976274,0.0015476375
t_1036,8.21323000000001,49.11098,0.0024813488,0.0013165581,0.0046766577,0.0012314332,0.0049999394,0.0016388847
t_1037,9.26218,48.89106,0.0013442041,0.00071321,0.0025334537,0.00057273055,0.0031548599,0.0011619356
t_1038,9.000400000000013,48.94656,0.0015230722,0.0008081141,0.0028705709,0.0006489414,0.0035746663,0.0013612143
t_1039,9.174360000000007,48.9478,0.0014005977,0.00074313144,0.0026397405,0.00059675844,0.0032872162,0.0012656477
t_1040,9.348320000000001,48.9489,0.0013219968,0.00070142717,0.0024915992,0.0005631236,0.0031035375,0.001216705
t_1041,9.086430000000007,49.00447,0.0015980167,0.0008478783,0.0030118206,0.0007064199,0.0036149283,0.0014394516
t_1042,9.260500000000008,49.00564,0.0013948294,0.0007400708,0.0026288684,0.0005939629,0.0032755395,0.0012179826
t_1043,8.998410000000007,49.06107,0.0016170964,0.00085800164,0.0030477804,0.00068900257,0.0037953425,0.0017244276
t_1044,9.17258000000001,49.06232,0.001520838,0.0008069287,0.0028663601,0.0006479895,0.0035694223,0.0015313122
t_1045,9.346749999999986,49.06342,0.0013958778,0.0007406272,0.0026308447,0.0005947427,0.0032761646,0.0011670392
t_1046,9.084550000000007,49.11892,0.0015568513,0.0008260367,0.0029342351,0.0006633327,0.0036539522,0.0012929844
t_1047,8.914469999999994,48.88858,0.0014580449,0.0007736118,0.0027480123,0.0006212205,0.0034221257,0.0012231277
t_1048,8.65249,48.94366,0.0016183538,0.00085866876,0.0030501503,0.0006891933,0.003800195,0.0014344766
t_1049,8.826439999999991,48.94518,0.0016316063,0.0008657003,0.0030751277,0.00069518463,0.0038293984,0.00144616
